Pod,Rank,Name_Clean,VP_Pile_1,VP_Pile_2,Total_VP,Win?,Total Rank Points,VP_Diff,Bystanders,Fun_Level,Win_Value,Win_Points,Turns_Value,Turns_Points,Turns_Rank,Escapes_Value,Escapes_Points,Escapes_Rank,PPT_Value,PPT_Points,PPT_Rank,Unique_Pod_ID,Pick 1,Pick 2,Attempt,Points Earned,Total Points,Cards Undercover
48,2.0,CK,27,74,101,1st,22.5,47,1,5,Yes,5.0,36,3,6th,0,7.5,1st,2.806,7,2nd,F24_Pod_48,Iceman,Speedball,Second attempt,(+9),35.0,16
48,3.0,Ocs333,35,34,69,1st,20,1,2,3,Yes,5.0,26,8,1st,2,3,6th,2.654,4,5th,F24_Pod_48,Wolverine (X-Force),Bishop,First attempt,(+8),35.0,8
48,4.0,jpilger,66,42,108,1st,19.5,24,4,5,Yes,5.0,40,2,7th,0,7.5,1st,2.7,5,4th,F24_Pod_48,Ghost Rider,Punisher,Second attempt,(+7),33.0,18
48,5.0,AntDude & WaspWoman & PowerPupa,58,21,79,1st,19.5,37,1,4,Yes,5.0,29,7,2nd,3,1.5,7th,2.724,6,3rd,F24_Pod_48,Iceman,Tigra,First attempt,(+6),32.0,10
48,6.0,dontfeedthegreen,38,36,74,1st,18,2,1,4,Yes,5.0,30,6,3rd,1,5,3rd,2.467,2,7th,F24_Pod_48,Bishop,Forge,First attempt,(+5),31.0,5
48,7.0,jdub,35,48,83,1st,15,13,2,3,Yes,5.0,34,4,5th,1,5,3rd,2.441,1,8th,F24_Pod_48,Jocasta,Forge,First attempt,(+4),30.0,8
48,8.0,Buya & DSCern,39,31,70,8th,6.5,8,2,4,No,1.0,28,1,8th,3,1.5,7th,2.5,3,6th,F24_Pod_48,Stature,Ant-Man (Ant-Man),Second attempt,(+3),30.0,17
49,2.0,Narellish & oskar,32,44,76,1st,20,12,4,5,Yes,4.5,26,4,5th,0,4.5,1st,2.923,7,2nd,F24_Pod_49,Brainstorm,Fantastic Four United,First attempt,(+9),34.0,0
49,3.0,PragmaticSquid,30,41,71,1st,20,11,4,5,Yes,4.5,25,5,4th,0,4.5,1st,2.84,6,3rd,F24_Pod_49,Fantastic Four United,"Killmonger, Spec Ops",Second attempt,(+8),33.0,0
49,4.0,KelgatesKollections,25,39,64,1st,18,14,2,4,Yes,4.5,24,6,3rd,0,4.5,1st,2.667,3,6th,F24_Pod_49,Peter's Allies,Brainstorm,First attempt,(+7),32.0,0
49,6.0,Gambit.n.rogue,23,33,56,1st,17,10,1,5,Yes,4.5,22,7,2nd,0,4.5,1st,2.545,1,8th,F24_Pod_49,"Uatu, The Watcher",General Okoye,Second attempt,(+5),30.0,0
49,7.0,Cglied,36,57,93,1st,15,21,4,4,Yes,4.5,34,2,7th,0,4.5,1st,2.735,4,5th,F24_Pod_49,King Black Panther,White Wolf,Second attempt,(+4),29.0,0
49,8.0,Mikeygill97,50,49,99,1st,12,1,4,4,Yes,4.5,38,1,8th,0,4.5,1st,2.605,2,7th,F24_Pod_49,Brainstorm,Peter's Allies,First attempt,(+3),28.0,0
50,2.0,david-h11,30,65,95,1st,27,35,2,4,Yes,5.5,27,9,2nd,0,5.5,1st,3.519,7,4th,F24_Pod_50,Deathlok,Hellcat,First attempt,(+9),36.0,10
50,3.0,Bikk Bikk,61,18,79,1st,26,43,3,4,Yes,5.5,25,10,1st,0,5.5,1st,3.16,5,6th,F24_Pod_50,Hulkbuster Iron Man,Darkhawk,First attempt,(+8),37.0,4
50,4.0,Astigmatic_oracle,56,40,96,1st,24.5,16,2,4,Yes,5.5,28,7.5,3rd,0,5.5,1st,3.429,6,5th,F24_Pod_50,Darkhawk,Gladiator Hulk,First attempt,(+7),31.0,8
50,5.0,Handballermann & Efruhuhn,48,68,116,1st,22.5,20,1,3,Yes,5.5,32,3.5,7th,0,5.5,1st,3.625,8,3rd,F24_Pod_50,Deathlok,Agent Phil Coulson,First attempt,(+6),32.0,18
50,6.0,GamerGump & Kendycrow,39,82,121,1st,22,43,2,4,Yes,5.5,33,2,9th,0,5.5,1st,3.667,9,2nd,F24_Pod_50,War Machine,Quake,First attempt,(+5),35.0,16
50,8.0,Pokeloly,53,43,96,1st,20,10,2,3,Yes,5.5,31,5,6th,0,5.5,1st,3.097,4,7th,F24_Pod_50,Korg,Deathlok,First attempt,(+3),34.0,15
50,9.0,eventhorizon0121,34,59,93,1st,16.5,25,2,4,Yes,5.5,32,3.5,7th,0,5.5,1st,2.906,2,9th,F24_Pod_50,Gladiator Hulk,She-Hulk,First attempt,(+2),26.0,10
50,10.0,wingedcrusader,58,37,95,1st,13,21,2,3,Yes,5.5,35,1,10th,0,5.5,1st,2.714,1,10th,F24_Pod_50,Gladiator Hulk,"Miek, the Unhived",First attempt,(+1),26.0,1
51,1.0,Tuba2k7 & Alicat22,81,38,119,1st,33,43,23,4,Yes,7.5,31,9,2nd,0,6.5,1st,3.839,10,1st,F24_Pod_51,Ghost Rider 2099,Ultron,First attempt,(+10),33.0,16
51,2.0,evilspacecow,35,59,94,1st,29,24,10,2,Yes,7.5,30,10,1st,0,6.5,1st,3.133,5,6th,F24_Pod_51,Kraven the Hunter,Ghost Rider 2099,First attempt,(+9),32.0,8
51,3.0,Grey Warden,95,41,136,1st,28.5,54,20,5,Yes,7.5,38,6.5,4th,0,6.5,1st,3.579,8,3rd,F24_Pod_51,Ghost Rider 2099,Vision,Second attempt,(+8),32.0,19
51,4.0,jiggliestpuff,117,36,153,1st,28,81,61,4,Yes,7.5,41,5,6th,0,6.5,1st,3.732,9,2nd,F24_Pod_51,Ultron,Vision,Second attempt,(+7),30.0,2
51,5.0,fredo_ud,69,49,118,1st,28,20,8,5,Yes,7.5,37,8,3rd,0,6.5,1st,3.189,6,5th,F24_Pod_51,Ghost Rider 2099,Hulk 2099,Second attempt,(+6),30.0,20
51,6.0,brentmcampbell,54,70,124,1st,27.5,16,19,4,Yes,7.5,38,6.5,4th,0,6.5,1st,3.263,7,4th,F24_Pod_51,Electro,Black Swan,First attempt,(+5),29.0,4
51,7.0,Justitiana,82,41,123,7th,16,41,22,2,No,2.5,40,3,8th,0,6.5,1st,3.075,4,7th,F24_Pod_51,Captain Britain,Enchantress,Second attempt,(+4),27.0,8
51,8.0,DrPolygon,62,50,112,7th,16,12,30,2,No,2.5,41,4,7th,0,6.5,1st,2.732,3,8th,F24_Pod_51,Vision,Ultron,First attempt,(+3),26.0,7
51,9.0,allman7359,20,32,52,7th,7,12,9,1,No,2.5,35,2,9th,2,1.5,9th,1.486,1,10th,F24_Pod_51,Electro,Speedball,Second attempt,(+2),25.0,6
52,3.0,gscrap,13,57,70,1st,20,44,20,3,Yes,4.5,28,3.5,5th,0,5,1st,2.5,7,2nd,F24_Pod_52,Nova (Champions),Venompool,First attempt,(+8),31.0,0
52,6.0,MikiP2023,21,24,45,1st,18,3,6,2,Yes,4.5,24,6.5,2nd,0,5,1st,1.875,2,7th,F24_Pod_52,Proxima Midnight,Gwenpool,First attempt,(+5),28.0,0
52,7.0,JParnell,23,42,65,1st,13.5,19,11,3,Yes,4.5,34,1,8th,0,5,1st,1.912,3,6th,F24_Pod_52,Gwenpool,Carnage,Second attempt,(+4),26.0,0
53,1.0,Kb_Driven,49,39,88,1st,35,10,7,4,Yes,7.0,30,10,1st,0,9,1st,2.933,9,2nd,F24_Pod_53,Deathlok,Mockingbird,First attempt,(+10),30.0,13
53,2.0,JB007,65,31,96,1st,31,34,22,1,Yes,7.0,31,9,2nd,1,5,4th,3.097,10,1st,F24_Pod_53,Luke Cage Noir,"Ancient One, The",First attempt,(+9),28.0,7
53,4.0,Lycanknight_,46,45,91,1st,24,1,20,4,Yes,7.0,32,7.5,3rd,2,1.5,9th,2.844,8,3rd,F24_Pod_53,Quake,Thor (Heroes of Asgard),First attempt,(+7),28.0,7
53,5.0,ggyppt,38,36,74,1st,23.5,2,14,4,Yes,7.0,32,7.5,3rd,1,5,4th,2.313,4,7th,F24_Pod_53,Deathlok,Doctor Strange (Avengers),First attempt,(+6),27.0,11
53,6.0,Keeblerpowell,53,47,100,1st,23,6,22,4,Yes,7.0,38,5,6th,1,5,4th,2.632,6,5th,F24_Pod_53,Doctor Voodoo,Beta Ray Bill,First attempt,(+5),24.0,9
53,7.0,jorisc3213,44,45,89,1st,23,1,13,3,Yes,7.0,34,6,5th,1,5,4th,2.618,5,6th,F24_Pod_53,"Ancient One, The",Thor (Heroes of Asgard),Second attempt,(+4),24.0,8
53,8.0,Pyromagnus & shoshielynn,55,40,95,8th,13,15,22,2,No,2.0,43,3,8th,1,5,4th,2.209,3,8th,F24_Pod_53,"Ancient One, The",Doctor Strange (Avengers),Second attempt,(+3),24.0,1
53,9.0,Drewfusmcge,12,10,22,8th,13,2,9,1,No,2.0,21,1,10th,0,9,1st,1.048,1,10th,F24_Pod_53,Doctor Strange (Avengers),Mockingbird,Second attempt,(+2),23.0,2
54,4.0,loconnole & Klcgolf,6,54,60,1st,30,48,2,4,Yes,7.5,29,9,2nd,0,7.5,1st,2.069,6,5th,F24_Pod_54,Red Guardian,"Gamora, Destroyer of Thanos",Second attempt,(+7),27.0,0
54,6.0,aitmanga,38,26,64,1st,24,12,5,4,Yes,7.5,37,5,6th,0,7.5,1st,1.73,4,7th,F24_Pod_54,"Gamora, Destroyer of Thanos",Doctor Strange Supreme,First attempt,(+5),25.0,4
54,7.0,Hendrek,23,31,54,7th,12.5,8,4,4,No,2.5,28,2,9th,2,3,7th,1.929,5,6th,F24_Pod_54,Elsa Bloodstone (Marvel Knights),"Wong, Master of the Mystic Arts",Second attempt,(+4),24.0,2
54,9.0,Jmaster1324,28,15,43,7th,9.5,13,0,1,No,2.5,29,3,8th,3,1,10th,1.483,3,8th,F24_Pod_54,"Wong, Master of the Mystic Arts",Morbius,First attempt,(+2),22.0,0
54,10.0,WarpedPoodle,20,9,29,7th,7.5,11,4,3,No,2.5,27,1,10th,2,3,7th,1.074,1,10th,F24_Pod_54,Elsa Bloodstone (Marvel Knights),Lady Sif,First attempt,(+1),21.0,0
55,2.0,Travjon,72,53,125,1st,31,19,25,5,Yes,5.5,31,8,3rd,0,8.5,1st,4.032,9,2nd,F24_Pod_55,Black Bolt (Inhumans),Polaris,First attempt,(+9),27.0,0
55,3.0,Hatephd & Editedmist,64,42,106,1st,30,22,26,5,Yes,5.5,29,10,1st,0,8.5,1st,3.655,6,5th,F24_Pod_55,Havok,Banshee,Second attempt,(+8),26.0,0
55,4.0,sethlikespizza,61,83,144,1st,23,22,23,3,Yes,5.5,38,5.5,5th,3,4,7th,3.789,8,3rd,F24_Pod_55,M,X-23,Second attempt,(+7),24.0,0
55,5.0,RedRutan,57,91,148,1st,21,34,27,4,Yes,5.5,40,3.5,7th,2,5,6th,3.7,7,4th,F24_Pod_55,Medusa,Dazzler,Second attempt,(+6),23.0,0
55,6.0,Montax30,48,68,116,1st,19,20,24,4,Yes,5.5,35,7,4th,4,2.5,8th,3.314,4,7th,F24_Pod_55,Crystal,Dazzler,First attempt,(+5),16.0,0
55,8.0,Ceej,55,69,124,1st,16.5,14,25,4,Yes,5.5,38,5.5,5th,4,2.5,8th,3.263,3,8th,F24_Pod_55,Stepford Cuckoos,Venompool,First attempt,(+3),21.0,0
55,9.0,coldvein & raja0629,68,67,135,1st,15,1,23,5,Yes,5.5,40,3.5,7th,5,1,10th,3.375,5,6th,F24_Pod_55,Banshee,Polaris,Second attempt,(+2),19.0,0
55,10.0,canis & Mamabird,58,67,125,1st,14.5,9,0,4,Yes,5.5,43,2,9th,1,6,5th,2.907,1,10th,F24_Pod_55,Legion,Dazzler,Second attempt,(+1),15.0,0
56,1.0,owen_meany,22,40,62,1st,35.5,18,3,3,Yes,6.5,21,11,1st,0,8,1st,2.952,10,2nd,F24_Pod_56,Mr. Fantastic,Cyclops,First attempt,(+11),26.0,0
56,2.0,caseystahl1125,53,31,84,1st,32.5,22,12,1,Yes,6.5,28,7,5th,0,8,1st,3,11,1st,F24_Pod_56,Black Widow (Avengers),Rogue,First attempt,(+10),25.0,0
56,3.0,Babybreloom,47,26,73,1st,30.5,21,9,3,Yes,6.5,27,8,4th,0,8,1st,2.704,8,4th,F24_Pod_56,Human Torch,Invisible Woman,First attempt,(+9),26.0,0
56,4.0,jgoodnough and daughter,36,27,63,1st,30.5,9,0,4,Yes,6.5,24,10,2nd,0,8,1st,2.625,6,6th,F24_Pod_56,Mr. Fantastic,Rogue,First attempt,(+8),15.0,0
56,5.0,thablackknight1,58,14,72,1st,28,44,7,2,Yes,6.5,25,9,3rd,1,3.5,8th,2.88,9,3rd,F24_Pod_56,Silver Surfer,Hulk,First attempt,(+7),23.0,0
56,6.0,Freeclint,66,39,105,1st,23.5,27,4,4,Yes,6.5,39,2,10th,0,8,1st,2.692,7,5th,F24_Pod_56,Captain America,Hawkeye,First attempt,(+6),14.0,0
56,7.0,Minos_griffin & Phryne,26,56,82,1st,23.5,30,8,1,Yes,6.5,32,4,8th,0,8,1st,2.563,5,7th,F24_Pod_56,Thor (Avengers),Human Torch,First attempt,(+5),28.0,0
56,8.0,sword'n'sorcery,28,64,92,1st,21.5,36,10,2,Yes,6.5,36,3,9th,0,8,1st,2.556,4,8th,F24_Pod_56,Human Torch,Hulk,First attempt,(+4),24.0,0
56,9.0,ReyReyPod,47,25,72,1st,16.5,22,6,5,Yes,6.5,31,5,7th,3,2,10th,2.323,3,9th,F24_Pod_56,Hulk,Silver Surfer,First attempt,(+3),13.0,0
56,10.0,Ironclad4521,36,24,60,1st,15.5,12,11,3,Yes,6.5,29,6,6th,4,1,11th,2.069,2,10th,F24_Pod_56,Black Widow (Avengers),Mr. Fantastic,First attempt,(+2),17.0,0
56,11.0,SharkNate-O & onthegeniusofsamrockwell,42,38,80,11th,6.5,4,4,1,No,1.0,41,1,11th,1,3.5,8th,1.951,1,11th,F24_Pod_56,Hulk,Human Torch,First attempt,(+1),15.0,0
57,1.0,Adrian Miller,33,54,87,1st,29,21,22,4,Yes,5.0,23,9,1st,0,6,1st,3.783,9,1st,F24_Pod_57,Angel,Shatterstar,Second attempt,(+9),47.0,0
57,2.0,Redblock,28,69,97,1st,24,41,13,3,Yes,5.0,29,6,4th,0,6,1st,3.345,7,3rd,F24_Pod_57,Bishop,Iceman,First attempt,(+8),47.0,0
57,3.0,R3DJ0N,58,60,118,1st,22,2,35,4,Yes,5.0,33,3,7th,0,6,1st,3.576,8,2nd,F24_Pod_57,Angel,Bishop,Second attempt,(+7),51.0,0
57,4.0,OleRockyTop,38,26,64,1st,22,12,9,3,Yes,5.0,24,8,2nd,0,6,1st,2.667,3,7th,F24_Pod_57,Angel,Professor X,Second attempt,(+6),44.0,0
57,5.0,Avataristche,61,9,70,1st,20,52,1,5,Yes,5.0,27,7,3rd,0,6,1st,2.593,2,8th,F24_Pod_57,Bishop,Iceman,First attempt,(+5),51.0,0
57,6.0,Lukas,75,28,103,1st,19,47,8,5,Yes,5.0,34,2,8th,0,6,1st,3.029,6,4th,F24_Pod_57,Forge,Punisher,Second attempt,(+4),45.0,0
57,7.0,Jean-Sébastien & Geneviève,68,18,86,1st,19,50,12,4,Yes,5.0,31,4,6th,0,6,1st,2.774,4,6th,F24_Pod_57,Angel,Mirage,Second attempt,(+3),47.0,0
57,8.0,ChuckBauer,38,32,70,1st,13,6,14,4,Yes,5.0,30,5,5th,1,2,8th,2.333,1,9th,F24_Pod_57,Iceman,Bishop,Second attempt,(+2),40.0,0
57,9.0,Sandals & Mrs Sandals,38,67,105,1st,12,29,38,2,Yes,5.0,36,1,9th,3,1,9th,2.917,5,5th,F24_Pod_57,Angel,Jean Grey,First attempt,(+1),38.0,0
58,2.0,Narellish & oskar,28,58,86,1st,29.5,30,9,4,Yes,6.5,25,7.5,3rd,0,7.5,1st,3.44,8,3rd,F24_Pod_58,"Ancient One, The","Joe Fixit, Grey Hulk",First attempt,(+9),43.0,0
58,3.0,Techfiend,71,36,107,1st,28,35,8,4,Yes,6.5,30,4,7th,0,7.5,1st,3.567,10,1st,F24_Pod_58,Amadeus Cho,"Joe Fixit, Grey Hulk",First attempt,(+8),43.0,0
58,5.0,Off the Cuff & hanoott,34,28,62,1st,27.5,6,5,3,Yes,6.5,23,9.5,1st,0,7.5,1st,2.696,4,7th,F24_Pod_58,Phyla-Vell,Quasar,First attempt,(+6),41.0,0
58,6.0,GZUZROCKS & DaBomb,44,26,70,1st,22.5,18,9,5,Yes,6.5,28,5.5,5th,0,7.5,1st,2.5,3,8th,F24_Pod_58,Phyla-Vell,Yondu,First attempt,(+5),41.0,0
58,8.0,Swagolas,57,56,113,1st,17.5,1,13,5,Yes,6.5,35,3,8th,2,3,7th,3.229,5,6th,F24_Pod_58,Amadeus Cho,"Ancient One, The",First attempt,(+3),40.0,2
58,9.0,CK,50,45,95,9th,8.5,5,9,3,No,1.5,41,2,9th,2,3,7th,2.317,2,9th,F24_Pod_58,Captain Mar-Vell,Yondu,First attempt,(+2),37.0,0
58,10.0,Pervavita & Catswiftie,29,33,62,9th,6.5,4,6,2,No,1.5,30,1,10th,2,3,7th,2.067,1,10th,F24_Pod_58,"Ancient One, The",She-Hulk,Second attempt,(+1),33.0,0
59,1.0,PragmaticSquid,34,51,85,1st,27.5,17,6,5,Yes,5.5,26,7,4th,0,6,1st,3.269,9,2nd,F24_Pod_59,Nova (Avengers),Ravage 2099,Second attempt,(+10),43.0,3
59,2.0,Pizza (.gaxim) & Extra Cheese (Rolf101),67,31,98,1st,26.5,36,3,4,Yes,5.5,29,5,6th,0,6,1st,3.379,10,1st,F24_Pod_59,Doctor Doom 2099,"Dr. Punisher, Soldier Supreme",First attempt,(+9),42.0,19
59,3.0,jpilger,29,47,76,1st,23.5,18,5,3,Yes,5.5,24,9,1st,1,1,10th,3.167,8,3rd,F24_Pod_59,"Dr. Punisher, Soldier Supreme",Doctor Doom 2099,First attempt,(+8),41.0,9
59,4.0,KelgatesKollections,37,35,72,1st,22.5,2,2,4,Yes,5.5,27,6,5th,0,6,1st,2.667,5,6th,F24_Pod_59,Spider-Man 2099,Beast (Illuminati),First attempt,(+7),39.0,9
59,5.0,piplup1112111,23,33,56,1st,22.5,10,2,4,Yes,5.5,24,9,1st,0,6,1st,2.333,2,9th,F24_Pod_59,Quasar,Ruby Summers,First attempt,(+6),40.0,1
59,6.0,bamlinden,27,65,92,1st,21.5,38,3,5,Yes,5.5,30,3,7th,0,6,1st,3.067,7,4th,F24_Pod_59,Doctor Doom 2099,Nova (Avengers),Second attempt,(+5),37.0,11
59,7.0,Tuba2k7 & Alicat22,31,20,51,1st,21.5,11,3,4,Yes,5.5,24,9,1st,0,6,1st,2.125,1,10th,F24_Pod_59,Beast (Illuminati),Nova (Avengers),Second attempt,(+4),37.0,7
59,8.0,evilspacecow,48,46,94,1st,18.5,2,3,4,Yes,5.5,35,1,10th,0,6,1st,2.686,6,5th,F24_Pod_59,Nova (Avengers),Adam Warlock,Second attempt,(+3),35.0,3
59,9.0,fredo_ud,42,37,79,1st,18.5,5,0,4,Yes,5.5,30,3,7th,0,6,1st,2.633,4,7th,F24_Pod_59,Nova (Avengers),Doctor Doom 2099,First attempt,(+2),32.0,3
59,10.0,Tozar,36,39,75,1st,17.5,3,4,3,Yes,5.5,30,3,7th,0,6,1st,2.5,3,8th,F24_Pod_59,Beast (Illuminati),Phyla-Vell,Second attempt,(+1),36.0,4
60,2.0,DRobb & ShadowOfTheBat,27,39,66,1st,26,12,6,3,Yes,5.0,26,8,2nd,1,4,5th,2.538,9,1st,F24_Pod_60,Agent Phil Coulson,Lady Sif,Second attempt,(+9),40.0,10
60,3.0,Bronson & Lighthouse,25,42,67,1st,22,17,7,4,Yes,5.0,31,3.5,6th,0,7.5,1st,2.161,6,4th,F24_Pod_60,"Ancient One, The",Mockingbird,First attempt,(+8),39.0,11
60,4.0,AntDude & WaspWoman & PowerPupa,37,23,60,1st,21.5,14,5,4,Yes,5.0,28,6,4th,0,7.5,1st,2.143,3,7th,F24_Pod_60,Gamora,Mockingbird,First attempt,(+7),39.0,6
60,5.0,dontfeedthegreen,43,34,77,1st,18.5,9,6,3,Yes,5.0,31,3.5,6th,2,2,8th,2.484,8,2nd,F24_Pod_60,Drax the Destroyer,Mockingbird,Second attempt,(+6),37.0,15
60,6.0,gscrap,58,13,71,1st,18,45,1,5,Yes,5.0,29,5,5th,3,1,9th,2.448,7,3rd,F24_Pod_60,Mockingbird,Quake,First attempt,(+5),36.0,17
60,7.0,Flipflopmaniac,16,39,55,1st,18,23,4,3,Yes,5.0,27,7,3rd,1,4,5th,2.037,2,8th,F24_Pod_60,Groot,Star-Lord,First attempt,(+4),34.0,3
60,8.0,Chapmaca7,26,47,73,1st,17.5,21,4,4,Yes,5.0,34,1,9th,0,7.5,1st,2.147,4,6th,F24_Pod_60,Agent Phil Coulson,Star-Lord,Second attempt,(+3),33.0,12
60,9.0,jdub,34,29,63,1st,12,5,4,4,Yes,5.0,32,2,8th,1,4,5th,1.969,1,9th,F24_Pod_60,Groot,Gamora,Second attempt,(+2),32.0,3
61,1.0,david-h11,40,69,109,1st,29,29,12,5,Yes,6.0,27,8,3rd,0,6,1st,4.037,9,2nd,F24_Pod_61,Mr. Fantastic,Thing,First attempt,(+10),46.0,0
61,2.0,Ocs333,33,70,103,1st,29,37,7,5,Yes,6.0,26,9,2nd,0,6,1st,3.962,8,3rd,F24_Pod_61,Domino,Forge,First attempt,(+9),44.0,0
61,3.0,Pokeloly,75,46,121,1st,27,29,13,4,Yes,6.0,29,5,5th,0,6,1st,4.172,10,1st,F24_Pod_61,Wolverine (X-Force),Domino,First attempt,(+8),42.0,0
61,4.0,Bakatora971,40,36,76,1st,25,4,2,3,Yes,6.0,25,10,1st,0,6,1st,3.04,3,8th,F24_Pod_61,Groot,Silver Surfer,First attempt,(+7),40.0,0
61,5.0,waxbottle & Mrs. waxbottle,52,44,96,1st,23,8,8,2,Yes,6.0,29,5,5th,0,6,1st,3.31,6,5th,F24_Pod_61,Mr. Fantastic,Rocket Raccoon,First attempt,(+6),38.0,0
61,6.0,Bikk Bikk,50,38,88,1st,23,12,3,5,Yes,6.0,28,7,4th,0,6,1st,3.143,4,7th,F24_Pod_61,Domino,Daredevil (Marvel Knights),First attempt,(+5),42.0,0
61,7.0,Minos_griffin & Phryne,41,61,102,1st,22,20,5,5,Yes,6.0,30,3,8th,0,6,1st,3.4,7,4th,F24_Pod_61,Forge,Punisher,First attempt,(+4),32.0,0
61,8.0,GamerGump & Kendycrow,44,67,111,1st,19,23,6,3,Yes,6.0,34,2,9th,0,6,1st,3.265,5,6th,F24_Pod_61,Mr. Fantastic,Invisible Woman,Second attempt,(+3),38.0,0
61,9.0,Astigmatic_oracle,36,43,79,1st,13,7,2,3,Yes,6.0,29,5,5th,1,1,10th,2.724,1,10th,F24_Pod_61,Domino,Forge,Second attempt,(+2),33.0,0
61,10.0,energythief,47,56,103,10th,10,9,5,3,No,1.0,36,1,10th,0,6,1st,2.861,2,9th,F24_Pod_61,Forge,Mr. Fantastic,First attempt,(+1),30.0,0
62,1.0,Kb_Driven,91,100,191,1st,28,9,49,5,Yes,6.0,25,6.5,4th,0,6.5,1st,7.64,9,2nd,F24_Pod_62,Silk,Spider-Gwen,Second attempt,(+10),40.0,0
62,2.0,CoreyG,92,55,147,1st,27.5,37,35,5,Yes,6.0,21,10,1st,0,6.5,1st,7,5,6th,F24_Pod_62,Banshee,Polaris,First attempt,(+9),38.0,0
62,3.0,brentmcampbell,130,59,189,1st,27,71,43,5,Yes,6.0,25,6.5,4th,0,6.5,1st,7.56,8,3rd,F24_Pod_62,Spider-Gwen,Psylocke,First attempt,(+8),37.0,0
62,4.0,Cglied,51,115,166,1st,25,64,39,3,Yes,6.0,24,8.5,2nd,0,6.5,1st,6.917,4,7th,F24_Pod_62,Spider-Gwen,Banshee,First attempt,(+7),36.0,0
62,5.0,Travjon,113,87,200,1st,24.5,26,51,5,Yes,6.0,27,5,6th,0,6.5,1st,7.407,7,4th,F24_Pod_62,Phoenix,Spider-Gwen,First attempt,(+6),33.0,0
62,6.0,jiggliestpuff,95,58,153,1st,23,37,34,4,Yes,6.0,24,8.5,2nd,0,6.5,1st,6.375,2,9th,F24_Pod_62,Legion,Banshee,Second attempt,(+5),35.0,0
62,10.0,Dre 2 point 0,126,83,209,10th,4,43,46,3,No,1.0,39,1,10th,3,1,10th,5.359,1,10th,F24_Pod_62,Luke Cage Noir,Jubilee,First attempt,(+1),30.0,1
63,1.0,eventhorizon0121,24,23,47,1st,23,1,6,4,Yes,5.5,35,4.5,4th,1,7,1st,1.343,6,3rd,F24_Pod_63,Rictor,Shatterstar,Second attempt,(+10),36.0,0
63,5.0,Mangostrike,16,20,36,1st,18,4,5,1,Yes,5.5,32,6.5,2nd,4,3,6th,1.125,3,6th,F24_Pod_63,Multiple Man,Invisible Woman,First attempt,(+6),35.0,0
63,6.0,JB007,21,10,31,1st,17,11,2,1,Yes,5.5,31,8,1st,5,1.5,7th,1,2,7th,F24_Pod_63,King Black Panther,Invisible Woman,First attempt,(+5),33.0,0
63,7.0,iburnicus,19,16,35,7th,14.5,3,2,2,No,1.5,31,2,7th,1,7,1st,1.129,4,5th,F24_Pod_63,"Namor, the Sub-Mariner",King Black Panther,Second attempt,(+4),31.0,0
63,8.0,Keeblerpowell,2,8,10,7th,8.5,6,2,4,No,1.5,15,1,8th,2,5,4th,0.667,1,8th,F24_Pod_63,Mr. Fantastic,Thing,Second attempt,(+3),27.0,0
64,1.0,JParnell,32,39,71,1st,32.5,7,2,2,Yes,6.5,26,10,1st,0,6,1st,2.731,10,1st,F24_Pod_64,Angel,Gladiator Hulk,First attempt,(+10),36.0,0
64,2.0,Hatephd & Editedmist,37,36,73,1st,30,1,8,5,Yes,6.5,30,8.5,2nd,0,6,1st,2.433,9,2nd,F24_Pod_64,Hiroim,Angel,Second attempt,(+9),35.0,0
64,3.0,sethlikespizza,24,48,72,1st,29,24,1,4,Yes,6.5,30,8.5,2nd,0,6,1st,2.4,8,3rd,F24_Pod_64,Bishop,Iceman,Second attempt,(+8),32.0,0
64,4.0,wingedcrusader,43,29,72,1st,26.5,14,2,5,Yes,6.5,31,7,4th,0,6,1st,2.323,7,4th,F24_Pod_64,Bishop,Iceman,First attempt,(+7),33.0,0
64,5.0,jorisc3213,31,56,87,1st,23,25,3,4,Yes,6.5,38,4.5,6th,0,6,1st,2.289,6,5th,F24_Pod_64,Bishop,Jean Grey,First attempt,(+6),30.0,2
64,6.0,Drewfusmcge,33,55,88,1st,20.5,22,3,2,Yes,6.5,39,3,8th,0,6,1st,2.256,5,6th,F24_Pod_64,Angel,Photon,First attempt,(+5),28.0,0
64,7.0,sword'n'sorcery,35,48,83,1st,20,13,3,3,Yes,6.5,38,4.5,6th,0,6,1st,2.184,3,8th,F24_Pod_64,Hellcat,Nightcrawler,Second attempt,(+4),28.0,0
64,8.0,DrPolygon,45,36,81,1st,17.5,9,2,4,Yes,6.5,36,6,5th,2,1,10th,2.25,4,7th,F24_Pod_64,Caiera,Bishop,First attempt,(+3),29.0,1
64,9.0,caseystahl1125,46,26,72,9th,11.5,20,2,5,No,1.5,42,2,9th,0,6,1st,1.714,2,9th,F24_Pod_64,Iceman,Jean Grey,Second attempt,(+2),27.0,0
64,10.0,Pyromagnus & shoshielynn,17,7,24,9th,9.5,10,1,3,No,1.5,24,1,10th,0,6,1st,1,1,10th,F24_Pod_64,Bishop,"No-Name, Brood Queen",First attempt,(+1),25.0,0
65,1.0,Montax30,46,27,73,1st,25.5,19,0,4,Yes,5.5,31,6.5,2nd,1,5.5,3rd,2.355,8,1st,F24_Pod_65,Ant-Man (Ant-Man),Jocasta,First attempt,(+10),26.0,0
