Pod,Setup,Rank,Points Earned,Total Points,Name(s),"Victory
Pile 1","Victory
Pile 2","Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Difference,Bystanders Rescued,Cards Undercover,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Level,Comments,Results Of Week:
,,7,(+3),35,Canis & Mamabird,2,7,9,6th,No (2),7th,16 (2),5th,2 (4),7th,0.563 (2),10,,5,0,0,3,4,11,4,3,1,26,Ronan the Accuser,Phyla-Vell,Ronan the Accuser,Phyla-Vell,Second attempt,2,"just a big ooph all around this week, got too many tactics pushed through the city before I could build anything up, both games went super fast. Beyonder didn't even try to hide his dark heart!",
,,8,(+2),35,AveryAce,2,0,2,6th,No (2),8th,14 (1),8th,6 (1),8th,0.143 (1),5,,2,0,1,4,5,10,0,4,2,25,Doctor Doom 2099,Spider-Man 2099,Heralds of Galactus,Psi-Lord,Second attempt,1,"So, I did a stupid here. Game one went poorly so I didn't bother counting everything at the end, because game two would go better, right? Game two then proceeded to shoot me 57 times in the chest, which I have to submit due to not counting everything in game 1 :/. I think that's what we call hubris? Anywho, this scheme with the massive beyonder villains, plus the two villain groups having cosmic threat really makes it feel like if villains come in early that aren't the henchmen, you kinda just, die. I'm not really sure what I could've done differently with my hero options and gameplay, this one just felt bad",
,,9,(+1),34,Snash108,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Every Dimension Is Grey,1,(+9),40,jpilger,54,34,88,1st,Yes (5.5),1st,22 (9),1st,0 (5.5),1st,4 (9),29,,20,9,0,2,5,5,2,1,0,15,Angel,Wolverine (X-Force),I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Love this scheme every time I do it.  Got a killer iceman draw deck that ended the game with 40 attack for a 3 strike on dark Phoenix,
,,2,(+8),39,dontfeedthegreen,58,43,101,1st,Yes (5.5),3rd,27 (6.5),1st,0 (5.5),2nd,3.741 (8),25.5,,15,8,0,5,5,2,2,1,0,15,Bishop,Squirrel Girl,Bishop,Squirrel Girl,Second attempt,5,"Very fun set up. I didn’t use focus enough on the first game and fell foul of a Twist cascade that led to a couple of escapes. Second game I was more careful and took longer but won with zero escapes and more PPT. Switcheroo on Jess and Doreen just made it easier to build nice iceman, Bishop and Kitty decks.",
,,3,(+7),38,Bronson & Lighthouse,43,42,85,1st,Yes (5.5),2nd,26 (8),1st,0 (5.5),4th,3.269 (6),25,,1,7,0,5,6,5,0,2,0,18,Cable,Domino,Cable,Domino,Second attempt,5,"That was fun - I feel like this was the real ""Choose Your Own Adventure"" as it was unique with the focus peaking to be able to manipulate exactly what card you wanted next from the villain deck! 

Thanks for a great tournament and all of the time you put into it!",
,,4,(+6),36,Buya & DSCern,29,68,97,1st,Yes (5.5),3rd,27 (6.5),1st,0 (5.5),3rd,3.593 (7),24.5,,39,9,0,3,5,3,3,0,0,14,Daredevil (Marvel Knights),Phoenix,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"I thought we were in trouble after getting 2 early Master Strikes, wiping out all our Blue and Tech heroes. But we were able to hold on with the Heroes we had left, and once we got some extra recruit we could scout out the different dimensions. Luckily we had Daredevil and JJ left, and those two were really good for us. GG! Thanks for the tournament, we look forward to the next one!",
,,5,(+5),35,Bikk_Bikk,36,61,97,1st,Yes (5.5),5th,31 (5),1st,0 (5.5),5th,3.129 (5),21,,25,9,0,3,1,2,1,0,0,7,Banshee,Psylocke,Bishop,Polaris,Second attempt,4,"First game I tried to utilize piercing energy, but the hand that had big PE numbers had no KOing. The game just kept going and the deck got too big Right had KO through covert but it wasnt getting the PE needed.
Second setup I switched to Icemans best buddy Bishop and they amassed 30+ recruit and attack, plus 8 PE from Polaris. Enough to hit the MM three times. Sealing the game. Left side attempted to build a covert deck but Covert got culled by Phoenix early-mid game. The Hero deck had a lot of covert and ranged because of my hero choices. But I needed a win.",
,,6,(+4),35,iburnicus,66,29,95,1st,Yes (5.5),6th,33 (3.5),1st,0 (5.5),7th,2.879 (3),17.5,,37,8,0,0,2,2,1,1,0,6,Havok,Captain Marvel,Kitty Pryde,Professor X,Second attempt,2,"that was one heck of a clutch win, lost first try on same turn.
it feels like luck is a big part of this set-up cuz theres so many random factors that could go wrong! glad i swapped heroes for the 2nd try!",
,,7,(+3),34,eventhorizon0121,36,54,90,1st,Yes (5.5),6th,33 (3.5),1st,0 (5.5),9th,2.727 (1),15.5,,18,8,0,3,5,1,1,0,0,10,Nightcrawler,Cable,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,This game worked out better than anticipated. The Scheme really helped with the MM. The game was won with an early Nightcrawler Rare that helped build up hands to hit the MM.,
,,8,(+2),33,brentmcampbell & ruuhaku,39,54,93,9th,No (1),9th,31 (1),1st,0 (5.5),6th,3 (4),11.5,,15,10,0,1,3,0,0,0,0,4,Cable,Man-Thing,Cable,Man-Thing,First attempt,3,"Probably one of the best ways you can fight Dark Phoenix, but still not easy by any stretch. First game got down to the last turn and hit on the MM but couldn't finish her off. Second game was a slaughter with no hits on the MM, at all. Thanks for another great tourney!",
,,9,(+1),32,Minos_Griffin & Phryne,36,58,94,1st,Yes (5.5),8th,34 (2),9th,4 (1),8th,2.765 (2),10.5,,22,9,0,2,6,0,0,0,0,8,Havok,Nightcrawler,Havok,Wolverine (X-Force),Second attempt,1,"Really awful scheme. Never played before, never wants to play it again.",
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Five Weapons for Six Faux Murders,1,(+9),39,captaincardone & paisley5002,13,53,66,1st,Yes (4.5),1st,23 (8),1st,0 (6.5),4th,2.87 (5),24,,40,1,1,2,2,8,5,1,0,18,Phoenix,Banshee,Phoenix,Banshee,Second attempt,4,We got Master Struck the first two turns with nothing but 4+ costs in the HQ. Thank god for Maria Hills,
,,2,(+8),37,Ocs333,43,42,85,1st,Yes (4.5),4th,27 (4.5),1st,0 (6.5),1st,3.148 (8),23.5,,1,6,0,1,4,4,3,1,0,13,Banshee,Wonder Man,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Brought banshee for piercing energy, and wonder man for rotating the HQ. 
Got lucky with many cape killers early on (after two master strikes in the first two round). Less recruit but ko was nice early game. Left hand went red, got wasp rare quite early. Right hand went blue and could get britain 7 cost via using wonderman 5 cost. City still got to 5 villains but after clearing that bottleneck it was easy and fast. Right hand also got into piercing energy (initially thought that the emperor is 7 vp, then realized its only 5 so Banshee got a two card combo, although often I needed that for villains.)  
Future ultron brought away wonderman rare unfortunately. So a fast total annihilation was delayed and got a bit sluggish mid game. Still finished turn 27. May be there will be some faster players. 
Also could not abuse invisible woman enough, only 3 extra bysranders last turn. Overall fun, fast game. 
Also almost equal vp for the two hands which did not happen since my very first game in the tournaments a couple of years ago. 

",
,,3,(+7),37,SharkNate-O & onthegeniusofsamrockwell,40,29,69,1st,Yes (4.5),2nd,24 (7),5th,1 (3),3rd,2.875 (6),20.5,,11,2,0,3,5,5,3,1,0,17,Kitty Pryde,Colossus & Wolverine,Kitty Pryde,Colossus & Wolverine,Second attempt,4,"Pretty fun game. Game 1 and Game 2 were heavily different. Game 1 was not good. Game 2 went much better and made my scheme decisions more based on the circle mechanic. Went much better. I was wanting to do Agent Venom and Kitty Pryde, but unfortunately Venom was chosen already, so I went with Colossus and Wolverine. Was not as strong, but got the job done.  Was also able to grab 3 ultimates early to end the game quicker with the Emperor's Circle.",
,,4,(+6),36,Crd1680 & Nicday19,49,59,108,1st,Yes (4.5),7th,36 (1.5),1st,0 (6.5),2nd,3 (7),19.5,,10,11,0,0,2,0,1,1,0,4,Aurora & Northstar,Havok,Elsa Bloodstone,Soulsword Colossus,Second attempt,5,"Fun setup! First time we got two rares quickly, helping defeat Zhu quickly, but had one escape and not a lot of points.  For second attempt we intentionally chose ""rescue bystander"" heroes, and that worked pretty well!  We only had one rare card, so it was slow going, but last turn was able to use 6 piercing energy and 14+ attack to finish off the MM before we ran out of cards. Great way to end the tourney!",
,,5,(+5),34,Dr. Parmesan,49,26,75,1st,Yes (4.5),4th,27 (4.5),1st,0 (6.5),5th,2.778 (4),19.5,,23,5,0,3,2,5,3,0,0,13,Banshee,Psylocke,Banshee,Psylocke,Second attempt,5,"I really liked the cost-and-HQ focused gameplay here! The anxiety of recruiting, not knowing if the next card would match the Scheme's cards, and also getting to play around with Piercing Energy (which I rarely have) result in a really thrilling time!",
,,6,(+4),35,Montax30,30,32,62,1st,Yes (4.5),3rd,25 (6),5th,1 (3),6th,2.48 (3),16.5,,2,5,0,1,5,4,5,0,0,15,Banshee,Mr. Fantastic,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Thank goodness for ultimate nullifer,
,,7,(+3),32,caseystahl1125,49,30,79,1st,Yes (4.5),6th,33 (3),5th,1 (3),7th,2.394 (2),12.5,,19,2,0,2,1,0,0,0,0,3,Ant-Man,Mr. Fantastic,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,""" One villian in escape pile equals last place""
-Chuck Norris",
,,8,(+2),32,Zeromus104,30,51,81,1st,Yes (4.5),7th,36 (1.5),8th,2 (1),8th,2.25 (1),8,,21,1,1,1,2,1,0,0,0,4,Banshee,Phoenix,Banshee,Phoenix,First attempt,3,,
,,9,(+1),31,Babybreloom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Luna and Sol: A Latin Love Story,1,(+9),38,Mikip2023 & Taker13,41,24,65,1st,Yes (5.5),2nd,29 (6.5),1st,0 (5.5),4th,2.241 (5),22.5,,17,1,0,1,4,6,3,1,0,15,Weapon X (Wolverine),Fantomex,Weapon X (Wolverine),Fantomex,First attempt,4,We enjoyed it. The scheme was interesting. Trying to make sure we were opposite of what was needed was interesting on the scheme. Keeping the locations out of the city was manageable  for the most part. Thank you for this amazing  tournament again!,
,,2,(+8),37,jetsetrad,31,33,64,1st,Yes (5.5),2nd,29 (6.5),1st,0 (5.5),5th,2.207 (4),21.5,,2,1,0,2,5,4,3,1,0,15,Speed,Weapon X (Wolverine),Speed,Weapon X (Wolverine),First attempt,5,"Player 1 was all Instinct (which had a ton of draw and berserk and some Hyperspeed, so very synergistic) with most gray cards KO'd, but Player 2 no slouch, with lots of Iron Man Noir and some Weapon X Sequence. Zombies came back a bit but not often. Fun setup, having to juggle locations, moonlight/sunlight, and burying zombies all at once.",
,,3,(+7),35,Mikeygill97,46,44,90,1st,Yes (5.5),5th,33 (4),1st,0 (5.5),3rd,2.727 (6),21,,2,5,0,1,3,4,2,0,0,10,Fantomex,"Gamora, Destroyer of Thanos",Fantomex,"Gamora, Destroyer of Thanos",Second attempt,3,Gamora and Hellcat got into a cat fight the first try. After being lectured by Iron Man Noir on the importance of teamwork they worked well together.,
,,4,(+6),42,FlipFlopManiac,81,26,107,1st,Yes (5.5),4th,31 (5),7th,1 (2),1st,3.452 (8),20.5,,55,4,0,1,5,4,3,0,0,13,Captain Carter,Fantomex,War Machine,Fantomex,Second attempt,5,"Iron Man Noir and Fantomex combined for a pretty nice combo, War Machine and Iron Man being able to retrigger the henchmen cleaned out both decks pretty quickly, the long turns came from the amount of things to farm for VP.  Rise managed to catch me early and let one escape, other than that it was a fun time.",
,,5,(+5),32,allman7359 & Allman,30,21,51,1st,Yes (5.5),1st,27 (8),1st,0 (5.5),7th,1.889 (1.5),20.5,,9,3,0,2,4,7,2,2,0,17,Fantomex,Doctor Strange Supreme,I did not make a second attempt.,I did not make a second attempt.,First attempt,2,,
,,6,(+4),32,MRTINCE,63,38,101,1st,Yes (5.5),6th,37 (3),8th,2 (1),2nd,2.73 (7),16.5,,25,10,0,0,5,2,1,0,0,8,Apocalyptic Black Widow,"Gamora, Destroyer of Thanos",I did not make a second attempt.,I did not make a second attempt.,First attempt,4,A very busy city,
,,7,(+3),29,Sword'n'Sorcery,38,16,54,7th,No (1.5),7th,27 (1.5),1st,0 (5.5),6th,2 (3),11.5,,22,1,0,2,4,9,0,1,0,16,Weapon X (Wolverine),Weapon H,Weapon X (Wolverine),Weapon H,First attempt,1,"Absolutely brutal. I felt like I had a huge disadvantage this week playing with (what felt like) a really hard scheme with a brand new mechanic for me since I don't have that set. Maybe I just picked terrible heroes, but again, I just felt totally out of my depth.
Lost game 1 at the 27th round with the 7th scheme twist drawn. Lost game 2 at the 15th round with the 7th twist. 
I actually managed to build a decent deck the first game. Almost all grey cards gone and 8-12 attack per turn. I probably could have won in one or two more turns. I enjoyed it enough to try again and hope for better luck, but the second game was just ridiculous. Basically a twist every other card draw. No fun at all.
Maybe I could enjoy this if I better understood how to work around the scheme mechanic or with the perfect hero choice, but this one felt like a total bomb. Rough way to end a tourney.",
,,8,(+2),29,Joebro6616,16,35,51,7th,No (1.5),7th,27 (1.5),1st,0 (5.5),7th,1.889 (1.5),10,,19,0,0,3,7,5,3,1,0,19,Fantomex,Weapon X (Wolverine),I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"I like the weapon x sequence mechanic, not a huge fan of locations",
,,9,(+1),29,GamerGump,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Yeet the Helicarrier,1,(+9),35,Astigmatic_Oracle,58,44,102,1st,Yes (6.5),1st,32 (8),1st,0 (5),1st,3.188 (8),27.5,,14,9,3,2,4,2,2,1,0,11,Morbius,Werewolf by Night,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Morbius was great here with his blood frenzy cards able to generate big recruit and attack.,
,,2,(+8),35,PHoney,52,41,93,1st,Yes (6.5),2nd,33 (7),1st,0 (5),2nd,2.818 (7),25.5,,11,7,0,1,1,3,3,0,0,8,Morbius,Stepford Cuckoos,Morbius,Stepford Cuckoos,First attempt,5,"That's a wrap! Fun setup to end the tourney with. Thanks, Kylah, for tons of fun. I got to debut a lot of new-to-me content this tourney, and it was great to continue to do so in my last setup. I acquired Midnight Sons and Weapon X during the tourney, and it was nice to feature Midnight Sons in this one. Morbius' Blood Frenzy can really scale nicely later into the game. Hulk 2099 was interesting in the setup were sometimes it might be advantageous to take a wound from a master strike (to then send undercover), but I found his payoff to be really conditional. It depends on getting wounds, and sending them undercover, AND having payoff cards for doing so. It's interesting but requires too many pieces to fall into place to really go off - particularly with another hero added to the setup and the HQ getting deleted. Something that was a unique byproduct was that I found myself shattering Frenzy a couple times (despite not having enough attack to fight her, even reduced), so that I could try to give the Hulk deck some wounds. Stepford Cuckoos is also really interesting, but I just find it hard to get a late game payoff with them. They just always make mediocre numbers for me later in the game and depend on other heroes to get big numbers, but then it's easy for those other heroes to mess up her Formation payoffs. Interesting in the setup how the diminishing HQ made it tricky to manage Moonlight at times. The scheme can be kind of annoying though. It's an obvious tension with the scheme to lose out on recruiting options as the game progresses, but it's obnoxious when the reduced HQ gets clogged with expensive rares. Fun game, fun tourney, and can't wait for the next one!",
,,3,(+7),33,BigDongWilliam,47,57,104,1st,Yes (6.5),3rd,39 (6),1st,0 (5),3rd,2.667 (6),23.5,,10,6,10,0,1,0,1,0,0,2,Stepford Cuckoos,Morbius,Spider-Man 2099,Ghost Rider 2099,Second attempt,1,"I really dislike Exodus and had no fun this week.   The suggested hero choices for my first playthrough were useless.   Most of the game it was neither day nor night, making Morbius pretty bad and I never got to see the 2 cost Stepford making 4 copies of the 3 cost blue card dead weight.  My first game I had 6 Scheme Twists by turn 17 with 2 Master Strikes.",
,,4,(+6),33,Forever A Team & Son,35,70,105,1st,Yes (6.5),4th,40 (5),1st,0 (5),4th,2.625 (5),21.5,,35,8,0,0,0,0,0,0,0,0,Morbius,Stepford Cuckoos,Morbius,Stepford Cuckoos,First attempt,5,Fun way to end the tournament! Thank you for making this possible!,
,,5,(+5),31,FlashSpider-man,51,49,100,5th,No (2.5),6th,41 (3),1st,0 (5),6th,2.439 (3),13.5,,2,9,0,0,0,0,1,0,0,1,"Blade, Daywalker",Ravage 2099,Morbius,Stepford Cuckoos,Second attempt,4,"I'm just really bad at this game. I think I haven't adjusted my approach enough for Exodus. May try again with my original hero choice. I think the first game, I was building for certain hero cards that just didn't come up. I want to try them again. I just wanted to see if I was missing something and try the recommended first. I still don't like having recommended heroes, makes me feel dumb. But, tbf, I am dumb lol. Second game, heroes felt too attack focused to me. Got good attack numbers but couldn't shatter enough. Will try again, fun game overall. Fun scheme and mastermind.",
,,6,(+4),31,ReyReyPod,50,34,84,5th,No (2.5),8th,33 (1),1st,0 (5),5th,2.545 (4),12.5,,16,5,5,3,0,1,4,1,0,9,Red Guardian,Spider-Man 2099,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"Fives submitting for Reyreypod: I was one turn short! My strategy of combining the red cards of Red guardian, spider man 2099, and Siryn worked really well, I just wish it started working sooner",
,,7,(+3),31,Cubbiesnextyr & The Wife,43,37,80,5th,No (2.5),7th,39 (2),1st,0 (5),8th,2.051 (1),10.5,,6,6,6,0,0,2,0,0,0,2,"Blade, Daywalker",Stepford Cuckoos,M,Stepford Cuckoos,Second attempt,2,"We could never generate enough recruit to bring Exodus' attack down enough to attack him until the very end and by then we ran out of time.  Blah, not a fan.",
,,8,(+2),30,NadRao & Sparkles,81,28,109,5th,No (2.5),5th,45 (4),8th,2 (1),7th,2.422 (2),9.5,,53,6,16,0,0,0,1,0,0,1,Stepford Cuckoos,Morbius,Stepford Cuckoos,Morbius,Second attempt,2,"This one ended up being a bit of a slog for us. I hate to rate games low when we lost, but both of our games ended up with the same issue: closing the gap on hitting the MM just took us too long. The first game we very easily controlled the board, and we're KO'ing plenty of stuff, but even then we just couldn't swing on the guy consistently enough to close it out before we got a (fairly early) 8th twist. For our second game I was only one MM hit away from ending it before the final twist, but my wife just couldn't get a hit in on the MM again. Overall it just felt like a slog, and even though we were so close round two, we lost on both. A bummer for closing out the tournament, but we still had lots of fun. Thank you for putting all of this together, and for everyone who participated!",
,,9,(+1),27,Doormatte,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Last Team Standing,1,(+9),33,Jmaster1324,33,33,66,1st,Yes (5.5),1st,24 (8.5),1st,0 (5.5),2nd,2.75 (8),27.5,,0,3,0,2,2,7,4,0,0,15,Caiera,She-Hulk,She-Hulk,Caiera,Second attempt,3,I'm so tempted to rate this a 2 for Deuce but it wasn't that bad,
,,2,(+8),29,Hendrek,55,22,77,1st,Yes (5.5),3rd,29 (7),1st,0 (5.5),4th,2.655 (6),24,,33,3,0,1,2,2,4,1,0,10,Korg,"Miek, the Unhived",I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Went with the Ragnarok duo of Korg and Miek.  Korg hard carried with his build up of transforms, outwits, and smashes.",
,,3,(+7),30,Jalt,24,36,60,1st,Yes (5.5),1st,24 (8.5),1st,0 (5.5),6th,2.5 (4),23.5,,12,2,0,2,2,6,4,1,0,15,Fantastic Four United,Sentry,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Was hoping to get Sentry as a MM for even more chaos but too much recruit in the hero deck.,
,,4,(+6),32,Freeclint,72,33,105,1st,Yes (5.5),8th,38 (2),1st,0 (5.5),1st,2.763 (9),22,,39,14,0,1,0,0,0,0,0,1,Hulkbuster Iron Man,Fantastic Four United,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"Great setup!  I accidently chose Speed from Revelation with F4 united.  Game went great and then I realized it said Dimension and not Revelation.  So I real quick swapped in Hulk Buster and went to town.  It took ALL the turns it felt like, but one deck was F4 themed and the other was kitchen sink.  F4 United with all the recruit and focus won out the day.  Deck was only 7 cards at the end.",
,,5,(+5),31,Lycanknight_ & Ms. Lycanknight_,37,46,83,1st,Yes (5.5),4th,32 (6),1st,0 (5.5),5th,2.594 (5),22,,9,1,0,1,2,4,1,0,0,8,Caiera,She-Hulk,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"It was pretty fun, the psi lord really was the only hero that didn’t feel like he fit in the set up, but Cho and she hulk really went well.",
,,6,(+4),19,Lasombra81,70,25,95,1st,Yes (5.5),6th,35 (3.5),1st,0 (5.5),3rd,2.714 (7),21.5,,45,7,0,1,0,2,1,0,0,4,Caiera,She-Hulk,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,None,
,,7,(+3),26,thedoctormate0806 & mrrj6549,58,18,76,1st,Yes (5.5),5th,34 (5),1st,0 (5.5),8th,2.235 (2),18,,40,1,0,2,2,0,1,0,0,5,Caiera,Gladiator Hulk,Caiera,Gladiator Hulk,First attempt,1,Would've been a 5 without Psi-Lord again 😭 but genuinely what an amazing 7 weeks of games. Thank you so much 💜,
,,8,(+2),27,energythief,44,37,81,1st,Yes (5.5),6th,35 (3.5),1st,0 (5.5),7th,2.314 (3),17.5,,7,4,0,0,1,3,0,1,0,5,Fantastic Four United,Namora,Fantastic Four United,Namora,Second attempt,3,"My plan to recruit FF heroes in one hand and Champions in the second hand fell apart in game one, but I had the game I hoped for in the second attempt. Too slow overall but fun to watch the Scheme Twists effectively whiff against me.",
,,9,(+1),25,MicroDisney0505,2,4,6,9th,No (1),9th,20 (1),9th,4 (1),9th,0.3 (1),4,,2,0,0,3,3,7,5,1,0,19,Namora,She-Hulk,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,N/A,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
