Pod,Setup,Rank,Points Earned,Total Points,Name(s),"Victory
Pile 1","Victory
Pile 2","Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Difference,Bystanders Rescued,Cards Undercover,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Level,Comments,Results Of Week:
,,3,(+7),14,citizen51,82,33,115,1st,Yes (7),4th,35 (6),2nd,2 (8),2nd,3.286 (8),29,,49,15,0,1,4,5,0,4,0,14,Strong Guy,Heralds of Galactus,Heralds of Galactus,Strong Guy,Second attempt,2,The concept of this one is fun and the enemies really synergize well to make this an extremely difficult scenario that can steamroll quickly. Really diabolical to have Annihilation wave and a Cloning Henchmen group on a scheme that will often be a small city. That said the default heroes and the sets allowed didn't make it as fun as I think it could have been.,
,,4,(+6),7,AntDude,39,74,113,1st,Yes (7),5th,37 (5),3rd,4 (6.5),4th,3.054 (6),24.5,,35,12,6,2,2,4,0,3,0,11,Doctor Doom 2099,Strong Guy,Doctor Doom 2099,Strong Guy,First attempt,4,"Doom 2099, Rictor, and Brainstorm worked so well together, with Doom Blast powered up to max strength very quickly and solid deck thinning. The strength deck on the other side just never came together. Tsunami waves plus cloning Mr. Sinisters are not a great combination!",
,,5,(+5),8,bigdilly73 & BlackSmithNJ,36,52,88,1st,Yes (7),3rd,32 (7),5th,5 (5),5th,2.75 (5),24,,16,3,0,1,2,9,0,1,0,13,Human Torch,Mr. Fantastic,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"The beginning is absolutely terrifying but as you start to build your deck, it becomes more and more fun as you play",
,,6,(+4),6,AveryAce,9,12,21,6th,No (2.5),6th,20 (4),6th,6 (2.5),7th,1.05 (3),12,,3,1,0,2,4,16,2,4,0,28,Fantastic Four United,Human Torch,Fantastic Four United,Human Torch,Second attempt,3,"Very brutal setup with the escape scheme, small city, and villain amount via clone and annihilation wave. Even with using human torch for early attack, couldn't get things under control enough in either game",
,,7,(+3),10,yeeches,16,4,20,6th,No (2.5),7th,13 (2.5),6th,6 (2.5),6th,1.538 (4),11.5,,12,2,4,5,9,14,1,5,0,34,Ghost Rider 2099,Doctor Doom 2099,Ghost Rider 2099,Doctor Doom 2099,First attempt,3,"Tough luck in these games! First game had so many henchmench and villains, second game I gained many wounds in just a few turns and couldn't recover from Galactus escaping. I regret blowing 2 pretty good heroes that didn't take off in this pod!",
,,8,(+2),6,Freeclint,2,6,8,6th,No (2.5),7th,13 (2.5),6th,6 (2.5),8th,0.615 (2),9.5,,4,0,2,4,10,17,4,2,0,37,Shatterstar,Warpath,Shatterstar,Warpath,Second attempt,2,"First loss, Galactus ate a ton of the city, floods kept escaping him and he kept shuffling up top.  Brutal 16 turns.  Second loss was just a never ending stream of Sinister clones (and Galactus munched on the low tide land) and really bad hand draws.  I wanted to like this setup, but it was just rough.  Still not a 1, as I wanted it work for me.  (Attempt 3 went 19 rounds and felt some progress, but still a loss).",
,,9,(+1),9,GamerGump,4,1,5,6th,No (2.5),9th,9 (1),6th,6 (2.5),9th,0.556 (1),7,,3,1,0,3,9,17,5,3,0,37,Doctor Doom 2099,Fantastic Four United,Doctor Doom 2099,Fantastic Four United,First attempt,1,You lose if you have 6 villains escape... Let's start out my making the city smaller. Oh and Mr. Sinister wants to clone himself. What's that Valture 2099 make Villains escape too! Oh and our Friend Baktar boots someone from the streets. This was tough.,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,The Kree to Escaping: That Guy's Prostetic Leg,1,(+9),17,eventhorizon0121,59,23,82,1st,Yes (5),1st,27 (8.5),3rd,1 (6),3rd,3.037 (7),26.5,,36,3,6,3,4,7,4,1,0,19,Agent Phil Coulson,Gamora,Agent Phil Coulson,Gamora,Second attempt,4,Heavy Gamora (Hand 2)/Deathlok (Hand 1) game but the true MVP were 2 early game Incoming Detectors for Hand 1. The constant stream of Ambush Henchmen and Villains gave a major boost to controlling the City and keeping the number of Shards on the MM manageable.,
,,2,(+8),16,3141592ab,31,75,106,1st,Yes (5),6th,34 (4),1st,0 (8.5),2nd,3.118 (8),25.5,,44,11,8,2,3,6,4,0,0,15,Moon Knight,Shatterstar,Moon Knight,Shatterstar,Second attempt,5,The first game went well but I was reckless with the city trying to get the turn count low. Lots of shatterstar made it a relatively easy win. The second game I got the early moon knight KO card and almost ran the deck into the ground. I ended up buying 4 officers so I would be able to continue recruiting. The deck ended with only 10 cards and no starter cards. Lots of interesting interactions with the villains and the facedown HQ. My only complaint is the lack of bystander variety leading to a lot of basic bystanders but that's a small complaint.,
,,3,(+7),13,Scootsmagoots86,40,82,122,1st,Yes (5),9th,39 (1),1st,0 (8.5),1st,3.128 (9),23.5,,42,6,11,0,1,3,2,2,0,8,Groot,Quake,I did not make a second attempt.,I did not make a second attempt.,First attempt,2,it was ok. It was really annoying having to pay to turn over the heroes. I thought it would be a cool concept but it just ended up being a pain in the butt. Probably wouldn't play this scheme again if it were up to me.,
,,4,(+6),13,Ocs333,43,27,70,1st,Yes (5),1st,27 (8.5),3rd,1 (6),8th,2.593 (2),21.5,,16,3,4,2,4,12,4,0,0,22,Drax the Destroyer,Star-Lord,Drax the Destroyer,Star-Lord,First attempt,4,"It was great to try a scheme I did not own. Went with thematic guardians setup, mainly for shard and artifact synergies. The extra villain deck showed its effect in both games, the strong villain cards (hate u Random!) resulted in 1 escape each game. Also the constant pressure led to not being able to recruit from HQ, so bought agents and sidekicks often. This in turn led to many recruits that I could use for buying neat artifacts including StarLord rare. With the more stable inflow of shards, and after stabilizing the city I could hit the Supreme Intelligence on turns 23,24,25,26 and 27; so the game sort of had nice narrative arc with strong Act 3. (Porbably would have been more fun with a different henchman group.)",
,,5,(+5),10,Coldvein & Raja0629,43,40,83,1st,Yes (5),4th,30 (6),3rd,1 (6),6th,2.767 (4),21,,3,3,10,0,3,10,4,1,0,18,Mockingbird,Gamora,Mockingbird,Star-Lord,Second attempt,4,Fun having to unveil the HQ before knowing what to recruit.,
,,6,(+4),10,jgoodnough & and wife,35,43,78,1st,Yes (5),3rd,28 (7),8th,3 (2),5th,2.786 (5),19,,8,2,3,3,4,7,5,1,0,20,Gamora,Star-Lord,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Scheme was hard than I thought and took a bit to get going.  But over all fun,
,,7,(+3),9,allman7359 & Allman,59,40,99,1st,Yes (5),7th,35 (3),6th,2 (3.5),4th,2.829 (6),17.5,,19,5,14,1,1,4,5,1,0,12,Mockingbird,Star-Lord,I did not make a second attempt.,I did not make a second attempt.,First attempt,1,,
,,8,(+2),9,Astigmatic_Oracle,67,29,96,1st,Yes (5),8th,37 (2),6th,2 (3.5),7th,2.595 (3),13.5,,38,3,4,2,2,4,4,1,0,13,Gamora,Star-Lord,I did not make a second attempt.,I did not make a second attempt.,First attempt,2,This one just didn't click for me. I probably should have made a second attempt because I think I could do it without escapes but I can't be bothered because the setup didn't grab me.,
,,9,(+1),10,WingedCrusader,27,45,72,1st,Yes (5),5th,31 (5),9th,4 (1),9th,2.323 (1),12,,18,3,7,4,2,9,2,0,0,17,Moon Knight,Drax the Destroyer,Moon Knight,Mockingbird,Second attempt,3,"Ugh the escapes hurt so much but I guess the decks were able to get running at some point with ko from moon knight and the sentinels but man sentinels make it so annoying to keep the escape piles empty.  Good try, one side got going with warpath synergy, other side got instinct and moon knight instinct rooftop value.",
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Death Comes for the Multiverse,1,(+9),13,Doomfollow,44,42,86,1st,Yes (4.5),1st,21 (8),1st,0 (4.5),4th,4.095 (5),22,,2,12,0,1,2,4,3,2,0,12,Angel,Photon,Bishop,Iceman,First attempt,4,"Cool scheme, look forward to trying it again some time. Also Angel did Angel things",
,,2,(+8),17,the.melkman & Snapcity57,58,66,124,1st,Yes (4.5),5th,25 (3.5),1st,0 (4.5),1st,4.96 (8),20.5,,8,13,1,0,3,1,2,0,0,6,Bishop,Red Guardian,I did not make a second attempt.,I did not make a second attempt.,First attempt,1,Multidimensional melking,
,,3,(+7),15,Sword'n'Sorcery,77,32,109,1st,Yes (4.5),5th,25 (3.5),1st,0 (4.5),3rd,4.36 (6),18.5,,45,20,0,2,3,4,1,2,0,12,Scarlet Witch,Iceman,I did not make a second attempt.,I did not make a second attempt.,First attempt,2,"Player 1 had some great luck off the bat with 6 recruit in turn 1 to buy Jean Grey's 3 recruit card. Very quickly built a great deck with Jean Grey/Iceman, with a bit of support from Scarlet Witch and Silver Surfer. The final turn was epic. Locations on every city spot. The mastermind with still a tactic underneath him. And then the swordsman comes out and puts bystanders everywhere. Beautiful for this deck. Eventually drew the entire deck (and copied a few key cards along the way) for a whopping 83 attack over the course of the whole turn!

Player 2's deck with Falcon/Winter Soldier and Scarlet Witch just never really got off the ground. Bad luck with hero draws and drawing during the turn. Usually about 5 or 6 attack per turn, but still hit the mastermind once.

The setup was fine. Most of the fun was from the heroes I picked myself rather than the combo from the setup. Grim Reaper/Lethal Legion is one of the most boring sets imo. I like the scheme, but as long as you can think ahead to focus 1 each turn on behalf of your partner, it can be a little too easy.",
,,4,(+6),13,MRTINCE,83,35,118,1st,Yes (4.5),7th,27 (2),1st,0 (4.5),2nd,4.37 (7),18,,48,34,0,3,6,3,2,2,0,16,Bishop,Wolverine (X-Force),I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Being able to manage the villain decks really helped,
,,5,(+5),9,Canis & Mamabird,47,16,63,1st,Yes (4.5),2nd,23 (6.5),1st,0 (4.5),7th,2.739 (2),17.5,,31,23,0,4,2,3,4,1,0,14,Angel,Scarlet Witch,Angel,Scarlet Witch,Second attempt,4,"choose scarlet witch to work with falcon and soldiers dark memories, and it only sorta worked, mostly because the Ange;/ Jean grey bystander nonsense just took off so hard game two, they didn't really have time, and player two kept drawing her dark memories with no discard pile",
,,6,(+4),5,SavageTeddyBear & Julius Xizor,19,55,74,1st,Yes (4.5),4th,24 (5),1st,0 (4.5),6th,3.083 (3),17,,36,20,0,2,5,6,3,1,0,17,Bishop,Ronin,Bishop,Ronin,First attempt,4,Death did not come for the multiverse.,
,,7,(+3),12,Phoenix Grey,36,14,50,1st,Yes (4.5),2nd,23 (6.5),1st,0 (4.5),8th,2.174 (1),16.5,,22,9,0,3,3,10,2,2,0,20,Blade,War Machine,Invisible Woman,Hellcat,Second attempt,4,"I absolutely *hate* this scheme mostly from the setup aspect, as well as how it doesn't feel thematic to me, so that immediately knocks down at least 1 point.
When evaluating this setup, I did consider Hellcat, but I severely underestimated how much impact she would have. I focused too much on the Thunderbolts' emphasis on henchmen and the locations. So I used War Machine to both remove henchmen from the equation as well as support Jean's love of bystanders and Blade to manipulate villain placement. Big mistake. I was ultimately unable to make much progress, and eventually lost.
So for attempt 2, I figured I needed to bring Hellcat in, realizing that I could just leave a pile alone if I noticed there was a twist. Unfortunately, by the time that became relevant, I was already popping off, and half the twists had resolved by turn 6 as it was. Intimidated by how badly I failed in game 1, I brought out the nuke that is Invisible Woman, both for her amazing KO ability as well as her ability to quickly fuel up Jean Grey with bystanders. While that synergy did not present itself, Silver Surfer did get to explode quite well, especially with Hellcat's assistance.
I lament that there didn't seem to be much theme going on here, but I will admit I had a much better time on game 2 than usual. So I'm awarding a 4 mainly because I tend to award 3s, and this deserves to be considered at least a little above average.",
,,8,(+2),7,brentmcampbell & ruuhaku,61,73,134,1st,Yes (4.5),8th,33 (1),1st,0 (4.5),5th,4.061 (4),14,,12,42,0,4,2,1,0,0,0,7,Angel,Invisible Woman,Angel,Invisible Woman,Second attempt,4,"We learned from game 1 that constantly checking the top of every deck was paramount to survival. Still barely scraped out a victory, but at least we had fun.",
,,9,(+1),7,Patyon & Wafflewings,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Who Would Elect a Convicted Criminal?,1,(+9),14,FlipFlopManiac,57,24,81,1st,Yes (6),3rd,27 (7),1st,0 (6),1st,3 (9),28,,33,21,2,2,7,5,3,0,0,17,Jean Grey,Nova (Champions),Jean Grey,Nova (Champions),First attempt,4,"Jean Grey + Iceman and Cheering Crowds heroes was the obvious choice, probably took too many turns.",
,,2,(+8),12,Bn322,31,38,69,1st,Yes (6),2nd,26 (8),1st,0 (6),3rd,2.654 (7),27,,7,22,1,1,8,9,1,1,0,20,Gamora,Jean Grey,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Another great scheme and mastermind combination.  Thanks.,
,,3,(+7),14,Zoratok,9,46,55,1st,Yes (6),1st,21 (9),1st,0 (6),4th,2.619 (6),27,,37,5,2,4,7,6,6,1,0,24,Bishop,Jean Grey,Bishop,Jean Grey,Second attempt,5,I saw iceman and went for range synergy. Worked quite well. I would love it if infinity gems had victory point values. It’s a little disappointing to defeat a villain worth 6-10 fight for zero VP.,
,,4,(+6),9,Drewfusmcge,37,44,81,1st,Yes (6),5th,30 (5),1st,0 (6),2nd,2.7 (8),25,,7,21,3,0,6,3,3,0,0,12,Forge,Star-Lord,I did not make a second attempt.,I did not make a second attempt.,First attempt,2,"Tough situation. Only had time for one game this week, but I think I could have done better if I had another shot. Finally got Forge's rare and then it was just drawing that as fast as possible while Daredevil Noir tried to keep up in the presidential race",
,,5,(+5),14,Minos_Griffin & Phryne,25,58,83,1st,Yes (6),6th,32 (4),1st,0 (6),5th,2.594 (5),21,,33,23,6,0,4,5,3,0,0,12,Bishop,Forge,Bishop,Forge,First attempt,3,"Not a fan of the scheme, also first time playing it so it is difficult to come with a strategy, something I personally don't like of using proxy schemes that ends up creating a disadvantage to some of the people in the group.",
,,6,(+4),9,Broken_Pants,27,45,72,1st,Yes (6),4th,29 (6),8th,2 (1.5),6th,2.483 (4),17.5,,18,19,0,0,6,5,4,0,0,15,Iron Man Noir,Jean Grey,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Went in trying to figure out how to split three Hero Classes into two player decks in a relatively balanced way. Wound up with Daredevil on one side and Ice Man on the other. Chuck got 30,000,000 votes before I was able to get anything going, so Murdock made the decision to announce his candidacy. Basically destroyed any chance of a consistent DD deck by throwing all of his cards that I could get (except his rare) out there for votes. Turned Iceman into general Ranged focus, then replaced the lost DD cards with Tech, mainly Tony. Ultimately, Matt Murdock won the presidency. 

Also, I forgot I could send grey Heroes Undercover when I put Heroes in for votes, so I made it slightly more difficult on myself.",
,,7,(+3),9,jpilger,61,25,86,1st,Yes (6),7th,37 (3),8th,2 (1.5),7th,2.324 (3),13.5,,36,23,3,1,2,3,1,1,0,8,Luke Cage Noir,Ms. Marvel,Luke Cage Noir,Ms. Marvel,Second attempt,5,"The becoming the president scheme is one I've never come across and it was actually really fun. I thought thematically, I'd use Luke Cage noir (as the sometime mayor of NYC, and Kamala Kahn (as the future first mutant president according to the recent inglorious x-force comic).  But Daredevil was the guy who kept getting recruited and sent to run against Xavier.  I thought maybe Ms. Marvel or Viv Vision because of their size changing recruitment costs might work better, but once I had 3 or 4 Daredevils in the pile, I just started recruiting him to keep the election close.   I ended up having 8 Daredevils against 9 scheme twists at the end of the game.  That Iceman is crazy if you can stack a hand of him.  It was a blast to play.",
,,8,(+2),3,Jmaster1324,11,16,27,8th,No (1.5),9th,15 (1),1st,0 (6),8th,1.8 (2),10.5,,5,7,3,3,5,13,5,1,0,27,Bishop,Cable,Spider-Man Noir,Elektra,Second attempt,1,"TLDR: I did not have fun this week.


This was the worst game of legendary I may have ever played. Its a shame cause I really like CX:PoC his name alone puts a smile on my face but this scheme was just brutal. I could barely fight back. I was hemorrhaging cards. This was so bad in the first game I thought ""What If....I just bring some bad but cheap heroes just to vote for?"" So I brought SPN and Elektra all in all not the worse heroes in the game but with their commons having a combined total of 4 and 3 costs I figured I could get them to show up and vote quick to max out the polls. This didn't work either. I focused on SM first cause he showed up and with all 14 cards at 2 cost it was a solid plan. However, he completely spider-ghosted me after the opening line up. Both of my games were so bad I played a 3rd just for me to try and figure something out and it was also just as bad. This game has not only furthered my distaste for proxy but also encouraged me to not buy 2099. All in all I think the real problem here was the scheme if it wasn't for that I probably would have been chill. I think the scheme theme was too interesting and the mechanics were a bit under developed. I mean 11 twists and you lose at 4 if you can't fight back thats crazy.",
,,9,(+1),3,Ozobsmk,5,16,21,8th,No (1.5),8th,22 (2),1st,0 (6),9th,0.955 (1),10.5,,11,12,0,2,7,5,8,0,0,22,Iron Man Noir,Luke Cage Noir,I did not make a second attempt.,I did not make a second attempt.,First attempt,2,As a casual player this one was tough for me with lots of keywords to keep track of.  Also I got unlucky with Twist draws.,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Deadpool Brings Everyone Together!,1,(+9),17,PragmaticSquid,33,59,92,1st,Yes (5),3rd,32 (6),1st,0 (5),1st,2.875 (8),24,,26,8,0,3,3,1,2,0,0,9,Captain Carter,"Ancient One, The",Captain Carter,"Ancient One, The",First attempt,4,"Clone is a great keyword and being able to focus on a single color hero is important as the stacks disappear before your eyes. Legendary setup is already pretty involved and while the scheme is fun, the extra setup did wear on me.",
,,2,(+8),13,energythief,33,52,85,1st,Yes (5),2nd,30 (7),1st,0 (5),2nd,2.833 (7),24,,19,2,0,1,2,5,2,1,0,11,Siryn,Shatterstar,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Decided to lean into the Clone and Shatter mechanics to get as much value out of the HQ as possible and it worked!,
,,3,(+7),9,Swagolas,30,47,77,1st,Yes (5),1st,28 (8),1st,0 (5),3rd,2.75 (6),24,,17,2,1,3,1,6,2,1,0,13,Stingray,"Ancient One, The",Stingray,Siryn,Second attempt,5,"I've just realised I bought the Deadpool set like 2 years ago and haven't played a single game with the heroes. They are so much fun :) But the setup was pretty hard, I almost lost both my games.",
,,4,(+6),10,Mangostrike,57,35,92,1st,Yes (5),4th,36 (4.5),1st,0 (5),5th,2.556 (4),18.5,,22,6,0,1,1,2,0,1,0,5,"Gamora, Destroyer of Thanos",Doctor Strange (Avengers),Strong Guy,Party Thor,First attempt,4,.,
,,5,(+5),7,Bikk_Bikk,47,52,99,1st,Yes (5),6th,38 (2.5),1st,0 (5),4th,2.605 (5),17.5,,5,8,0,0,1,1,1,0,0,3,Captain Carter,"Ancient One, The",Captain Carter,"Ancient One, The",Second attempt,4,"Another tough setup. First time playing against Evil DP and his corps(e). Base 11 attack was just hard to climb to. The Corpse weren't too difficult. First time with the Rival Overlords and they were a neat challenge. Thanos escaped but just ascended. Then he immediately wrecked my hands with two strikes before I could get to him. 
First time with Captain Carter, Killmonger, Solo, and Clea. I attempted to develop a What If based deck with Clea manipulating the top of the deck. It worked decently. It ended up a mix of strength, tech, and Clea's ranged cards.
Other hand focused on recruiting 2s, 3s, and 5s. Ended up hitting MM with recruit once, and attack once, but never developed more than 12 of either. 
Both decks felt a bit wonky. But I'm trying things I havent tried before so I expect things to be that way. ",
,,6,(+4),7,Mikip2023 & Taker13,47,44,91,1st,Yes (5),4th,36 (4.5),8th,1 (1),6th,2.528 (3),13.5,,3,5,0,1,1,1,0,0,0,3,Slapstick,Deadpool (Mercs for Money),Slapstick,Deadpool (Mercs for Money),Second attempt,3,Evil Deadpool is a jerk face lol. The struggle was real!!! Warpath was not any help to us at all! The scheme was a bugger. We lost all but 1 pile. How do you decide what pile to keep other than get rid of less card pile lol Henchmen made us loose all good cards everytime! Lmao. Glad its over hahah,
,,7,(+3),7,Lasombra81,51,32,83,1st,Yes (5),6th,38 (2.5),1st,0 (5),8th,2.184 (1),13.5,,19,2,2,0,2,2,0,0,0,4,"Ancient One, The",Strong Guy,"Ancient One, The",Strong Guy,Second attempt,3,I hate Hyper-Insane Healing Factor!,
,,8,(+2),4,Hendrek,36,33,69,8th,No (1),8th,28 (1),1st,0 (5),7th,2.464 (2),9,,3,4,0,5,0,6,0,0,0,11,Deadpool (Mercs for Money),Slapstick,Deadpool (Mercs for Money),Slapstick,First attempt,2,Giants hurt me game 1.  Game 2 had 6 scheme twists in the first 12 turns so that was as fun as can be imagined  For the 2 heroes I selected may have seen them twice across both games.,
,,9,(+1),10,david-h11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Crosswired,1,(+9),18,WilTheGrey,38,32,70,1st,Yes (5),2nd,22 (8),1st,0 (5.5),3rd,3.182 (7),25.5,,6,15,0,2,5,9,10,0,1,27,Ant Army,Ant-Man (MCU),Ant Army,Ant-Man (MCU),First attempt,5,This was one of the most fun setups I have played in the tournaments. Darren Cross and the Hypnotize Scheme play together well. The temptation to stall into Scheme Twists for another round or two was such a good contrast to being worried about another Master Strike or possibly getting caught with a bad draw and having the Twists pile up. Thanks for a really good one. Marking this to play again in the off seasons.,
,,2,(+8),17,avataristche,67,31,98,1st,Yes (5),4th,25 (5.5),1st,0 (5.5),1st,3.92 (9),25,,36,35,0,2,3,6,13,0,0,24,Ant Army,Superior Iron Man,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,I realized i didn't even bother unpacking MSAW box before. Then i realized i ran out of sleeves i use for Legendary. Then i remembered i took SMH for something and now i dont know where i put it. So. Much. Work. Ugggh. At least i got Cassie's rare and abused the ish of 2.0 rules.,
