Pod,Setup,Rank,Points Earned,Total Points,Name(s),"Victory
Pile 1","Victory
Pile 2","Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Difference,Bystanders Rescued,Cards Undercover,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Level,Comments,,Results Of Week:
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Charge Like the Wind,1,(+10),45,Mikeygill97,17,55,72,1st,Yes (7.5),1st,28 (10),2nd,2 (8),1st,2.571 (10),35.5,,38,12,0,0,4,8,3,1,0,16,Silk,Spider-Gwen,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Played only one game because of the fact I won, and it was a decent amount of turns and only 2 escapes. I seriously think there would be no way I could do any better than that. Thanks again Bagel for another fun time in the Tournament. ",,
,,2,(+9),44,Scootsmagoots1986,44,45,89,1st,Yes (7.5),5th,37 (6),1st,1 (10),2nd,2.405 (9),32.5,,1,18,0,1,1,1,3,0,0,6,"Dr. Punisher, Soldier Supreme",Beast (Illuminati),I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Great scenario. Well balanced and lots of fun!,,
,,3,(+8),43,Hatephd & Editedmist,34,45,79,1st,Yes (7.5),3rd,36 (7.5),2nd,2 (8),4th,2.194 (7),30,,11,10,0,1,1,4,0,1,0,7,Yondu,Captain Mar-Vell,Yondu,Captain Mar-Vell,First attempt,4,I don't know how you win this game without Danger sense. Yondu's Uncommon came in clutch,,
,,4,(+7),41,Buya & DSCern,36,43,79,1st,Yes (7.5),2nd,34 (9),7th,5 (4),3rd,2.324 (8),28.5,,7,16,0,1,3,3,2,0,0,9,"Captain and the Devil, The","Blade, Daywalker",Phyla-Vell,Nova (Avengers),First attempt,4,"We took the Captain & the Devil for some Spectrum activation, and Blade Daywalker to help move Villains in the city, and they performed pretty well. For me, Nebula was doing a lot of nice things, including KO and Tech triggers. Without us needing to try, the Sewers always seemed to be clear, so Elsa was rescuing many free Bystanders for us, which was a boon with the stacked Bystander deck. We won, but the setup was still a challenge, and we cursed together when a Master Strike or Whizzer showed up at the wrong time. We had a fun time overall with the tournament, thanks for setting everything up! =)",,
,,5,(+6),40,Flipflopmaniac,32,45,77,1st,Yes (7.5),6th,39 (5),2nd,2 (8),8th,1.974 (3),23.5,,13,8,0,0,1,3,0,0,0,4,Werewolf by Night,Phyla-Vell,"Blade, Daywalker",Shang-Chi,Second attempt,3,"Had frustrating escapes with both games which is what this setup was designed to do, so I chose the game with less PPT and less escapes.  Last week so I wanted to try two different teams to see which was better, if I had a third chance I think DayBlade and Phyla-Vell might've been a stronger team-up.  Comic side stacked Instinct cards and kept the city clear while MCU side leaned on quick recruiting and Spectrum to grab expensive cards.  Hyperion had 4 Strikes played with a clear city and I thought I was going to win with 0 escapes but a couple of bad hands led to him pushing out both Doctor Spectrums and a bystander taking both hands down to three cards, delaying the win by a few turns.",,
,,6,(+5),38,Grey Warden,34,38,72,1st,Yes (7.5),3rd,36 (7.5),8th,7 (2.5),5th,2 (5),22.5,,4,12,0,0,3,2,2,0,0,7,Beast (Illuminati),Ronan the Accuser,Beast (Illuminati),Ronan the Accuser,Second attempt,2,"I'll be honest, this one wasn't as fun. Fist game i lost in 24 turns due to 9 Twists and an escaped Nighthawk. When tearing down, i found the last twist 2nd card from the bottom '-'
Second game i would have lost in two more turns from the same circumstance. And on game 2 both Whizzers came out in a full city. Beast was surely the MVP though",,
,,7,(+4),38,ggyppt,40,36,76,7th,No (2.5),8th,38 (3),5th,4 (5.5),5th,2 (5),16,,4,2,0,2,1,1,0,0,0,4,Arkon the Magnificent,Quasar,Arkon the Magnificent,Quasar,Second attempt,2,"This was such an annoying experience, especially with the Rare that I was going to buy super early into the game getting feasted the turn it was going to get bought. Overall, not fun",,
,,8,(+3),36,Pervavita & Catswiftie,24,30,54,7th,No (2.5),9th,36 (2),5th,4 (5.5),10th,1.5 (1),11,,6,9,0,2,0,2,0,0,0,4,Beast (Illuminati),Ronan the Accuser,I did not make a second attempt.,I did not make a second attempt.,First attempt,2,Decks just never got working until the end of the game. All the tools were there but they never fell together as we could never get the KO engine running ,,
,,9,(+2),37,jiggliestpuff,22,12,34,7th,No (2.5),10th,17 (1),8th,7 (2.5),5th,2 (5),11,,10,2,0,0,0,2,0,1,0,3,Beast (Illuminati),Agent Venom,Nova (Avengers),Yondu,First attempt,1,"Rough ending to the tournament, it was just too tough to get ahead. Utopolis and Hyperion just cause too many escapes, each villain group can put in another Mastermind, and when you hit Hyperion in the city it doesn't get rid of a tactic. Add in the tokens from the scheme, shards, and haunts and there's just a lot of little bits to track. It was like all of my least favorite parts of legendary rolled into one setup. I tried leaning in on tech and spectrum cards in game one, then on shards in game two, but I just couldn't make enough to get even a single Hyperion tactic.",,
,,10,(+1),34,Gambit.n.rogue,21,55,76,7th,No (2.5),7th,39 (4),10th,8 (1),9th,1.949 (2),9.5,,34,19,0,1,1,1,1,0,0,4,Morbius,Phyla-Vell,Morbius,Phyla-Vell,First attempt,2,Very difficult because of all the villains that “push” and having to spend attack to move in the city. Building shards was an added frustration. Yikes!,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Interstellar Hide & Seek,1,(+10),48,waxbottle & Mrs. waxbottle,21,29,50,1st,Yes (6),1st,23 (10),1st,0 (6.5),2nd,2.174 (9),31.5,,8,2,1,3,3,9,3,0,0,18,Beta Ray Bill,Falcon & Winter Soldier,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Fun set up.  Fast game.  We had SOOO many artifacts and some good luck.  My wife grabbed the rare Star Lord card early on.  Fun times.,,
,,2,(+9),42,JB007,42,30,72,1st,Yes (6),3rd,34 (8),1st,0 (6.5),3rd,2.118 (8),28.5,,12,1,9,2,1,2,0,1,0,6,Agent Phil Coulson,Drax the Destroyer,I did not make a second attempt.,I did not make a second attempt.,First attempt,2,This setup scheme is so hard. I got so lucky early on with twists coming out when I still had plenty of starters. But as we got closer to the end I would have one player consistently draw and have to KO a non grey hero. I had 7 at game end. ONE more and I would have lost. ,,
,,3,(+8),46,GamerGump & Kendycrow,50,48,98,1st,Yes (6),6th,37 (5),1st,0 (6.5),1st,2.649 (10),27.5,,2,2,14,0,3,1,1,1,0,6,Black Widow (S.H.I.E.L.D.),Thor (Heroes of Asgard),Black Widow (S.H.I.E.L.D.),Red Guardian,Second attempt,4,Fun. ,,
,,4,(+7),42,aitmanga,50,8,58,1st,Yes (6),2nd,31 (9),1st,0 (6.5),5th,1.871 (6),27.5,,42,1,5,1,0,5,3,1,0,10,Quake,Black Widow (S.H.I.E.L.D.),Quake,Rocket Raccoon,Second attempt,5,Star-lord's rare is super busted. Fun combination of heroes with Lady Sif having good synergy with Star-lord. ,,
,,5,(+6),39,Chapmaca7,38,36,74,1st,Yes (6),4th,36 (6.5),1st,0 (6.5),4th,2.056 (7),26,,2,2,6,2,1,1,1,0,0,5,Drax the Destroyer,Mockingbird,Deathlok,Rocket Raccoon,First attempt,3,"Found this week frustrating and couldn’t get my deck going. Felt like I could have finished the game a little quicker on my first attempt if it wasn’t for twists making me KO some of my attack cards, including Mockingbirds rare. 
Overall, really enjoyed the tournament and can’t wait until the next!",,
,,6,(+5),41,gscrap,39,34,73,1st,Yes (6),7th,40 (3),1st,0 (6.5),6th,1.825 (5),20.5,,5,2,2,1,0,0,0,0,0,1,Drax the Destroyer,Gamora,Drax the Destroyer,Gamora,Second attempt,3,"Two almost identical games-- both went the same number of turns, and in the end were only one point apart in total VP.  I'm moderately pleased to have won this fairly challenging setup at all, but it wasn't the strong finish I was hoping for.",,
,,7,(+4),39,Mangostrike,21,44,65,1st,Yes (6),4th,36 (6.5),10th,2 (1),7th,1.806 (4),17.5,,23,2,20,1,0,3,0,0,0,4,Red Guardian,Black Widow (S.H.I.E.L.D.),Black Widow (S.H.I.E.L.D.),Mockingbird,Second attempt,1,"Hated the first game I pulled a DNF and packed up. Between this and the sceme last week, I’m totally burnt out on this game, which hasn’t happened before.
Despite the escapes, the second game went well and Mockingbird carried the whole game (with some help from Yelena). ",,
,,8,(+3),39,eventhorizon0121,33,29,62,1st,Yes (6),7th,40 (3),1st,0 (6.5),9th,1.55 (2),17.5,,4,1,4,1,0,1,2,0,0,4,Gamora,Black Widow (S.H.I.E.L.D.),Gamora,Rocket Raccoon,First attempt,4,First try featured early STs and so we were able to dodge the worst of the Scheme. Yelena and Gamora led the two hands and were able to steadily hit Thanos once the Gems came out.,,
,,9,(+2),36,Cobrawarrior521 & Mackirev9,40,30,70,1st,Yes (6),7th,40 (3),9th,1 (2),8th,1.75 (3),14,,10,2,2,0,0,1,0,0,0,1,Groot,Rocket Raccoon,Groot,Rocket Raccoon,Second attempt,4,N/A,,
,,10,(+1),40,AntDude & WaspWoman & PowerPupa,22,19,41,10th,No (1),10th,33 (1),1st,0 (6.5),10th,1.242 (1),9.5,,3,2,1,1,1,6,1,0,0,9,Beta Ray Bill,Black Widow (S.H.I.E.L.D.),Beta Ray Bill,Black Widow (S.H.I.E.L.D.),First attempt,2,"Ooof, that was rough! in both attempts the deck building was really working where Yelena and Sif worked with one deck and Beta Ray Bill cards aplenty for the other one. Just as the decks were nearing unstoppable levels, Thanos's Master Strike and the Sniper Rifle Assassins seemed to take out key cards that severely hampered our deck synergy. Bye bye all three Stormbreakers, I barely got to throw thee!

A wonderful tourney, thanks again to Bagel, Kylah, and the entire community!",,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Brothers in Nuclear Arms,1,(+10),38,sword'n'sorcery,47,46,93,1st,Yes (5.5),2nd,28 (8),1st,0 (5.5),2nd,3.321 (8),27,,1,4,0,1,3,9,4,0,0,17,Wolverine (X-Force),Iron Fist,Wolverine (X-Force),Iron Fist,Second attempt,5,"Moon Knight is one of my favorite heroes, so I always enjoy trying out new combos with him. I picked Iron Fist to try to maximize the Outwit ability and I kinda picked Wolverine X-Force on a whim. I did not expect these 5 heroes to synergize so well together. I had some amazing turns (at least 4 above 20 attack and the last hand at 54 attack). Some unfortunate timing with the master strikes set me back at some key moments (I discarded three rare cards between both hands once). With some more luck, I probably could have finished faster. But I'm happy with it.
Villains' setup felt like a nice level of difficulty. A great game and a great way to finish out the tourney.",,
,,2,(+9),42,owen_meany,63,46,109,1st,Yes (5.5),4th,31 (5.5),1st,0 (5.5),1st,3.516 (9),25.5,,17,5,0,1,4,5,1,1,0,12,Wolverine (X-Force),Domino,Gladiator Hulk,"Joe Fixit, Grey Hulk",Second attempt,3,Switched to a different strategy on second game with less draw heros and it paid off. Hulk was King as was able to generate lots of attack from Smash and then Wounded Fury with The Great Scar by the end of the game. Being able to reuse Hulk is King for discards (checked rules because thought it must be wrong) helped make Illuminati Open Warfare less punishing. Nice way to end the tourney. Thanks to all who set it up.,,
,,3,(+8),41,Travjon,48,48,96,1st,Yes (5.5),3rd,29 (7),1st,0 (5.5),3rd,3.31 (7),25,,0,6,0,2,6,6,4,0,0,18,Forge,Wolverine (X-Force),Quicksilver,Speed,Second attempt,4,"My first attempt started out great, but then all the draw cards I had with Wolverine and Amadeus Cho backfired on me when the Mastermind transformed. It made for a slow game. Second game I decided to sort of ignore draw cards and went with Quicksilver and Speed so I could hyperspeed everything. I could have had better luck in the HQ, but the strategy finally worked out for me. I had a couple of turns with attack in the 20s because of all the hyperspeed. All the henchmen and feasting helped me thin my decks, which was really useful.",,
,,4,(+7),40,wingedcrusader,12,71,83,1st,Yes (5.5),1st,27 (9),1st,0 (5.5),5th,3.074 (5),25,,59,5,0,3,2,10,1,0,0,16,Domino,Wolverine (X-Force),Domino,Bruce Banner,Second attempt,4,"Domino is a pretty great hero! managed to get one deck to have 1 base card and 4 rares, all except amadeus cho's rare.  The other deck was very sad collecting wounds and KOing nothing :(",,
,,5,(+6),39,Astigmatic_oracle,40,43,83,1st,Yes (5.5),4th,31 (5.5),1st,0 (5.5),7th,2.677 (3),19.5,,3,2,0,0,1,3,0,0,0,4,Korg,"Miek, the Unhived",I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"I thought this setup was really fun. I definitely would have done a second attempt just because I enjoyed the setup so much if I wasn't feeling sick. On the left I managed to get a very slim deck, which was great fun.",,
,,6,(+5),37,sethlikespizza,45,76,121,1st,Yes (5.5),8th,39 (2),1st,0 (5.5),4th,3.103 (6),19,,31,7,0,0,4,2,0,0,0,6,She-Hulk,Wolverine (X-Force),I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"It was sad when the Illumanti made us discard when we drew, but otherwise it was super fun! Any day where we can use one of the Wolverines is a good day. Thanks for a great tournament!!",,
,,7,(+4),36,Minos_griffin & Phryne,62,38,100,1st,Yes (5.5),6th,33 (4),1st,0 (5.5),6th,3.03 (4),19,,24,3,0,2,4,5,1,1,0,13,Iceman,Spider-Woman,Iceman,Spider-Woman,Second attempt,5,"It is always a good challenge to fight the Illuminati, I didn't feel my hero selection was the best but they did the work. Colosso and Amadeus Cho transformed card did all the work, after a really unlucky first game.",,
,,8,(+3),35,RedRutan,54,32,86,1st,Yes (5.5),7th,37 (3),9th,4 (1),9th,2.324 (1),10.5,,22,5,0,0,1,3,0,0,0,4,"Joe Fixit, Grey Hulk","No-Name, Brood Queen",I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"My first game was invalid, as I realised I had not been drawing another card from the villain deck  after a scheme twist. I submitted the second game I played as I only had time for onw more. I HATE CARRION",,
,,9,(+2),34,MysticRuby,68,47,115,9th,No (1),9th,43 (1),1st,0 (5.5),8th,2.674 (2),9.5,,21,5,0,0,0,0,0,0,0,0,Domino,Blade,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Once again, schedule cram. Not sweating it at this point though.",,
,,10,(+1),33,fredo_ud,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Hardware Incompatibility,1,(+10),40,Lasombra81,48,18,66,1st,Yes (5.5),1st,21 (9),1st,0 (5),1st,3.143 (9),28.5,,30,6,0,3,3,7,7,1,0,21,Ant-Man (Ant-Man),Viv Vision,Ant-Man (Ant-Man),Viv Vision,First attempt,5,None,,
,,2,(+9),39,jorisc3213,37,26,63,1st,Yes (5.5),2nd,23 (8),1st,0 (5),3rd,2.739 (7),25.5,,11,2,0,1,3,6,5,2,0,17,Beta Ray Bill,Goliath,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Surprisingly easy setup, Ultron did not scale as much as we expected. Running out of hero cards would become the main threat.",,
,,3,(+8),37,DrPolygon,26,43,69,1st,Yes (5.5),3rd,25 (6.5),1st,0 (5),2nd,2.76 (8),25,,17,6,0,3,3,6,2,1,0,15,Patriot,Hercules,Patriot,Hercules,First attempt,4,"Much Fun! My synergy was a little janky due to scheme twist antics in the HQ. At one point I had 4 of the 5 rares in the HQ at the same time so that was fun. Loads of potential, few options. I did get lucky with Ultron's empowerment not helping him out much and somehow kept the city from overrunning. It was a bit of a struggle, but all in all a good game.",,
,,4,(+7),36,Jmaster1324,50,18,68,1st,Yes (5.5),5th,26 (5),1st,0 (5),4th,2.615 (6),21.5,,32,5,0,2,3,8,3,0,0,16,Ant-Man (Ant-Man),Viv Vision,Viv Vision,Ant-Man (Ant-Man),First attempt,4,.,,
,,5,(+6),37,iburnicus,40,15,55,1st,Yes (5.5),3rd,25 (6.5),1st,0 (5),8th,2.2 (2),19,,25,1,0,2,4,5,6,0,0,17,Cloak & Dagger,Falcon,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"my picks were solid! 
everything went great!
got bummed out for a little when ultron put 2 rares in his threat analysis pile but the next hit made me gain one of them.
i was at no point struggling, started by just buying whatever i could focussing on the few techs i got in hq like falcon's common and then soon i found my left hand on instinct/range (mostly storm/black panther) and the other side on range/covert (mostly cloak and dagger)
moved a villain over to the bridge for bridge conquerer and left it there to gain benefits from that.
",,
,,6,(+5),35,MikiP2023,39,37,76,1st,Yes (5.5),7th,30 (3),1st,0 (5),5th,2.533 (5),18.5,,2,4,0,1,1,6,1,0,0,9,Viv Vision,Jocasta,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,We really thought we were goners. If that next scheme twist came up next we weren't making it. Enjoyed the scheme but wowzers. We normally avoid playing with the Grievous Wounds but they weren't that horrible. Even after I had to play an extra villain..lol. Thank you so much for this setup and tournament in general. We may not be very good but we do have a fantastic time. ,,
,,7,(+4),34,energythief,43,35,78,1st,Yes (5.5),8th,33 (2),1st,0 (5),6th,2.364 (4),16.5,,8,2,0,0,3,3,3,0,0,9,Daredevil (Iron Fist),Patriot,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,Thanks for a great tournament! ,,
,,8,(+3),33,Joebro6616,17,31,48,1st,Yes (5.5),6th,28 (4),1st,0 (5),9th,1.714 (1),15.5,,14,2,0,3,1,11,2,0,0,17,Lady Sif,Thor (Heroes of Asgard),I did not make a second attempt.,I did not make a second attempt.,First attempt,2,"I don’t think I would play with a different mastermind with the scheme or vice versa,the mandroids made it a little harder",,
,,9,(+2),31,Gideon Wyatt & Mrs. Gideon Wyatt,36,44,80,9th,No (1),9th,36 (1),1st,0 (5),7th,2.222 (3),10,,8,2,0,1,1,2,1,1,0,6,Daredevil (Iron Fist),Ant-Man (Ant-Man),I did not make a second attempt.,I did not make a second attempt.,First attempt,3,Got a MS on turn 3 which stole our first 2 turns. Then another on turn 5. By turn 7 there were 3 ST and 2 MS played. Made for a slow start to the game.,,
,,10,(+1),31,Dre 2 point 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Days of Future... Fast!,1,(+10),38,Drewfusmcge,16,43,59,1st,Yes (6),1st,19 (9),1st,1 (8),3rd,3.105 (7),30,,27,8,4,2,3,7,8,1,0,21,"Joe Fixit, Grey Hulk",Lady Thor,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"I only had time for a quick game and this setup came through! Only one escape feels not too bad for this scheme, it was an unavoidable henchman to scheme twist combo so honestly this is a great way to end the tournament. Angel does WORK. Got so many bystanders and card draws from his ability. Also got Joe Fixit's rare early on so him and Angel did a ton of damage and recruiting really quickly. My other side had a super solid SHIELD thing going on, but I was already ready to win by the time it was setup so this side mostly just cleared stuff in the city. Not too bad! Excited to see other's hero choices. I was really close to going with Gladiator Hulk instead but I'm happy where I landed even if I didn't see much Lady Thor.",,
,,2,(+9),38,Cubbiesnextyr & Wife,36,27,63,1st,Yes (6),3rd,22 (7),4th,4 (5),4th,2.864 (6),24,,9,0,7,1,1,7,6,1,0,16,Forge,Deathlok,Forge,Deathlok,Second attempt,4,I think I finally had a game where all the heroes played had good synergy.  A very enjoyable game even though we twice had a Goon pulled with the next card being a Twist so we had no chance of stopping the Goon from escaping. ,,
,,3,(+8),40,jdub,13,42,55,1st,Yes (6),2nd,20 (8),4th,4 (5),5th,2.75 (5),24,,29,9,0,1,2,9,6,1,0,19,Iceman,Magik,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,My fastest game yet. I did have the bad habit of every time a goon came out the card that followed it was a scheme twist so a lot more villains escaped than what I would have liked but I think the overall score of the game was a pretty good one. ,,
,,4,(+7),27,SharkNate-O & onthegeniusofsamrockwell,33,52,85,1st,Yes (6),4th,25 (6),7th,5 (2.5),1st,3.4 (9),23.5,,19,13,6,2,0,1,6,0,0,9,Gladiator Hulk,Mockingbird,Gladiator Hulk,Mockingbird,Second attempt,5,"Solid fun game. And if I'm being honest, it was a little more fun because of how lucky we were on both games. First game went really well, to the point where we were sure our second game was going to be much worse, but it actually turned out way better. The first 4 henchmen that came out were directly followed by a scheme twist, not only making as bad, but also keeping the city cleared up. Then we were able to keep the goons out before other twists. The last twist came out after our 4th goon escaped and no goons in the city, so then we were able to laser focus on the mastermind. We were expecting both games to be brutal (after reading the setup), but we got extremely lucky in villain shuffles. Which I'm glad, because we have had so many BAD games this tournament, unfortunately. Glad we were able to at least go out with a solid game.",,
,,5,(+6),27,Ironclad4521,52,27,79,1st,Yes (6),6th,32 (4),1st,1 (8),7th,2.469 (3),21,,25,2,10,0,1,2,1,0,0,4,Iceman,Mockingbird,Iceman,Mockingbird,Second attempt,3,Hand 1 just did all the heavy lifting  really with Iceman and Quake working well. Couldn't get Logan into the game to support the rest. ,,
,,6,(+5),30,Hendrek,52,16,68,1st,Yes (6),5th,31 (5),1st,1 (8),8th,2.194 (2),21,,36,0,12,0,2,5,9,2,0,18,Deathlok,Mockingbird,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Took a chance with damage heroes but kod and sent undercover shield troops with attack as much as possible.  Worked out in the end.  Deathlok was mvp.,,
,,7,(+4),21,ReyReyPod,55,33,88,1st,Yes (6),7th,35 (3),4th,4 (5),6th,2.514 (4),18,,22,2,5,0,0,0,6,0,0,6,Forge,Bruce Banner,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Getting enough recruit was a cool mechanic for Nimrod...in hindsight I should have used another strategy to factor this in...but overall twas fun!,,
,,8,(+3),28,thablackknight1,38,60,98,8th,No (1.5),9th,30 (1),7th,5 (2.5),2nd,3.267 (8),13,,22,20,4,2,0,0,5,0,0,7,Mockingbird,Jean Grey,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Very fun. Got hit With some schemes early, but recovered, well great synergy with Jean Gray rescuing bystanders in Mockingbird getting her level up",,
,,9,(+2),21,Freeclint,12,32,44,8th,No (1.5),8th,33 (2),9th,7 (1),9th,1.333 (1),5.5,,20,2,4,0,0,0,0,0,0,0,Bishop,Iceman,Bishop,Mockingbird,Second attempt,5,"First, I got to use my hologram Crime Wave card.  Awesome.  Second, I hate organized crime wave.  A scheme I love to hate though.  My Wife decided to play and son sat in to watch and they had never experienced the special torture that is organized crime wave.  It was great fun teaching them (and first time using the Shield set since I got it).  I plan to replay it with some other options (more recruit) like Lady Thor who was unavailable.  I know I seriously underperformed this tourney, but someone has to be at the bottom.  It was a TON of fun.  Second attempt I didn't scheme out and ran out the villain deck instead.  Couldn't really get my hands going enough to control city and hit Nimrod.  ",,
,,10,(+1),28,ItStartsWith1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Get a Clue,1,(+10),35,coldvein & raja0629,71,29,100,1st,Yes (5),2nd,26 (8),3rd,3 (5.5),1st,3.846 (9),27.5,,42,32,0,1,4,12,4,2,0,23,"Ancient One, The",Phyla-Vell,"Ancient One, The",Phyla-Vell,Second attempt,5,A lot of fun.,,
,,2,(+9),35,elongatedman7212,48,85,133,1st,Yes (5),5th,36 (5),2nd,2 (8),2nd,3.694 (8),26,,37,34,0,0,3,7,0,2,0,12,Siryn,Warpath,Siryn,Warpath,Second attempt,4,"Fun setup, but man was there a lot of shuffling! Luke Cage Noir is very fun, coupled w/ Strong Guy. Both games the hand that recruited those cards did the best. My attempt at Siryn and Warpath didn't work so well. I found Tactical Formation very hard to pull off. I think I only got it once between both games. In the end I had to choose between a shorter game with more escapes and less VP vs a longer game with less escapes and more VP. Hope I made the right choice!

Thank you Bagel for another great tournament!!",,
,,3,(+8),33,Pyromagnus & shoshielynn,55,76,131,1st,Yes (5),6th,37 (4),1st,1 (9),3rd,3.541 (7),25,,21,35,0,0,3,4,1,2,0,10,Daredevil Noir,M,Daredevil Noir,M,Second attempt,5,"Brent says: ""Early Sinister Clones are a bummer for tournament play when you get the typical 4/2 starting hands, but at least game 2 only had 1 escape instead of the 6 I had game 1. A fun setup where I had to slow down and really consider most turns.""",,
,,4,(+7),34,caseystahl1125,45,28,73,1st,Yes (5),1st,22 (9),7th,4 (3),4th,3.318 (6),23,,17,11,0,3,3,12,4,2,0,24,Multiple Man,Shatterstar,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,The 7th week felt like a boss match up. Mr Sinister Clones pushed 4 escapes out early but I picked great heroes Multiple man and  Shatterstar and picked up an easier win than I anticipated,,
,,5,(+6),32,Montax30,62,41,103,1st,Yes (5),4th,33 (6),3rd,3 (5.5),5th,3.121 (5),21.5,,21,27,0,0,2,8,0,2,0,12,M,The Vishanti,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,Strong Guy and M is one of my favorite combos,,
,,6,(+5),32,Keeblerpowell,69,58,127,1st,Yes (5),8th,41 (2),3rd,3 (5.5),6th,3.098 (4),16.5,,11,30,0,0,2,2,0,1,0,5,Ronan the Accuser,Multiple Man,Ronan the Accuser,Multiple Man,Second attempt,4,DRobb sub for KeeblerPowell.  First it is tough playing 2 heads when you dont normally play that way.  I stream both game but know I made mistakes.  The Master Strike hurt a lot more than I thought slow down heroes buying.  I think I built better decks in game 1.  But going down to a 5 card hand in the 2nd game hurt a lot.  Again great event and looking for next year!!!,,
,,7,(+4),24,jgoodnough and daughter,31,38,69,1st,Yes (5),3rd,30 (7),9th,11 (1),7th,2.3 (3),16,,7,9,0,3,2,4,0,0,0,9,Captain Mar-Vell,Iron Man Noir,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,I like the unveiled schemes...that is a fun mechanic,,
,,8,(+3),27,WarpedPoodle,30,40,70,1st,Yes (5),7th,40 (3),3rd,3 (5.5),9th,1.75 (1),14.5,,10,15,0,3,8,5,0,0,0,16,M,Daredevil Noir,M,Daredevil Noir,Second attempt,5,"M is a strong hero, she clones on recruit and gets the multiple values needed for Tactical Formation.  Clea's card that puts a card back on the deck is perfect to prepare for her Demonic Bargain ability on other cards.  Enjoyed these games.",,
,,9,(+2),20,canis & Mamabird,48,54,102,1st,Yes (5),9th,48 (1),8th,9 (2),8th,2.125 (2),10,,6,36,0,0,1,0,0,0,0,1,Siryn,Rictor,Rictor,Siryn,First attempt,1,"absolute slog both games, managed to win game one at the buzzer, (had to estimate the turn count kept forgetting to track during the game) what a note to end an otherwise amazing tournament. thanks to the Bagel for running these. good times were had",,
,,10,(+1),27,allman7359,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
