Pod,Setup,Rank,Points Earned,Total Points,Name(s),"Victory
Pile 1","Victory
Pile 2","Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Difference,Bystanders Rescued,Cards Undercover,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Level,Comments,Results Of Week:
,,9,(+1),32,the.melkman & Snapcity57,43,39,82,1st,Yes (5),8th,32 (2),1st,0 (5),9th,2.563 (1),13,,4,5,4,1,1,2,1,0,0,5,Deathlok,Mockingbird,Invisible Woman,Human Torch,Second attempt,2,Gems in the melk was not the vibe,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,These Go to Eleven!,1,(+9),37,Jean-Sébastien & Geneviève,50,18,68,1st,Yes (5),1st,21 (9),1st,0 (5.5),1st,3.238 (9),28.5,,32,6,0,4,3,8,3,1,0,19,Polaris,Jubilee,Polaris,Jubilee,Second attempt,5,"Easier setup but very fun to play! Piercing damage did all the heavy lifting, and the other hand picked up a few vps here and there.",
,,2,(+8),36,Shaggy427,58,19,77,1st,Yes (5),3rd,24 (7),1st,0 (5.5),2nd,3.208 (8),25.5,,39,7,0,4,3,6,2,1,0,16,Jubilee,Polaris,Jubilee,Polaris,Second attempt,4,Piercing energy is a truly busted mechanic. My strat was to make a lightshow deck and a P.E. deck that both kind grabbed everything useful from the HQ to keep it fresh.,
,,3,(+7),35,R3DJ0N,32,28,60,1st,Yes (5),2nd,22 (8),1st,0 (5.5),5th,2.727 (5),23.5,,4,10,0,3,3,8,4,0,0,18,Crystal,Psylocke,Crystal,Psylocke,First attempt,4,Banshee got some quick hits on Klaw. 2nd attempt didn't see much PE so it was a bit slower.,
,,4,(+6),33,HatePhD & EditedMist,40,40,80,1st,Yes (5),5th,28 (5),1st,0 (5.5),3rd,2.857 (7),22.5,,0,10,0,1,3,6,2,0,0,12,Polaris,Queen Storm of Wakanda,Polaris,Queen Storm of Wakanda,Second attempt,4,"We had a lot of fun. Game won i actually pulled off the Polaris-Banshee wombo combo but it was 29 turns and fewer ppt, so we went with this one because technically it was better…technically",
,,5,(+5),31,Narellish & Ooskarr,68,20,88,1st,Yes (5),6th,31 (4),1st,0 (5.5),4th,2.839 (6),20.5,,48,7,2,2,1,3,4,0,0,10,Multiple Man,Moon Knight,Multiple Man,Moon Knight,Second attempt,4,"We couldn't use the piercing energy hero's we wanted to or others due to already using them. Plus our hero shuffles both games were unlucky for us. But we had fun, no escapes and 2 wins, just not super fast or high points per turn.",
,,6,(+4),30,dontfeedthegreen,45,27,72,1st,Yes (5),4th,27 (6),1st,0 (5.5),6th,2.667 (4),20.5,,18,7,0,1,2,6,3,1,0,13,Polaris,Strong Guy,Polaris,Strong Guy,Second attempt,4,"Two good games, but second had no escapes and more PPT (even though a little slower). I took Polaris to combo with Banshee, then went with Strong Guy to dilute the Hero colors in the Hero deck and see if the non-piercing deck could get a lucky hit in, when Klaw was low Attack. They did in both games, using mainly Black Bolt in game 1 and mainly Strong Guy in game 2. It was nice that Piercing Energy effectively reduced the Scheme to a timer.",
,,7,(+3),29,Tuba2k7 & Aliayc22,55,32,87,1st,Yes (5),7th,33 (3),1st,0 (5.5),8th,2.636 (2),15.5,,23,3,0,2,1,2,2,0,0,7,Dazzler,Psylocke,Dazzler,Psylocke,First attempt,4,"We really enjoyed getting you to use piercing energy. I don’t feel like it built as quickly with us sending up on 33 but it was a fun mechanic to use. Second attempt, we used light show more, which was a new mechanic for us and was enjoyable. We were never really too worried about villains escaping. It was more just accruing enough points to hit Klaw.",
,,8,(+2),28,Babybreloom,47,34,81,1st,Yes (5),9th,37 (1),1st,0 (5.5),9th,2.189 (1),12.5,,13,7,0,1,2,0,0,0,0,3,Havok,Queen Storm of Wakanda,Havok,Queen Storm of Wakanda,Second attempt,3,"Carrion ended up respawning five times and I had a normal amount of feelings about it. Havok popped off and took two tactics early on until getting eaten by Carrion, then I had to make a mish-mash of Queen Storm and Black Bolt to make it happen.",
,,9,(+1),29,PragmaticSquid,55,38,93,1st,Yes (5),8th,35 (2),9th,1 (1),7th,2.657 (3),11,,17,6,0,1,3,1,0,0,0,5,Medusa,Polaris,Medusa,Polaris,First attempt,4,I really thought PE would be a good fall back to combat the Force Field but never got enough in a round. But it was fun popping those high attack Brood like they were microwave popcorn.,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,A Catchy Funeral Dirge.,1,(+9),34,Dashburn,66,63,129,1st,Yes (5),6th,33 (3.5),1st,0 (5.5),1st,3.909 (9),23,,3,20,0,0,0,2,3,0,5,10,Hulkbuster Iron Man,Silver Surfer,Hulkbuster Iron Man,Silver Surfer,Second attempt,4,I didn't see a lot of Invisible Woman in the second game but it worked out with scheme twists missing on KOs.,
,,2,(+8),34,Swagolas,39,32,71,1st,Yes (5),2nd,26 (8),1st,0 (5.5),6th,2.731 (4),22.5,,7,8,0,3,5,8,4,0,4,24,Amadeus Cho,Hulkbuster Iron Man,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Locations are cool =),
,,3,(+7),34,3141592ab,50,34,84,1st,Yes (5),1st,25 (9),9th,1 (1),3rd,3.36 (7),22,,16,10,0,3,3,7,4,0,6,23,Caiera,Thing,Caiera,Thing,Second attempt,5,"Lots of fun. I thought hiroim and the bystander engine would be mvp but the second game, I ended up getting two Mr fantastic uncommons and it turns out, if you draw 15+cards per turn, that can end the game pretty quickly.",
,,4,(+6),32,Drewfusmcge,76,45,121,1st,Yes (5),8th,34 (2),1st,0 (5.5),2nd,3.559 (8),20.5,,31,17,0,1,1,1,7,0,2,12,Amadeus Cho,"No-Name, Brood Queen",Amadeus Cho,Bruce Banner,First attempt,4,"Man I love Mr. Fantastic. Got a few ""giant hands"" where I drew the whole deck. Rescued bystanders for Hiroim and some quick feasting by No-Name helped me get tons of points pretty quickly. My second attempt was three turns faster, but I scored about 50 points fewer haha. Fun setup!",
,,5,(+5),30,Pyromagnus & Shoshielynn,87,19,106,1st,Yes (5),6th,33 (3.5),1st,0 (5.5),4th,3.212 (6),20,,68,13,0,0,4,4,2,0,6,16,Caiera,Human Torch,Caiera,Human Torch,Second attempt,4,Two long games caust the HQ really didn't want to cooperate with Torch appearing. Reaper getting early set up on his Strike locations was annoying but the city never got overrun and Swordsman was essential for powering up Hierom with a full set of locations generating 5 bystanders,
,,6,(+4),30,Mangostrike,42,33,75,1st,Yes (5),4th,28 (5.5),1st,0 (5.5),7th,2.679 (2.5),18.5,,9,16,0,3,1,6,5,1,4,20,Photon,Silver Surfer,Photon,Gladiator Hulk,Second attempt,5,.,
,,7,(+3),29,Tozar,28,47,75,1st,Yes (5),4th,28 (5.5),1st,0 (5.5),7th,2.679 (2.5),18.5,,19,15,0,2,4,5,4,0,5,20,Bruce Banner,Gladiator Hulk,Bruce Banner,Gladiator Hulk,First attempt,4,"Biggest challenge had to be all those big, beefy locations. First game I didn't feel like each hand was very well focused on a Hero strategy.  Second game I identified a strategy for each and felt like I focused on it pretty well.  But first game still went two turns quicker.  Go figure.",
,,8,(+2),28,Snash108,34,14,48,1st,Yes (5),3rd,27 (7),1st,0 (5.5),9th,1.778 (1),18.5,,20,4,0,2,8,6,5,0,6,27,"No-Name, Brood Queen",Thing,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,,
,,9,(+1),27,WingedCrusader,60,41,101,1st,Yes (5),9th,35 (1),1st,0 (5.5),5th,2.886 (5),16.5,,19,13,0,0,0,4,3,0,4,11,"No-Name, Brood Queen",Spider-Woman,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"One side got lots of bystanders but not enough KO, other side had mad dark memories pop off Mr fantastic. We got some cool rares!",
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Grand Masters Civilization,1,(+9),34,citizen51,30,31,61,1st,Yes (5.5),1st,26 (9),1st,0 (9),2nd,2.346 (8),31.5,,1,2,0,1,3,8,2,0,0,14,Gamora,Iron Man Noir,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"This was a lot of fun. I found one of my favorite combos playing this set up: Iron Man Noir's Learn From Enemies and the Mandarin's Rings. Usually the rings are a little lackluster as a Henchmen group and not consistent, but with IMN that variety gives a lot of options every time the card comes up which with Ant-Man, Iron Man Noir, and Luke Cage Noir is a lot. Player 2 focused on Gamora and Hellcat. While P2 was lacking on KO power, they were able to tuck Skrull and Kree in the VD frequently and got enough shards that even hands full of wounds and starter cards could do something as needed.",
,,2,(+8),31,GZUZROCKS & DaBomb,15,41,56,1st,Yes (5.5),2nd,27 (8),2nd,4 (6.5),3rd,2.074 (7),27,,26,5,0,1,2,5,4,0,0,12,Groot,Moondragon,Groot,Moondragon,First attempt,4,Good set up. Groot paired well with Luke Cage noir for player 2 to eventually get A LOT of damage in with the many investigate 4 cost cards and Luke Cage Noir's Rare. Player 1 didn't get as much damage in but focused on gaining a lot of moondragon cards to danger sense often and manipulate the deck to help avoid losing to the scheme.,
,,3,(+7),31,owen_meany & owen_meany's better half,43,35,78,1st,Yes (5.5),5th,31 (5),2nd,4 (6.5),1st,2.516 (9),26,,8,13,0,2,2,3,0,1,0,8,Phyla-Vell,Ronan the Accuser,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Probably one of the few that actually enjoys Contest of Champions keyword. Made for a fun game for us though for got some bad luck with two twists in a row early leading to four villains ""escaping"". Also getting a few master strikes early led to Grandmaster being a tough out. Still, fun setup.",
,,4,(+6),31,Canis & Mamabird,37,26,63,1st,Yes (5.5),6th,32 (4),2nd,4 (6.5),4th,1.969 (6),22,,11,4,0,2,1,4,0,1,0,8,Speed,Star-Lord,Speed,Star-Lord,Second attempt,4,"choose speed specifically to help activate Hellcat, and it took some time to get rolling but it really helped keept he war in check, (we lost at liek turn 10 game 1) player two did a Ant-Man / luke cage draw deck and did decently well, the lack of KO hurt both sides, and Star-lord helped!",
,,5,(+5),30,Scootsmagoots86,34,21,55,1st,Yes (5.5),3rd,28 (6.5),6th,5 (4),5th,1.964 (5),21,,13,2,0,4,2,4,3,0,0,13,Iron Man Noir,Darkhawk,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,This was great fun. I always forget how awesome darkhawk is. I got lucky to flip a couple of top cost heroes around round 6-7 and with the luke cage and hellcat recruit cards I was able to build some strong decks early on. I would play this one again.,
,,6,(+4),28,Minos_Griffin & Phryne,50,14,64,1st,Yes (5.5),7th,33 (3),2nd,4 (6.5),6th,1.939 (4),19,,36,2,0,1,2,2,3,0,0,8,Gamora,Quasar,Gamora,Quasar,Second attempt,3,2 skrulls and a twist on the first three turn ruined the whole first game. Second we were able to manage it better but it is a scheme that depends too much of the villain deck. The heroes selected were fun and gamora helped that the shards were useless for the mastermind.,
,,7,(+3),27,FlipFlopManiac,2,41,43,1st,Yes (5.5),3rd,28 (6.5),7th,6 (2.5),8th,1.536 (2),16.5,,39,2,0,2,2,6,3,0,0,13,Iron Man Noir,Darkhawk,Iron Man Noir,Darkhawk,Second attempt,3,"Much better time the second game, still had a bunch of escapes but the first Twist carried off one of each and so there wasn't an immediate timer.  Still annoyed I got Hellcat's rare in the HQ, immediately grabbed by Veranke and escaped the next turn.  As the VP shows, the 4's idea didn't pan out because the other side went all Tech.  MVP was Iron Man Noir's uncommon to become a swiss army knife with the Mandarin's Rings.  Even with the Grandmaster gaining plenty of shards, the combo of Iron Man Noir, Ant-Man, and Darkhawk cleared all starters out and looped to a 4 consecutive turn knockout.",
,,8,(+2),27,MikeH,28,32,60,1st,Yes (5.5),8th,39 (2),9th,8 (1),7th,1.538 (3),11.5,,4,1,0,1,0,1,0,0,0,2,Gamora,Nebula,Gamora,Darkhawk,Second attempt,3,"If I wasn't playing this as part of a league, I would have enjoyed it more. I know my low PPT and large number of escapes are going to put me at the bottom of the pod this week.

LH focused on a draw / investigate strategy with Luke Cage, Darkhawk, and Ant-Man while RH focused on a draw / shards strategy with Gamora and Hellcat. The escape pile got unbalanced a few times due to early or untimely scheme twists, and it was difficult to leave villains in the city that could have been fought (and VP gained), but I was able to avoid the Evil Wins condition and give myself time to eventually defeat epic grandmaster",
,,9,(+1),25,Joebro6616,10,10,20,9th,No (1),9th,20 (1),7th,6 (2.5),9th,1 (1),5.5,,0,0,0,3,3,9,3,1,0,19,Adam Warlock,Nova (Avengers),I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"Lost to the scheme, just couldn’t get any good hands",
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Legendary Legacies: An Adventure,1,(+9),32,Kal-el,11,48,59,1st,Yes (5),1st,21 (9),1st,0 (5.5),3rd,2.81 (7),26.5,,37,3,11,2,8,9,2,2,0,23,Iron Man,Doctor Doom 2099,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,I loved the theme of this setup! I couldn't resist going with the (sort-of-pretend-MCU) thematic choice of Iron Man and Doom 2099. I got INCREDIBLY lucky with my villain deck. Tons of Doombots and barely any Twists or Strikes until turn 14 or so let me do a lot of early damage to Kang. I could see this one going a lot worse with a few early Strikes powering him up.,
,,2,(+8),28,Tex-pa & Grate,76,11,87,1st,Yes (5),4th,27 (6),1st,0 (5.5),2nd,3.222 (8),24.5,,65,23,0,1,2,4,4,0,0,11,Black Widow,Jean Grey,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Loved the split HQ set up.  P1 was able to recruit heavily from Black Widow and Jean Grey to  build up a big bystander store to finish quickly.  P2 was not able to get cyber mod off the ground in time to be much help. One of my new favorite schemes.,
,,3,(+7),29,Bn322,31,37,68,1st,Yes (5),3rd,26 (7),1st,0 (5.5),4th,2.615 (6),23.5,,6,2,0,4,5,9,0,0,0,18,Ravage 2099,Wolverine (X-Men),Doctor Doom 2099,Brainstorm,First attempt,3,Another scheme I hadn't played before and really enjoyed.,
,,4,(+6),29,Fives & Echo,29,95,124,1st,Yes (5),8th,35 (2),1st,0 (5.5),1st,3.543 (9),21.5,,66,13,32,0,2,2,2,2,0,8,Gambit,Punisher,Angel,Cyclops,Second attempt,4,"I like the idea of the theming, but the 2099 heroes were way stronger than their counterparts in the past. Good thing that's where the majority of the game was spent, otherwise I probably would've lost, since I had all three 2099 rares and almost every push pain under the surface",
,,5,(+5),28,yeeches,14,31,45,1st,Yes (5),2nd,25 (8),1st,0 (5.5),8th,1.8 (2),20.5,,17,1,0,2,6,8,3,1,0,20,Wolverine (X-Force),Wolverine (X-Men),I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"I realized this hero set was close to the New Fantastic Four team so I had to choose my past and 2099 Wolverines for a ""New Fantastic Four of Future Past"". Fun but kinda easier than expected. I felt like my decks were about to pop off but then the game was over bc I could hit Kang for 8 a few times. One city was full of Aesir so I nearly had escapes but the other city was empty when I finished Kang. Decided the first attempt was fast enough even though I missed some VP from villains.",
,,6,(+4),27,eventhorizon0121,33,39,72,1st,Yes (5),5th,30 (5),1st,0 (5.5),6th,2.4 (4),19.5,,6,4,6,3,3,5,3,0,0,14,Elektra,Ravage 2099,Elektra,Ravage 2099,First attempt,5,Elektra was needed to give Spiderman any offense and that made an effective first hand. The other hand had a ton of Stars to get a solid deck by the mid-game. A bit of ST luck could have ended it faster. Really fun scheme though!,
,,7,(+3),26,MRTINCE,67,33,100,1st,Yes (5),9th,40 (1),1st,0 (5.5),5th,2.5 (5),16.5,,34,14,12,0,2,2,0,0,0,4,Doctor Doom 2099,Brainstorm,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Kang should not be planning time heists,
,,8,(+2),24,AntDude,25,49,74,1st,Yes (5),7th,34 (3),1st,0 (5.5),7th,2.176 (3),16.5,,24,9,6,0,3,7,0,1,0,11,Iron Fist,Rogue,I did not make a second attempt.,I did not make a second attempt.,First attempt,2,"Wish I had time for a 2nd attempt, and that core Spider-Man didn't dominate the Past HQ (the predominant one during the game). Things were going so bad that Ghost Rider's rare was purchased...

I may like this scheme (1st time playing it), but hard to tell with core Spidey clogging things up.",
,,9,(+1),24,Mikeygill97,34,23,57,1st,Yes (5),6th,32 (4),9th,2 (1),9th,1.781 (1),11,,11,9,0,0,2,5,2,1,0,10,Doctor Doom 2099,Wolverine (X-Men),Wolverine (X-Men),Wolverine (X-Force),Second attempt,4,"Doom wanted all the glory and wouldn’t work with the others, so in game 2 I changed it to Wolverine Xforce and that worked out well. Very tough but fun setup.",
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,This Is No Time for Daddy Issues.,1,(+9),31,ZombieGamer5,35,79,114,1st,Yes (7),1st,26 (9),1st,0 (6),1st,4.385 (9),31,,44,22,0,4,2,4,5,0,0,15,Peter Parker,Vision,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"I thought the double mastermind idea was cool, especially two Zemos. Unfortunately I drew every possible scheme twist except the 7th or 8th which would have ended the game in Evils favor so the last third of the game was anxiety inducing. I drew only a single master strike which stopped interesting interactions from two masterminds at once. But maybe for the best. I had to fight all 8 tactics but still had fun!",
,,2,(+8),31,jiggliestpuff,70,55,125,1st,Yes (7),3rd,29 (7),1st,0 (6),2nd,4.31 (8),28,,15,23,1,3,4,1,2,1,0,11,Dr. Strange (Illuminati),Captain America (Falcon),Dr. Strange (Illuminati),Superior Iron Man,First attempt,4,"I tried to use Dr. Strange to KO and Captain America (Falcon) to make sure we had ample bystanders. They worked nicely, and I was surprised to find how much Dr. Strange fighting villains from the top of the villain deck helped weaken Helmut.",
,,3,(+7),29,NukinFoobs & N3m3sis,71,39,110,1st,Yes (7),2nd,27 (8),1st,0 (6),3rd,4.074 (7),28,,32,15,0,2,3,2,4,1,0,12,Beast (Illuminati),Proxima Midnight,Lady Thor,Captain Marvel,Second attempt,4,"This setup was not too difficult but with that being the case, it will really come down to how many turns it took to win and just how many points you could get through exploiting the mastermind's rescue ability. Overall a fun setup. Never enjoy Time Traveling Jean Grey but at least she matched a bit colorwise. Ended up doing a Covert/Instint deck and a multicolor Beast/Panther deck on game 1 that was pretty solid. Game 2 we stuck with Covert/Instinct and added in Lady Thor/Marvel for the Ranged/Strength wombo combo. Game 2 had a better points per turn and took less overall turns.",
,,4,(+6),28,Jdub,55,61,116,1st,Yes (7),4th,30 (6),1st,0 (6),4th,3.867 (6),25,,6,23,0,1,2,3,5,0,0,11,Agent X-13,"Steve Rogers, Director of S.H.I.E.L.D.",Agent X-13,"Steve Rogers, Director of S.H.I.E.L.D.",First attempt,5,I thought this was a pretty fun set up. The synergy between the two masterminds was great. I will say unfortunately I ended having to play two games this tournament where I had to use Time Traveling Jean Grey that was a bit disappointing.,
,,5,(+5),26,ElongatedMan,58,40,98,1st,Yes (7),5th,38 (5),1st,0 (6),7th,2.579 (3),21,,18,12,0,0,1,1,0,0,0,2,Beast (Illuminati),"Captain and the Devil, The",Beast (Illuminati),"Captain and the Devil, The",First attempt,4,"Fun but tough setup. First try came down to the wire. Though I could do better the second time, but both decks took too long to get going.",
,,6,(+4),26,Buya & DSCern,84,26,110,6th,No (2.5),7th,34 (3),1st,0 (6),5th,3.235 (5),16.5,,58,19,2,1,1,3,2,0,0,7,Proxima Midnight,Dr. Strange (Illuminati),Proxima Midnight,Dr. Strange (Illuminati),First attempt,4,"Good challenge, we couldn't quite get there in time. Some of early wounds and not enough KO really bogged my deck, so it really was up to my partner to do most of the work. Maybe 1 or 2 more turns we could have gotten him, but alas we just weren't efficient enough this week.",
,,7,(+3),25,Ocs333,43,49,92,6th,No (2.5),8th,33 (2),1st,0 (6),6th,2.788 (4),14.5,,6,18,0,2,1,3,2,0,0,8,Maximus,Proxima Midnight,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"I picked proxima midnight as a generally strong character, who could also help. 

Things were building allright but a bit slow. I was also bit unlocky: the first 7 modoks I could not use for KO due to discard pile being empty; ending up with 2 attacks with many turns etc. 
In the end I could hit the masterminds in most turns. But 7th scheme twist ended my game on turn 33, while I would could have hit the second mastermind that turn and finish him on turn 34:( 
Unfortunately had no time for a second game.",
,,8,(+2),24,Dr. Parmesan,40,21,61,6th,No (2.5),6th,35 (4),9th,2 (1),8th,1.743 (2),9.5,,19,12,0,0,1,3,1,1,0,6,Shang-Chi,Captain America (Falcon),Shang-Chi,Captain America (Falcon),Second attempt,3,"I just couldn't crack this one. Never felt like I had enough time to build up with how many Wounds get handed out. Should I probably have tried different Heroes? Yes, but I didn't.",
,,9,(+1),23,SharkNate-O & onthegeniusofsamrockwell,28,12,40,6th,No (2.5),9th,29 (1),8th,1 (2),9th,1.379 (1),6.5,,16,6,0,2,1,4,5,0,0,12,Old Man Logan,Beast (Illuminati),Old Man Logan,Beast (Illuminati),First attempt,1,"This game seemed fun on paper, but in practice, it was just miserable and not fun, unfortunately.",
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Hitchhiker's Guide to the Multiverse.,1,(+9),31,SavageTeddyBear & Julius Xizor,75,43,118,1st,Yes (7),1st,31 (9),1st,0 (8.5),1st,3.806 (9),33.5,,32,8,18,3,4,0,1,0,0,8,Ghost Rider 2099,Red Guardian,Ghost Rider 2099,Red Guardian,First attempt,3,We made sure Exodus could not find his escape routes and left him behind.,
,,2,(+8),28,Bikk_Bikk,45,66,111,1st,Yes (7),2nd,34 (8),3rd,1 (5.5),2nd,3.265 (8),28.5,,21,6,16,0,2,0,0,0,0,2,"Wong, Master of the Mystic Arts",Red Guardian,"Blade, Daywalker",Hulk 2099,Second attempt,4,"This was tough. But Hulk 2099's rare went insane. Gained 12 attack consistently at the end of the game. Pretty much just sat waiting to draw that card. Big lack of KO power in this game led to a lot of lack luster hands. I tried to KO with Blade and send cards undercover with the 2099 heroes, but it didn't hit enough and the game lasted a long time. 
But it was a lot of fun to cause a cataclysmic frenzy every few turns. ",
,,3,(+7),26,Loconnole & Klcgolf,64,44,108,1st,Yes (7),4th,37 (6),1st,0 (8.5),3rd,2.919 (7),28.5,,20,8,10,1,5,1,2,1,0,10,Black Widow (S.H.I.E.L.D.),Red Guardian,M,Red Guardian,Second attempt,3,"Black widow was useless first round. Morbious was a beat both rounds, m was a bit more helpful",
,,4,(+6),24,Coldvein & Raja0629,36,41,77,1st,Yes (7),3rd,35 (7),3rd,1 (5.5),5th,2.2 (5),24.5,,5,4,7,0,3,3,0,0,0,6,Black Widow (S.H.I.E.L.D.),Werewolf by Night,Black Widow (S.H.I.E.L.D.),Werewolf by Night,Second attempt,4,Cool setup.  A lot of card shuffling made things hard to counter.,
,,5,(+5),28,bigdilly73 & BlackSmithNJ,82,22,104,1st,Yes (7),5th,41 (5),3rd,1 (5.5),4th,2.537 (6),23.5,,60,3,16,0,4,3,0,0,0,7,M,Rictor,I did not make a second attempt.,I did not make a second attempt.,First attempt,2,"Definitely had fun, this setup was easily one of the more difficult ones I’ve played though, great overall and I think doom was the MVP",
,,6,(+4),24,Mikip2023 & Taker13,28,40,68,6th,No (2.5),8th,33 (2),3rd,1 (5.5),6th,2.061 (4),14,,12,5,5,0,2,1,0,0,0,3,Shatterstar,Siryn,Shatterstar,Siryn,First attempt,3,Fun but hard. Cards just weren't going together. Would have just enough fight and missing 1 recruit to be able to shatter him. Or opposite ugh!,
