Pod,Setup,Rank,Points Earned,Total Points,Name(s),VP 1,VP 2,"Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Diff.,Bst. Rescued,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Lv.,Comments,,Results Of Week:
,,10,(+1),14,ceejatec,26,1,27,8th,No (2),10th,15 (1),10th,1 (1),9th,1.8 (2),6,,25,3,5,7,10,6,1,0,29,"Uatu, The Watcher",Star-Lord T'Challa,"Uatu, The Watcher",Star-Lord T'Challa,Second attempt,1,"This Scheme is awful. It is the opposite of fun. I hated it so much that by the end of game 2 I was tempted to put my entire Legendary collection on eBay. It literally turns the game into Candyland - whether you've won or lost is pretty much determined after you finish shuffling the decks, you've just got to waste an hour of your life finding out which it is.

Hank is an interesting Mastermind and I was starting to get my brain around how to work with the sloppy mess of 7 Heroes. But after 8 straight blackjack losses and a grand total of about 25 turns across two games, I truly couldn't care less. And I quite seriously think I wouldn't have cared even if I'd been reliably winning at blackjack, because there's zero skill involved. You may as well just roll a D6 and lose on 4 or less.

Please, I beg of you, never ever use this scheme in a tournament again. ",,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,The Deck is Grey and Full of Terrors,1,(+10),22,Chuck Bauer,60,38,98,1st,Yes (5.5),3rd,23 (7.5),1st,0 (7.5),3rd,4.261 (8),28.5,,22,26,1,3,9,7,0,9,29,Black Widow (Avengers),Bishop,Black Widow (Avengers),Bishop,Second attempt,5,"Black Widow rocks!! 2 copies of her uncommon showed up in the starting HQ, and because of the scheme, I had reliable bystander income to fuel them! Even though her commons never really showed, I still smashed Magneto's face in. Other side scored  Bishop's rare early, but didn't get rolling quite as fast!",,
,,2,(+9),21,Tozar,49,67,116,1st,Yes (5.5),6th,26 (5),1st,0 (7.5),1st,4.462 (10),28,,18,27,1,5,10,4,0,5,25,Black Widow (Avengers),Wolverine (X-Men),I did not play a second attempt.,I did not play a second attempt.,First attempt,4,Professor X pulling in Jean Grey Villains as grey Heroes. Good times.,,
,,3,(+8),20,OleRockyTop,41,48,89,1st,Yes (5.5),3rd,23 (7.5),1st,0 (7.5),5th,3.87 (6),26.5,,7,15,4,5,8,3,0,10,30,Black Widow (Avengers),Rogue,Black Widow (Avengers),Rogue,Second attempt,5,First game started really rough. 3 scheme twists and 2 Jean Grey cards in the first 6. That didn't end well. All stars of the second game were Prof X's mind control and Black Widow.,,
,,4,(+7),19,Aaron4DotOh,27,35,62,1st,Yes (5.5),1st,20 (10),1st,0 (7.5),8th,3.1 (3),26,,8,6,3,4,19,7,2,0,35,Domino,Forge,Domino,Forge,Second attempt,3,"I wish that Magneto was harder. He deserves to be harder. He’s one of Marvel’s most iconic villains. Using Forge and Domino as my choices was almost unfair combined with the static choices, as I was going for pure speed and power since I knew Magneto would be an easy takedown. I feel like I succeeded in that endeavor, along with some lucky draws. The KO in this setup really helped a lot as well.",,
,,5,(+6),18,Ashyy23,47,34,81,1st,Yes (5.5),2nd,22 (9),7th,1 (4),6th,3.682 (5),23.5,,13,13,2,6,9,5,0,7,29,Black Widow (Avengers),Iceman,Black Widow (Avengers),Iceman,First attempt,3,Nil,,
,,6,(+5),17,PragmaticSquid,77,22,99,1st,Yes (5.5),5th,24 (6),8th,2 (2.5),4th,4.125 (7),21,,55,34,4,2,19,4,0,0,29,Bishop,Black Widow (Avengers),Bishop,Black Widow (Avengers),First attempt,4,"First round, Black Widow did what I thought she'd do.  Powering up Widow almost didn't seem fair.  There was no  question about winning, but just how quick.  2nd round - no Widow so had to play for reals.  Got taken to the very edge but battled back for a win, just not as good as the first round.  Very fun setup.  Dig the scheme.  Magneto needs a buff and an epic side put put him among the MasterMind greats.",,
,,7,(+4),17,Minos_Griffin,50,36,86,1st,Yes (5.5),7th,28 (4),1st,0 (7.5),9th,3.071 (2),19,,14,5,1,6,15,3,0,0,25,Bishop,Hawkeye,Bishop,Hawkeye,Second attempt,4,"I won both games, difficult to choose which one was better, because we used two different strategies. Good scheme and mastermind combination for a speed game.",,
,,8,(+3),16,Gideon Wyatt & Mrs. Gideon Wyatt,79,48,127,1st,Yes (5.5),8th,29 (2.5),10th,3 (1),2nd,4.379 (9),18,,31,32,2,3,6,3,0,0,14,Punisher,Emma Frost,Punisher,Emma Frost,Second attempt,4,"Had more escapes than I wanted and quite a few more turns too. Managed to get 2 of Punishers ""defeat the top card of the VD"" and managed to farm some extra VP with that. Pretty fun overall, though my hero choices were unconventional and likely going to cost me in the end.",,
,,9,(+2),14,Bikk Bikk,42,42,84,1st,Yes (5.5),10th,30 (1),1st,0 (7.5),10th,2.8 (1),15,,0,15,1,3,7,4,2,8,25,Forge,Bishop,I did not play a second attempt.,I did not play a second attempt.,First attempt,4,"I was hoping that forge alone could withstand the phalanx. He did fine enough. I had a shot early at diving block with six recruit turn one but a Magneto had different plans and struck me masterfully. That would’ve gone a long way with in a tech deck but it wasn’t meant to be. 
Right hand did end up getting BFG but never got a shot off. 
Left wanted to be range based with infusion of covert to instigate some KO. Did alright. It never popped off really well, just a little bit. 
Some considerate late master strike allowed me to string together four consecutive turns punching magneto in the face, securing the victory. 
In the end, though, Magneto was wrong. And the professor is right. ",,
,,10,(+1),13,sethlikespizza,46,45,91,1st,Yes (5.5),8th,29 (2.5),8th,2 (2.5),7th,3.138 (4),14.5,,1,21,1,4,11,7,0,0,23,Wolverine (X-Force),Domino,Wolverine (X-Force),Domino,Second attempt,5,"First attempt we had several scheme twists and Jean Grey's off the top of the villain deck, giving us tons of demon goblins and goblin queens to fight in the early game. Second game we had a better shuffle and a better score as a result. Really just came down to the shuffle.",,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,En Seismic Nur,1,(+10),21,jwigand,58,15,73,1st,Yes (8),1st,29 (9),1st,0 (8),1st,2.517 (9),34,,43,7,1,4,5,1,1,0,12,Iceman,Strong Guy,Iceman,Strong Guy,First attempt,4,First attempt went so well. Second attempt made me remember that Apocalypse is not very nice.,,
,,2,(+9),20,zombiegamer5,32,50,82,1st,Yes (8),2nd,34 (8),1st,0 (8),2nd,2.412 (8),32,,18,7,0,1,1,1,2,0,5,Warpath,Wolverine (X-Force),I did not play a second attempt.,I did not play a second attempt.,First attempt,3,"I found Apocalypse stressful and frustrating at times since I essentially had to skip two turns (one per hand) every time his mastermind tactic came out. I thought the mechanic of empowering his Horsemen was thematic and not too difficult. I had to try very hard to balance the scheme to make sure I didn't let 6 non grey heroes get KOed so that meant I avoided fighting Death. I also got lucky that the top of the deck discards for the scheme were almost always a starter card. Rictor was very, very handy since his rare lets you shatter the mastermind. I was able to use this card a few times on Apocalypse and it probably saved the game for me. I didn't like the clone mechanic for Predator X since it almost caused an escape a couple of times.",,
,,3,(+8),19,SilverFirePrime,43,32,75,1st,Yes (8),3rd,41 (7),4th,1 (4),5th,1.829 (5),24,,11,2,0,0,0,0,1,0,1,M,Wolfsbane,I did not play a second attempt.,I did not play a second attempt.,First attempt,4,"One of the most daunting setups I have ever played.  It requires incredible luck, skill, and timing to beat.  I don't know how, but I pulled it off.  One of my most satisfying wins of all time",,
,,4,(+7),18,Drewfusmcge,34,13,47,4th,No (3.5),8th,25 (2),1st,0 (8),4th,1.88 (6),19.5,,21,6,5,1,5,2,4,0,17,Punisher,Strong Guy,Jean Grey,Shatterstar,Second attempt,1,"No tech or strength to fight off the Phalanx and scheme twists was brutal. Not to mention soooooo many villains have a chance to KO a non-grey hero. That plus Apocalypse nerfing your hand is an awful combo. Managed to hit Apocalypse twice in my second game, but the first one was resurrected and the second lost me the game with KOs. Cannot reccomend anyone try a setup based on 6 non-grey KOs with this many ways to KO those heroes. In my first game I tried to bring the tech and strength myself, but it wasn't good enough. In my second game I went all in on ranged, covert, and instinct, and it still wasn't enough. I think my second game had a potentially winning strategy, you just need to get some strength sidekicks early to stave off some twists.  Seriously unfun, sorry RedBlock. A+ for theme though!",,
,,5,(+6),17,Mikip2023,49,27,76,4th,No (3.5),4th,40 (6),9th,3 (1),3rd,1.9 (7),17.5,,22,10,0,0,0,0,0,0,0,Colossus,Strong Guy,Colossus,Strong Guy,Second attempt,4,Wasn't a fan of Karma. Rictor was fun to play with. The Scheme Killed us easy the 1st attempt. We would have been able to fight the Master Mind more if the Master Strike didn't make us get rid of cards so easy haha. We enjoyed playing though. Much better than last game.,,
,,6,(+5),16,Swagolas,41,27,68,4th,No (3.5),5th,39 (5),4th,1 (4),6th,1.744 (4),16.5,,14,8,0,0,0,0,0,0,0,Punisher,Iron Fist,Punisher,Iron Fist,Second attempt,1,"I am sorry, but this setup was just stupidly challenging :D I really don't mind losing if it is an interesting and entertaining game, but this was frustrating, constantly worrying about the KOs, or not being able to do anything because of the master strikes. My first game ended after 11 turns. My second game was a lot better, I think I was really lucky with some of the shuffles, but it wasn't enough to win. I might give this game a couple more tries just to see if it is winnable or not without being extremely lucky. Also I am curious what heroes did the others use. I chose Iron Fist for his strength cards an Punisher for his tech cards to help with the scheme and the henchmen.",,
,,7,(+4),15,Canis & MamaBird,16,20,36,4th,No (3.5),6th,29 (4),4th,1 (4),7th,1.241 (3),14.5,,4,1,2,3,2,2,3,0,12,Professor X,Mirage,Professor X,Mirage,Second attempt,3,"took a rick not including green in the hero deck, trying to focus on hero synergy. and was doing well the second game till death escaped, we went form 0 non grey kos, to 6 in like 3 turns",,
,,8,(+3),14,gscrap,14,6,20,4th,No (3.5),7th,26 (3),4th,1 (4),9th,0.769 (1),11.5,,8,1,1,1,4,7,2,0,15,Multiple Man,Strong Guy,Multiple Man,Strong Guy,Second attempt,1,This one proved too much of a challenge for me.,,
,,9,(+2),13,dyn0mike27,5,8,13,4th,No (3.5),9th,14 (1),4th,1 (4),8th,0.929 (2),10.5,,3,1,5,6,6,7,1,0,25,Forge,Strong Guy,Forge,Strong Guy,Second attempt,1,"No words, just bad.",,
,,10,(+1),12,bdst,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"One Skrull, Two Skrull, Red Skull, Blue Skull",1,(+10),20,Shaggy427,32,6,38,1st,Yes (5.5),2nd,19 (9),1st,0 (9.5),4th,2 (6.5),30.5,,26,1,2,4,11,8,2,7,34,Captain America,Rogue,Captain America,Rogue,First attempt,4,"The core set is so strong. I had two bad starts but pulled it out thanks to drawing Thor's ult and killing Red Skull in one shot, ha.

I would have liked a little more variety. This is the second week I have been stuck with mostly just the core set. That has nothing to do with the setup though. Also, I am learning that 3 attempts would feel much better than 2.",,
,,2,(+9),19,Narellish & ooskarr,22,54,76,1st,Yes (5.5),6th,26 (5),3rd,1 (7.5),1st,2.923 (10),28,,32,17,3,5,6,6,0,7,27,Nick Fury,Black Widow (Avengers),Nick Fury,Black Widow (Avengers),Second attempt,3,"We actually learnt to appreciate Spiderman a bit more than normal. We wish Upperdeck would reprint the core deck with different art on all of the cards. It was good for a core set up though, we do love a lot of the other add ins though (especially missed all the great bystanders and sidekicks etc.)",,
,,3,(+8),18,Kb_driven,41,7,48,1st,Yes (5.5),5th,23 (6),3rd,1 (7.5),2nd,2.087 (9),28,,34,3,0,4,9,6,1,8,28,Hawkeye,Iron Man,Captain America,Iron Man,First attempt,3,"It was kinda fun to play just Core again, but reminds me why the original Core game gets a little boring.  No fun bystanders, sidekicks, etc.  That said, it was fun for what it was.  My first attempt, I tried Iron-Man and Hawkeye. Deck 1 focused on Tech and Instinct card draw, Deck 2 did Range and Strength.  This worked out fairly well though once again, Deck 1 did all the heavy lifting while Deck 2 struggled.  Game was shorter at 23 total turns, and Player 1 generated 70 total attack in that turn to easily end the game.  Attempt 2 subbed Captain America in for Hawkeye with hopes of leveraging the multi-color decks.  Iron Man card draw stayed away from the HQ however, and it took a while to get moving.  It didn't help that Master Strikes only popped twice, and Endless Armies combined with lots of skrulls in the city early.  The high attack requirements and threats led to more escapes and a lower scoring game that took longer.",,
,,4,(+7),18,Montax30,19,20,39,1st,Yes (5.5),3rd,20 (7.5),1st,0 (9.5),6th,1.95 (5),27.5,,1,2,1,6,13,5,1,7,33,Emma Frost,Storm,I did not play a second attempt.,I did not play a second attempt.,First attempt,2,Xmen heroes work so well together,,
,,5,(+6),17,KeeblerPowell,15,21,36,1st,Yes (5.5),1st,18 (10),8th,3 (2.5),4th,2 (6.5),24.5,,6,5,3,7,14,5,0,7,36,Hawkeye,Hulk,I did not play a second attempt.,I did not play a second attempt.,First attempt,5,I keep on learning from this event. I tried once and it taught me to make sure that I had all of the correct cards in each deck. I got almost to the end and I found out then. I will not make that mistake again. I am not counting that as an attempt. (If that's incorrect please feel free to give me all zeros this week. lol) I enjoyed getting to play and have fun. I really like how this scheme allowed the heroes to become the bad guys!! Skrulls!! who knew?!?!? lol,,
,,6,(+5),16,scootsmagoots1986,37,18,55,1st,Yes (5.5),7th,27 (4),5th,2 (5),3rd,2.037 (8),22.5,,19,9,1,5,12,5,0,0,23,Black Widow (Avengers),Rogue,Black Widow (Avengers),Rogue,First attempt,4,I tried to extend my turns in the second game in order to get more victory points but I think the scheme coupled with the heroes I chose didn't really give me a massive advantage in collecting a high number for victory points. A fun game for sure. I hope I get some expansions next week. I'm running out of good characters from the core set haha.,,
,,7,(+4),15,iburnicus,23,31,54,1st,Yes (5.5),8th,29 (2.5),5th,2 (5),7th,1.862 (4),17,,8,0,3,4,6,3,2,4,22,Captain America,Hulk,Captain America,Hulk,Second attempt,2,"both games felt really held back and vanilla, just pôwering through the turns, either the decks or hq got cluttered fast and i was thinking about swapping capt. america for someone with k.o. power but there weren't rly any choices for it imo cuz both black widow and rogue need 'red' for it to trigger. both games took exactly 29 turns and i submitted the one with 2 less escapes which had 4vp and 6bystanders less.
we'll see how it goes it feels very middle or low end of the pack, but i could also not be the only one that feels like this.",,
,,8,(+3),13,orbrover,21,13,34,1st,Yes (5.5),3rd,20 (7.5),10th,4 (1),9th,1.7 (2),16,,8,1,3,7,16,6,1,0,33,Captain America,Gambit,Captain America,Gambit,First attempt,4,-,,
,,9,(+2),12,Chapmaca7,26,30,56,1st,Yes (5.5),10th,32 (1),5th,2 (5),8th,1.75 (3),14.5,,4,9,3,4,7,2,0,5,21,Captain America,Iron Man,Black Widow (Avengers),Rogue,Second attempt,4,Really fun games. I faired slightly better on my second attempt although struggled with getting decent attack as most cards in the HQ were recruit. 2 villains escaped early on in the game but managed to keep the city under control for the most part.,,
,,10,(+1),11,MrTInce,27,21,48,1st,Yes (5.5),8th,29 (2.5),8th,3 (2.5),10th,1.655 (1),11.5,,6,6,2,1,10,4,0,7,24,Emma Frost,Gambit,I did not play a second attempt.,I did not play a second attempt.,First attempt,4,This one revealed that the base game still holds up as a fun game ti play on its own. Yes the later expansions add so much variety but the core is still good.,,
33,No Time For Losers,1,(+10),19,pspblink & Adaline,35,23,58,1st,Yes (6),1st,22 (10),1st,0 (7.5),3rd,2.636 (8),31.5,,12,0,2,7,5,6,2,0,22,Moondragon,Nova (Avengers),I did not play a second attempt.,I did not play a second attempt.,First attempt,4,"Complicated, but fun.",,
,,2,(+9),19,Bronson & Lighthouse,39,42,81,1st,Yes (6),5th,28 (6),1st,0 (7.5),2nd,2.893 (9),28.5,,3,2,3,4,8,3,0,0,18,Agent Phil Coulson,Mr. Fantastic,Agent Phil Coulson,Mr. Fantastic,Second attempt,4,Both were super fast games for us (which is probably scary that others were even faster). I love S.H.I.E.L.D. - don't get that expansion out that much but enjoyed running one side Phil + Death-lock sending all initial cards undercover for points.,,
,,3,(+8),17,CK,52,11,63,1st,Yes (6),2nd,24 (8.5),1st,0 (7.5),4th,2.625 (6.5),28.5,,41,2,0,4,8,5,0,0,17,Invisible Woman,Psi-Lord,Invisible Woman,Psi-Lord,First attempt,4,"I ended up with 2 very different games.

Game 1 I couldn't get Psi-Lord to catch any Bystanders or Strikes, and ended up with a slim Surfer/Brainstorm deck that took down the mastermind in a few back-to-back turns (thanks to Kang's tactic and Brainstorm's rare). I was able to get a few Villains off the top of the Villain Deck with Psi-Lord's uncommon too. This game went somewhat quickly with 24 turns, but I drew mostly Strikes and Twists, so I didn't rack up that many points.

Game 2 had a slow start. I think I had 9 twists in the first 20 turns of the game, losing to the mastermind in 5 of the contests. I held on, but would have ended the game around turn 28 with about the same PPT as Game 1. So I kept playing. Ended up with nearly a full Deathlock deck for one player and a Surfer deck again for the other. Both had a few Psi-Lord cards to collect bystanders and fight the top Villain Deck card. The game ended with all the bystanders rescued, 18 Shield heroes undercover, and the Villain Deck completely empty.

While Game 2 was definitely more fun, at 36 turns I think it would net me dead last in the turn scores. With 139 points it was still very tempting to turn that game in though.",,
,,4,(+7),17,cglied,31,35,66,1st,Yes (6),4th,27 (7),1st,0 (7.5),6th,2.444 (5),25.5,,4,2,2,7,8,0,0,0,17,Agent Phil Coulson,Mockingbird,Agent Phil Coulson,Mockingbird,First attempt,4,"Very fun games. Went with the same heroes on each setup, but totally different games. Both wins. The first was pretty methodical. I was hoping to use the Coulson/ Mockingbird/ Deathlok combo, but it didn't break that way and instead spammed Captain Mar-Vel and Silver Surfer. I got their rares pretty early and was able to use Danger Sense 7 several times to push as many scheme twists back as possible. Second game was way more swingy, had an escape, but got the engine I wanted. A lot more VP, but I was worried about the turns and the escape, so I went with Game #1.",,
,,5,(+6),15,GamerGump,10,76,86,1st,Yes (6),6th,29 (5),7th,1 (3),1st,2.966 (10),24,,66,12,2,4,3,4,1,0,14,Quake,Ronan the Accuser,Agent Phil Coulson,Ronan the Accuser,Second attempt,3,"I liked the scheme and Mastermind combo. I did not find either incredibly difficult, they did not hamper each other making either extraordinarily difficult. While one player found a great combo it was very one-sided with him popping off and the other plater just not.",,
,,6,(+5),14,CombatantMoth & QueenKate34,19,44,63,1st,Yes (6),2nd,24 (8.5),10th,2 (1),4th,2.625 (6.5),22,,25,3,4,4,8,4,0,0,20,Invisible Woman,Fantastic Four United,Invisible Woman,Fantastic Four United,Second attempt,4,Focus and SHIELD Level were a lot of fun!,,
,,7,(+4),14,Pervavita & Catswifty,42,36,78,1st,Yes (6),8th,32 (3),1st,0 (7.5),7th,2.438 (4),20.5,,6,1,0,4,5,1,1,0,11,Mr. Fantastic,Nova (Avengers),I did not play a second attempt.,I did not play a second attempt.,First attempt,5,"We focused on a tech deck and a ranged deck. Deathlok paired with Mr. Fantastic sounded better then it worked out as the deck got working too well for Deathlok to send much undercover. It also had the advantage of Brainstorm’s Time Loop Experiment triggering One Giant hand.
Nova and Captain Mar-Vell with some support from Brainstorm borrowing from the future to trigger gaining shards and lots of card draw.
Lots of cool synergies crossing between heroes.",,
,,8,(+3),13,jpilger,56,18,74,1st,Yes (6),7th,31 (4),1st,0 (7.5),8th,2.387 (3),20.5,,38,2,1,3,6,1,0,0,11,Mr. Fantastic,Nova (Avengers),Mr. Fantastic,Nova (Avengers),First attempt,4,Accidentally made it harder on myself playing against EPIC Kang.  But was pretty luck with my left hand having the Rare Mr. Fantastic and Rare Brainstorm combo.  Brainstorm came out early and I was able to use her 7 total times in the game.,,
,,9,(+2),12,Mikeygill97,26,48,74,1st,Yes (6),9th,33 (2),7th,1 (3),9th,2.242 (2),13,,22,1,1,4,3,4,1,0,13,Nova (Avengers),Quasar,Nova (Avengers),Quasar,Second attempt,4,"This was the first time I was able to really get the hang of Contest of Champions, this was one of those keywords that always gave me a hard time. I really enjoyed the mechanics and the thematic presentation.",,
,,10,(+1),10,jgoodnough & Daughter,13,29,42,10th,No (1),10th,31 (1),7th,1 (3),10th,1.355 (1),6,,16,0,3,3,4,3,1,6,20,Mr. Fantastic,Super-Skrull,Mr. Fantastic,Super-Skrull,Second attempt,3,Tough game.  Kept losing the Contest of Chanpmions,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,The Devil Darkens Your Doorstep,1,(+10),19,realdanl,25,66,91,1st,Yes (8),1st,29 (10),1st,0 (8.5),1st,3.138 (10),36.5,,41,13,1,1,4,1,0,0,7,Angel,Bishop,Black Widow (Avengers),Punisher,Second attempt,2,"Tried first choice heroes and got terrible results.  Switched to others and did well.  Given heroes do less than nothing to help with this scenario, so it all comes down to the luck of the Hero Deck shuffle to give you the cards you need from your added two.",,
,,2,(+9),17,Flipflopmaniac,42,28,70,1st,Yes (8),2nd,32 (9),5th,1 (5),3rd,2.188 (8),30,,14,3,0,2,1,1,0,0,4,Domino,Forge,Angel,Punisher,First attempt,3,"The setup was fine, it was simple and didn't have a lot of extra rules to think about, but I guess I leaned on Human Torch too much and the wounds slowed me down a lot.  First attempt with Domino and Forge was slow (as is my style) but I didn't get Timerscheme'd™.  Second attempt I switched to Angel to synergize with Cyclops, but had too much wound clog and Punisher's Hail Of Bullets kept hitting non-enemies.  Was hoping to improve on the first attempt but met a frustrating end.",,
,,3,(+8),16,Astigmatic_Oracle,54,23,77,1st,Yes (8),3rd,33 (7.5),5th,1 (5),2nd,2.333 (9),29.5,,31,7,1,1,3,0,1,0,6,Angel,Professor X,Angel,Professor X,Second attempt,3,Angel's Rare was the MVP. Decided not to add any MK heroes and just take the wounds.,,
,,4,(+7),15,david_h11,48,41,89,1st,Yes (8),5th,47 (6),1st,0 (8.5),6th,1.894 (5),27.5,,7,1,0,1,1,0,0,0,2,Daredevil (Marvel Knights),Punisher,I did not play a second attempt.,I did not play a second attempt.,First attempt,4,Fun game was hoping to get a second play through in but couldn’t,,
,,5,(+6),15,royalroast,36,36,72,6th,No (3),6th,38 (5),1st,0 (8.5),5th,1.895 (6),22.5,,0,8,0,0,1,0,0,0,1,Angel,Invisible Woman,Angel,Invisible Woman,Second attempt,2,No,,
,,6,(+5),14,GreyWadejokis,31,29,60,1st,Yes (8),3rd,33 (7.5),9th,4 (1.5),8th,1.818 (3),20,,2,0,0,2,2,2,0,0,6,Professor X,Thing,Professor X,Thing,First attempt,5,Sooo many wounds,,
,,7,(+4),12,freeclint,42,26,68,6th,No (3),7th,36 (2.5),1st,0 (8.5),7th,1.889 (4),18,,16,0,0,0,2,0,0,0,2,Iceman,Invisible Woman,Iceman,Invisible Woman,First attempt,4,"Totally schemed out twice.  I didn't take any MK and it rained wounds.  I mitigated them great in first attempt, but was always 1 attack short.  Second attempt no hands ever came together, the cards were against me, even had most of the Rare's and couldn't hit Mephisto hardly.  It was a lot of fun, but I got wrecked!!!",,
,,8,(+3),12,aitmanga,42,35,77,6th,No (3),7th,36 (2.5),8th,2 (3),4th,2.139 (7),15.5,,7,2,1,0,0,0,0,0,1,Iron Fist,Daredevil (Marvel Knights),Iceman,Daredevil (Marvel Knights),First attempt,3,On game 1 there were many turns where we were just one attack short of hitting the Mastermind. Game 2 we just couldn't get our engines running and lost again when the 7th twist showed up.,,
,,9,(+2),10,Marvel0582 & Allison095,33,30,63,6th,No (3),7th,36 (2.5),5th,1 (5),9th,1.75 (2),12.5,,3,1,0,0,1,2,1,0,4,Blade,Hulk,I did not play a second attempt.,I did not play a second attempt.,First attempt,3,,,
,,10,(+1),9,Tuba2k7 & Aliayc22,26,31,57,6th,No (3),7th,36 (2.5),9th,4 (1.5),10th,1.583 (1),8,,5,1,0,0,0,1,0,0,1,Captain America,Hulk,Captain America,Hulk,Second attempt,4,"The wounds got us because we didn’t have a Marvel nights character the first game the second game a lot more of our wood wound canceling cards came out so wounds weren’t an issue, but we never had enough attack to get through the mastermind quick enough. This was largely part because we didn’t have a way to KO our gray characters. It was almost like we had the complete opposite game. The first time versus the second time. wounds were a huge issue on the first game. Power and scheme twist and large decks were the issue the second game.",,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"Do Not Pass Go, Do Not Collect $200",1,(+10),18,brentmcampbell & ruuhaku,29,28,57,1st,Yes (5.5),1st,19 (10),1st,0 (8),3rd,3 (8),31.5,,1,1,3,6,7,9,2,0,27,Mockingbird,Hellcat,Mockingbird,Hellcat,Second attempt,4,"Fun setup. I appreciate the use of the Locations to help take a little bit of the sting out of the Scheme. Game 1 was a little rough with escapes and too many turns, but game 2 popped off in a big way. Ruuhaku used all Instinct both times and managed to pull of some fun Hyperspeed shenanigans. (After I had naively stated that I really had never made Hyperspeed work that effectively.)",,
,,2,(+9),15,Doormatte,63,25,88,1st,Yes (5.5),4th,27 (7),6th,1 (5),1st,3.259 (10),27.5,,38,3,1,1,4,3,1,0,10,Darkhawk,War Machine,Darkhawk,War Machine,Second attempt,5,This setup was way more fun than monopoly. lol wolverine with quake and all the hydra was a powerful combo,,
,,3,(+8),15,Cubbiesnextyr & Wife,56,43,99,1st,Yes (5.5),6th,32 (4.5),1st,0 (8),2nd,3.094 (9),27,,13,2,0,0,1,0,0,0,1,War Machine,Hawkeye,I did not play a second attempt.,I did not play a second attempt.,First attempt,4,"Lots of fun, won with 1 card left in the villain deck.",,
,,4,(+7),14,SharkNate-O & onthegeniusofsamrockwell,31,29,60,1st,Yes (5.5),2nd,23 (9),1st,0 (8),7th,2.609 (4),26.5,,2,2,4,7,7,7,1,0,26,Agent Phil Coulson,Ronin,Agent Phil Coulson,Ronin,First attempt,3,"(first game) We got pretty lucky with our Villain deck draws here. So much so that we had a slow start to both of our decks, but both of us were able to pop our decks around turn 20 and end the game quickly. That said, our second game was NOT as smooth sailing lol. But it was fun overall.",,
,,5,(+6),12,CaptainMetroidica,24,49,73,1st,Yes (5.5),5th,29 (6),1st,0 (8),8th,2.517 (3),22.5,,25,2,0,1,4,3,0,0,8,Agent Phil Coulson,Mockingbird,I did not play a second attempt.,I did not play a second attempt.,First attempt,5,"There was some pressure from the risk of escapes in the city, there was a turn where I got VERY lucky and chained 4 twists and didn't have an escape because of hydra bases and clearing the city over hitting the mastermind on previous turns. Got some really strong agents of shield combos going and speed hyperspeeding for 6 over and over again. Really fun set up.",,
,,6,(+5),12,sword'n'sorcery,64,41,105,1st,Yes (5.5),10th,36 (1),1st,0 (8),4th,2.917 (7),21.5,,23,1,0,2,0,0,1,0,3,Hulk,Quicksilver,Hulk,Thor (Avengers),Second attempt,4,Had some bad luck in game 1 with two scheme twists in the first draw. I did alright and managed to create a really solid Quake deck using just her cards and Officers. Game 2 I had some better luck and was able to be very strategic about planning both left and right hands. I loved all the KO/Undercover power from the setup. I was able to refine both decks in both games. My only complaint is having to use Speed. He's probably one of my least favorite heroes. I tried to use him more in Game 1 and it just made my decks worse. I stayed away from him in Game 2 and played better.,,
,,7,(+4),11,Powerprime,32,29,61,1st,Yes (5.5),3rd,25 (8),7th,2 (2.5),9th,2.44 (2),18,,3,1,3,4,4,6,1,0,18,Mockingbird,Quicksilver,Mockingbird,Quicksilver,First attempt,4,I forgot how broken hyperspeed can be!,,
,,8,(+3),10,Lasombra81,48,51,99,1st,Yes (5.5),9th,35 (2),7th,2 (2.5),5th,2.829 (6),16,,3,3,0,0,0,0,0,0,0,Agent Phil Coulson,Mockingbird,I did not play a second attempt.,I did not play a second attempt.,First attempt,4,None,,
,,9,(+2),8,caseystahl1125,47,44,91,1st,Yes (5.5),8th,33 (3),7th,2 (2.5),6th,2.758 (5),16,,3,1,0,0,0,3,2,0,5,Darkhawk,Quicksilver,I did not play a second attempt.,I did not play a second attempt.,First attempt,5,"I've never played Super Adaptoid before... I chose Darkhawk because he is my favorite character of all time.. I won, probably not quick enough to make rank. Took awhile to get the engine going.",,
,,10,(+1),8,silverthorn3436,37,23,60,1st,Yes (5.5),6th,32 (4.5),7th,2 (2.5),10th,1.875 (1),13.5,,14,2,0,1,3,1,0,0,5,"Captain Marvel, Agent of SHIELD",Gambit,"Captain Marvel, Agent of SHIELD",Gambit,First attempt,5,"The set-up was interesting. The Hydra Base locations seemed to lower the difficulty as they lowered the number of potential cards escaping. All in all, another fun set-up",,
