Pod,Setup,Rank,Points Earned,Total Points,Name(s),"Victory
Pile 1","Victory
Pile 2","Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Difference,Bystanders Rescued,Cards Undercover,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Level,Comments,Results Of Week:
,,9,(+1),36,CK,57,36,93,1st,Yes (5),9th,47 (1),9th,6 (1),8th,1.979 (2),9,,21,15,2,0,1,1,0,0,0,2,Apocalyptic Black Widow,The Vishanti,Apocalyptic Black Widow,The Vishanti,Second attempt,5,"While my games went terribly, it was still very fun. Brought The Vishanti to help with Wounds, and Apocalyptic Black Widow to try to get useful Bystander on Villain stuff going.

Game 1 was a loss. I got most of the twists and strikes early, and was fighting off the KO pile at 12 non-greys for some time. Took a risk to let an ascending Overlord escape so I could hit Dormammu. Then the next turn Umar entered the city, adding 2 non-greys to the KO pile and ending the game.

Game 2 was a slow win. I managed to fend off the Scheme transforming until the last few turns, and kept the city filled with Avengers. 6 out of 10 of my non-grey KOs came from Villains escaping though... So, slow and a lot of escapes. My last turn the Villain Dormammu entered the city, just to remind me that I wouldn't truly defeat all of his forms.",
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,A Sinister Symphony,1,(+10),44,Redblock,56,32,88,1st,Yes (5.5),3rd,28 (7),1st,0 (6),1st,3.143 (10),28.5,,24,4,20,4,3,5,5,0,4,21,Agent Phil Coulson,Red Guardian,Agent Phil Coulson,Red Guardian,Second attempt,4,"First game was disaster, even after getting lucky with Black cats rare for free, second game Red Guardian just clicked, and if it clicks its one best hero sets around",
,,2,(+9),40,owen_meany & owen's better half,40,30,70,1st,Yes (5.5),1st,27 (9.5),1st,0 (6),4th,2.593 (7),28,,10,4,7,3,4,7,2,0,4,20,Black Widow (S.H.I.E.L.D.),Falcon & Winter Soldier,Mockingbird,Falcon & Winter Soldier,Second attempt,3,Fun setup with how Black Cat interacted with the heroes. Feel like could have done better with heroes but still worked well together.,
,,3,(+8),38,ChuckBauer,20,59,79,1st,Yes (5.5),3rd,28 (7),1st,0 (6),2nd,2.821 (9),27.5,,39,2,18,2,5,8,3,0,5,23,Mockingbird,Moon Knight,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Very efficient decks due to undercover.,
,,4,(+7),44,the.melkman. & Snapcity57,51,18,69,1st,Yes (5.5),1st,27 (9.5),1st,0 (6),5th,2.556 (6),27,,33,1,1,1,5,5,3,0,8,22,Punisher,Elektra,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,Someone spilled melk all over my shield,
,,5,(+6),42,Doomfollow,40,35,75,1st,Yes (5.5),3rd,28 (7),1st,0 (6),3rd,2.679 (8),26.5,,5,1,12,1,1,4,3,0,6,15,Black Widow (S.H.I.E.L.D.),Yelena Belova,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"Descent enough set up, provided a nice challenge while not being too difficult",
,,6,(+5),34,captaincardone & Paisley5002,31,43,74,1st,Yes (5.5),6th,29 (4.5),1st,0 (6),6th,2.552 (5),21,,12,1,9,2,5,4,4,0,6,21,Bishop,Iceman,Bishop,Iceman,Second attempt,4,It felt like a super fun generic setup. We really enjoyed the hero combos. The henchmen turned out to be the hardest thing to manage due to KOs. Turn 2 quake rare thanks to Azazel teleporting buy power was awesome.,
,,7,(+4),36,waxbottle & mrs. waxbottle,40,30,70,1st,Yes (5.5),6th,29 (4.5),1st,0 (6),9th,2.414 (2),18,,10,2,5,1,3,7,3,0,5,19,Black Widow (S.H.I.E.L.D.),Punisher,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,Not too tough.  Black Cat completely took over one of the decks.  Master Strikes didn't do much since both decks had lots of MK.,
,,8,(+3),28,Narellish & Ooskarr,32,51,83,1st,Yes (5.5),9th,33 (2),1st,0 (6),7th,2.515 (4),17.5,,19,2,10,3,1,2,1,0,4,11,Deathlok,Mockingbird,Deathlok,Mockingbird,Second attempt,4,"We had fun, but still struggled to get our underccover working which we did in the first game, but that game had an early escape.",
,,9,(+2),28,Justitiana,46,25,71,1st,Yes (5.5),8th,31 (3),1st,0 (6),10th,2.29 (1),15.5,,21,0,5,4,1,4,2,0,3,14,Forge,Punisher,Forge,Punisher,Second attempt,4,"Attempt 1 and 2 felt very different. I had a more forgiving shuffle in attempt 2, but I also found that I early on played Punisher's 5-cost wrong (I though that the +VP attack came form the double Tech trigger, but that''s always given), which might have made it a better game otherwise. However, unable to retcon that and after finding out the right way the card works halfway through, 1 dracula escaping from an ambush effect that brings back a Phalanx to an already full city, was not to be avoided. Some early wounds were gained by Master Strikes as well and overall the game felt pretty tense in attempt 1.

My hero Choices Forge and Punisher were there to counter Phalanx, as if you don't have Tech you could easily run into problems and Taskmaster's Thunderbolts also bring them (Phalanx) back. Punisher also helped KO with his 2 cost, which is a very strong supporting effect, potentially KO-ing and also potentially drawing a card.

White tiger's 5-cost was also useful in occasionally KO-ing a recruit starter. And while focusing mostly on deck 1 to get the KO effects, deck 2 could occasionally just lose a trooper from the Phalanxes. 

My hand 1 deck was the strongest in both attempts, although the Hand 2 deck also helped in hitting Mephisto in both games. Deck 2 both games mostly Quake focused and a little bit of Blade and some Forge cards, while Deck 1 was mostly Tech focused with Punisher and Forge with two White Tiger uncommons. Both atttempts  Forge's B.F.G. did not show up, which would have made this game probably a bit shorter, but at the same time, Blade's rare did show up and made 10 attack by itself eventually. Forge's Versatile is pretty strong, as you can choose to either recuit big or hit hard(er) that turn and this helped keep the deck building going strong (which sometimes stops being easy to do in other setups if you focus mostly on recruiting attack cards).

Looking at what heroes are available for this pod's setup I think people could go Iceman and Bishop or Jean Grey as well, but that would make the Phalanxes and Taskmaster's Thunderbolts very annoying to deal with, so they'd have to win quick. Also the Black Cat cards kept poisoning the decks as well (only the Uncommons and Rare were actually good), and with 9 carried of or KO'd heroes it's Evil Wins, Also adding Punisher gave me more Marvel Knights Heroes to prevent Wounds (in game 1 it ended up not working, because some came too soon, but in game 2 I only gained 1 wound from the single Master Strike that showed up).

Thanks again to Kylah for a pretty nifty setup. Fun rating was a 2-3 for me first time, as it felt like an unlucky shuffle mostly and an uphill batlle. But letting it rest on the table a day or 2 before playing attempt 2 and with a better shuffle, Fun rating was more like a 4, so I'm giving it that last score. Any game can have a bad shuffle which ruins the experience, but being able to play 2 attempts mitigates that somewhat.",
,,10,(+1),29,evilspacecow & son,39,48,87,1st,Yes (5.5),10th,36 (1),10th,1 (1),8th,2.417 (3),10.5,,9,1,11,1,1,4,0,0,3,9,Forge,Mockingbird,Forge,Mockingbird,First attempt,4,"Enjoyed the setup. BFG for the win!!! It was fun but nerve wrecking how many villains captured heroes and then a sceme twist would KO them. BUT this was also annoying when Dracula captured a hero with his reveal and then captured a Black Cat as I had to keep track that the hero was increased him by it's cost but Black Cat only 2 (this was annoying whenever I had a mixture as I had to check, ok is that Black Cat). White Tiger added nothing for me.",
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Saved in the Knick of Kang,1,(+10),38,Citizen51,72,18,90,1st,Yes (6),2nd,20 (9),1st,0 (7),2nd,4.5 (9),31,,54,36,2,2,4,10,4,2,0,22,Apocalyptic Kitty Pryde,Nightcrawler,Apocalyptic Kitty Pryde,Nightcrawler,Second attempt,5,"Had a lot of fun with this setup. Game 1 might have been a miss play because I accidentally was playing against Epic Kang for the first 20 turns which caused a few wounds that shouldn't have been there and some dud hands where I could have attacked the MM, but was just shy of the Epic amount and didn't have any villains in the city. However, Game 2 ended up better by a long shot. During Game 1, P2 did get to enjoy a Ghost Rider 2099 focused deck, but in Game 2 P1 really took off with Jean Grey and an all X-men deck. JG can really clog up the HQ if you don't get the right cards at the right times, but if it all lines up, the combo is really fun. In Game 2, P2 was able to get some good use out of Psi-lord for once, but I wish I could have gotten the GR99 engine up and running again for even more speed.",
,,2,(+9),36,Extra Cheese & Pizza,55,16,71,1st,Yes (6),1st,19 (10),1st,0 (7),3rd,3.737 (8),31,,39,13,3,3,4,9,4,3,0,23,Old Man Logan,Proxima Midnight,Proxima Midnight,Old Man Logan,First attempt,5,Pizza got two MS in both games. We got lucky with the villain cyber mods because they kept taking bystanders. Pizza was able to slightly pivot with ghosts rider. Extra cheese says they were a good side kick. Really fun gambling,
,,3,(+8),43,HatePhD & EditedMist,14,103,117,1st,Yes (6),3rd,25 (8),8th,1 (3),1st,4.68 (10),27,,89,44,4,1,5,5,3,0,0,14,Angel,Ravage 2099,Angel,Ravage 2099,First attempt,3,"We started off with 4 bystanders in the HQ and lost 3 at the first twist. I think That we should have ignored them and bought cards early instead of managing the scheme before we were both established.

Didn't matter once Jean took off though. we almost saved every single bit of humanity lol",
,,4,(+7),35,Tozar,52,31,83,1st,Yes (6),4th,26 (7),1st,0 (7),5th,3.192 (6),26,,21,11,5,1,3,7,4,1,0,16,Domino,Wolverine (X-Force),Domino,Wolverine (X-Force),Second attempt,4,Was able to get some really big attack turns with the extra card draw.,
,,5,(+6),33,realdanl,26,62,88,1st,Yes (6),5th,28 (6),1st,0 (7),6th,3.143 (5),24,,36,9,12,2,3,5,3,0,0,13,Doctor Doom 2099,Old Man Logan,Doctor Doom 2099,Old Man Logan,Second attempt,3,"One hand focused on rescuing Bystanders and Instinct -- Old Man Logan kept them safe!
The other hand was Cyber-mod powered big attack -- Doomblasted Hellrides!
One turn hit Kang twice, sending Doom's rare Out of Time and giving another turn right away to use it; it couldn't give another extra turn, but it was enough to take the fourth Tactic and put Kang on the precipice of final defeat.",
,,6,(+5),33,MrTince,35,86,121,1st,Yes (6),9th,37 (2),1st,0 (7),4th,3.27 (7),22,,51,36,4,0,1,2,1,1,0,5,Bishop,Nightcrawler,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,I think nightcrawler might have cheesed this one for me as I kept teleporting his common on both sides.,
,,7,(+4),33,VenomousDisease,44,52,96,1st,Yes (6),6th,31 (5),1st,0 (7),7th,3.097 (4),22,,8,15,2,1,2,2,2,0,0,7,Punisher,Nightcrawler,Punisher,Nightcrawler,Second attempt,4," Had the idea very late in the thinking process of the importance of Nightcrawler's yellow teleport card. If both hands, or even the tech heavy hand can get the yellow card, and constantly teleport it. Can always have a yellow for the scheme twists. 

Game 1 was a struggle to get the tech cards to work but Nightcrawler helped to keep the bystanders KO-ed down to 4 for the entire game. It was a slow grind but the power of Jean Grey + NightCrawler with Psi-Lord did wonders late game to have a whopping turn where the Mastermind was hit 3 times though it took most of our turns. Also a horrible spin with the hero deck where most of the rares came up early.

Game 2 went much smoother as Nightcrawler's rare and Psi-lords rare went into one deck and was able to produce an engine of drawing cards with bystanders. The tech deck was lucky to see Punisher's 5 cost and was able to consistently generate attack and remove the villains from the deck for extra VP.

The play of the day or hero of the day was Nightcrawler with that teleport madness.",
,,8,(+3),31,Loconnole & Klcgolf,61,36,97,1st,Yes (6),8th,36 (3),1st,0 (7),8th,2.694 (3),19,,25,22,0,0,1,3,0,1,0,5,Proxima Midnight,Domino,Proxima Midnight,Nightcrawler,Second attempt,5,"Super interesting, the ambush effect from the 2099 villains was terrifying the first round, but a good adjustment on our end to switch to night crawler so we didn't have to worry too much about the scheme's secondary effect. Proxima and nightcrawler are really good together. Ghost Rider was hardly touched, definitely a net negative",
,,9,(+2),35,CoreyG,60,31,91,1st,Yes (6),7th,34 (4),9th,2 (1.5),9th,2.676 (2),13.5,,29,20,6,0,3,3,0,0,0,6,Brainstorm,Fantastic Four United,Brainstorm,Dr. Strange (Illuminati),Second attempt,4,"Complex setup with a lot of elements to track. (Man Out of Time cards, Cyber-Mod in Escape and Victory Piles, Time Incursions on city spaces, Bystanders in unique places.) My first hero selections were a bit more interesting to try to maximize Focus and Jean Grey, but it didn't provide me with enough Instinct to protect from the Scheme. Barely lost the first attempt and was one turn away from a crazy combo turn (Invisible Woman from FF United repeat Focusing to keep triggering Jean Grey Bystander abilities.) The setup was really interesting to have a unique way to rescue several bystanders in a turn to keep triggering Jean Grey. It rewarded having a lot of recruit to keep rescuing bystanders from the HQ for Jean Grey abilities in addition to Focus outlets. I swapped the more combo-enabler FF United with Dr. Strange in my second attempt to give me a lot more Instinct for both decks to protect me from the Scheme. It paid off and I was reliably protected from the Scheme, but it was slower but safer result for my second attempt to secure the win. I also had a tough string of villains in my second attempt that I couldn't keep from escaping, unfortunately. The setup lent itself to a really interesting ""Rube Goldberg"", but it was also very mentally taxing to keep track of all the elements. Overall fun time with a nice showcase of Annihilation set.",
,,10,(+1),29,FlipFlopManiac,39,27,66,10th,No (1),10th,30 (1),9th,2 (1.5),10th,2.2 (1),4.5,,12,10,2,1,3,3,1,0,0,8,Iceman,Superior Iron Man,Nightcrawler,Ravage 2099,Second attempt,1,"Combining a Scheme that looks at Bystander escapes/KOs and puts bystanders in the Hero deck with a villain group that can escape straight from the hero deck... thanks I hated it.  Yes, I burned the first attempt seeing if I could Iceman cheese and run with very little Instinct cards, but the second attempt had three bystanders exit the HQ on turn two so it was cursed from the start.",
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,The Bearinati Doesn't Exist,1,(+10),42,R3DJ0N,57,30,87,1st,Yes (7.5),1st,29 (10),1st,0 (7.5),2nd,3 (8.5),33.5,,27,16,1,1,3,4,3,1,0,12,Gladiator Hulk,Mirage,Gladiator Hulk,Mirage,First attempt,5,"Was fortunate to get a 4 attack rare on the streets to help stomping shockwave  work, had to exercise restraint to leave it there.
2nd game also got flooded with Gorgon but couldn't get any attack cards on the right spots",
,,2,(+9),35,3141592ab,70,45,115,1st,Yes (7.5),4th,37 (7),1st,0 (7.5),1st,3.108 (10),32,,25,26,0,1,0,1,1,0,0,3,"Joe Fixit, Grey Hulk",Korg,"Joe Fixit, Grey Hulk",Gladiator Hulk,First attempt,2,"Illuminati really hurts when you have reasons to draw cards. Like having waking nightmares or Amadeus cho for example. The first game I choose Korg and just tried to brute force through the draw penalty. It was a slow win but a win nonetheless. The second game I thought to try gladiator hulk for the free discard reset but it never got going. I had 3 rares in the HQ early, lots of unlucky feasts and the illuminati decided to stay on the open warfare side for a lot of the game which made it hard to get any momentum.",
,,3,(+8),34,NukinFoobs & N3m3sis,62,61,123,1st,Yes (7.5),6th,41 (5),1st,0 (7.5),2nd,3 (8.5),28.5,,1,29,1,0,0,0,0,0,0,0,Bruce Banner,Medusa,Hulkbuster Iron Man,Medusa,Second attempt,4,"This was a tough setup despite getting a good, strong choice of supporting heroes. Our first game went a bit quicker but still took a long time and we ended up having two in the escape pile. Decided to swap Bruce Banner in game one to Hulkbuster for the extra attack. It did end up helping in the end but we got stuck with most of the master strikes coming out early in game two. With the strikes all coming out early, we were forced to flip the Illuminati by attacking. The front side was always easy to build up to, but the backside was tough building up attack because of the discard when you draw effect. We went down literally to the last turn in game 2 but was able to draw through the discard effect to enough attack for the final blow. Overall this setup was a good balance of difficulty, luck, and strategy. Last place in turns for us but hopefully the other categories were ok enough. Hoping at least a few others ended up losing quickly for a lower ranking :D",
,,4,(+7),35,Minos_Griffin & Phryne,43,58,101,1st,Yes (7.5),5th,38 (6),1st,0 (7.5),4th,2.658 (7),28,,15,12,0,0,1,0,1,0,0,2,Korg,Sunspot,Korg,Sunspot,Second attempt,5,"At the beginning I thought it was going to be an impossible game but we were able to won both games, of course it took a lot of turns to win but Korg and Amadeus cho were able to smash and outwit many times. Sunspot also helped to control the HQ.  The Bear was a worthy rival once again.",
,,5,(+6),32,Babybreloom,37,58,95,1st,Yes (7.5),3rd,36 (8),7th,2 (3),5th,2.639 (6),24.5,,21,9,0,0,1,3,0,0,0,4,Korg,"Joe Fixit, Grey Hulk",Korg,"Joe Fixit, Grey Hulk",Second attempt,3,"I can't believe I used to love Silver Surfer as much as I do. These days his presence is always a heavy sigh for me. Still, I had a good time trying to navigate those discard mechanics. Korg probably wasn't a great choice given all the discarding and drawing. Probably should have picked an alternate.",
,,6,(+5),30,Buya & DSCern,43,32,75,1st,Yes (7.5),2nd,33 (9),10th,5 (1),8th,2.273 (3),20.5,,11,17,0,0,2,3,2,0,0,7,She-Hulk,Gladiator Hulk,She-Hulk,Gladiator Hulk,Second attempt,3,"This was a challenging setup for us, there were so many card effects that could mess up our whole turn. In our first game we ran out of time, but it gave us a good idea of the setup for the second match. In our second game we were able to focus our strategies towards eventually hitting the mastermind regularly, however it came at the expense of more escapes. We were thankful to get the win.",
,,7,(+4),32,Crd1680 & NicDay19,51,29,80,7th,No (2.5),9th,32 (2),1st,0 (7.5),6th,2.5 (5),17,,22,17,1,1,0,3,2,0,0,6,Karnak,Hiroim,Karnak,Hiroim,First attempt,3,"That was pretty brutal!  Didn't have great luck, dang Demon Bear popped up at the worst times!  Couldn't really get much traction with either attempt.",
,,8,(+3),28,Forever A Team & Son,55,40,95,7th,No (2.5),7th,40 (4),7th,2 (3),7th,2.375 (4),13.5,,15,23,0,0,0,0,0,0,0,0,Human Torch,Karnak,Human Torch,Karnak,Second attempt,4,This was a tough one and we underperformed. It was still enjoyable though!,
,,9,(+2),28,Pyromagnus & Shoshielynn,6,12,18,7th,No (2.5),10th,20 (1),1st,0 (7.5),10th,0.9 (1),12,,6,3,0,4,2,9,4,1,0,20,Human Torch,Wolfsbane,Medusa,Wolfsbane,Second attempt,3,"This is a hard set up and perhaps a bit too unfair from the get go. Illumanti, Transformed hurt Amadeus and the mandatory Waking Nightmares along with Gorgon not having good Abomination targets in most of WWH or F4. One or the other would have been manageable but together it can really create a loop of pain on a bad shuffle which did happen twice and there is an argument to be made at how the scheme reduces the deck size.

Despite that I still this a 3 because I enjoyed the puzzle of set up and want to go back to it on my own time to try again.",
,,10,(+1),28,Freeclint,26,34,60,7th,No (2.5),8th,36 (3),7th,2 (3),9th,1.667 (2),10.5,,8,9,2,0,1,2,4,0,0,7,Invisible Woman,"Miek, the Unhived","Miek, the Unhived",Hiroim,First attempt,2,"This was brutally challenging.  The mediocre pre-selected heroes really made it hard to get a solid game plan.  Illuminati are always hard, but but Open Warfare with waking nightmares was brutal.  The first game (we used it), hand 1 got decimated by feast, demon bears, and mastermind tactices.  The second hand was really moving, just not fast enough.  I'm sure this will be the one I replay dozens of times to try and crack the formula after the tournament is over.  (Second attempt was 19 turns, 4 escapes, 3 VP, very bad).  This was a very challenging setup, not that fun.",
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Wear My Sunglasses at Midnight,1,(+10),34,Bn322,36,28,64,1st,Yes (5.5),2nd,25 (8.5),1st,1 (8.5),1st,2.56 (10),32.5,,8,5,0,2,3,4,6,1,3,19,Invisible Woman,White Wolf,Invisible Woman,White Wolf,Second attempt,4,I probably could have chosen better heroes but after barely losing on my first attempt I really wanted a rematch.,
,,2,(+9),32,coldvein & raja,15,22,37,1st,Yes (5.5),1st,23 (10),1st,1 (8.5),8th,1.609 (3),27,,7,3,0,3,6,13,3,1,6,32,Brainstorm,Invisible Woman,White Wolf,Invisible Woman,Second attempt,4,Good combination of keywords made for tough hero decision making.,
,,3,(+8),36,Astigmatic_Oracle,22,42,64,1st,Yes (5.5),4th,26 (6.5),5th,2 (5.5),2nd,2.462 (9),26.5,,20,8,0,2,7,6,5,1,6,27,King Black Panther,Fantastic Four United,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"Very fun set up! If there wasn't so much counting, I would have played it a second time just for the fun of it. Killmonger's +1 recruit when you wound him played excellently with FF United and Mr Fantastic's rarest that let you turn recruit into attack for the MM",
,,4,(+7),33,Lamertien,55,5,60,1st,Yes (5.5),2nd,25 (8.5),7th,3 (4),3rd,2.4 (8),26,,50,13,0,3,7,8,7,1,7,33,Morbius,Werewolf by Night,Morbius,Werewolf by Night,First attempt,5,"Hero selection was difficult. In the end I didn't went full tech with Princess Shuri, but I picked heroes to have moonlight all the time. And this really paid off! One hand completely focused on Blade and Henchmen while the other hand first got Track the Captives. As I defeated Weaponized Galactus I gained Ultimate Nulifier with it. This ultimate is very effective against Killmonger, because every time you wound him, you get more Recruit, and you can use its Focus ability again. I also rescued many Bystanders with Track the Captives while defeating some weaker villains. On my final turn, I made 40+ Attack and defeated the Mastermind three times in a row. Great game!! The only downside: I couldn't prevent some escapes. My second attempt wasn't better, so let's see if I can be in the upper half of the Scoreboard again :-)",
,,5,(+6),32,PragmaticSquid,41,33,74,1st,Yes (5.5),8th,34 (3),1st,1 (8.5),4th,2.176 (7),24,,8,6,0,2,5,2,3,2,1,15,King Black Panther,Fantastic Four United,King Black Panther,Fantastic Four United,Second attempt,5,Complicated setup with lots of mechanics. But not overwhelming. Had a blast both times we tried. Not easy keeping the escape pile clean.,
,,6,(+5),28,jpilger,53,31,84,1st,Yes (5.5),9th,39 (2),1st,1 (8.5),5th,2.154 (6),22,,22,10,1,1,2,3,1,0,1,8,Brainstorm,Morbius,Brainstorm,Morbius,Second attempt,3,"First game was a massacre.  City Filled up, Blades escaped and the scheme twists chewed through my hero deck like it was nothing.  Second game was better as I got quick Mr. Fantastic hands with his +1 for each card in hand.  This helped me manage the blades in the city much better and thought my hero deck got low, it never ran out.  I don't love the combo of Killmonger and his league requiring wounds instead of straight up attacks, so it's hard to rate this much higher than a 3.  That said, the tournament is a great way to experience this game, and I hope the rest of the players had as tough as a time as I did.",
,,7,(+4),31,Iburnicus,23,25,48,1st,Yes (5.5),4th,26 (6.5),8th,4 (3),6th,1.846 (5),20,,2,1,0,4,5,7,3,1,5,25,Psi-Lord,Fantastic Four United,Silver Surfer,Fantastic Four United,First attempt,2,"4escapes is a lot, don't know if it will be a common thing for this set-up, 
i think i finished the game rather quick (which was needed cuz my hero deck was already running low) and mostly got saved by focus abilities, game 2 i tried to focus more on focus by replacing psi-lord (who i thought underperformed by almost never revealing what he needed) for silver surfer but the game went slower overall. ",
,,8,(+3),26,Fives,28,16,44,1st,Yes (5.5),6th,27 (5),5th,2 (5.5),7th,1.63 (4),20,,12,1,0,1,4,7,6,1,4,23,"Wong, Master of the Mystic Arts",Morbius,"Wong, Master of the Mystic Arts",Werewolf by Night,Second attempt,5,"I liked the theming of Killmonger going on a midnight massacre, especially the part when he joined forces with the annihilation wave. At first I thought Morbius was going to be very helpful with his huge amount of recruit, but trying to build up for that caused a bunch of escapes, which is why werewolf by night helped me have a much more fun and cleaner game.",
,,9,(+2),28,Jinjoz,25,26,51,1st,Yes (5.5),7th,32 (4),10th,8 (1),9th,1.594 (2),12.5,,1,1,0,0,3,5,2,1,5,16,Invisible Woman,"Wong, Master of the Mystic Arts",Invisible Woman,"Wong, Master of the Mystic Arts",First attempt,3,Honestly the setup was fine but I just played like dog water for my first attempt and the second playthrough I hit a pocket of Schemes and died off the chain of Scheme Twists. Down to the bottom of the rankings I go,
,,10,(+1),26,ElongatedMan,43,23,66,1st,Yes (5.5),10th,42 (1),9th,5 (2),10th,1.571 (1),9.5,,20,2,0,0,1,1,1,0,2,5,Brainstorm,Invisible Woman,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"Circus of Crime always seems like a good idea, until all of your agents are gone and you're recruit locked lol. I also got unlucky and Galactus came out early and ate some of the city. I managed to get it back under control, but the damage was done. And I realized I kept forgetting the bonuses you get when you wound Killmonger and his league, so that didn't help my cause. But it's too late to try again, so it will have to do.",
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Back to the Future IV: Rebooting Grandma,1,(+10),34,Swagolas,51,16,67,1st,Yes (5.5),1st,20 (10),1st,0 (5.5),4th,3.35 (7),28,,35,6,0,4,3,6,8,1,0,22,Beast (Illuminati),"Captain and the Devil, The",Beast (Illuminati),"Captain and the Devil, The",First attempt,3,"The first game was interesting, I got a lot of scheme twists early on, so I was left with the best heroes in the HQ, that helped a lot with my deck building. My second game went much slower, only got 2 twists in 22 rounds, I didn't even finish the second game. This setup wasn't as excited as the previous ones in this tournament, but still kinda fun :)",
