Pod,Setup,Rank,Points Earned,Total Points,Name(s),"Victory
Pile 1","Victory
Pile 2","Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Difference,Bystanders Rescued,Cards Undercover,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Level,Comments,Results Of Week:
,,2,(+9),36,david-h11,58,28,86,1st,Yes (5.5),5th,24 (6),1st,0 (5.5),1st,3.583 (10),27,,30,20,0,3,4,6,4,1,0,18,Angel,Captain America (1941),I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Leaned into tech discard on one side and tried to get a cap savior thing going on the other side. Probably should’ve done tech on both and picked a different hero than 1941 but still felt it went well!,
,,3,(+8),30,LycanKnight & Mrs. Lycanknight,45,43,88,1st,Yes (5.5),6th,26 (5),1st,0 (5.5),3rd,3.385 (8),24,,2,19,0,2,7,8,0,0,0,17,Wasp,Jean Grey,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"Steve Rodger’s in this game really was a power house. Paired with all the other heroes, and some of them really being eligible as throw away cards to the scheme really helped.my wife liked forge because it helped with the master strikes and really made it so that we didn’t have a problem with ultron. All together get setup would recommend 100 times over.",
,,4,(+7),31,Scootsmagoots86,28,39,67,1st,Yes (5.5),3rd,22 (8),1st,0 (5.5),6th,3.045 (5),24,,11,12,0,2,4,10,4,0,0,20,Angel,Wolverine (X-Force),I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"This was one of those games where the card draws were very lucky. I was getting close to scheme twisting my way into oblivion but luckily in the early game I drew nothing but villains, henchmen, a couple of master strikes and the bystanders. Same with the hero deck. I was able to tailer one deck to be ant-man, forge and angel. I picked a lot of heroes that allowed me to draw cards. Then I had a hand where I was able to combo Angel's Diving Catch with Forge's Reboot. Couple that with a few of Ant-man's draw cards and Wolverine's Reckless Abandon and I basically drew my entire deck in one hand. This allowed me to hit Ultron a couple of times. Super fun combo. Will definitely be playing this one again!!",
,,5,(+6),28,jdub,44,51,95,1st,Yes (5.5),8th,28 (2.5),1st,0 (5.5),2nd,3.393 (9),22.5,,7,24,1,0,5,6,2,1,0,14,Iceman,Beast (Illuminati),Beast (Illuminati),Iceman,First attempt,4,All the hero's that's all I have to say about this one.,
,,6,(+5),31,Ocs333,33,23,56,1st,Yes (5.5),2nd,21 (9),1st,0 (5.5),9th,2.667 (2),22,,10,9,0,2,2,10,7,0,0,21,Domino,Jocasta,Punisher,Jocasta,Second attempt,4,"Had this scheme a second time in the tournament. With Ultron it was bit more tricky. 
Brought jocasta and domino first to supplement ant man and forge combo. In first game only had 2 twists and quite some ant man card in the beginning. Could hit Ultron 3 times by turn 14 or 15. Then he captured the 3 heroes (of 4 colors in total)  to empower and was consistently 13 or 14 power. HQ got stuck with bad color costly heroes. Coul only get in two final shots by turn 26, with lots of bystanders and 88 total vp. Then I realized that I accidentally did not threw out a wonder man card from hq, recruited him and used in the final turn. This misplay was hard to backtrack, so for the first time this tournament I had replay. 
Changed domino with Punisher for more KO instead of recruit power. Jocasta, ant man, forge trio proved quite deadly. By turn 21 I got the 5 hits. (With 40+power in last turn). Unfortunately this game I had 7 twists, 3 strikes and 2 bzstanders from the 21 turns. So got super low vp. So quite different experience for two games based on number of twists. ",
,,7,(+4),30,Kb_driven,54,30,84,1st,Yes (5.5),7th,27 (4),1st,0 (5.5),5th,3.111 (6),21,,24,8,1,1,3,7,3,1,0,15,"Dr. Punisher, Soldier Supreme",Beast (Illuminati),"Dr. Punisher, Soldier Supreme",Beast (Illuminati),Second attempt,4,"Maybe there were other ways to go, but it seemed like getting as much tech as possible was the best plan for both hands.  Had some rough luck with early Master Strikes and Twists on game 1 which made it go poorly and ended in a loss on 7th twist.  2nd game was more managable, and Forge's BFG came in very handy.",
,,8,(+3),26,Techfiend & Kimber_blue,35,46,81,1st,Yes (5.5),8th,28 (2.5),1st,0 (5.5),7th,2.893 (4),17.5,,11,18,0,2,4,5,3,0,0,14,Beast (Illuminati),Jocasta,Beast (Illuminati),Jocasta,Second attempt,5,"This setup was right up our alley. Ultron is a great MM, and the tech centric heroes are all fun to play. She built a Beast/Ant-Man deck, while I was working on a Jocasta/Forge deck. 10/10, would play again.",
,,9,(+2),25,Travjon,31,51,82,1st,Yes (5.5),10th,32 (1),1st,0 (5.5),10th,2.563 (1),13,,20,18,1,1,3,4,3,1,0,12,Beast (Illuminati),Punisher,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,It was fun with all the bystanders,
,,10,(+1),24,SharkNate-O & onthegeniusofsamrockwell,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,Great game! Had a mishap during setup. Good catch to the one who caught it! I'm all about fairness. The score should be fixed to the best it can be.,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,From Snap to Scrap,1,(+10),32,dontfeedthegreen,69,6,75,1st,Yes (5.5),1st,24 (10),6th,2 (4),1st,3.125 (10),29.5,,63,5,0,0,3,6,4,1,0,14,Star-Lord,Angel,Star-Lord,Angel,First attempt,3,"Rough game. Lots of pressure on the city, with an HQ full of utility cards. Didn’t see much of Diving Catch unfortunately but did get one copy and that helped. Still, Boom Goes the Dynamite=thin decks and I was able to stabilize. P1 managed to use Hypnotic Call to get Sentient Starship and then destroyed everything. I abandoned the second match at the 4th escape…BTW for turn count: I shaved 4 extra cards off between Time Gem, Sentinel Squads and Hail of Bullets.",
,,2,(+9),32,Bikk_Bikk,39,47,86,1st,Yes (5.5),7th,31 (4),1st,0 (9.5),3rd,2.774 (8),27,,8,6,0,2,1,5,3,0,0,11,Star-Lord,Forge,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"The fun came from the hero selection. 
Player one got siryns rare on turn five thanks to forge. Proceeded to build  tech deck that had one shattering card that whittled the deck down to about 9 cards including rockets and siryns rares. Every turn we hit Thanos at that point.
Player two combined star lord and Siryn to great effect. Shattering cards and building a ten artifact antiquity shop. Including his rare that made for some big city clearing turns. Didn’t hit the mm as much cause he was still big at around 18. But player one was carrying the mm damage, while player two managed the city. Really fun combinations!
First time playing rocket raccoons hero set and the plutonium scheme.",
,,3,(+8),31,WingedCrusader,25,60,85,1st,Yes (5.5),2nd,28 (8.5),10th,6 (1),2nd,3.036 (9),24,,35,6,0,0,1,1,1,0,0,3,Star-Lord,Forge,Forge,Star-Lord,Second attempt,4,"Punisher went in, but this setup seems very random and hard to do without escapes, not sure how to beat down those pesky big gems early.  We got starlord uncommon early and that carried, ended up with a no base cards punisher deck and half a rocket deck.",
,,4,(+7),28,konrad880808,27,49,76,1st,Yes (5.5),4th,29 (6.5),3rd,1 (7),6th,2.621 (5),24,,22,1,0,1,1,4,2,0,0,8,Angel,Mr. Fantastic,Wolverine (X-Force),Ghost Rider,Second attempt,2,superhard,
,,5,(+6),27,Jmaster1324,67,32,99,1st,Yes (5.5),9th,37 (2),1st,0 (9.5),5th,2.676 (6),23,,35,7,2,0,1,1,1,1,0,4,Human Torch,Iceman,Rictor,Human Torch,Second attempt,3,meh lots of shuffling,
,,6,(+5),27,JB007,52,25,77,1st,Yes (5.5),6th,30 (5),3rd,1 (7),7th,2.567 (4),21.5,,27,5,0,0,5,6,6,1,0,18,Domino,Star-Lord,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,This was a fun one. I was KOing starters easily but I wasn’t able to start hitting Thanos for until I could get some space gems out. Grabbing siryns rare was HUGE as it lowered Thanos attack and that really got the game moving to its conclusion!,
,,7,(+4),28,GZUZROCKS & DaBomb,11,54,65,1st,Yes (5.5),2nd,28 (8.5),6th,2 (4),8th,2.321 (3),21,,43,1,0,1,5,7,2,1,0,16,Forge,Star-Lord,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"This was a fun matchup! Sad that we had a couple escapes early on which hurts our score. Not enough time to play a game 2. Managed to get Star Lord Rare fairly early on which just became blisteringly powerful as we managed to stack up artifacts between Rocket, Star Lord, and the infinity gems. Then getting Star Lord's ""legendary outlaw"" to duplicate the rare just got gonzo as game progressed! Forge was also great. Loading up on all the tech between him, rocket, and punisher really helped mill through our decks with his ""Reboot"" card. Fun match!",
,,8,(+3),26,jgoodnough,45,17,62,1st,Yes (5.5),4th,29 (6.5),3rd,1 (7),10th,2.138 (1),20,,28,0,0,2,5,10,3,2,0,22,Forge,Star-Lord,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,This was a tough game.,
,,9,(+2),25,aitmanga,49,43,92,1st,Yes (5.5),8th,34 (3),6th,2 (4),4th,2.706 (7),19.5,,6,6,0,1,1,2,1,1,0,6,Star-Lord,Stepford Cuckoos,Star-Lord,Gamora,Second attempt,4,"Gamora + Star-Lord was the winning combination against Thanos. One hand had plenty of Cover heroes going around to enable Gamora's shard engine, while the other gathered a trifecta of the Star-Lord shard generating artifact, which made it easier to hit Thanos once things got going on. Had a couple of unfortunate escapes early on thanks to the Sentinel cloning shenanigans, though thankfully only one plutonium managed to escape.",
,,10,(+1),23,Canis3590 & Mamabird,53,35,88,1st,Yes (5.5),10th,40 (1),9th,5 (2),9th,2.2 (2),10.5,,18,5,0,0,0,0,1,0,0,1,Forge,Star-Lord,Forge,Star-Lord,First attempt,3,"both games were pretty brutal, had to many gems escape early on, but BFG did BFG things",
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Corporate Downsizing,1,(+10),30,Unsafer & Sparkles,29,36,65,1st,Yes (4.5),2nd,24 (6.5),1st,0 (7),2nd,2.708 (7),25,,7,10,2,3,3,8,0,2,0,16,Groot,Yelena Belova,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"We had a lot of fun with this set up, we were a bit scared because we pulled a bunch of twists very fast, but luckily it worked out. Having 7 heroes made it hard to focus our decks, but we did okay with what we were able to find. I was kind of leaning Spiderman, and my wife was kind of leaning black widow/ylena. Either way, we made it work. Fun time with all the randomness and different heroes!",
,,2,(+9),28,ZombieGamer5,28,25,53,1st,Yes (4.5),1st,22 (8),1st,0 (7),4th,2.409 (5),24.5,,3,6,1,2,2,9,3,2,0,18,Gamora,Multiple Man,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,The double down on extra heroes was novel but made it hard for me to get good synergies going. I also got way closer to the scheme succeeding than I'd like. Still a decent game though,
,,3,(+8),30,Bolt_Flashun,44,32,76,1st,Yes (4.5),6th,27 (3),4th,1 (5),1st,2.815 (8),20.5,,12,10,8,1,1,6,0,3,1,12,Red Guardian,Groot,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"I did full green hand and red hand; Groot and Red Guardian did an historical carry, they swept through the villains although I was unlucky and lost all ultimate cards to master strikes, ambushes and twists. Either way, Red Guardian is one of the most fun characters in the game.",
,,4,(+7),28,MetroidKirby,28,47,75,1st,Yes (4.5),8th,31 (1),1st,0 (7),3rd,2.419 (6),18.5,,19,6,7,1,1,4,2,1,0,9,M,Yelena Belova,M,Yelena Belova,First attempt,5,"stopped game 2 when I got an escape. I liked how some of the alchemax changed up the hq making the scheme harder. M helped a twist whiff with lots of 3s, and she and cuckoos loved drax's artifact.",
,,5,(+6),26,Mikeygill97,33,26,59,1st,Yes (4.5),4th,25 (4.5),5th,3 (2.5),5th,2.36 (4),15.5,,7,4,2,3,1,6,0,5,0,15,Red Guardian,Siryn,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,One on the first attempt and that was good enough for me lol,
,,6,(+5),26,M00M00KITTY & marnsupial,29,21,50,1st,Yes (4.5),2nd,24 (6.5),5th,3 (2.5),7th,2.083 (2),15.5,,8,4,3,3,1,6,1,5,0,16,Groot,Rocket Raccoon,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"Huzzah! Yet again marnsupial and M00M00KITTY find victory! This setup was fun because there was crazy cloning and cards moving everywhere and I haven't gotten a chance to use much 2099 cards yet so it was fun testing them out. Thanks for another great setup, excited for next week!",
,,7,(+4),23,Royce / ROAST,26,30,56,1st,Yes (4.5),4th,25 (4.5),5th,3 (2.5),6th,2.24 (3),14.5,,4,5,3,3,1,5,3,3,0,15,M,Doctor Doom 2099,Groot,Multiple Man,Second attempt,1,Too much cloning.,
,,8,(+3),23,caseystahl1125,33,24,57,1st,Yes (4.5),7th,29 (2),5th,3 (2.5),8th,1.966 (1),10,,9,8,1,1,1,4,0,0,0,6,M,Shatterstar,Hulk 2099,Doctor Doom 2099,First attempt,5,2099 is a fun set. I won the first game with M and Shatterstar as my supporting cast. I lost the 2nd game with Hulk 2099 and Doom 2099. I timed out on schemes. I prob would have pulled out a win in 2 more turns,
,,9,(+2),22,Doormatte,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,10,(+1),22,Yeeches,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,The Ten Rings of Trechery,1,(+10),29,Drewfusmcge,52,14,66,1st,Yes (6),2nd,27 (8.5),1st,0 (8),4th,2.444 (7),29.5,,38,12,0,2,5,8,2,0,0,17,Elsa Bloodstone (Marvel Knights),Mr. Fantastic,Invisible Woman,Mr. Fantastic,Second attempt,3,"Oof soooo many wounds. In my first attempt I ended up losing because of twists, and at that point there were only 8 wounds left in the wound deck lol. The second attempt went much better with some early Blade synergy! My left hand ended up KOing every grey card in their deck to make a very efficient hand. A little slower then it could have been but I wanted to fight the Mandarin's location tactic for the VP before finishing the game. Not the worst setup, just a little frustrating sometimes.",
,,2,(+9),28,SilverFirePrime,47,38,85,1st,Yes (6),5th,33 (5.5),1st,0 (8),2nd,2.576 (9),28.5,,9,14,0,1,1,3,2,0,0,7,Mr. Fantastic,Invisible Woman,Elsa Bloodstone (Marvel Knights),Invisible Woman,Second attempt,3,"Nightbringer of all things was the MVP, helping me dig for two additional rings to bring Mandarin down to something more reachable",
,,3,(+8),29,brentmcampbell & ruuhaku,26,58,84,1st,Yes (6),5th,33 (5.5),1st,0 (8),3rd,2.545 (8),27.5,,32,11,7,0,2,5,2,1,0,10,Quake,"Wong, Master of the Mystic Arts",Quake,"Wong, Master of the Mystic Arts",First attempt,5,"Had two very different experiences in our games. Game 1 was fairly smooth with lots of Wounds (14 Koed Wounds by the end) and a rapid procession of Strikes and Twists. Game 2 was a struggle with lots of escapes, but was a little quicker. Was happy to show off how strong/fun Wong is, so that's a win in itself.",
,,4,(+7),28,Off the Cuff,58,43,101,1st,Yes (6),9th,38 (2),1st,0 (8),1st,2.658 (10),26,,15,12,4,1,2,1,1,1,0,6,Deathlok,Invisible Woman,Deathlok,Invisible Woman,First attempt,5,It's great having two decks with ample opportunity to KO their own cards,
,,5,(+6),27,Kharg,37,24,61,1st,Yes (6),1st,26 (10),6th,1 (4),5th,2.346 (6),26,,13,5,0,4,3,7,3,1,0,18,Darkhawk,Invisible Woman,Darkhawk,Invisible Woman,First attempt,3,"Mandarin is a little annoying to fight because of the 4 attack henchmen, but still managed to only get 1 escape. Was able to get a good tech deck going with Darkhawk and War Machine and another with the two Fantastic Four.",
,,6,(+5),22,jiggliestpuff,39,23,62,1st,Yes (6),2nd,27 (8.5),6th,1 (4),6th,2.296 (5),23.5,,16,1,2,3,2,8,2,1,0,16,Quake,Photon,Quake,Photon,First attempt,4,"One deck was Photon and War Machine for Hyperspeed, and the other ended up being very focused on Dark Memories thanks to some lucky draws of Scarlet Witch’s cards. I didn’t have quite as much luck with Quake’s undercover strategy, but she helped trigger other cards and a high recruit common was welcome.",
,,7,(+4),22,Dashburn_,37,25,62,1st,Yes (6),4th,30 (7),9th,4 (1.5),8th,2.067 (3),17.5,,12,9,0,1,3,3,3,1,0,11,Silver Surfer,Thing,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Very much enjoyed the MM + Scheme combination,
,,8,(+3),25,Blade_Omicron,37,45,82,1st,Yes (6),8th,36 (3),6th,1 (4),7th,2.278 (4),17,,8,6,0,1,3,1,0,1,0,6,Ronin,Thing,Ronin,Thing,First attempt,5,"I really enjoyed this game, It took a while for the decks to synergize and start paying off, but I kept at the city well. The first 5 twists happened to be Scarlet Witch, making the game less time heavy. Great matchup, can't wait to play it again later!",
,,9,(+2),20,Zeromus104,24,44,68,1st,Yes (6),7th,34 (4),9th,4 (1.5),9th,2 (2),13.5,,20,8,0,1,2,4,2,0,0,9,Ronin,Thing,Ronin,Thing,First attempt,4,,
,,10,(+1),19,Lasombra81,20,31,51,10th,No (1),10th,31 (1),1st,0 (8),10th,1.645 (1),11,,11,8,2,1,0,8,3,1,0,13,Ronin,Photon,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,None,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"
Galactus Starts Doing Side-Quests.",1,(+10),30,Bronson & Lighthouse,41,33,74,1st,Yes (8.5),1st,24 (10),1st,0 (10),2nd,3.083 (9),37.5,,8,6,0,2,3,7,5,1,0,18,Psi-Lord,Invisible Woman,Psi-Lord,Invisible Woman,Second attempt,3,"Call our choices the ""First Steps"" approach to defeating Galactus... 
For some reason that scheme was just really annoying, with twists ruining our hands regularly. We picked Psi-Lord to try and negate master strikes and that helped us a lot in the second game keep control of the city. Invisible Woman was along to KO wounds and thin out our deck and the first game we never got her KO card! But thankfully did on the second and were able to keep everything pretty in check. ",
,,2,(+9),29,AntDude,49,57,106,1st,Yes (8.5),4th,34 (7),2nd,1 (8.5),1st,3.118 (10),34,,8,8,0,2,3,0,1,1,0,7,Invisible Woman,Weapon H,Invisible Woman,Weapon H,First attempt,5,"Double timers in effect here, and Galactus just nibbled one of his Heralds to cause the escape. Red Guardian and Super-Skrull are two of my favorite heroes, and it was fun to pick some heroes that complement them well!",
,,3,(+8),27,eventhorizon0121,46,24,70,1st,Yes (8.5),2nd,26 (9),9th,4 (2),3rd,2.692 (8),27.5,,22,5,2,2,1,5,5,2,0,15,Yelena Belova,Psi-Lord,Invisible Woman,Psi-Lord,First attempt,3,"I thought that Yelena was too slow, so I switched out her for Invisible Woman and the Blue/Red ended up being slower in the second hand to the point of losing.",
,,4,(+7),23,keeblerpowell,46,27,73,1st,Yes (8.5),3rd,30 (8),5th,3 (4.5),5th,2.433 (6),27,,19,2,0,1,2,6,3,0,0,12,Fantomex,Marrow,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,SUPER SKRULL.... he crossed his legs and then he learned that his invisible leg can still get burned!!!,
,,5,(+6),24,Gideon Wyatt & Mrs. Gideon Wyatt,51,44,95,5th,No (3.5),5th,36 (5.5),4th,2 (7),4th,2.639 (7),23,,7,9,1,1,0,2,2,0,0,5,Human Torch,Invisible Woman,Invisible Woman,Human Torch,First attempt,2,Having a double timer scheme was not fun. Felt like we were shoehorned into a berserk build and an undercover build.  Tried to get a lot of red in one deck and lots of yellow in the other. Had 2 rares get buried from Terrax early in the game and it really killed the build.,
,,6,(+5),27,FlashSpider-man,25,35,60,5th,No (3.5),8th,30 (2.5),2nd,1 (8.5),7th,2 (3.5),18,,10,1,0,1,0,5,5,0,0,11,Invisible Woman,Psi-Lord,Invisible Woman,Weapon H,Second attempt,4,"I just played really bad. Also, Red Guardian hid from me the second game lol. Overall, fun setup, fun to think about, but I stink at the game. I'm prob gonna be the only one to lose both games too. Back to the gutters with me. I'm very bad.",
,,7,(+4),20,ItStartsWith1,41,31,72,5th,No (3.5),5th,36 (5.5),5th,3 (4.5),7th,2 (3.5),17,,10,3,4,1,0,1,2,1,0,5,Marrow,Yelena Belova,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Another great setup. This was a fun one with a lot of strategy. I was definitely missing some KO power, but did get a couple hits on Galactus. Amazing hero deck synergy, even if I couldn’t get all the pieces to fit together all the time. It felt like a code that needed to be cracked and I almost had it….",
,,8,(+3),17,Gambit34 & Rogue,27,44,71,5th,No (3.5),8th,30 (2.5),5th,3 (4.5),6th,2.367 (5),15.5,,17,9,0,3,0,4,5,1,0,13,Brainstorm,Mr. Fantastic,Brainstorm,Mr. Fantastic,Second attempt,3,Galactus eats too much! Fun and frustrating…the last scheme twist came out before we were able to attack him for the last time.,
,,9,(+2),21,SavageTeddyBear & Julius Xizor,35,19,54,5th,No (3.5),7th,31 (4),5th,3 (4.5),9th,1.742 (2),14,,16,0,3,1,0,6,2,1,0,10,Black Widow (S.H.I.E.L.D.),Falcon & Winter Soldier,Black Widow (S.H.I.E.L.D.),Falcon & Winter Soldier,First attempt,2,"It was a race against time, but Galactus proved to be a formidable threat no matter the timeline. In one, he successfully blew up the city. In the other, he conditioned Wolverine into Weapon X. No matter the timeline, it was a one-sided fight as the heroes could only take him partially down, which never proved enough.",
,,10,(+1),17,bamlinden,0,0,,5th,No (3.5),10th,1 (1),10th,99 (1),10th,0 (1),6.5,,0,9,1,2,2,3,1,1,0,9,Fantomex,Weapon H,Fantomex,Weapon H,Second attempt,4,"If you'd have asked me on turn 30 if I was going to win...I'd have likely said no. But in an absolute banger of a turn 31...I did the unthinkable - I hit Galactus 5 times in the single turn to claim victory. Red, red and more red....wow, what a sequence of events. The timers on both the Scheme and Mastermind made this a nailbiter the whole way. Things took forever to come together...but when it did, it paid off in spades. Super fun setup.",
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Leader.exe Has Stopped Functioning,1,(+10),23,Joebro6616,46,12,58,1st,Yes (6),1st,21 (10),1st,0 (9),1st,2.762 (10),35,,34,8,0,2,4,10,5,9,0,30,Forge,Ghost Rider,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"I liked this setup,not too complex but still fun, my forge/ironman tech deck combo was great,tried to get a thing focus deck",
,,2,(+9),27,Cobrawarrior521 & Mackirev94,37,32,69,1st,Yes (6),3rd,25 (8),4th,1 (6),2nd,2.76 (9),29,,5,14,0,3,3,8,5,9,0,28,Domino,Wolverine (X-Force),Domino,Wolverine (X-Force),Second attempt,5,The mix of heroes was really fun to play with.,
,,3,(+8),19,ReyReyPod,31,50,81,1st,Yes (6),7th,30 (4),1st,0 (9),3rd,2.7 (8),27,,19,6,0,3,2,7,5,5,0,22,Colossus,Wolverine (X-Force),Colossus,Wolverine (X-Force),First attempt,4,Dark City is always fun!,
,,4,(+7),26,allman7359 & Allman,37,22,59,1st,Yes (6),4th,28 (7),1st,0 (9),7th,2.107 (4),26,,15,2,0,2,2,20,2,0,0,26,Cable,Wolverine (X-Force),I did not make a second attempt.,I did not make a second attempt.,First attempt,2,.,
,,5,(+6),27,Wafflewings & Patyon,33,26,59,1st,Yes (6),2nd,22 (9),8th,3 (3),4th,2.682 (7),25,,7,8,0,3,2,8,7,10,0,30,Mr. Fantastic,Forge,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"Most of the fun in this setup came from hero selection. Scheme was fairly forgiving, Mastermind somewhat unchallenging, and Villain groups unpunishing. Plus, we drew some rare cards early game that just helped us. Mr. Fantastic, Iron Man, and Forge work as smoothly as the crew from Ocean's Eleven.",
,,6,(+5),19,DRobb & Shadowofthebat,45,29,74,1st,Yes (6),5th,29 (5.5),7th,2 (4),5th,2.552 (6),21.5,,16,12,0,2,3,5,4,8,0,22,Black Widow,Domino,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,Just a Base Box Game with Mastermind we played against 2 weeks ago.  (STREAMED GAMED),
,,7,(+4),21,Sean (McP),34,23,57,1st,Yes (6),5th,29 (5.5),4th,1 (6),9th,1.966 (2),19.5,,11,15,0,3,2,8,6,6,0,25,Black Widow,Mr. Fantastic,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Had lots of fun!  Thanks.,
,,8,(+3),14,Blunkster & allison095,60,32,92,1st,Yes (6),9th,37 (2),4th,1 (6),6th,2.486 (5),19,,28,24,0,2,1,5,5,3,0,16,Nightcrawler,Black Widow,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Fun Setup!,
,,9,(+2),17,MikiP2023 & Taker13,44,23,67,1st,Yes (6),8th,34 (3),9th,5 (2),8th,1.971 (3),14,,21,12,0,3,1,5,5,2,0,16,Cable,Forge,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,This was a blast. Enjoyed the scheme and all the heros. We chose wisely this time. They worked really well. Was able to cull each deck easily to play good cards.,
,,10,(+1),17,MicroDisney0505,3,6,9,10th,No (1),10th,29 (1),10th,13 (1),10th,0.31 (1),4,,3,2,0,2,4,4,7,6,0,23,Elektra,Emma Frost,I did not make a second attempt.,I did not make a second attempt.,First attempt,1,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Chthon Gets Food Poisioning,1,(+10),23,Bakerybum,40,42,82,1st,Yes (5),1st,31 (8),1st,0 (5),3rd,2.645 (6),24,,2,5,0,2,4,9,2,1,0,18,"Wong, Master of the Mystic Arts",Groot,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Fives subbing for Bakerybum: I was so blessed during my game. First two strikes whiffed, THREE early snarling fangs, and only three bystanders were KO'd. Werewolf by night and Groot carried with both their KO cards, draw, and extra cards. I really enjoyed my game, but one wrong strike and this could've been a very different game, which is why I took a point off for fun.",
,,2,(+9),23,energythief,50,43,93,1st,Yes (5),4th,35 (5),1st,0 (5),1st,2.657 (8),23,,7,8,1,2,2,7,1,0,0,12,Beta Ray Bill,Lady Sif,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,That was the first time I managed to manage the Poisoned Souls pile pretty well! Slow game but that’s OK - it gave me an excuse to play Beta Ray Bill and Lady Sif for the first time ever.,
,,3,(+8),25,Cglied & Poulanc,49,32,81,1st,Yes (5),2nd,33 (6.5),1st,0 (5),4th,2.455 (5),21.5,,17,8,1,2,4,8,3,0,0,17,Beta Ray Bill,Gamora,Beta Ray Bill,Gamora,First attempt,3,"This setup seemed virtually insurmountable when we were doing our prep. Just too many bystanders to protect from the Hunt of Victims before the Scheme would flip and then pretty much game over. We were kind of surprised that in both of our playthroughs keeping the city under control wasn't too much of a challenge. The tough part was getting enough attack going to hit Poison Thanos.
We may have gotten a little lucky in our first game in that the Master Strikes came early and didn't really too much damage to our respective decks, nor did they power him up too much.
Venom and Werewolf by Night had some nice synergy and we added Beta Ray Bill who always pairs well with Thor. Gamora was a nice hero to round out the group if for no other reason than getting 2 shards every few turns funded a nice reserve to tap into save bystanders and/or prevent escapes.
Final note was that the Mastermind's high attack led to a lot of empty turns with not much to do, which pushed the fun score down a bit. 
",
,,4,(+7),17,LeMansDroptop,53,45,98,1st,Yes (5),5th,37 (4),1st,0 (5),2nd,2.649 (7),21,,8,9,0,3,4,4,0,1,0,12,Rocket Raccoon,Venom Rocket,Elsa Bloodstone (Marvel Knights),"Wong, Master of the Mystic Arts",First attempt,5,"First time I've survived Cthulhu (and I won in the second game, too).  Rocket's use of shards helped ramp up the ability to fight off the Mastermind more quickly than my second try with Elsa Bloodstone and Wong.  Blue cards helped Thor build attack, too!",
,,5,(+6),17,broken_pants,43,34,77,1st,Yes (5),2nd,33 (6.5),1st,0 (5),7th,2.333 (2),18.5,,9,6,0,2,4,8,4,1,0,19,Venom Rocket,Venompool,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Oddball pairing of Werewolf and Thor on one side with Venoms on the other. Both wound up running pretty well.,
,,6,(+5),22,Kal-el,61,46,107,1st,Yes (5),6th,44 (2.5),1st,0 (5),5th,2.432 (4),16.5,,15,9,3,0,2,2,1,0,0,5,Beta Ray Bill,Lady Sif,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,This was enjoyable. Thanos felt impossible early on but managed to turn things around with a Worthy-heavy deck.,
