Pod,Setup,Rank,Points Earned,Total Points,Name(s),"Victory
Pile 1","Victory
Pile 2","Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Difference,Bystanders Rescued,Cards Undercover,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Level,Comments,Results Of Week:
30,Ant-a-Claus and the Elf-Pocalypse,1,(+10),22,coldvein & raja,41,24,65,1st,Yes (5.5),1st,27 (9.5),1st,0 (6),2nd,2.407 (9),30,,17,9,0,3,3,8,2,0,0,16,Luke Cage,Ms. Marvel,Luke Cage,Ms. Marvel,First attempt,4,Quite the assortment of keywords that played pretty well together.  Pym was a menace!,
,,2,(+9),21,JB007,37,32,69,1st,Yes (5.5),3rd,29 (8),1st,0 (6),3rd,2.379 (8),27.5,,5,8,2,2,3,6,1,1,0,13,Speedball,Nova (Champions),I did not make a second attempt.,I did not make a second attempt.,First attempt,4,I just wish I could have progressed faster. Fun game but knowing that someone is going to somehow beat this in like 20 turns makes me feel that I did meh.,
,,3,(+8),20,Loconnole & Klcgolf,20,42,62,1st,Yes (5.5),1st,27 (9.5),1st,0 (6),5th,2.296 (6),27,,22,3,0,3,3,4,4,2,0,16,Vision,Star-Lord T'Challa,Vision,Star-Lord T'Challa,Second attempt,4,"I think this would qualify more as interesting puzzle, lots of deck manipulation. Loconnole ended up with a lot of Viv Vision and didn't score well but managed to absorb a lot of the shield officers that came out klc focused on cloak and dagger and was able to get support from vision and Captain Carter to get enough attack to defeat Hank",
,,4,(+7),21,jorisc3213,43,32,75,1st,Yes (5.5),6th,31 (5),1st,0 (6),1st,2.419 (10),26.5,,11,10,0,0,4,6,2,0,0,12,Goliath,Ms. Marvel,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,You need to dare to go after Hank Pym. Very nice setup,
,,5,(+6),18,Tozar,43,32,75,1st,Yes (5.5),7th,32 (3.5),1st,0 (6),4th,2.344 (7),22,,11,7,0,0,4,4,2,0,0,10,Lady Sif,Wiccan,Lady Sif,Wiccan,Second attempt,4,Fun games.  Both games took me what felt like forever.  Hopefully it wasn't just me.,
,,6,(+5),17,SilverFirePrime,43,22,65,1st,Yes (5.5),4th,30 (6.5),1st,0 (6),7th,2.167 (4),22,,21,8,0,1,2,5,3,1,0,12,Nova (Champions),Totally Awesome Hulk,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Not a flashy scenario, but still good solid fun",
,,7,(+4),16,NukinFoobs & N3m3sis,43,23,66,1st,Yes (5.5),4th,30 (6.5),10th,1 (1),6th,2.2 (5),18,,20,1,1,0,4,4,2,1,0,11,"Killmonger, Spec Ops","Uatu, The Watcher","Killmonger, Spec Ops",Wiccan,First attempt,3,"Overall a pretty decent setup. We got unlucky both games with early scheme twists that just made the games take much longer. In game 2 it was even more unlucky, between the both of us we missed ""tracking Hank down"" 6 times where we could not pay the difference literally by 1 attack. Ended up turning in the game with better points per turn and won faster despite the single escape.",
,,8,(+3),15,jdub,40,33,73,1st,Yes (5.5),9th,34 (2),1st,0 (6),8th,2.147 (3),16.5,,7,7,0,0,2,5,2,0,0,9,Falcon,"Gamora, Destroyer of Thanos",Falcon,"Gamora, Destroyer of Thanos",First attempt,4,Its always interesting playing a game in which you want to KO your starters quickly but then you need them to fight some of the villains as well. I don't believe that I did overall very well but additionally I don't feel like it was a poor performance. I did enjoy the set up and the game play just don't feel great about the results of the games.,
,,9,(+2),14,Jmaster1324,24,37,61,1st,Yes (5.5),7th,32 (3.5),1st,0 (6),10th,1.906 (1),16,,13,3,2,1,2,3,5,0,0,11,Totally Awesome Hulk,The Warriors Three,The Warriors Three,Totally Awesome Hulk,Second attempt,1,I hate fight or fail style mechanics in games. Hank is no exception. Not to mention having SHIELD elite in there making me want to not KO my 0 costs and the lack of any really good KO hero options. I guess the henchmen helped with that though in 32 turns I only saw half of them. Honestly if it wasn't for Hogun The Grim I'm not sure I would have won either of these. Every time I play against Hank it makes me wonder why I even got What If in the first place.,
,,10,(+1),14,Mikeygill97,37,35,72,1st,Yes (5.5),10th,35 (1),1st,0 (6),9th,2.057 (2),14.5,,2,8,0,0,1,5,1,1,0,8,Party Thor,Ms. Marvel,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Waited a good 20 turns to recruit heroes and ko as many 0 cost cards I could before going after Hank. Overall a fun setup.,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Shattershards,1,(+10),21,Ocs333,52,43,95,1st,Yes (6.5),2nd,35 (8.5),1st,0 (6.5),2nd,2.714 (9),30.5,,9,7,6,0,2,0,2,0,0,4,Thing,Silver Surfer,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"Should have brought invisible women. (Was originally thinking groot and thing. But then saw Surfer in the box.) Regretted after a few rounds when I realised that KO power should be important here, due to wounds. Actually ended up not getting that much wound due to shatterstar and revolving boomboom sidekick. Only had mockingbird rare in the hq, but could recrtuit her late mid-game to use her 3 times. Actually thought it will be a lose, but luckily could just get enough hit for the final blow. Made some bad decision like dividing up shatterstars blue and yellow cards into two separate decks.. so i was bit dumb in both choosing heroes and during gameplay. Had no time to play a rematch unfortunately. (Surfer and thing were nut that useful beside the stars provided). Still i will probably stick with only playing once and impulse picking heroes this whole tournament to see where would that place me compared to spending hours on hero choice last year:)",
,,2,(+9),20,WingedCrusader,30,62,92,1st,Yes (6.5),2nd,35 (8.5),1st,0 (6.5),4th,2.629 (7),28.5,,32,4,10,0,2,0,3,0,0,5,Deathlok,Thing,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"I still don't know how to play against exodus, I feel like I am split between two strategies, tis a hard mm to beat.  Got shatterstar rare but I feel like the wounds clogging the deck coulda been resolved with one of the hero picks, my mistake.",
,,3,(+8),20,Bikk_Bikk,50,56,106,1st,Yes (6.5),6th,39 (5),1st,0 (6.5),1st,2.718 (10),28,,6,4,12,0,0,0,1,0,0,1,Deathlok,Rictor,Deathlok,Rictor,Second attempt,2,"In two games I saw one rare card. I just couldn't recruit enough, cause I had to spend it all to take away those shards! What a difficult setup. 
A couple of times two twist occurred back to back, but thankfully I was able to manage MM hits to separate them, which was no easy feat. 
Both times paired Rictor and Shatterstar, and the opposite went with SHIELD. Both decks managed MM hits. Both found mild success. I found myself with 5 cost HQs a lot and couldn't manage to recruit out of it. I had to keep taking the shards!!
Nothing new in this game. ",
,,4,(+7),19,Scootsmagoots86,43,37,80,1st,Yes (6.5),1st,34 (10),1st,0 (6.5),8th,2.353 (3),26,,6,2,2,0,1,3,1,0,0,5,Silver Surfer,Multiple Man,Silver Surfer,Multiple Man,Second attempt,3,"I think my two chosen heroes were a bad pick. Shatterstar didnt really help that much, multiple man was useful but Mr Fantastic was by far the best hero. My player 1 hand handled the mastermind while my second player hand handled the city villains for the most part. Maybe the hero deck draw was just back luck but I felt like I couldn't get a good chemistry going in either game. I think the scenario itself was good but my hero choice was poor.",
,,5,(+6),17,DanDare10,49,43,92,1st,Yes (6.5),4th,37 (6.5),1st,0 (6.5),5th,2.486 (6),25.5,,6,6,5,0,1,1,1,0,0,3,Star-Lord,Thing,Star-Lord,Thing,First attempt,2,"Not a great run, thin I would change tactics next time",
,,6,(+5),15,jiggliestpuff,39,83,122,1st,Yes (6.5),8th,46 (3),1st,0 (6.5),3rd,2.652 (8),24,,44,4,27,0,0,0,0,0,0,0,Warpath,Deathlok,Warpath,Deathlok,Second attempt,1,"I was able to focus on drawing a ton of cards and KOing/sending SHIELD folks undercover to have pretty strong turns. P2 ended up having the rares for Deathlok, Mockingbird and Mr. Fantastic so that really helped. But I found this setup to be pretty tiresome since you had to pick between spending your recruit to get rid of the shards so you don't lose, and recruit your team, and fight the acolytes, and weaken Exodus. It was just stalling and sending Sentinels to the bottom of the villain deck until I built up a big enough reserve.",
,,7,(+4),14,allman7359 & Allman,45,44,89,1st,Yes (6.5),4th,37 (6.5),1st,0 (6.5),7th,2.405 (4),23.5,,1,4,2,0,0,1,2,0,0,3,Thing,Gamora,Thing,Gamora,Second attempt,4,Unlucky rotation in HQ🥲😁,
,,8,(+3),14,eventhorizon0121,44,55,99,1st,Yes (6.5),7th,40 (4),9th,1 (1.5),6th,2.475 (5),17,,11,3,13,0,0,2,2,1,0,5,Rictor,Drax the Destroyer,Rictor,Drax the Destroyer,First attempt,4,We had a great run going in the second run but ran out of stars the final two turns and failed to clear enough shards before a ST killed us. The first game we barely won.,
,,9,(+2),13,Fives,11,13,24,9th,No (1.5),10th,23 (1),1st,0 (6.5),10th,1.043 (1),10,,2,2,0,3,0,9,3,1,0,16,Invisible Woman,Deathlok,Invisible Woman,Deathlok,First attempt,3,"I love the idea you had going here Kylah, but a timer scheme the could be over on twist 5 with an Omega level mutant as a mastermind did not turn out so well. I know making set-ups are hard, I really did enjoy building my decks, but I really wish  schemes like this one and organized crime wave didn't exist. I love the idea and theming, but I wished they were more bearable. An example of this is changing the ambush for the Magia Goons from: play a card from the villain deck to: reveal the top card of the villain deck, if it's not a scheme twist play it.",
,,10,(+1),11,SavageTeddyBear & Julius Xizor,33,23,56,9th,No (1.5),9th,31 (2),9th,1 (1.5),9th,1.806 (2),7,,10,4,6,1,1,3,4,0,0,9,Deathlok,Rictor,Deathlok,Thing,Second attempt,3,"The combined force of Shield and half the Fantastic Four along with Shatterstar tried their best to stop Exodus from uniting the shards, but unfortunately, he could not be stopped. Only delayed. We were the ones shattered in the end.",
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,The Reception Down Here Sucks!,1,(+10),19,jgoodnough,28,31,59,1st,Yes (5.5),2nd,19 (8.5),1st,1 (7.5),1st,3.105 (10),31.5,,3,4,0,4,8,7,3,2,0,24,Elektra,Wolverine (X-Force),I did not make a second attempt.,I did not make a second attempt.,First attempt,5,very fun game,
,,2,(+9),18,Kb_driven,56,10,66,1st,Yes (5.5),5th,23 (5.5),1st,1 (7.5),3rd,2.87 (8),26.5,,46,9,0,3,7,7,3,1,0,21,Colossus,Bruce Banner (MCU),Domino,Punisher,Second attempt,4,"First attempt with Colossus/Bruce Banner MCU went well, but had some bad luck with many early twists and Maggia Goons didn't appear at all until turn 12.  This slowed the game down a lot and resulted in more escapes than desired, even though it was a win.  Game 2 was significantly cleaner, with the only escape coming from the Mole Man tactic.  Punisher and Domino teamed up with some Spider Man cards to make deck 1 super efficient, and grabbed Punisher's rare to do some big damage.  Deck 2 tried Silver Surfer and Black Panther, and though it never really got going, did enough to support the win.  Nice setup!",
,,3,(+8),19,Blade_Omicron,23,16,39,1st,Yes (5.5),1st,17 (10),1st,1 (7.5),8th,2.294 (3),26,,7,0,0,3,7,10,5,2,0,27,Bruce Banner (MCU),Invisible Woman,Bruce Banner (MCU),Invisible Woman,First attempt,4,"Easier than I was expecting, very fun. Lucky game with a couple early Twists to beef up the city, and then none to really have lots of variety. Really fun Scheme!",
,,4,(+7),17,Buya & DSCern,29,36,65,1st,Yes (5.5),5th,23 (5.5),1st,1 (7.5),4th,2.826 (7),25.5,,7,3,0,4,5,6,3,1,0,19,Doctor Strange (MCU),Elektra,Doctor Strange (MCU),Elektra,First attempt,4,"Fun setup, we liked the synergies of the Heroes we used, and the increasing size of the HQ gave us access to lots of recruiting options to really fine-tine our decks. We were having a clean run but one of Mole Man's tactics put an enemy into the escape pile, argh!! Oh well, fun times are more important.",
,,5,(+6),16,Swagolas,32,29,61,1st,Yes (5.5),4th,20 (7),7th,2 (2.5),2nd,3.05 (9),24,,3,4,1,3,9,7,5,0,0,24,Domino,Wolverine (X-Force),Domino,Wolverine (X-Force),Second attempt,5,"This twist became one of my favorite twists in the whole game. I was really happy with my hero choices. My games went pretty smooth, but unfortunately both my games had two escapes, one caused by a master strike, the other by a mastermind tactic.",
,,6,(+5),15,aitmanga,29,13,42,1st,Yes (5.5),2nd,19 (8.5),1st,1 (7.5),9th,2.211 (2),23.5,,16,1,0,3,7,9,4,0,0,23,Domino,Iceman,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"I decided to go all guns blazing and chose two of the best heroes from Dark City and they did not disappoint, they also sinergized pretty well with the preselected heroes with plenty of Blue to enable Iceman, and several low cost cards to enable Spiderman. We were also lucky with the Villain deck, since we got 4 early twists that increased the HQ size, almost no Subterranea villains and plenty of early Henchmen that allowed us to thin our decks. Add to that a couple of early rares (Domino & Black Panther) and we could end this under 20 turns (with luckier draws we could've shaved 3 more turns)",
,,7,(+4),13,Gideon Wyatt & Mrs. Gideon Wyatt,36,23,59,1st,Yes (5.5),7th,24 (3.5),1st,1 (7.5),6th,2.458 (5),21.5,,13,1,0,2,6,8,3,1,0,20,Wolverine (X-Force),Wanda & Vision,Wolverine (X-Force),Wanda & Vision,Second attempt,4,Pretty fun set-up. First game was rough with 3 Subterranea villains followed by a MS in the first 5 turns. Second game went well and managed weed down the Black Panther/Wolverine deck to about 15 cards. P2 played a Silver Surfer recruit deck and was to use his rare and uncommmon to generate a lot of attack at once.,
,,8,(+3),12,Cglied & Poulanc,46,24,70,1st,Yes (5.5),9th,27 (1.5),7th,2 (2.5),5th,2.593 (6),15.5,,22,4,0,3,6,5,2,0,0,16,Human Torch,Iceman,Human Torch,Iceman,First attempt,4,Surprised how well the scheme and the Mastermind worked together to challenge us. Spider-Man Noir was pretty useful in helping get Iceman and Human Torch rolling against Mole Man. While Silver Surfer's Epic Dynasty did a lot of work on crowd control.,
,,9,(+2),11,tuba2k7 & aliayc22,54,12,66,1st,Yes (5.5),9th,27 (1.5),7th,2 (2.5),7th,2.444 (4),13.5,,42,4,0,2,6,4,4,1,0,17,Wolverine (X-Force),Domino,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,That was a lot of fun. We had a good set of momentum with drying cards and got the rare wolverine card. Lots of cards were drawn. It was a good setup.,
,,10,(+1),10,broken_pants,26,24,50,1st,Yes (5.5),7th,24 (3.5),7th,2 (2.5),10th,2.083 (1),12.5,,2,0,0,3,3,7,5,2,0,20,Elektra,Captain Marvel (MCU),Elektra,Captain Marvel (MCU),Second attempt,4,"First game felt like a stronger game in general with a Spidey/Elektra combo doing a TON of heavy lifting, and Marvel/Surfer/Panther on the other side pulling a whopping 8 VP.

Second game was more balanced, with the same general player decks, but a tiny bit more flexibility to them. Surprisingly, despite it feeling like a weaker game, game 2 wound up going better in EVERY SINGLE scoring category.",
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Pure Plutonium Pandemonium,1,(+10),19,Bn322,42,46,88,1st,Yes (5.5),2nd,24 (9),1st,0 (6),1st,3.667 (10),30.5,,4,0,15,3,6,12,5,2,0,28,Deathlok,Mockingbird,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"The opening HQ had both Mockingbird and Iron Fists rare cards. I was able to set up one deck for SHIELD and undercover while the other deck was set up for Hyperspeed. A few 5hit point villians, some with momentum made the first couple rounds hairy. All in all, my favorite set up so far.",
,,2,(+9),18,Citizen51,55,26,81,1st,Yes (5.5),1st,23 (10),1st,0 (6),4th,3.522 (7),28.5,,29,1,2,2,4,10,5,1,0,22,Wolverine (X-Force),Fantastic Four United,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"At first this set-up felt like it pigeonholed your hero choices, but the longer I think about it the more I’m concluding that that is part of the challenge. The setup is telling you to go into one of five or six different directions and you have to decide which ones, if any, to go into. I do like this type of scheme, where the scheme twists don’t drastically change the board state and instead they only escalate the danger. At first I regretted not bringing Domino, but after getting Darkhawk's rare early, F4U's Focus really helped to turn the extra recruit into additional attack. P2 was trying to do a draw deck, but the wrong Iron Fist common was gumming up the HQ for it to really take off. In the end I don't think it mattered and P1 was on fire most turns. I did get real lucky with some early Twist KOs from an empty city, but never really felt too worried.",
,,3,(+8),18,SharkNate-O & onthegeniusofsamrockwell,72,32,104,1st,Yes (5.5),4th,29 (7),1st,0 (6),2nd,3.586 (9),27.5,,40,2,7,1,3,9,2,0,0,15,Deathlok,Domino,Deathlok,Domino,Second attempt,4,Fun game. Luckily we were able to contain the city enough where Weaponized Galactus hardly posed any threat.,
,,4,(+7),17,Freeclint,72,38,110,1st,Yes (5.5),5th,31 (5),1st,0 (6),3rd,3.548 (8),24.5,,34,3,12,0,7,6,3,0,0,16,Deathlok,War Machine,Deathlok,War Machine,First attempt,5,"Great fun in this setup!  Hand 1 got a few Rare's early on, but many early master strikes made Stryfe formidable and really hurt Hand 2 overall.  Deathlok and War Machine with Captain Marvel and Darkhawk was a great combo.  Iron Fist never hurts any game either.  Not having X-force heroes only really hurt hand 2, who still performed.  Great fun.",
,,5,(+6),14,MetroidKirby,46,41,87,1st,Yes (5.5),3rd,28 (8),1st,0 (6),6th,3.107 (5),24.5,,5,1,7,1,4,9,3,0,0,17,Domino,Quake,Domino,Quake,Second attempt,2,"game 1 was trash, 12 turns and 2 escaps because no hydra base showed up. Game 2 was better but still slow. domino & darkhawk worked really well together. hope I didnt waste her.",
,,6,(+5),13,bamlinden,41,60,101,1st,Yes (5.5),5th,31 (5),1st,0 (6),5th,3.258 (6),22.5,,19,1,0,1,5,4,2,1,0,13,Forge,Colossus,Forge,Colossus,First attempt,4,Another really enjoyable setup. Felt like slow starts both times. Early Master Strikes ramped up the MM more than I'd have liked. Forge's rare did a ton of heavy lifting for me. Really cool synergies and villain attributes that made this a twisty-turny good time.,
,,7,(+4),12,Wafflewings & Patyon,40,47,87,1st,Yes (5.5),5th,31 (5),1st,0 (6),10th,2.806 (1),17.5,,7,2,0,1,8,8,1,0,0,18,Domino,Wolverine (X-Force),I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"This one was pretty fun! I think the card set up was nice, and we found a combo that we liked for both of us. The mastermind wasn't oppressive and the scheme was threatening but never felt impossible to deal with. We got off the ground a bit slow but when we got going, the game was over very quickly.",
,,8,(+3),12,Bronson & Lighthouse,47,47,94,1st,Yes (5.5),8th,32 (3),1st,0 (6),9th,2.938 (2),16.5,,0,2,0,2,4,6,2,0,0,14,Cable,Iceman,Cable,Iceman,Second attempt,4,"Setup had some nice tension, our first game the city was blown up quickly and literally by Galactus. Got much more manageable villain deck the second go round where we actually saw some Hydra bases and plutonium and were able to deal with things and KO while we scaled. Chose Iceman to synergize with Captain Marvel and Cable to counter master-strikes and his Mastermind power-up. Expect some will still be able to have finished it faster but very happy with our second effort compared to the first time of what could go wrong, did.",
,,9,(+2),10,DRobb & Shadowofthebat,68,37,105,1st,Yes (5.5),10th,35 (1),1st,0 (6),8th,3 (3),15.5,,31,2,1,0,4,3,1,0,0,8,Cable,Colossus,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Was not our best game but the the Hero choices and deck building felt perfect.  Love the setup. (GAME WAS STREAMED!!!),
,,10,(+1),9,energythief,42,61,103,1st,Yes (5.5),9th,34 (2),10th,1 (1),7th,3.029 (4),12.5,,19,2,0,1,2,3,1,0,0,7,Forge,War Machine,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Last Stand is so amazing with an empty city.,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Don't Fear the Dream Keeper,1,(+10),17,Doormatte,31,40,71,1st,Yes (6),1st,20 (10),1st,0 (9.5),4th,3.55 (7),32.5,,9,7,0,2,3,18,2,0,0,25,Bruce Banner,She-Hulk,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Hurl trucks let me hit the mastermind hard and fast,
,,2,(+9),17,PragmaticSquid,68,31,99,1st,Yes (6),3rd,27 (7.5),1st,0 (9.5),3rd,3.667 (8),31,,37,7,0,1,4,5,6,1,0,17,Bruce Banner,Clea,Bruce Banner,Clea,First attempt,5,Fun to watch Ancient One and Clea build the recruit to keep the Astral Plane clean. Sif's artifact engine was on display in the first game.,
,,3,(+8),16,Techfiend & Kimber_blue,66,42,108,1st,Yes (6),3rd,27 (7.5),3rd,1 (7.5),1st,4 (9.5),30.5,,24,7,1,1,3,7,4,1,0,16,Amadeus Cho,Bruce Banner,Amadeus Cho,Bruce Banner,First attempt,4,"Had an escape early due to twists, but recovered nicely.",
,,4,(+7),14,Zeromus104,46,74,120,1st,Yes (6),5th,30 (5.5),5th,2 (5),1st,4 (9.5),26,,28,10,1,0,2,6,1,1,0,10,Clea,She-Hulk,Clea,She-Hulk,Second attempt,5,,
,,5,(+6),13,AntDude,41,51,92,1st,Yes (6),2nd,26 (9),5th,2 (5),5th,3.538 (6),26,,10,8,1,2,2,9,2,1,0,16,"Joe Fixit, Grey Hulk",Bruce Banner,"Joe Fixit, Grey Hulk",Bruce Banner,Second attempt,5,"I very much love the transforming hero sets, and Hulkbuster Iron Man, Bruce Banner, and Joe Fix-It play very nice together. An Ancient One deck handled the Astral Plane and the strength/tech deck smashed to its heart's content! Also, Mysterio is always a fun mastermind to fight.",
,,6,(+5),12,LycanKnight & Mrs. Lycanknight,47,53,100,1st,Yes (6),5th,30 (5.5),5th,2 (5),7th,3.333 (4),20.5,,6,5,0,1,3,7,5,0,0,16,Rick Jones,Doctor Strange (Avengers),I did not make a second attempt.,I did not make a second attempt.,First attempt,5,It was really fun would play again.,
,,7,(+4),10,keeblerpowell,59,60,119,1st,Yes (6),7th,35 (4),8th,3 (3),6th,3.4 (5),18,,1,4,0,0,0,1,1,0,0,2,"Joe Fixit, Grey Hulk",Beta Ray Bill,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,This was a good set up. I found myself trying to figure out if I needed to go with smashing dudes in the city or trying to take strikes off the mastermind. he just kept getting more and more strikes. I enjoy the flavor they gave Mysterio. Fun times.,
,,8,(+3),12,Canis3590 & Mamabird,69,55,124,1st,Yes (6),9th,45 (2),3rd,1 (7.5),9th,2.756 (2),17.5,,14,6,0,0,0,2,0,1,0,3,Doctor Voodoo,"Joe Fixit, Grey Hulk",Doctor Voodoo,"Joe Fixit, Grey Hulk",Second attempt,4,"went artifacts, (Sif and Voodoo)  on one side and recruit (joe, ANcient one) still took some time to build up on either side, but both turned out to be pretty good decks.",
,,9,(+2),11,Cobrawarrior521 & Mackirev94,72,45,117,1st,Yes (6),8th,38 (3),9th,5 (2),8th,3.079 (3),14,,27,7,0,0,0,0,0,0,0,0,Doctor Strange (Avengers),Sentry,Doctor Strange (Avengers),Sentry,Second attempt,1,This was a really tough set up. Our first game ended in 19 turns because we could not stop any villains from escaping.,
,,10,(+1),9,MaNemJeff,47,41,88,10th,No (1),10th,36 (1),10th,6 (1),10th,2.444 (1),4,,6,10,0,5,6,1,0,0,0,12,Doctor Strange (Avengers),Sentry,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,fun game,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Zarathos' First Match on Cinder,1,(+10),15,Royce / ROAST,48,63,111,1st,Yes (6),1st,30 (8.5),4th,1 (6),1st,3.7 (9),29.5,,15,16,1,2,5,6,5,0,4,22,Wolverine (X-Force),Colossus,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Best setup I've had so far in this tournament, though I was still probably too slow.",
,,2,(+9),15,konrad880808,56,61,117,1st,Yes (6),3rd,33 (7),1st,0 (8),4th,3.545 (6),27,,5,18,0,2,5,9,3,0,2,21,Black Widow (S.H.I.E.L.D.),Nightcrawler,Bishop,Blade,Second attempt,4,"2 random heroes, first attempt - very unlucky, multiple goblins and only jean greys coming from villains deck",
,,3,(+8),14,Unsafer & Sparkles,44,95,139,1st,Yes (6),6th,38 (4),1st,0 (8),2nd,3.658 (8),26,,51,27,0,2,3,4,1,0,5,15,Wolverine (X-Force),Iron Fist,Wolverine (X-Force),Iron Fist,Second attempt,4,"We got absolutely crushed our first game, just really unlucky on pretty much every front. Tons of Jean filling up the city, and scheme twists to keep us from being able to hit her. We lost pretty fast. Our second game though was killer. I was able to get to a point of drawing my whole deck with wolverine and red guardian, and my wife had a solid combo of iron fist and ms. America. She got 3 rares, and was a beast. I farmed a little on the last couple of turns to try and max out points, overall a fun set up, but one that could bury you quick on an unlucky draw.",
,,4,(+7),12,brentmcampbell & ruuhaku,55,54,109,1st,Yes (6),1st,30 (8.5),5th,2 (4.5),3rd,3.633 (7),26,,1,20,0,3,4,9,3,0,4,23,Colossus,Wolverine (X-Force),Werewolf by Night,Wolverine (X-Force),Second attempt,4,"
",
,,5,(+6),14,FlashSpider-man,62,62,124,1st,Yes (6),4th,37 (5.5),1st,0 (8),5th,3.351 (5),24.5,,0,21,6,0,4,8,3,0,0,15,Nightcrawler,Wolverine (X-Force),Nightcrawler,Wolverine (X-Force),First attempt,3,First attempt went fine. Red Guardian stack for p2. Ms America for p1. Managed to keep the goblin queen power down and not get overwhelmed. Second attempt was a disaster. Not sure if I was lucky the first attempt or unlucky the second one. Prob could have played that a lot better.,
,,6,(+5),12,Off the Cuff,80,47,127,1st,Yes (6),7th,40 (3),5th,2 (4.5),6th,3.175 (4),17.5,,33,32,3,1,2,4,1,0,4,12,Domino,Morbius,Domino,Morbius,Second attempt,4,"I've said it before and I'll say it again, Red Guardian rocks",
,,7,(+4),10,ReyReyPod,36,37,73,1st,Yes (6),4th,37 (5.5),9th,8 (1),9th,1.973 (1),13.5,,1,2,2,3,3,8,2,0,0,16,Domino,Morbius,Domino,Morbius,First attempt,3,Quite fun...didnt know if the Goblins were meant to do anything..I just let them rack up!:),
,,8,(+3),10,ZombieGamer5,47,48,95,8th,No (1.5),8th,44 (2),7th,4 (2.5),8th,2.159 (2),8,,1,34,5,0,2,4,0,0,3,9,Morbius,Forge,I did not make a second attempt.,I did not make a second attempt.,First attempt,2,I had a really rough time with this one. The whole HQ was almost always haunted. The Goblin Queen was essentially a second mastermind. I had weak decks because I couldn't recruit much and lots of wounds due to haunted heroes. The goblin queens escaped and ended the game because Jean's rare came up really early in the game. Didn't have time to replay.,
,,9,(+2),9,caseystahl1125,48,43,91,8th,No (1.5),9th,40 (1),7th,4 (2.5),7th,2.275 (3),8,,5,29,0,2,1,3,2,0,4,12,Domino,Elsa Bloodstone (Marvel Knights),Domino,Elsa Bloodstone (Marvel Knights),First attempt,4,I lost  game 1 by one card. If I pull anything but a villian - I win.. I didn't so....Goblin Queens win.. 2nd Game was a disaster. I like the all the haunting.,
,,10,(+1),7,Joebro6616,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Loki: God of Lost Luggage,1,(+11),14,Kal-el,29,36,65,1st,Yes (5.5),4th,29 (7),1st,0 (8.5),2nd,2.241 (9),30,,7,1,0,1,1,5,4,1,0,12,Iceman,Iron Man,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,This was a lot of fun. Felt like I was making good progress throughout the whole game.,
,,2,(+10),15,Sean (McP),47,12,59,1st,Yes (5.5),3rd,28 (8),1st,0 (8.5),4th,2.107 (7),29,,35,0,2,1,2,5,2,0,0,10,Hulk,Thing,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Loved it and had a great time!!,
,,3,(+9),14,Lasombra81,27,47,74,1st,Yes (5.5),6th,31 (4),1st,0 (8.5),1st,2.387 (10),28,,20,14,0,1,1,5,2,1,0,10,Black Widow,Jean Grey,Black Widow,Jean Grey,First attempt,3,None,
,,4,(+8),13,MikiP2023 & Taker13,34,21,55,1st,Yes (5.5),1st,27 (9.5),5th,1 (5),5th,2.037 (6),26,,13,1,0,0,1,6,4,0,0,11,Elektra,Iron Man,Elektra,Iron Man,Second attempt,4,We enjoyed it. We almost lots with the helicarrier. Down to our last stop in the HQ.  Enjoyed all heros but Fury!,
