Pod,Setup,Rank,Points Earned,Total Points,Name(s),"Victory
Pile 1","Victory
Pile 2","Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Difference,Bystanders Rescued,Cards Undercover,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Level,Comments,Results Of Week:
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,God Eater,1,(+10),26,WingedCrusader,56,24,80,1st,Yes (6),1st,20 (10),2nd,1 (7.5),1st,4 (10),33.5,,32,9,3,3,7,7,5,2,0,24,Mr. Fantastic,Thing,Mr. Fantastic,Thing,Second attempt,4,Galactus is kind of random sometimes but the heroes were fun this time around! I love M and Mr. Fantastic's commons are just so insane.  They carried us to an fun victory with instinct and strength cosmic threats,
,,2,(+9),23,yeeches,52,35,87,1st,Yes (6),2nd,25 (8.5),1st,0 (10),3rd,3.48 (8),32.5,,17,19,2,2,4,10,3,2,0,21,Siryn,Invisible Woman,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,so much fun!,
,,3,(+8),23,MRTINCE,41,56,97,1st,Yes (6),4th,29 (7),2nd,1 (7.5),5th,3.345 (6),26.5,,15,11,13,2,3,7,2,1,0,15,Deathlok,Strong Guy,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Heralds high attack meant I lost to them returning to the hq!,
,,4,(+7),22,SharkNate-O & onthegeniusofsamrockwell,67,43,110,1st,Yes (6),5th,30 (6),6th,2 (4),2nd,3.667 (9),25,,24,13,10,3,4,4,1,1,0,13,Agent Phil Coulson,Silver Surfer,Agent Phil Coulson,Silver Surfer,Second attempt,4,"Very satisfied with my pics. Surfer and M had a nice draw mechanic (one turn I drew my entire 33 card deck). Coulson and Mockingbird was nice, but was a little slow until late game as the only engine card it had got KO'd from FEAST. But it's last 6-7 turns or so ramped it fast to SHIELD level 5. And Warpath helped round out both decks.",
,,5,(+6),22,Ocs333,26,60,86,1st,Yes (6),2nd,25 (8.5),9th,3 (2),4th,3.44 (7),23.5,,34,8,8,3,7,7,2,0,0,19,Shatterstar,Stepford Cuckoos,Shatterstar,Stepford Cuckoos,First attempt,4,"Picked shatterstar and cuckoo to have many colored heroes with clone quickly for cosmic threats. Actually M turned out to be MVP. Was lucky to be able to buy a bunch of red 3 cost cards from her, including the rare ones. Together 4 red cards woth cost 3 gave 10 attacks and a nice hit on Galactus.  Other hand went for yellow and red mockingbird route and could procide a finisher on Galactus. Unfortunately, as I started wit 2 master strikes, the 3-space city was not too comfy, and 3 villains have escaped.

Second game I lost on turn 17, with 7th scheme twist producing 5th defeated Guardian. (Teo cosmic threat villiains with 19 printed total attack was stuck in city...).",
,,6,(+5),20,Bikk_Bikk,55,34,89,1st,Yes (6),6th,31 (5),2nd,1 (7.5),7th,2.871 (4),22.5,,21,11,7,2,3,6,1,1,0,13,Stepford Cuckoos,Deathlok,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"First time choosing cuckoos and using M. The left hand almost stalled with recruit and the last push to get some uncover secrets really pushed it over the edge on excelling. It allowed for more covert cards to really shrink galactus. And I was drawing through the deck every turn towards the end investigating so much. 
Right hand went for an undercover deck and had a bit of success. It also staled on recruiting so I feel like the game could’ve been even faster but I  locked myself a bit in recruiting. 
The scheme ended up quite friendly hitting on players who didn’t have strong victory piles to pull from, but I see how tricky this scheme is with the heralds having large numbers printed. 
I had fun and the most success I’ve ever had with Galactus.",
,,7,(+4),19,Loconnole & Klcgolf,21,71,92,1st,Yes (6),7th,32 (3.5),6th,2 (4),6th,2.875 (5),18.5,,50,10,14,2,6,7,1,0,0,16,Deathlok,Stepford Cuckoos,Deathlok,Agent Phil Coulson,First attempt,4,"The first game went quite well, deathlok is a beast. Second round guy got super unlucky with Galactus killing the city in like 20 turns",
,,8,(+3),18,jgoodnough & and wife,24,61,85,1st,Yes (6),9th,34 (2),6th,2 (4),9th,2.5 (2),14,,37,7,6,1,1,5,1,1,0,9,Shatterstar,Siryn,Shatterstar,Moon Knight,Second attempt,4,"fun game...tough, lost all city spaces to Galactus except the last...after the final blow we looked ahead and were 2 turns from losing the whole city",
,,9,(+2),17,ItStartswith1,49,33,82,1st,Yes (6),7th,32 (3.5),10th,5 (1),8th,2.563 (3),13.5,,16,11,2,2,2,3,4,1,0,12,Strong Guy,Thing,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"This was an incredibly satisfying victory! I nearly lost several times. The decks were slow going, but they really got going at the end, able to hit high cosmic threat counts. Warpath’s Endless Endurance with Sidekicks to see 10 cards really helped. This was a lot of fun!",
,,10,(+1),16,caseystahl1125,27,13,40,10th,No (1),10th,18 (1),2nd,1 (7.5),10th,2.222 (1),10.5,,14,3,0,3,6,9,6,1,0,25,Siryn,M,Siryn,M,First attempt,4,"If I had said, ""I don't stand a chance,"" one thing is clear: I wouldn't have.

Chuck Norris",
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Project 44.,1,(+10),23,Kal-el,51,14,65,1st,Yes (5.5),2nd,33 (7),1st,0 (7.5),3rd,1.97 (6),26,,37,5,0,2,8,8,1,1,0,20,Human Torch,Mr. Fantastic,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"I enjoyed Indestructible Man, but I think I would have been destroyed if not for the Maggia Goons and Bribe.",
,,2,(+9),24,Joebro6616,24,27,51,1st,Yes (5.5),1st,31 (8),1st,0 (7.5),4th,1.645 (5),26,,3,1,0,3,8,9,4,1,0,25,Brainstorm,Psi-Lord,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"Both sides had a mostly fantastic four deck going, the scheme made it harder to hit the mastermind I liked this setup I’ll have to try it with a different set of heroes",
,,3,(+8),23,Mikeygill97,42,37,79,1st,Yes (5.5),3rd,37 (6),3rd,1 (5.5),2nd,2.135 (7),24,,5,12,2,1,8,7,2,0,0,18,Mr. Fantastic,Psi-Lord,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Definitely more fun than going against Exodus. One hand was just strictly 4 cost cards and the other was ramping up for one big hand! Both hands were evenly balanced and only one villain escape in this scheme is a big win in my view.,
,,4,(+7),21,Bronson & Lighthouse,46,50,96,1st,Yes (5.5),4th,42 (5),5th,2 (3.5),1st,2.286 (8),22,,4,31,6,0,8,8,1,0,0,17,Wolverine (X-Force),Strong Guy,Mr. Fantastic,Psi-Lord,First attempt,1,"After contemplating the setup and even for the first 10 turns I would have said the fun rating was a 4 or 5. It was a clever combination and I liked the puzzle aspect. However after countless wasted turns in both games it was a total slog and indeed ""we never, ever want to play this setup again."" Many turns with 14+ strength and nothing to fight (that was going to stay dead at least) and no point in recruiting. Thank goodness for Sue's focus to rescue bystanders to at least farm for points. 

First game my only intent was leaning into the 4s and Sue's card that required you to play a 4... so which heroes had the most 4 cards were how we ended up (kind of randomly) with Wolverine and Strong Guy. After such a slog I decided wait I need to study this more and realized the much more obvious choices of Psi-Lord and Mr. Fantastic. Unfortunately our game with them went even longer at 50 turns and another escape! There is just a bit too much luck in this and it was frustrating realizing someone is going to turn in a 25 turn win with no escapes and nodding my head saying ""Yes, that is possible with this"" but it just has to break exactly right to pull that off.

I think for this combination to work you need to have a bit more keyword help either from Danger Sense to manipulate the resurrections or Piercing Energy to have more of a backdoor chance at Indestructible Man. Thought about Forge's BFG for that purpose but just couldn't justify 1 card out of 70 that we may never see. ",
,,5,(+6),21,FlashSpider-man,37,47,84,1st,Yes (5.5),5th,52 (4),3rd,1 (5.5),6th,1.615 (3),18,,10,19,2,0,8,9,0,0,0,17,Daredevil (Marvel Knights),Strong Guy,Daredevil (Marvel Knights),Strong Guy,Second attempt,3,"To preface, I was glad to try this setup. It's a really funny idea, and, while I will complain, I really appreciate all the unique setups and the tournament, so thank you to Kylah and Bagel. My complaint may be different than expected. I don't mind getting rolled, that's a fun challenge. My first game went poorly, and was more fun to me than my second. My issue with this scheme and mastermind is how much if a slog it makes it when you've pretty much guaranteed victory. I got really lucky, a few early twists to calm things down and let me get rolling, and my plan worked perfectly. Got enough recruiters and DDs rare came up pretty early, got to mill my starter deck, had a deck where that rare was the only non 4 cost. Very funny. Then I waited like 30 turns for enough Assassins to pop out, and not resurrect. I really enjoyed the planning and the idea, it just stinks when you've clearly won but can't even use the high attack you generate. And just have to wait for so long.",
,,6,(+5),18,PHoney,48,39,87,1st,Yes (5.5),6th,53 (3),5th,2 (3.5),5th,1.642 (4),16,,9,14,5,0,8,6,1,0,0,15,Mr. Fantastic,Psi-Lord,Psi-Lord,Stepford Cuckoos,Second attempt,4,"So much to say, so little time because finishing at the wire. Maddening but so creative. Satisfying synergies. Every day I'm shuffling for fateful resurrection and clone. Psi-Lord, Invisible Woman, Human Torch, amazing engine. Shuffling 2 villains back in before checking fateful resurrection on Mastermind is diabolical. 53 turns. 6+ hours to complete. Worth? haha Crazy setup. :D",
,,7,(+4),17,captaincardone & paisley5002,19,30,49,7th,No (1.5),7th,38 (2),7th,6 (1.5),7th,1.289 (2),7,,11,16,4,0,8,6,3,0,0,17,Forge,Mr. Fantastic,Forge,Mr. Fantastic,First attempt,2,Fateful Rez on everything was crazy. We're very curious to see how everyone did.,
,,8,(+3),17,Montax30,15,16,31,7th,No (1.5),8th,33 (1),7th,6 (1.5),8th,0.939 (1),5,,1,6,3,0,8,8,3,0,0,19,Human Torch,Mr. Fantastic,I did not make a second attempt.,I did not make a second attempt.,First attempt,2,"The scheme/MM combo whipped my butt. I was fine until I had to shuffle the villain deck multiple times.  Keeping tabs on the twists were impossible.  A villain resurrected almost every time.  Having turns with tons of attack, thanks to several One Gigantic Hand cards, whiffed because of the scheme and the MM having no attack. Genius setup but frustrating 😆",
,,9,(+2),15,Jalt,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,10,(+1),1,MystticRuby,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,This Timeline Makes Me Sick.,1,(+10),22,Buya & DSCern,57,12,69,1st,Yes (6),1st,25 (9),3rd,1 (5),1st,2.76 (9),29,,45,0,3,1,6,7,3,1,0,18,Weapon H,Ms. Marvel,Fantomex,Viv Vision,Second attempt,4,"The setup was a good challenge, but not impossible. We had to change our gameplan from game 1 to game 2 to account for what the Mastermind and Scheme were doing, and we were able to find success with Fantomex and Viv Vision in our 2nd match. My partner did most of the work with his Weapon X sequencing, getting 3 or 4 cards in sequence each time. We really used a brains over brawn strategy to make sure Sabretooth and the other Villains didn't get any Berserk bonuses. Also, we got a Skids early and took advantage of the Wounds in this scheme =)",
,,2,(+9),22,Jdub,42,26,68,1st,Yes (6),2nd,29 (7.5),1st,0 (8.5),3rd,2.345 (7),29,,16,3,0,4,1,7,2,0,0,14,Weapon H,Captain Britain,Weapon H,Captain Britain,Second attempt,4,"This one was fun, got to mess around with berserk which is something I don't do often.",
,,3,(+8),20,Cglied & Poulanc,48,48,96,1st,Yes (6),7th,37 (3),1st,0 (8.5),2nd,2.595 (8),25.5,,0,19,0,1,4,0,0,0,0,5,Spider-Gwen,Beast (Illuminati),Spider-Gwen,Beast (Illuminati),First attempt,3,"Two wildly different games that ended up pretty much in the same spot. Ended up winning the game while the top card of the villain deck would've sunk us. Never really got Spider Gwen's rooftop card rolling the way we wanted, but were able to grind it out.",
,,4,(+7),19,Forever A Team & Son,48,19,67,1st,Yes (6),2nd,29 (7.5),3rd,1 (5),4th,2.31 (6),24.5,,29,3,0,2,3,3,4,1,0,13,Beast (Illuminati),Spider-Gwen,Beast (Illuminati),Spider-Gwen,First attempt,4,"Think we acquired 4 of the 5 Super Rare Heroes in this game, which helped us soar to victory!",
,,5,(+6),18,Lycanknight_ & Ms. Lycanknight_,27,40,67,1st,Yes (6),6th,36 (4),3rd,1 (5),5th,1.861 (5),20,,13,4,0,1,2,4,2,0,0,9,Agent Venom,Beast (Illuminati),I did not make a second attempt.,I did not make a second attempt.,First attempt,5,The savagery and twist combo made for a fun set up. As well as the added management of wounds and the weapon x made for an interesting time.,
,,6,(+5),18,Coldvein & Raja0629,36,21,57,1st,Yes (6),5th,33 (5),3rd,1 (5),6th,1.727 (4),20,,15,1,0,1,4,3,2,0,0,10,Ruby Summers,Black Swan,Beast (Illuminati),Ms. Marvel,Second attempt,4,"Very tough, considering the selection of heroes we had.",
,,7,(+4),17,Zeromus104,14,32,46,1st,Yes (6),4th,32 (6),8th,2 (2),9th,1.438 (1),15,,18,2,0,1,4,6,3,0,0,14,Soulsword Colossus,Ms. Marvel,Ms. Marvel,Viv Vision,Second attempt,3,,
,,8,(+3),16,Astigmatic_Oracle,20,35,55,8th,No (1.5),9th,33 (1),3rd,1 (5),7th,1.667 (3),10.5,,15,3,0,1,3,5,1,0,0,10,Agent Venom,Silk,Agent Venom,Silk,Second attempt,3,Tried going under the scheme and it didn't work out. Maybe I should have looked for recruit heroes,
,,9,(+2),14,Broken_Pants,31,29,60,8th,No (1.5),8th,41 (2),9th,4 (1),8th,1.463 (2),6.5,,2,11,0,0,0,1,1,0,0,2,Beast (Illuminati),Weapon H,I did not make a second attempt.,I did not make a second attempt.,First attempt,1,Kylah hates us.,
,,10,(+1),13,Jinjoz,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,This Arcade Is Horrible.,1,(+10),22,AntDude,45,17,62,1st,Yes (6),1st,17 (9),1st,0 (6.5),2nd,3.647 (8),29.5,,28,19,0,3,4,7,4,1,0,19,Banshee,Psylocke,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Arcade is always a fun MM in my opinion, and I think Horror of Horrors fits him better than anyone else. Went with the PE hero option, and one deck only recruited blue PE cards from Polaris and Banshee, which thankfully kept coming out from the HQ. PE always feels a bit like cheating to me when you cut through 9 Bystanders to hit the Arcade, but I'll take it! MVP of the game was Sentry, who thankfully stayed in the Hero Deck for the most part!",
,,2,(+9),18,brentmcampbell & ruuhaku,79,20,99,1st,Yes (6),5th,25 (5),1st,0 (6.5),1st,3.96 (9),26.5,,59,25,0,0,1,2,0,0,0,3,Banshee,Psylocke,Banshee,Psylocke,Second attempt,3,,
,,3,(+8),19,Crd1680 & Nicday19,73,28,101,1st,Yes (6),6th,29 (3.5),1st,0 (6.5),4th,3.483 (6),22,,45,27,0,0,1,0,0,0,0,1,Banshee,Psylocke,Banshee,Psylocke,Second attempt,3,"Harder than I thought it would be!  There are so many cards trigger Villian Deck draw, making it tough to stay keep on top of things.  Piercing Energy was great, obviously, but didn't get 5+ often enough to do WELL.",
,,4,(+7),14,Doormatte,42,23,65,1st,Yes (6),2nd,22 (7.5),1st,0 (6.5),8th,2.955 (2),22,,19,32,0,3,3,8,1,0,0,15,Dazzler,Jubilee,Dazzler,Jubilee,Second attempt,3,Went with Dazzler and Jubilee to lean into piercing energy and light show which really worked out for me,
,,5,(+6),16,iburnicus,49,27,76,1st,Yes (6),4th,23 (6),7th,4 (3),5th,3.304 (5),20,,22,29,0,1,2,3,0,1,0,7,Psylocke,Banshee,Psylocke,Banshee,Second attempt,3,"game 1 went horribly and got my hopes down for the 2nd attempt
i won tho but 4 escapes again in this tournament that already made me place low on escape scores of which i wonder if its common in this set-up :p",
,,6,(+5),16,thedoctormate0806 & mrrj6549,34,38,72,1st,Yes (6),2nd,22 (7.5),8th,5 (1.5),6th,3.273 (4),19,,4,30,0,2,3,2,1,1,0,9,Banshee,Psylocke,Banshee,Phoenix,Second attempt,5,Amazing setup again. Fully relied on piercing energy.,
,,7,(+4),10,Jmaster1324,24,74,98,8th,No (1.5),9th,27 (1),1st,0 (6.5),3rd,3.63 (7),16,,50,23,0,0,0,0,3,0,0,3,Banshee,Psylocke,Psylocke,Banshee,First attempt,1,"We had a big talk in the discord idk if I need to rehash it here. HoH is a rough scheme to drop on someone who is currently fighting for last place. If I ignore the L I think I actually did pretty well. Getting lucky with 27 turns was nice and both games I was able to grab Galactus. 3.63 PPT is nice too I think it helped that those traps aren't too bad to work with. I think only like 3 got past me maybe 5 if you include the clowns I was able to grab later.
",
,,8,(+3),11,Lasombra81,70,18,88,8th,No (1.5),8th,28 (2),1st,0 (6.5),7th,3.143 (3),13,,52,30,0,0,0,1,1,0,0,2,Banshee,Psylocke,Captain America (1941),"Steve Rogers, Director of S.H.I.E.L.D.",First attempt,4,None,
,,9,(+2),12,Hendrek,61,14,75,1st,Yes (6),6th,29 (3.5),8th,5 (1.5),9th,2.586 (1),12,,47,26,0,1,1,6,0,0,0,8,Banshee,Psylocke,Banshee,Psylocke,Second attempt,3,"Almost too much going on to keep track of.  1st game usually had a mixture of piercing, attack and recruit where I could only buy a sidekick and ko a henchman if one was up.  Lots of empty turns until all twists came out, which led to a very boring game.  Second game got Banshees rare early so that helped tons.  Galactus kept destroying city spaces so tons of wounds....that did help in a roundabout way.",
,,10,(+1),12,Sandals & Mrs Sandals,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"Spiders, Spiders Everywhere — I Bet You've Never Seen a Spider-Bear.",1,(+10),22,SavageTeddyBear & Julius Xizor,29,36,65,1st,Yes (5),1st,17 (9),1st,0 (6.5),2nd,3.824 (8),28.5,,7,12,0,4,4,10,9,2,0,29,Scarlet Spider,Symbiote Spider-Man,Scarlet Spider,Symbiote Spider-Man,Second attempt,4,Mysterio and his symbiotes were not ready for the Spider-Verse to invade back.,
,,2,(+9),18,Cubbiesnextyr & The Wife,42,46,88,1st,Yes (5),3rd,24 (6.5),1st,0 (6.5),4th,3.667 (6),24,,4,9,0,2,6,7,8,1,0,24,Symbiote Spider-Man,Scarlet Spider,Symbiote Spider-Man,Scarlet Spider,First attempt,4,Another fun setup mostly because the suggested heroes had good synergy with the mandatory heroes and the scheme/MM.  I'm really liking the suggested heroes for us bottom dwellers.  I'll let those in the top pods work out the best optional heroes and I'm just enjoying playing.,
,,3,(+8),18,allman7359 & Allman,61,76,137,1st,Yes (5),7th,33 (3),1st,0 (6.5),1st,4.152 (9),23.5,,15,17,2,0,2,2,6,0,0,10,Symbiote Spider-Man,Scarlet Spider,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,,
,,4,(+7),14,ReyReyPod,52,26,78,1st,Yes (5),2nd,23 (8),1st,0 (6.5),6th,3.391 (4),23.5,,26,8,2,3,5,10,8,0,0,26,Scarlet Spider,Symbiote Spider-Man,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Love playing spiders!,
,,5,(+6),14,jetsetrad,52,34,86,1st,Yes (5),3rd,24 (6.5),1st,0 (6.5),5th,3.583 (5),23,,18,7,2,1,4,5,11,0,0,21,Scarlet Spider,Symbiote Spider-Man,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Keeping one of the players to strictly recruiting 2 cost heroes really helped me hit Mysterio consistently turn after turn near the end. Had to hit him 10 times total.,
,,6,(+5),15,Patyon & Wafflewings,45,51,96,1st,Yes (5),5th,26 (5),9th,5 (1),3rd,3.692 (7),18,,6,9,2,1,1,5,8,2,0,17,Symbiote Spider-Man,Scarlet Spider,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Lots of fun! Both hands really clicked well and carried their weight. Mysterio is somehow both really simple and really fun to play against, and having never played the What If...? set before, I found them an interesting inclusion. Fun setup!",
,,7,(+4),14,NadRao & Sparkles,50,43,93,1st,Yes (5),6th,28 (4),1st,0 (6.5),8th,3.321 (2),17.5,,7,12,2,1,4,10,8,2,0,25,Symbiote Spider-Man,Scarlet Spider,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"It's hard to go wrong with an all spidey team, and a spidey themed round. We got pretty lucky on henchman draws on this one. I made a solid scarlet spider/spiderwoman set up, with scarlet's rare stealing the show for me. My wife managed to make something happen with 2099 and noir, that worked somehow lol. Lots of card draw for us both, and we knocked it out of the park without too much trouble.",
,,8,(+3),12,Freeclint,73,50,123,1st,Yes (5),9th,37 (1),8th,3 (2),7th,3.324 (3),11,,23,11,3,1,0,2,5,1,0,9,Symbiote Spider-Man,Scarlet Spider,Symbiote Spider-Man,Scarlet Spider,First attempt,4,"This was a fun one.  I rarely set up all spider games.  Managing the city was a chore and my second attempt was one round slower, and a few points less with one more escape.  So easy pick between the two.",
,,9,(+2),6,Ozobsmk,47,48,95,1st,Yes (5),8th,34 (2),7th,1 (3),9th,2.794 (1),11,,1,9,4,0,0,2,4,0,0,6,Scarlet Spider,Symbiote Spider-Man,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Had lots of fun.  Thanks!,
,,10,(+1),9,Off the Cuff,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
