Pod,Setup,Rank,Points Earned,Total Points,Name(s),"Victory
Pile 1","Victory
Pile 2","Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Difference,Bystanders Rescued,Cards Undercover,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Level,Comments,Results Of Week:
,,4,(+7),17,dontfeedthegreen,45,8,53,1st,Yes (7),1st,21 (9),1st,0 (6),6th,2.524 (5),27,,37,3,3,2,4,9,6,0,0,21,Red Guardian,Yelena Belova,Yelena Belova,Red Guardian,Second attempt,5,"Decided I needed to play this one REAL sneaky, only recruiting the bare minimum of non-grey Heroes, making good use of Undercover, and using lots of grey Sidekicks and Shield Officers. Worked ok in the first game and P2 got a solid Green Goblin deck going that did most of the work for a decent score. The HQ was much kinder on the second attempt and gave me lots of Red Guardian commons. Early on I unleashed two copies of his Attack common for the first hit, and got the ‘repeat this’ Feast tactic to thin out several starters. That deck then pretty much solo’d the game.",
,,5,(+6),17,ZombieGamer5,32,31,63,1st,Yes (7),4th,23 (7),1st,0 (6),5th,2.739 (6),26,,1,5,2,4,2,5,6,2,0,19,Dr. Octopus,Electro,I did not make a second attempt.,I did not make a second attempt.,First attempt,2,"I did not like the combination of Feast and Sniper Assassinations. I was one KO away from losing for a couple of turns and it was nerve wracking. Interesting interaction, but it almost cost me the game!",
,,6,(+5),16,prestoja2,41,14,55,1st,Yes (7),5th,24 (6),1st,0 (6),7th,2.292 (4),23,,27,1,1,3,4,8,3,0,0,18,Falcon & Winter Soldier,Ultron,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,It was fast because I used Ultron's common,
,,7,(+4),13,Jdub,41,36,77,1st,Yes (7),7th,27 (4),10th,1 (1),4th,2.852 (7),19,,5,12,3,3,4,5,1,0,0,13,Venom (Sinister Six),Electro,Ultron,Electro,Second attempt,3,This game made you think about how you played cards and what you bought. Needed to make sure I had lots of sidekicks and shield agents to get eaten with all the feasting that was happening. I think that the scheme would be fun and the mastermind would be fun on separate occasions but together they are not a pleasant combination.,
,,8,(+3),13,Coldvein & Raja0629,36,29,65,8th,No (2),8th,32 (3),1st,0 (6),9th,2.031 (2),13,,7,7,1,2,1,5,2,0,0,10,Black Widow,Hellcat,Hellcat,Spider-Woman,Second attempt,4,"Even with the loss, very fun and challenging.",
,,9,(+2),12,Buya & DSCern,20,40,60,8th,No (2),9th,27 (2),1st,0 (6),8th,2.222 (3),13,,20,7,3,1,3,7,4,0,0,15,Ultron,Sabretooth,Ultron,Sabretooth,First attempt,2,"While we appreciate the difficulty of what the scheme and Mastermind were doing, it was frustating to keep losing our good cards and have that contribute to the Evil Wins condition. Sabretooth was great at keeping the Feast KOs from getting the good cards, but we couldn't do anything about the Twists and Master Strikes. We lost both games, but came closest in the first match.",
,,10,(+1),12,Jinjoz,11,18,29,8th,No (2),10th,17 (1),1st,0 (6),10th,1.706 (1),10,,7,3,2,3,7,11,2,2,0,25,Yelena Belova,Speed,Yelena Belova,Speed,Second attempt,5,I went hard. I went fast. I crashed. I burned. I'm happy :),
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,An Officer and a Many-Headed Gentleman,1,(+10),20,Redblock,64,18,82,1st,Yes (6.5),1st,23 (9),1st,0 (7),1st,3.565 (9),31.5,,46,3,14,3,4,4,5,1,0,17,Mockingbird,Deathlok,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"Scheme proxying is such a nice thing, to try something new",
,,2,(+9),18,Drewfusmcge,23,48,71,1st,Yes (6.5),2nd,28 (8),1st,0 (7),2nd,2.536 (8),29.5,,25,1,11,3,2,3,3,2,0,13,Mockingbird,Strong Guy,Angel,Mockingbird,Second attempt,3,"Mockingbird didn't show up in my first attempt, but did in my second! Got to do some SHIELD level fun as well as some Multiple Man cloning. Not too bad!",
,,3,(+8),17,Canis & Mamabird,64,12,76,1st,Yes (6.5),6th,36 (4),1st,0 (7),4th,2.111 (6),23.5,,52,5,12,0,2,1,1,0,0,4,Deathlok,Mockingbird,Deathlok,Mockingbird,Second attempt,3,we went a little to heavy into the shield strat and one side just didn't do a whole lot,
,,4,(+7),16,Swagolas,18,42,60,1st,Yes (6.5),3rd,29 (7),6th,1 (4),6th,2.069 (4),21.5,,24,1,4,1,2,5,3,0,0,11,Mockingbird,Deathlok,Mockingbird,Deathlok,Second attempt,3,"It was quite challenging, I lost my first attempt in 14 turns and couldn't win without escapes on the second. Also it felt like a slow build, I think I had pretty strong heroes but it was hard to get them going.",
,,5,(+6),16,WingedCrusader,32,39,71,1st,Yes (6.5),4th,30 (6),9th,4 (1),3rd,2.367 (7),20.5,,7,2,16,1,1,4,3,1,0,10,Siryn,Deathlok,Forge,Deathlok,Second attempt,1,"Nah this scheme sucks so much haha its 3 scheme twists and you're already fighting for your life, plus escapes from the city... We just barely managed to get it but we were at deaths doors with the 7th twist looming above our heads.  Only managed to get there with early forge + deathlok 5 costs",
,,6,(+5),15,jgoodnough & and wife,25,31,56,1st,Yes (6.5),5th,31 (5),8th,3 (2),7th,1.806 (3),16.5,,6,5,5,0,1,5,3,0,0,9,Iceman,Quake,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,Tough scheme.  struggled getting attach at beginning of game.  Allowed a few escapes to take out officers...but it was still a win,
,,7,(+4),14,yeeches,36,33,69,7th,No (2),8th,33 (2),1st,0 (7),5th,2.091 (5),16,,3,3,14,0,1,4,2,0,0,7,Deathlok,Mockingbird,Deathlok,Mockingbird,First attempt,4,"I had a really clean 1st game, recruited great cards and had Shield levels at 10ish on both sides but I couldn't get Iron Fist's 8 attack rare out of the HQ to hit Arnim Zola! Lasted many turns and had a lot of VP at least! I took some risk in game 2 and enough twist came early for another loss. Fun builds!",
,,8,(+3),13,MysticRuby,21,16,37,7th,No (2),9th,23 (1),1st,0 (7),9th,1.609 (1),11,,5,1,1,3,3,7,3,1,0,17,Deathlok,Warpath,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"Ah well, got scheme twisted and I don't have time to replay the setup. I guess that's just the way it goes sometimes.",
,,9,(+2),11,Sandals & Mrs Sandals,28,32,60,7th,No (2),7th,34 (3),7th,2 (3),8th,1.765 (2),10,,4,4,13,1,1,2,2,0,0,6,Deathlok,Wolverine (X-Force),Deathlok,Wolverine (X-Force),First attempt,1,"This was just ridiculous, but not in a fun way. Game 1 we had Living Weapon, Behind Enemy Lines and Reckless Abandon in the HQ for almost the entire game, and the Mastermind stuck on Zola. We lasted a long time before losing. 
Game 2 we both started really well, but ran into back to back twists 3 and 4 on turn 11 and 12.
I ranted on Discord but I feel this scheme is a terrible one for tournament play due to how shuffle dependent it is. A poor one can end your event with no chance to do anything about it. I've never felt this helpless after a tournament game, and never want to again.",
,,10,(+1),11,david-h11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,--,-,-,-,-,-,-,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Maddie Burns Her Bystander Bridges,1,(+10),18,Snash108,73,33,106,1st,Yes (6),1st,21 (9),1st,0 (7.5),1st,5.048 (9),31.5,,40,41,0,1,3,7,7,0,0,18,Captain Marvel,Man-Thing,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Man Thing was the GOAT here!!? That cheap teleporting strength card was absolutely invaluable for both sides!,
,,2,(+9),19,Mangostrike,88,17,105,1st,Yes (6),2nd,22 (8),5th,1 (4.5),2nd,4.773 (8),26.5,,71,39,0,1,4,5,11,0,0,21,Captain Marvel,Thanos,Captain Marvel,Man-Thing,Second attempt,5,.,
,,3,(+8),17,jpilger,85,37,122,1st,Yes (6),3rd,27 (6.5),5th,1 (4.5),3rd,4.519 (7),24,,48,41,0,2,3,4,4,0,0,13,Proxima Midnight,Captain Marvel,Captain Marvel,Proxima Midnight,Second attempt,5,"Howard the Duck and Ronan are a crazy combo.  I really liked the simplicity of the scheme.  Strait-forward, draw extra villain cards when a twist happens.  I really enjoyed this and wanted to play this again after my second attempt.  Can't wait to see what's next.",
,,4,(+7),16,GamerGump,78,35,113,1st,Yes (6),5th,33 (4.5),1st,0 (7.5),6th,3.424 (4),22,,43,26,0,1,3,2,3,1,0,10,"Namor, the Sub-Mariner",Yondu,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"I think Ronan single handily delt with Madlyn Prior's Demon Goblins, getting shards every time you capture a bystander yes please.  Took me a while to find a grove but we got there.",
,,5,(+6),15,Loconnole & Klcgolf,49,64,113,1st,Yes (6),3rd,27 (6.5),8th,3 (2),4th,4.185 (6),20.5,,15,47,0,1,2,5,3,1,0,12,Elsa Bloodstone (Marvel Knights),Werewolf by Night,Elsa Bloodstone (Marvel Knights),Werewolf by Night,Second attempt,5,Really fun mix of heroes and mastermind even if the scheme was just okay generally. First round we flipped 5 scheme twists in one turn but somehow managed to only have 1 escape. Second game we hard terrible luck at the beginning but loconnole was able to ko all starter cards and really just whack Madeline!,
,,6,(+5),13,Kal-el,31,98,129,1st,Yes (6),7th,38 (3),1st,0 (7.5),7th,3.395 (3),19.5,,67,44,0,0,0,0,0,0,0,0,Quasar,Phyla-Vell,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Had a lot of fun with this one. Initially ran into the Universal Church buffing up the henchmen, but once I took them out it was all shards for the rest of the game.",
,,7,(+4),13,Astigmatic_Oracle,54,65,119,1st,Yes (6),5th,33 (4.5),7th,2 (3),5th,3.606 (5),18.5,,11,38,0,0,0,1,0,0,0,1,Man-Thing,Quasar,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Couple of twist runs really sped up the villain deck. Won with only 1 card left. Probably could have done better on a second attempt but it wouldn't have been as fun.,
,,8,(+3),12,Broken_Pants,54,46,100,8th,No (1.5),9th,34 (1),1st,0 (7.5),8th,2.941 (2),12,,8,24,0,0,0,0,0,0,0,0,Elsa Bloodstone (Marvel Knights),Thanos,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Had a rough time barely controlling the city. Wound up with a 15-Attack Sidera Maris on the Bridge. Grabbed up Thanos's rare, which was necessary for first blood on Maddie. Eventually managed to get a few solid hits in, but sadly decked out with just her face card left.",
,,9,(+2),11,thedoctormate0806 & mrrj6549,38,54,92,8th,No (1.5),8th,37 (2),9th,6 (1),9th,2.486 (1),5.5,,16,31,0,0,0,0,0,0,0,0,Lady Thor,Man-Thing,Quasar,Thanos,First attempt,5,Extremely fun setup but made me debate selling all my cards. Needed 1 more damage on the last turn to win :(,
,,10,(+1),10,allman7359 & Allman,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,--,-,-,-,-,-,-,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,The Only Thing We Have to Fear Is Giant Sentinels,1,(+10),18,BigDongWilliam,31,44,75,1st,Yes (5),2nd,22 (8),4th,1 (4),1st,3.409 (9),26,,13,17,0,2,5,8,5,0,0,20,Thor (Heroes of Asgard),Shatterstar,Thor (Heroes of Asgard),Rictor,Second attempt,4,"I never liked worthy and clone, but this set-up made me appreciate both.   I appreciate how the Mastermind and Scheme were fairly easy to use.",
,,2,(+9),16,Mikip2023 & Taker13,22,39,61,1st,Yes (5),1st,18 (9),4th,1 (4),2nd,3.389 (8),26,,17,13,0,5,4,7,6,0,0,22,Thor (Heroes of Asgard),Lady Sif,Thor (Heroes of Asgard),Lady Sif,Second attempt,5,We really enjoyed this one! This was one of our favs. The scheme was neat. We enjoyed the heros all together. We were just plain old lucky no strikes came out on our 2nd game. The first game we lost at the very end just as we were gonna hit final blow. Ugh. Lol,
,,3,(+8),16,bigdilly73 & BlackSmithNJ,42,43,85,1st,Yes (5),4th,27 (6),1st,0 (8),6th,3.148 (4),23,,1,15,0,3,5,4,3,2,0,17,Siryn,Thor (Heroes of Asgard),I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Siryn and Dr strange synergy was fun. We can see how the mastermind situation can get out of hold and that is a fun challenge,
,,4,(+7),14,Bronson & Lighthouse,47,49,96,1st,Yes (5),7th,30 (3),1st,0 (8),4th,3.2 (6),22,,2,15,0,1,3,2,3,1,0,10,Carnage,Venom Rocket,Carnage,Stingray,Second attempt,4,"A lot of luck in this setup because of the frequent re-shuffling of the villain deck. I liked the setup though with heroes that don't get to see the table very often so it caused us to think through lots of creative options. Our first game the city was overwhelming throughout, but the second game we got luckier with a decent pacing of cards so we were able to stay on top of it.

In our first game after seeing the HQ cycling and how many heroes ended up in the KO pile at the end we took a chance that we could see Stingray's Rare card which beefs up with the more heroes in the KO pile. It came up about halfway through the game but took a while to gather the recruit necessary. Only got to use it 1 time as ""the finisher"" for 14 strength on the last term.

Curious if others have the same Bastion strategy as we did - we prioritized striking the main card all 5 times first before worrying about the subsequent masterminds. This was so that we got the KOs and potential good bystander effects as early as possible (and even the fifth time without any Fight benefits but at least stopping new MMs from spawning) -- it meant that we had to face a few master-strikes with 4 or 5 consequences, though. ",
,,5,(+6),13,Zeromus104,52,40,92,1st,Yes (5),6th,29 (4),1st,0 (8),5th,3.172 (5),22,,12,17,0,2,5,2,3,0,0,12,Shatterstar,Stingray,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,,
,,6,(+5),12,Lycanknight_ & Ms. Lycanknight_,41,73,114,1st,Yes (5),9th,35 (1),4th,1 (4),3rd,3.257 (7),17,,32,29,0,0,3,0,1,1,0,5,Deadpool (Mercs for Money),Carnage,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,There was a lot to manage.,
,,7,(+4),10,NadRao & Sparkles,30,46,76,1st,Yes (5),5th,28 (5),4th,1 (4),8th,2.714 (2),16,,16,21,0,0,4,6,4,1,0,15,Venom Rocket,Shatterstar,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"This one was a lot of fun. Venom rocket and shatterstar did well in this run, me using the former alongside beta ray bill, and my wife the latter with Solo. I took a stupid risk that let a villain escape, but over all I shaved my deck I way down, and we both had solid turns. We got all of the master strikes which drew it out, but we had a ton of fun with this round. Cloning, KO'ing heroes, and a ton of masterminds, what's not to love?",
,,8,(+3),11,Crd1680 & Nicday19,38,36,74,1st,Yes (5),3rd,25 (7),9th,3 (1),7th,2.96 (3),16,,2,13,0,4,4,3,2,1,0,14,Rictor,Shatterstar,Rictor,Shatterstar,Second attempt,4,"First attempt had us pull 3 Strikes and 2 Twists in our first five cards, so it was a valiant effort but a loss. Only had one strike the second attempt, so we were able to hit Bastion & his clones just about every turn for the last several turns.  Wife was super pissed when Cameron Hodge ate her one rare card before she had a chance to play it, but the win made it easier to swallow!",
,,9,(+2),9,brentmcampbell & ruuhaku,51,27,78,1st,Yes (5),8th,32 (2),4th,1 (4),9th,2.438 (1),12,,24,17,0,2,3,4,2,0,0,11,Shatterstar,Venom Rocket,Shatterstar,Venom Rocket,First attempt,4,Very fun setup that ended up being a bit of a brain melter. Game 1 had so many early Prey effects that kept us from playing hardly any nongreys. But managed to win that one. Game 2 had 4 early strikes which made the MM super tough to hit early on and caused a loss. Neither game went particularly well but went with the compromised win.,
,,10,(+1),8,Off the Cuff,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,--,-,-,-,-,-,-,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"He's Killing the Vibe, No Cap",1,(+10),16,AveryAce,58,58,116,1st,Yes (6),5th,35 (6),1st,0 (8),1st,3.314 (10),30,,0,25,0,2,1,2,3,0,0,8,Hiroim,"No-Name, Brood Queen",Hiroim,"No-Name, Brood Queen",First attempt,3,"Don't have super strong thoughts on this setup, was just a pretty solid game of legendary! Not the most happy with my turn count, both games had the same one but the first game had way more points, got lots of bystanders form hiroim and invisible woman, but never got the hiroim transform card to get attack for all the bystanders, which is part of why I picked him, thinking it would scale well with all the ones the scheme naturally provides. Between no name, and invisible womans cars from fantastic four United, got lots of KO, had just two greys at the end with the my right hand",
,,2,(+9),14,Montax30,59,28,87,1st,Yes (6),2nd,31 (8.5),1st,0 (8),5th,2.806 (6),28.5,,31,13,1,0,6,3,2,1,0,12,Lady Sif,Psi-Lord,Lady Sif,Psi-Lord,Second attempt,4,"I hope Montax does better than I expect him to have done with my substitution. The Scheme and VD we pretty chill tbh. The Strikes slowed me down and I couldn't generate enough attack to manage the city and do work on Kill-joy without his team healing him. -Love, HatePhD",
,,3,(+8),15,Bikk_Bikk,54,50,104,1st,Yes (6),6th,36 (4.5),1st,0 (8),3rd,2.889 (8),26.5,,4,12,0,0,2,2,3,0,0,7,The Warriors Three,Super-Skrull,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"I really enjoy the wounding mechanic from the Black Panther expansion. Such a fun way to whittle down our enemies. It wasn't the first time playing anything from the villain deck. 
It was my first time using Super-Skrull. His mechanics were alright. I didn't find myself with excess attack very often so he wasn't as effective as I'd hoped. What ended up happening was both decks were built similarly due to the HQ filling out. I wanted a deck of all fours and one with all attack cards. The left ended up with a bit of both, resulting in huge recruiting turns and the Warriors Three rare is off the chain. It amassed 10 attack nearly every turn. Right side just kind of was there. Cleaning the city for the most part and did a good job protecting from the Scheme. 
Fun setup though! It was also my first time with the FF United. I understand their gimmick, but it fell flat. Warriors Three for me was the star.",
,,4,(+7),13,captaincardone & paisley5002,36,54,90,1st,Yes (6),2nd,31 (8.5),7th,2 (3),2nd,2.903 (9),26.5,,18,15,0,2,3,2,5,0,0,12,The Warriors Three,Lady Sif,The Warriors Three,Lady Sif,First attempt,4,Slow start but both decks were very fun.,
,,5,(+6),12,Cglied & Poulanc,67,48,115,1st,Yes (6),9th,40 (2),1st,0 (8),4th,2.875 (7),23,,19,12,0,0,1,0,0,0,0,1,She-Hulk,"Joe Fixit, Grey Hulk",She-Hulk,"Joe Fixit, Grey Hulk",First attempt,4,"Funny story, totally forgot to shuffle the bystanders in on our first game, but it ended up going better than the other playthrough. We were able to stay on top of the city and were able to rescue the vibranium pretty without much trouble. In hindsight, maybe we should've let 1 or 2 some of it escape and put more wounds on Killmonger.",
,,6,(+5),12,AntDude,29,54,83,1st,Yes (6),4th,33 (7),6th,1 (5),7th,2.515 (4),22,,25,13,0,1,2,5,2,0,0,10,Super-Skrull,The Warriors Three,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"Did OK overall, but generally not the biggest fan of all three required heroes. Chip damage continued from both hands helped manage Killmonger, and loading up the Bridge, Streets, and Rooftops to max out Super-Skrull's rare did some heavy lifting.",
,,7,(+4),10,iburnicus,23,37,60,1st,Yes (6),1st,25 (10),7th,2 (3),8th,2.4 (3),22,,14,8,1,3,4,8,3,0,0,18,Queen Storm of Wakanda,General Okoye,Queen Storm of Wakanda,General Okoye,First attempt,4,"it went alright, afraid to end up low in pod for the 2 escapes again XD 
2nd game did have an escape less but was very close to villain deck emptying with a turn count of 42 :p",
,,8,(+3),9,Freeclint,37,60,97,1st,Yes (6),6th,36 (4.5),7th,2 (3),6th,2.694 (5),18.5,,23,16,0,1,1,4,1,0,0,7,She-Hulk,"Joe Fixit, Grey Hulk",She-Hulk,"Joe Fixit, Grey Hulk",Second attempt,4,"Fun setup.  First play thru was horrible, couldn't control the vibranium as it got lucky attaching to high attack heroes and hands never came together (can't count the amount of 4 recruit 2 attack turns drawn, was ridiculous).  Attempt two had much better draws.  Though the vibranium attunement stole two my heroes rares to the bottom of the deck!!!  I had forgotten how much of a rhythm you need to take out Killmonger.  She-Hulk was a definite great choice.  Skaar helped a lot in my second attempt.  Valkyrie cards did not hurt, but didn't make either hand shine.  F4 United are always a win.  Joe Fixit was ok, but not a lot of 6+ villains to transform his card.  Could have chosen better on him, but I wanted more recruit when I chose him and he did provide that.",
,,9,(+2),8,jetsetrad,49,39,88,1st,Yes (6),8th,39 (3),10th,4 (1),9th,2.256 (2),12,,10,8,2,1,3,0,0,0,0,4,Princess Shuri,White Wolf,Heralds of Galactus,The Warriors Three,Second attempt,4,"One of my decks stayed a little too lean and didn't have enough buying power to buy the desired cards in HQ until right at the end, which slowed me down. Galactus Hungers was summoned by midgame by the other deck, but I only got to use him twice. Held back on having him smash spaces because I had several Bridge Conqueror cards without enough cards to let destroyed spaces count.

I probably should have prioritized the Mastermind more but I was really tryiing to keep my escaped villain count down compared to the previous attempt, so I kept having to prioritize attacking the villains to accomplish that. And even then I still had a bad few turns where three escaped in a row.",
,,10,(+1),8,Lasombra81,8,10,18,10th,No (1),10th,18 (1),1st,0 (8),10th,1 (1),11,,2,6,0,3,5,10,6,1,0,25,Heralds of Galactus,The Warriors Three,Heralds of Galactus,The Warriors Three,Second attempt,2,None,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Crowd Caught in the Rossfire,1,(+10),15,caseystahl1125,53,45,98,1st,Yes (5.5),3rd,23 (8),1st,0 (7),1st,4.261 (10),30.5,,8,31,0,2,4,6,5,1,0,18,Hiroim,Rick Jones,"Steve Rogers, Director of S.H.I.E.L.D.",Hiroim,Second attempt,5,"""RUN....while you still have the chance.""
-Chuck Norris.",
,,2,(+9),12,Forever A Team & Son,39,24,63,1st,Yes (5.5),1st,16 (10),1st,0 (7),3rd,3.938 (8),30.5,,15,16,0,4,6,11,4,2,0,27,Hiroim,"Steve Rogers, Director of S.H.I.E.L.D.",Hiroim,"Steve Rogers, Director of S.H.I.E.L.D.",Second attempt,4,"As always, thank you for all that goes into putting this on!",
,,3,(+8),13,Jalt,66,35,101,1st,Yes (5.5),5th,25 (5.5),1st,0 (7),2nd,4.04 (9),27,,31,25,0,2,1,5,3,2,0,13,Nova (Champions),Venomized Dr. Strange,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,Get to the choppa!!!!,
,,4,(+7),12,SavageTeddyBear & Julius Xizor,52,52,104,1st,Yes (5.5),7th,28 (4),1st,0 (7),5th,3.714 (6),22.5,,0,43,0,0,2,8,3,0,0,13,Hiroim,"Steve Rogers, Director of S.H.I.E.L.D.",Hiroim,"Steve Rogers, Director of S.H.I.E.L.D.",Second attempt,4,"Turns out, the crowds were the ones threatening Ross.",
,,5,(+6),10,Hendrek,37,81,118,1st,Yes (5.5),8th,30 (2.5),1st,0 (7),4th,3.933 (7),22,,44,39,0,0,5,2,4,0,0,11,Hiroim,"Steve Rogers, Director of S.H.I.E.L.D.",I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Better scheme on the fun scale.  Sam and Hiroim hard carried for sure.  Almost had the Bystander deck run out - that would have been a first.,
,,6,(+5),9,Cubbiesnextyr & The Wife,42,49,91,1st,Yes (5.5),5th,25 (5.5),1st,0 (7),7th,3.64 (4),22,,7,31,0,4,4,8,2,1,0,19,Hiroim,"Steve Rogers, Director of S.H.I.E.L.D.",Hiroim,"Steve Rogers, Director of S.H.I.E.L.D.",Second attempt,4,"Fun setup, lots of synergy with the heroes.  I used the suggested heroes because I'm terrible at figuring out which heroes work best with each other and the villain setup, so I love having some suggestions.  The second game we got really lucky and most of the masterstrikes were in the bottom of the deck, so we didn't draw them and the twists were spread out enough that we could keep the bystanders from being captured.  Lots of fun, would play again!",
,,7,(+4),7,ReyReyPod,25,51,76,1st,Yes (5.5),2nd,22 (9),8th,1 (2.5),8th,3.455 (3),20,,26,30,0,1,5,10,3,1,0,20,Hiroim,"Steve Rogers, Director of S.H.I.E.L.D.",I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Rescuing so many Bystanders were very fun!,
,,8,(+3),6,Jmaster1324,46,65,111,1st,Yes (5.5),8th,30 (2.5),8th,1 (2.5),6th,3.7 (5),15.5,,19,33,0,4,1,3,2,1,0,11,Hiroim,"Steve Rogers, Director of S.H.I.E.L.D.","Steve Rogers, Director of S.H.I.E.L.D.",Hiroim,Second attempt,5,If you know me you know I love a good bystander set up. This one was really fun even though we had a limited bystander deck. It actually was a fun goal to deck out the bystanders so the scheme couldn't hurt me anymore.,
,,9,(+2),7,Doormatte,61,43,104,1st,Yes (5.5),10th,31 (1),1st,0 (7),9th,3.355 (2),15.5,,18,35,0,0,3,4,2,0,0,9,Hiroim,"Steve Rogers, Director of S.H.I.E.L.D.",I did not make a second attempt.,I did not make a second attempt.,First attempt,3,Thanks for the suggested heroes,
,,10,(+1),4,Ozobsmk,24,19,43,1st,Yes (5.5),4th,24 (7),10th,2 (1),10th,1.792 (1),14.5,,5,25,0,3,3,8,2,1,0,17,"Steve Rogers, Director of S.H.I.E.L.D.",Hiroim,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Having the recommended hero’s really helped.,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
