Pod,Setup,Rank,Points Earned,Total Points,Name(s),"Victory
Pile 1","Victory
Pile 2","Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Difference,Bystanders Rescued,Cards Undercover,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Level,Comments,Results Of Week:
,,5,(+7),7,Mikeygill97,55,59,114,1st,Yes (6.5),9th,38 (3),1st,0 (9),5th,3 (7),25.5,,4,19,0,0,0,1,0,0,0,1,Hercules,Polaris,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Downside to using Piercing energy is it was only good in the city and not against the mastermind because Ego had no vp. However, adding Hercules into the mix helped.",
,,6,(+6),6,MicroDisney0505,79,32,111,1st,Yes (6.5),5th,35 (6.5),11th,5 (1),2nd,3.171 (10),24,,47,21,0,1,1,1,0,0,0,3,Cloak & Dagger,Rocket & Groot,Polaris,Psylocke,Second attempt,2,N/A,
,,7,(+5),5,M00M00KITTY & marnsupial,74,36,110,1st,Yes (6.5),7th,36 (4.5),6th,1 (5),4th,3.056 (8),24,,38,24,0,3,1,6,0,0,0,10,X-23,Psylocke,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"What a never ending onslaught! marnsupial had all the piercing energy cards so she was taking out all the villains left and right. So it was my job to hit Ego, but it took me a while to start doing so haha. But once we got the ball rolling I got to hit him almost every turn. My victory points would be so much higher if you got points for hitting Ego! The scoring makes it look like marnsupial carried me, but she usually does so nothing new :)
Thanks for the fun setup, excited to see how we placed and what week 2 will be!",
,,8,(+4),4,MetroidKirby,35,76,111,1st,Yes (6.5),10th,42 (2),1st,0 (9),9th,2.643 (3),20.5,,41,14,0,0,0,0,0,0,0,0,Polaris,Tigra,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"what a wierd game. three twists near the top of the deck so no early escapes. I tried to avoid escapes at all costs by letting ego fully expand and it worked, but my game went so long I ran out the entire villain deck. I got the orb mid game but waited to play it until the city was small and hit ego then for the extra turn. left side was covert tigra and polaris with her rare and right side was piercing energy. lots of enraging wounds took ego down in the end. tigra ended up being a good choice, I cancelled a lotof ambushes.",
,,9,(+3),3,LycanKnight & Mrs. Lycanknight,25,41,66,1st,Yes (6.5),2nd,30 (10),9th,3 (2.5),11th,2.2 (1),20,,16,6,7,4,4,11,3,1,0,23,Legion,Storm & Black Panther,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Piercing energy really saved the day and made clearing the city easy.,
,,10,(+2),2,LeMansDroptop,54,46,100,1st,Yes (6.5),7th,36 (4.5),9th,3 (2.5),7th,2.778 (5),18.5,,8,15,1,2,2,1,0,2,0,7,Aurora & Northstar,Longshot,Aurora & Northstar,Longshot,First attempt,4,Good thing in my first attempt that my first player limited the number of Banshee cards.  In the second attempt recruiting Banshee proved fatal.,
,,11,(+1),1,Off the Cuff,40,64,104,11th,No (1),11th,41 (1),6th,1 (5),10th,2.537 (2),9,,24,13,0,0,0,0,0,0,0,0,Psylocke,Luke Cage,Psylocke,Luke Cage,Second attempt,2,Just couldn't get any momentum. The worst games of Legendary are the ones where you can see the game is doomed 15 turns before the end,
7,Foomageddon!,1,(+11),11,Sandals & Mrs Sandals,57,38,95,1st,Yes (5.5),3rd,29 (8),1st,0 (7.5),1st,3.276 (10),31,,19,7,0,3,4,7,1,0,0,15,Polaris,Brainstorm,Polaris,Brainstorm,Second attempt,5,"So much KO!!! To quote my wife, ""I would like all games to be about 'Oh god, why do I only have 4 cards?!?!'""
Game 1 I bought Metamorphosis on turn 7 thanks to a Rocket Test Pilot Human Shield and bought 2 more Rares before transforming it, but we had an unfortunate escape due to Sapien League finding Henchmen - a theme in both games. In game 2 I had Reverse Polarity and could not get enough cards to trigger the X Gene!",
,,2,(+10),10,CoreyG,62,30,92,1st,Yes (5.5),4th,31 (7),1st,0 (7.5),2nd,2.968 (9),29,,32,9,0,1,2,2,9,0,0,14,Colossus & Wolverine,Legion,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"Fantastic setup, and super creative! I also enjoyed the flavor of combining Brood Queen from WWH and The Brood from X-Men. This Scheme was very cool with Murderworld and the Sapien League. Getting to see the top card of the Villain Deck after fighting a Sapien League then let me strategically decide when to ""scan"" that card once it was in the HQ. I could get very tactical about when I flipped them up. For instance, knowing to play out my cards to have no cards ""in hand"" before I scanned a Master Strike and triggered FFF's Demolish (or just simply know to avoid the MS if that was safer). There was a very satisfying amount of deck-thinning and manipulation, setting up well-timed Feasts and Berserks. First time playing with a lot of these cards, and it was a fantastic way to try them! I ended up having a high turn count, so I doubt I'll be competitive this week, but I just enjoyed each turn and didn't want the fun to stop! Great start to the tourney!",
,,3,(+9),9,Crd1680 & NicDay19,52,14,66,1st,Yes (5.5),1st,27 (10),1st,0 (7.5),5th,2.444 (6),29,,38,1,0,2,1,9,8,0,0,20,Legion,Brainstorm,Brainstorm,Legion,First attempt,5,"First attempt was so lucky, was able to thin a deck through feasting, with Brainstorm stacking the top of the deck.  My wife unended up with most of the Twists-turned-wounds, which kinda pissed her off, but made my deck all the better.  Had Miek and Super-Skrull rares, and was able to hit FingFangFoom basically every turn. Second attempt proved how lucky the first was - it was a wreck and we ended up going through the villian deck while hitting mastermind only once.",
,,4,(+8),8,Bronson & Lighthouse,60,19,79,1st,Yes (5.5),2nd,28 (9),10th,2 (1),3rd,2.821 (8),23.5,,41,7,0,1,2,7,8,0,0,18,Amadeus Cho,Hulkbuster Iron Man,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"Well designed setup, we didn't have time for a second game before some travel but would have liked to see if we could get a little more luck at the beginning to keep the city under control - the 2 escapes feel like the big blemishes.",
,,5,(+7),7,Fives,66,21,87,1st,Yes (5.5),6th,37 (5),1st,0 (7.5),7th,2.351 (4),22,,45,6,1,1,2,3,2,0,0,8,Polaris,Brainstorm,Polaris,Brainstorm,Second attempt,4,"I loved the interactions with brainstorm and the feast key word and the piercing energy against the brood, and I especially enjoyed the interaction with X-gene on Polaris's rare and smash. It really showed how cohesive these heroes can become.",
,,6,(+6),6,Travjon,20,64,84,1st,Yes (5.5),5th,34 (6),7th,1 (3),4th,2.471 (7),21.5,,44,6,0,2,2,2,5,0,0,11,Legion,Fantastic Four United,I did not make a second attempt.,I did not make a second attempt.,First attempt,2,"I got wrecked by almost every single trap. It really slowed me down at the beginning. The only reason I was able to pull out a win is the right hand was able to draw its entire deck every turn. Fantastic Four United's rare really helped out, as I was able to take out two mastermind tactics in one turn. The left hand was basically useless. I thought Legion would help out with some piercing energy, and it helped a little bit, but his draw 2 uncommon was his most useful card. A master strike KO'd his rare, which pretty much sums up my luck for the entire game.",
,,7,(+5),5,DanDare10,64,41,105,1st,Yes (5.5),9th,45 (2),1st,0 (7.5),8th,2.333 (3),18,,23,11,0,1,0,1,2,0,0,4,Namora,Fantastic Four United,Namora,Fantastic Four United,First attempt,3,"It was tight one, however a solid mix of classes for player 1 enabled a couple of double hits on Fin Fang Foom before getting the final blow in with 4 cards left in the deck. Fntastic Four to the rescue!",
,,8,(+4),4,konrad880808,50,43,93,1st,Yes (5.5),8th,44 (3),1st,0 (7.5),9th,2.114 (2),18,,7,8,0,0,2,3,4,0,0,9,Banshee,Psylocke,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"piercing energy team, easy win but took some time to gather 7 piercing energy each round",
,,9,(+3),3,MikiP2023 & Taker13,69,35,104,1st,Yes (5.5),7th,43 (4),7th,1 (3),6th,2.419 (5),17.5,,34,8,0,0,0,0,0,0,0,0,Havok,Beast (X-Men),Beast (X-Men),Havok,Second attempt,1,Found MM to to be hard. Took along time to build deck before we could hit the MM. Im not sure if we chose the right heros for the job but it is what it is.,
,,10,(+2),2,Gambit34 & Rogue,34,65,99,1st,Yes (5.5),10th,47 (1),7th,1 (3),10th,2.106 (1),10.5,,31,8,0,0,0,1,0,0,0,1,Korg,Gladiator Hulk,Hulkbuster Iron Man,Gladiator Hulk,Second attempt,3,"It was brutal and frustrating. So much feasting and KO’ing! Smashing was key but it was difficult to have enough cards to smash after all the wounds and feasting. With that said, we’re ready to see how our family Legendary group does with this one compared to us.",
,,11,(+1),1,WilTheGrey,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
8,Time for Some Crime,1,(+11),11,FlipFlopManiac,26,35,61,1st,Yes (5.5),1st,21 (10),1st,0 (5.5),2nd,2.905 (9),30,,9,12,2,1,4,11,5,1,0,22,Daredevil Noir,Psi-Lord,Daredevil Noir,Psi-Lord,First attempt,5,"Simple Mastermind and annoying but chill scheme meant this would come down to speed and how much VP comes out of the deck.  I took the heroes and split them so that the ones that paired together (Brainstorm/Psy-lord, Angel Noir/Daredevil Noir) were seperated so I could advance strategies no matter which HQ was active.  The game went on autopilot when I landed Angel Noir's rare and on it's first play investigated Phyla-vell's rare.  Other hand kept the witnesses under control.",
,,2,(+10),10,Redblock,20,49,69,1st,Yes (5.5),2nd,22 (8.5),1st,0 (5.5),1st,3.136 (10),29.5,,29,12,0,2,5,6,8,2,0,23,Captain Marvel (MCU),Black Panther (MCU),I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Never seen a single card of two heroes I picked, but got Moondragon rare early, and with other moondragon cards giving danger sense, and villain deck full of twists it was easy to trigger it for the win.",
,,3,(+9),9,Swagolas,41,38,79,1st,Yes (5.5),6th,28 (4.5),1st,0 (5.5),3rd,2.821 (8),23.5,,3,17,0,1,5,8,1,1,0,16,Luke Cage Noir,Captain Marvel (MCU),I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"Great scheme, great Mastermind. A strong start to the torunament! Nothing special on my end, didn't really have time to strategize, I'm not expecting a good place in my pod, but I enjoyed the first game.",
,,4,(+8),8,Jmaster1324,46,33,79,1st,Yes (5.5),8th,29 (3),1st,0 (5.5),4th,2.724 (7),21,,13,12,0,0,7,6,2,1,0,16,Psi-Lord,Fantastic Four United,Fantastic Four United,Psi-Lord,First attempt,5,That one was really fun. It felt like a really detailed focus between Noir and Future which fits in well with the time travel scheme. I had some pretty lucky games with a majority of my twists being near the bottom though the first game the twists spread evenly enough I barely had to think about the city. It really felt like a showcase on how well Psi-Lord and Brainstorm are as hero sets. With a little help from the first family and their Heralding friends. I even got to destroy a few city spaces though not enough for a GH win. (maybe next time) But all in all I think I taught the Prof a thing or two. Now does anyone know where I can find Card Counting 283 with Professors Remi and McCoy,
,,5,(+7),7,MrTince,22,33,55,1st,Yes (5.5),4th,26 (7),1st,0 (5.5),8th,2.115 (3),21,,11,2,0,4,2,5,4,1,0,16,Iron Man Noir,Psi-Lord,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Always fun when the hq options change so much.,
,,6,(+6),6,Canis3590 & Mamabird,24,22,46,1st,Yes (5.5),2nd,22 (8.5),1st,0 (5.5),10th,2.091 (1),20.5,,2,5,0,4,4,9,3,1,0,21,Black Panther (MCU),Doctor Strange (MCU),Black Panther (MCU),Doctor Strange (MCU),First attempt,5,"got real lucky on only seeing one strike, always a bummer his villain group doesnt capture hidden witnesses. fast game, hopefully thats good luck for the rest of the tourny :)",
,,7,(+5),5,avataristche,29,45,74,1st,Yes (5.5),6th,28 (4.5),1st,0 (5.5),7th,2.643 (4),19.5,,16,13,0,2,3,5,5,0,0,15,Nebula,Iron Man Noir,I did not make a second attempt.,I did not make a second attempt.,First attempt,1,"I don't have space for such setups, and it wouldn't be fun even if i had.",
,,8,(+4),4,Drewfusmcge,34,52,86,1st,Yes (5.5),9th,32 (2),1st,0 (5.5),5th,2.688 (6),19,,18,21,0,0,2,5,4,1,0,12,Nova (Avengers),Quasar,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Pretty fun! My first Legendary game in about six months I think so I'm happy to pull out a win. Could have won about seven turns sooner but wanted to farm as much VP as possible from bystanders and villains. Not sure if that was the right call but I had a good time regardless. Got to summon Galactus which is always a good time! Destroying city spaces in two timelines was interesting for sure. GG,
,,9,(+3),3,jgoodnough,36,21,57,1st,Yes (5.5),5th,27 (6),1st,0 (5.5),9th,2.111 (2),19,,15,8,0,3,5,6,3,0,0,17,Black Panther (MCU),Fantastic Four United,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Very Fun game,
,,10,(+2),2,Lasombra81,65,28,93,1st,Yes (5.5),10th,35 (1),1st,0 (5.5),6th,2.657 (5),17,,37,18,0,0,3,2,4,0,0,9,Black Panther (MCU),Captain Mar-Vell,Black Panther (MCU),Captain Mar-Vell,First attempt,4,N/A,
,,11,(+1),1,Dre 2 point 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
9,Sticks and Resurrection Stones Will Never Hurt Me,1,(+11),11,the.melkman. & Snapcity57,47,39,86,1st,Yes (6.5),3rd,26 (8),1st,0 (9.5),1st,3.308 (10),34,,8,2,9,4,2,7,1,0,0,14,Sabretooth,Dr. Octopus,Sabretooth,Dr. Octopus,First attempt,2,Why are there stones in the melk?,
,,2,(+10),10,Doomfollow,26,36,62,1st,Yes (6.5),1st,23 (9.5),1st,0 (9.5),4th,2.696 (7),32.5,,10,7,5,3,2,11,4,0,0,20,Scarlet Witch,Gamora,Black Widow (S.H.I.E.L.D.),Yelena Belova,First attempt,2,"Didn't too very good, but at least did better than the second attempt (which I lost by like turn 12...)",
,,3,(+9),9,owen_meany & owen's better half,62,24,86,1st,Yes (6.5),5th,31 (6),3rd,2 (7.5),2nd,2.774 (9),29,,38,5,3,0,3,4,1,1,0,9,Drax the Destroyer,Rocket Raccoon,Groot,Rocket Raccoon,First attempt,4,"Really enjoyed playing Indestructible Man. Was lucky to get Starlords Artifact cards out early which to helped take out some big enemies later. Playing Villains setup was great too as Madam Hydra and New Recruits are much better than normal Shield Officers. Once I figured out strategy played with Groot second game and Rocket was MVP (specifically his card that gives shards for Ambush effects). Unfortunately, worse luck second game so sticking with first.",
,,4,(+8),8,aitmanga,49,34,83,1st,Yes (6.5),4th,30 (7),5th,3 (5.5),3rd,2.767 (8),27,,15,7,9,2,2,6,0,0,0,10,Hellcat,Drax the Destroyer,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"Multiple man thinned those decks faster than Quicksilver trying to KO one card! I loved the class synergy with all three of the preselects, the fact that by the middle of the game, every time I needed a class to be revealed or triggered I didn't even need to worry about it.",
,,5,(+7),7,zoratok,47,36,83,1st,Yes (6.5),6th,33 (4.5),5th,3 (5.5),5th,2.515 (6),22.5,,11,2,13,0,1,6,1,0,0,8,Red Guardian,Hellcat,Red Guardian,Hellcat,Second attempt,4,Dark Avengers is one of my favorite villain groups. Great card art and pack a punch. I was overrun by adversaries in early game and lost 2 elite assassins. Made the game take much longer than hoped for. Tried to use Hellcat to dig through the adversary deck.,
,,6,(+6),6,coldvein & raja,12,30,42,1st,Yes (6.5),1st,23 (9.5),7th,4 (3.5),8th,1.826 (3),22.5,,18,6,3,2,1,11,4,0,0,18,Red Guardian,Rocket Raccoon,Red Guardian,Rocket Raccoon,Second attempt,4,Good challenge.  Liked playing with Villains again.,
,,7,(+5),5,Scootsmagoots86,66,7,73,1st,Yes (6.5),8th,34 (3),3rd,2 (7.5),6th,2.147 (5),22,,59,6,3,0,1,6,0,0,0,7,Darkhawk,Speed,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"If I had more time I would play this one again. I really enjoyed mixing Mystique, speed and Ronin together. I was able to use multiple man to get rid of most of my starting cards for player 1 which let me have a small and power deck. The combo of Speed's Race to the Rescue with Hyperspeed and dodge cards allowed me to draw a bunch of strong cards to clear the city of villains quickly. My second player hand wasnt great. I tried to build a star lord and dark hawk deck and really dark hawk was the best part of it but I couldnt get rid of my 0 cost cards so my deck was flooded with poor cards. Anyway - great game!",
,,8,(+4),4,Citizen51,61,2,63,1st,Yes (6.5),6th,33 (4.5),7th,4 (3.5),7th,1.909 (4),18.5,,59,12,2,0,2,7,0,0,0,9,Ultron,Dr. Octopus,Ultron,Dr. Octopus,Second attempt,3,"Brutal. I only survived due to lucky shuffles every time Elite Assassins went back into the deck in the second half of the game. Lot of early escapes and a super full city. My tech deck for P2 did not take off like I hoped. Not a huge fan of Last Stand or Dark Memories, but I think my instinct to avoid multiple hero colors in order to keep DM low when DM heroes were available was the wrong choice. Leaning into heroes that make your Dark Memories even stronger would have probably ended up better.",
,,9,(+3),3,SilverFirePrime,9,9,18,9th,No (1.5),9th,33 (2),9th,6 (1.5),9th,0.545 (2),7,,0,2,0,1,2,7,2,0,0,12,Juggernaut,Groot,Juggernaut,Groot,First attempt,1,Almost ten years playing Legendary.  Well over 400 plays.  That was by far the most diabolical setup I have ever encountered.,
,,10,(+2),2,SharkNate-O & onthegeniusofsamrockwell,7,3,10,9th,No (1.5),10th,20 (1),9th,6 (1.5),10th,0.5 (1),5,,4,0,3,1,2,6,4,1,0,14,Photon,Ultron,Photon,Ultron,Second attempt,1,"This setup was EXTREMELY rough. Unfortunately we forgot to record our first game, which really wasn't much better but we at least won, so we were forced to submit the second game, which was VERY bad! The wounds were too overwhelming and were practically impossible to deal with. We drowned almost immediately. I think the setup was too aggressive and needed a way to deal with the wounds (i.e. instead of Multiple Man, use a henchmen that can KO wounds).",
,,11,(+1),1,Thebombisme,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
10,Vampires Put My Account in the Omega Red,1,(+10),10,david-h11,29,34,63,1st,Yes (5.5),1st,22 (10),1st,0 (7),1st,2.864 (10),32.5,,5,1,0,3,5,7,8,1,0,24,Bishop,Iceman,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"I couldn’t think of anything to synergise particularly well so went for old reliable Ice man & Bishop. Had a range ramp deck that had 30 attack in a turn and more or less won the game for me. Fun set up, first time playing with weapon X and really enjoyed it",
,,2,(+9),9,waxbottle & mrs. waxbottle,44,21,65,1st,Yes (5.5),2nd,23 (9),1st,0 (7),2nd,2.826 (9),30.5,,23,1,0,3,7,6,10,1,0,27,Iceman,Caiera,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,Iceman and Fantomex comboed nicely.  We bought the big Iceman card early which helped prevent a wound or two.  We got lucky with not drawing too many schemes.  We prioritized hitting the mastermind over clearing out the blood bank.,
,,3,(+8),8,ItStartsWith1,37,34,71,1st,Yes (5.5),3rd,26 (7),1st,0 (7),3rd,2.731 (7.5),27,,3,3,0,2,2,7,8,0,0,19,Bishop,Iron Fist,Bishop,Iron Fist,Second attempt,4,"Both games honestly went great. I was able to improve on my second attempt! Really fun game. The synergy between Fantom X and Iron Fist was as good as I was hoping, if not better. Both decks built around it while everyone else pitched in. A very fortunate early VD helped me build without much pressure. Able to recruit 3 rares, including “Living Weapon.” Then I was able to put togetheer some great hands, peaking at Weapon X sequence of 6. OR’s last tactic actually helped me to finish him off by drawing me a card, which was one more “Wield the Iron Fist,” (which honestly usually punches above it’s weight regardless of the hero deck, but was especially powerful here), gave me enough to hit him a second time with the Final Blow.",
,,4,(+7),7,JB007,27,44,71,1st,Yes (5.5),3rd,26 (7),1st,0 (7),3rd,2.731 (7.5),27,,17,4,0,2,6,6,8,0,0,22,Bishop,Iceman,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Great game! Iceman and bishop are just so good and with Fantomex I was able to get a lot of nice x sequences and trigger KO from bishops common. Each side had only 3 starters left in their deck by the end!,
,,5,(+6),6,eventhorizon0121,29,34,63,1st,Yes (5.5),3rd,26 (7),1st,0 (7),7th,2.423 (4),23.5,,5,2,0,4,5,8,6,1,6,30,Elektra,Iron Fist,Elektra,Iron Fist,Second attempt,4,"Iron Fist was a great complement to Fantomex. Elektra wasn't as helpful as anticipated. This was our first time playing against Omega Red and our concerns about the inability to efficiently KO Wounds ended up not being as bad as we though. We lost our first one due to clumped, early STs but we were on the path to victory otherwise with that attempt.",
,,6,(+5),5,PragmaticSquid,53,41,94,1st,Yes (5.5),8th,35 (3),8th,1 (2),5th,2.686 (6),16.5,,12,3,0,1,3,2,3,0,0,9,"Blade, Daywalker",Colossus,"Blade, Daywalker",Colossus,Second attempt,4,Used Blade to keep moving Villains out of the Blood Bank so I didn't have to worry about the scheme twists as much. Colossus helped block some wounds. Great setup - Omega Red is a great MasterMind,
,,7,(+4),4,energythief,44,42,86,1st,Yes (5.5),7th,34 (4),8th,1 (2),6th,2.529 (5),16.5,,2,12,0,2,2,4,3,0,0,11,Hiroim,Korg,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,Very tough! Hiroim did big work this game.,
,,8,(+3),3,FlashSpider-man,63,34,97,1st,Yes (5.5),10th,43 (1),1st,0 (7),9th,2.256 (2),15.5,,29,4,0,0,0,0,0,0,0,0,Blade,Domino,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"I'm low on time this week so I was prob rushing a bit too much. I love Fantomex. He's so fun. P1 scaled off Fantomex, and got a bit unlucky at first but turned it around. And Blade's rare is kinda nuts, w/ two sets of henchmen (even w/ the blood frenzy). The setup and playing around the blood bank felt really fun, especially w/ things like haunts and Blade to manipulate the city with. Barely won, I dealt the final blow on the last possible turn. Fun game",
,,9,(+2),2,Bikk_Bikk,26,56,82,1st,Yes (5.5),9th,37 (2),1st,0 (7),10th,2.216 (1),15.5,,30,4,0,2,5,1,2,0,0,10,"Skaar, Son of Hulk",Weapon H,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"I really wanted to try and make Skaar work. Knowing Omega Red makes wounds difficult I thought he would come in handy. But even in this setup, I didn't manage to create that much damage with him. Weapon H (his intended partner) carried more for player one. 
Player 2 carried the game, though. Gaining three rares, including Jessica Jones' which allowed payer two to bury twists, was crucial. Stars of the players were Fantomex and Weapon H!

For me it was the first time using in full game capacity Weapon H, Skaar, and Jessica Jones (Heroes) , Circus of Crime (Henchmen), Sire Vampires (Scheme), and Omega Red (MM).

Thanks!",
,,10,(+1),1,Bn322,48,21,69,1st,Yes (5.5),6th,29 (5),8th,1 (2),8th,2.379 (3),15.5,,27,2,0,3,6,5,6,0,0,20,Forge,Marrow,Forge,Marrow,Second attempt,3,An early BFG and solid Weapon X sequence definitely helped.,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Council of Copycat Carnage,1,(+11),11,3141592ab,22,30,52,1st,Yes (5.5),2nd,20 (9),1st,0 (6.5),2nd,2.6 (9),30,,8,3,0,3,4,10,3,1,0,21,Amadeus Cho,She-Hulk,Amadeus Cho,She-Hulk,First attempt,5,"First game went smoothly with amadeus complimenting Moon Knight and she-hulk and Joe fixit getting a recruit engine going. Some early twists made the early game slow but once things got going I was able to wrap up the mastermind quickly.

Second game was looking good with early rares from Joe and she-hulk but one hand had to take some early gamora which just pumped up villains in the city for little benefit. Still a win but took 7 extra turns to do it.",
,,2,(+10),10,Minos_Griffin & Phryne,21,36,57,1st,Yes (5.5),3rd,22 (8),1st,0 (6.5),3rd,2.591 (8),28,,15,4,0,2,4,7,6,0,0,19,Amadeus Cho,Star-Lord,Amadeus Cho,Star-Lord,First attempt,4,"Really fun MM and scheme combination. Allows you to choose multiple strategies, that made it more challenging but fun to play.",
,,3,(+9),9,WingedCrusader,34,18,52,1st,Yes (5.5),1st,19 (10),9th,1 (1.5),1st,2.737 (10),27,,16,3,1,2,7,8,5,0,0,22,"Miek, the Unhived",She-Hulk,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"We popped off, won big time, moon knight rare, and then two miek uncommons, with all the feasting that deck got really thin really fast so the city was p clear",
,,4,(+8),8,Dashburn_,40,38,78,1st,Yes (5.5),7th,33 (3.5),1st,0 (6.5),4th,2.364 (7),22.5,,2,4,13,1,2,2,3,0,0,8,Deathlok,Mockingbird,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Fun setup with it never feeling overwhelming,
,,5,(+7),7,jorisc3213,32,16,48,1st,Yes (5.5),4th,26 (7),1st,0 (6.5),8th,1.846 (3),22,,16,1,0,1,3,7,3,1,0,15,Mockingbird,Star-Lord,Mockingbird,Groot,Second attempt,4,"Star Lord didn't do much in the first game, but Groot made everything better in the second",
,,6,(+6),6,MaNemJeff,44,42,86,1st,Yes (5.5),9th,39 (2),1st,0 (6.5),5th,2.205 (6),20,,2,4,2,0,0,0,0,0,0,0,Caiera,Deathlok,Caiera,Deathlok,First attempt,3,Stepped in for Jeff....glad I got the win but sorry about the turns it took! - Rey,
,,7,(+5),5,VenomousDisease,26,23,49,1st,Yes (5.5),5th,27 (6),1st,0 (6.5),9th,1.815 (2),20,,3,3,0,0,3,8,3,0,0,14,Rocket Raccoon,She-Hulk,Rocket Raccoon,She-Hulk,First attempt,4,"Game was fun, first round decks got to be played how he wanted with a nice Guardian of the Galaxy synergy with She-Hulk and Joe Fixit together. 

Game 2 had a bad scheme twist break but it happens and She-Hulk didn't want to come and play.",
,,8,(+4),4,AntDude,49,21,70,1st,Yes (5.5),7th,33 (3.5),1st,0 (6.5),7th,2.121 (4),19.5,,28,2,1,1,1,3,1,1,0,7,Amadeus Cho,"No-Name, Brood Queen",Amadeus Cho,"No-Name, Brood Queen",Second attempt,3,"Clone Saga is not my favorite scheme, and discarding down to three cards nearly all the time (despite trying to recruit plenty of repeats) dragged out this game. Leaned into WWH heroes for my picks because I was excited to have this set for the tournament, but maybe I should have leaned into some more shard heavy heroes.",
,,9,(+3),3,Sean (McP),27,17,44,1st,Yes (5.5),6th,28 (5),1st,0 (6.5),10th,1.571 (1),18,,10,3,0,0,4,5,3,1,0,13,Korg,She-Hulk,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Thanks!  Had fun.,
,,10,(+2),2,BigDongWilliam,56,31,87,1st,Yes (5.5),10th,41 (1),9th,1 (1.5),6th,2.122 (5),13,,25,3,16,0,0,1,0,0,0,1,Deathlok,Mockingbird,Deathlok,Mockingbird,First attempt,5,S.H.I.E.L.D is one of my favorite sets to use and I always think they make for a great game.,
,,11,(+1),1,diasXmatthew,-,-,-,-,-,-,-,--,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
12,You Must Capture Additional Bystanders,1,(+10),10,Tex-pa,6,62,68,1st,Yes (5),1st,16 (9),2nd,1 (7.5),1st,4.25 (9),30.5,,56,17,0,3,5,5,6,0,10,29,Angel,Elektra,Angel,Hawkeye,First attempt,4,Team 2 got a bystander engine quickly with help from Angel's card drawing mechanics and overrun the Mastermind with two huge rounds. Team 1 just got Spiderman and Elektra cards out of the way.,
,,2,(+9),9,Snash108,61,8,69,1st,Yes (5),2nd,19 (7.5),1st,0 (9),3rd,3.632 (7),28.5,,53,24,0,3,6,12,4,0,8,33,Deadpool (Unaffiliated),Storm,Deadpool (Unaffiliated),Storm,Second attempt,5,"Due to an early pickup of Jean Greys uncommon, and some Black Widow, hand 1 drew their deck practically every turn!! Hit Mister Sinister 4 times in a single turn!!",
,,3,(+8),8,Babybreloom,19,71,90,1st,Yes (5),6th,24 (4),4th,2 (5.5),2nd,3.75 (8),22.5,,52,39,0,2,5,9,5,0,8,29,Gambit,Bishop,Gambit,Bishop,Second attempt,3,"Always love a Spider-Man game, always love a Widow game. In G2 I got all 3 of Spider-Man's uncommons which generated a ton of bystanders but very little attack power until BW's trump card came through. I kind of regret bringing Bishop; I didn't use any of his KO power and he failed to boost anything. If I'd had more time I probably would have chosen a different hero (maybe Storm?) for game 2, but I guess this worked out fine.",
,,4,(+7),7,tuba2k7 & aliayc22,18,41,59,1st,Yes (5),2nd,19 (7.5),4th,2 (5.5),6th,3.105 (4),22,,23,17,0,3,5,9,7,2,8,34,Bishop,Forge,Bishop,Forge,First attempt,4,"We just had villains escape too early, but we control the game very easily after we had some synchrony going. Fun round.",
