Pod,Setup,Rank,Points Earned,Total Points,Name(s),"Victory
Pile 1","Victory
Pile 2","Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Difference,Bystanders Rescued,Cards Undercover,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Level,Comments,Results Of Week:
,,4,(+7),7,Grey Warden,30,54,84,1st,Yes (6.5),2nd,24 (8),1st,0 (6.5),4th,3.5 (7),28,,24,9,0,4,2,5,4,1,0,16,Bruce Banner,Princess Shuri,Bruce Banner,Princess Shuri,Second attempt,5,"My first game, I scored more points because all of Wasteland Hulks tactics came in, but I took longer. On my second game, I was able to take him out before the second twist and the speed made up for the points with still having a higher ppt. Originally I had one escape on game 2 and I was really worried but my final Tactic from king hulk put it back into the city. Super fun games",
,,5,(+6),6,Pervavita & Catswiftie,52,44,96,1st,Yes (6.5),6th,28 (5),1st,0 (6.5),5th,3.429 (6),24,,8,5,0,1,2,4,3,1,0,11,Bruce Banner,Princess Shuri,Bruce Banner,Princess Shuri,Second attempt,5,"Hulk Smash!
First game got hit by fast Scheme twist for a fast loss.
Game 2 had a good balance of heroes for both decks to manage the city and beat down the MM’s. Even with the stress of one more scheme and losing we debated the risk of taking another turn to clear the city as both had the attack to finish the game. We opted not to risk it.
",
,,6,(+5),5,Tozar,54,23,77,1st,Yes (6.5),5th,27 (6),1st,0 (6.5),7th,2.852 (4),23,,31,8,0,2,2,5,5,0,0,14,General Okoye,King Black Panther,General Okoye,King Black Panther,Second attempt,5,"In the attempt I didn't use (1st), had four twists flip in like the first 6 or 7 turns.  Made for a very long slog.  Especially since I didn't want to have to final strike Wasteland Hulk as he would have been a 19.  In the game I recorded (2nd), the opposite happened, I was able to defeat Wasteland Hulk before the second twist flipped.  So definitely some swing with the luck.  Was a very fun setup — the Dark Alliance Scheme with two Hulk MMs.

I haven't played much with Ambush Heroes in awhile.  I kept forgetting to recruit before fighting to take advantage of potential ambush bonuses :(.

At the end of the day, in the second game, Attune Tectonic Transducer, Hulkbuster Iron Man did a lot of good work.  Was able to get three early copies into player one's deck.  That Outwit: Smash 2 for 4 Attack really did great for getting early hits on the MMs.",
,,7,(+4),4,owen_meany,56,23,79,1st,Yes (6.5),7th,31 (4),9th,2 (1.5),8th,2.548 (3),15,,33,8,0,2,4,6,1,1,0,14,Lady Thor,Namora,Lady Thor,Darkhawk,Second attempt,4,"Fun setup by like most timer schemes, luck played a part. First attempt, we saw most of the twists and strikes in first half of villain deck which meant it was going to be all but impossible to win in time. Second attempt, knocked out second mastermind before he could do any damage.",
,,8,(+3),3,thablackknight1,26,72,98,9th,No (1.5),10th,32 (1),1st,0 (6.5),6th,3.063 (5),14,,46,8,0,0,1,1,1,0,0,3,Apocalyptic Kitty Pryde,Darkhawk,Apocalyptic Kitty Pryde,Darkhawk,Second attempt,4,Double MM with final blow rules was tough. Got good synergy going but has a bad swing of strikes and schemes to start. The fight instead of kill on the KL cards was brutal too but fun overall,
,,9,(+2),2,fredo_ud,28,56,84,1st,Yes (6.5),8th,36 (3),9th,2 (1.5),9th,2.333 (2),13,,28,8,0,0,1,2,2,0,0,5,General Okoye,Black Panther,General Okoye,Black Panther,Second attempt,4,Had a ton of fun thank you!,
,,10,(+1),1,Freeclint,49,33,82,9th,No (1.5),9th,40 (2),1st,0 (6.5),10th,2.05 (1),11,,16,0,0,0,1,0,0,0,0,1,Apocalyptic Kitty Pryde,Old Man Logan,Apocalyptic Kitty Pryde,Old Man Logan,Second attempt,4,"Great setup!  My first attempt was schemed out real fast, 5 in the first ten cards and the decks never got rolling.  In my second attempt, I picked up some rare's and was able to strike the masterminds but lost control of the city early.  I needed two more turns to take down the final strike on the Hulk Bros, just didn't come together fast enough.  ",
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Tiny Doom Adventures,1,(+10),10,piplup1112111,39,47,86,1st,Yes (5),2nd,27 (7),1st,0 (6),1st,3.185 (9),27,,8,7,10,3,6,5,4,0,0,18,"Scott Lang, Cat Burgler",Ghost Rider 2099,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Got early KO thinning player 2's hand a lot making the yellow jacket just to doom and co.,
,,2,(+9),9,DRobb & ShadowOfTheBat,34,21,55,1st,Yes (5),1st,19 (9),1st,0 (6),3rd,2.895 (7),27,,13,3,2,2,7,9,7,0,0,25,Wasp (MCU),Ghost Rider 2099,Wasp (MCU),Heralds of Galactus,Second attempt,5,The Heroes assigned to the Pod was really good against the Mastermind.  Understanding attacking the Mastermind without a deck or few cards in it helped a lot,
,,3,(+8),8,Adrian Miller,27,49,76,1st,Yes (5),2nd,27 (7),1st,0 (6),4th,2.815 (6),24,,22,2,9,3,5,6,3,0,0,17,Wasp (MCU),Freedom Fighters,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Love the newer sets.,
,,4,(+7),7,JParnell,37,50,87,1st,Yes (5),7th,29 (2.5),1st,0 (6),2nd,3 (8),21.5,,13,4,13,3,4,4,5,1,0,17,Wasp (MCU),Ghost Rider 2099,Wasp (MCU),Ghost Rider 2099,Second attempt,5,"Great Mastermind, group of Heroes, and Villains. Everything worked together so well while still providing resistance in the face of a bunch of Tech and Ranged Heroes! No single MVP- every Hero provided some help throughout the game.",
,,5,(+6),6,caseystahl1125,35,31,66,1st,Yes (5),5th,28 (4.5),1st,0 (6),6th,2.357 (4),19.5,,4,3,0,2,4,7,2,0,0,15,Fantastic Four United,Heralds of Galactus,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,I've never played these cards yet from my collection. I decided to go thematic hero mash-up with Fantastic Four/Doom/Heralds of Galctus. Good match,
,,6,(+5),5,ggyppt,40,14,54,1st,Yes (5),2nd,27 (7),1st,0 (6),9th,2 (1),19,,26,1,2,2,3,8,3,1,0,17,Wasp (MCU),Jentorra,Wasp (MCU),Jentorra,Second attempt,4,"My first run was a trainwreck Beagle draw where after my first 2 turns, my entire shop was 6 cost or higher and I just got overrun. Second run went a lot better, especially as a good brainstorm turn got me Hope Returns, which lead to churning through Hank everytime it was drawn",
,,7,(+4),4,Cglied,27,47,74,1st,Yes (5),7th,29 (2.5),1st,0 (6),5th,2.552 (5),18.5,,20,5,5,4,4,6,2,0,0,16,Cassie Lang,Star-Lord T'Challa,Cassie Lang,Star-Lord T'Challa,First attempt,5,"Really enjoyed the setup. First game was kind of lucky in that the ambush scheme never came out. I was also able to sidestep some of ambush wounds.I ramped up Dr. Doom quickly to make short work of Hank Pym, including going for broke on the final blow. Second game was a complete mess. Couldn't get out of my own way, grabbing pretty much every wound available which led to way too many dead hands and couldn't recruit any of the stolen tech.",
,,8,(+3),3,jiggliestpuff,47,12,59,1st,Yes (5),5th,28 (4.5),8th,1 (2),8th,2.107 (2),13.5,,35,4,8,2,3,9,0,0,0,14,Wasp (MCU),Psi-Lord,Wasp (MCU),Fantastic Four United,Second attempt,4,"Got totally wrecked in the first round, Psi-Lord was not useful and I got locked in with 6-recruit heroes in the HQ early on, but not enough actual villains to escape and free things up for a whlie. Round two was the opposite with getting very lucky with ranged cards and having the rares of Doom 2099, FF United and Wasp all at once. Between sending cards undercover, Human Torch removing wounds, and the ambush scheme giving me a chance to take out more henchman to thin the deck, the P1 hand was able to take down Hank fairly easily.",
,,9,(+2),2,DrPolygon,50,22,72,1st,Yes (5),9th,31 (1),9th,2 (1),7th,2.323 (3),10,,28,5,7,4,4,5,5,0,0,18,Wasp (MCU),Fantastic Four United,Wasp (MCU),Fantastic Four United,Second attempt,4,Too much fun. Thank you for the thoughtful setup!,
,,10,(+1),1,RangerBumble & Threehandluke,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,The Show of Horrors,1,(+11),11,WarpedPoodle,37,29,66,1st,Yes (8),2nd,22 (10),1st,0 (6),1st,3 (10.5),34.5,,8,6,0,1,1,3,2,0,0,7,Clea,Photon,Clea,Photon,First attempt,4,"I was quite apprehensive about playing with Horrors because they are so varied.  In the end this made the game more fun!  Early in the game, on turn 5 I got the horror, Legions Upon Legions which says, “Whenever you play a Henchman Villain from the Villian Deck, play another card from the Villian Deck.” Of course, soon THE BROOD swarmed out and filled up the city. Scarlet Witch’s card HEX BOLT allows to play a copy of a card from the top of a player’s deck, this did a lot of work for me.  Having villains haunt heroes in the HQ enabled me to get high value heroes by removing the haunt with attack when I would not have been able to afford them with recruit.  The Wong card, SEARING SHARDS OF SUNLIGHT worked well, regularly producing 4 attack from a card worth only 4 recruit.  I found ZARATHOS to be fairly weak, he helped me recruit ultimate heroes buy haunting them!  THE BROOD are just scary, did anyone finish off all 10 of these?   Clea and Proton were a perfect fit for this scenario. Overall, a very interesting setup.  Looking forward to the next one.",
,,2,(+10),10,ChuckBauer,47,22,69,1st,Yes (8),3rd,23 (9),1st,0 (6),1st,3 (10.5),33.5,,25,5,0,2,4,6,2,0,0,14,Havok,Hellcat,Havok,Hellcat,First attempt,4,"Ranged(Berserk) deck versus draw deck! Went pretty smoothly, even with the first horror reducing my hand size!!",
,,3,(+9),9,elongatedman7212,28,25,53,1st,Yes (8),1st,20 (11),1st,0 (6),4th,2.65 (8),33,,3,6,0,5,3,4,3,0,0,15,"Ancient One, The",Werewolf by Night,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Fun setup! First time playing w/ Haunt was fun. Last turn I sacrificed 3 VP to get the final blow on Zarathos, hope that was the right call!",
,,4,(+8),8,Bronson & Lighthouse,47,20,67,1st,Yes (8),4th,25 (8),1st,0 (6),3rd,2.68 (9),31,,27,8,0,2,2,6,2,1,0,13,"Blade, Daywalker",X-23,"Blade, Daywalker",X-23,Second attempt,4,"We got rocked by the horrors - our first was that every future scheme twist also triggered a master strike... second was draw a 2nd random mastermind (and then get to do 2 master strikes), and third was add another scheme twist to the deck (hence we had a weird number of turns vs. cards left). However, Zarathos was all talk no walk - and just focusing on strength vs. recruit was able to keep the game in hand. Despite thinking the horrors were going to make this an impossible setup, it was actually a lot of fun, kudos.",
,,5,(+7),7,bamlinden,9,55,64,1st,Yes (8),5th,26 (7),1st,0 (6),7th,2.462 (5),26,,46,4,0,1,1,5,4,0,0,11,"Blade, Daywalker",Elsa Bloodstone (Marvel Knights),"Blade, Daywalker",Elsa Bloodstone (Marvel Knights),Second attempt,5,First attempt was viciously fun. Horrors and traps and haunts left me scrambling. Second attempt was a strong one for me...haunted rares = great power. Felt like I chose the right heroes. Really enjoyed this setup.,
,,6,(+6),6,Babybreloom,33,44,77,1st,Yes (8),7th,31 (5),1st,0 (6),6th,2.484 (6),25,,11,6,0,1,1,0,1,1,0,4,Havok,Photon,Havok,Photon,Second attempt,4,"First game was a disaster--my first scheme twist came up on turn 1 and dropped our hand size to 5. Then I got two that played extra cards from the villain deck (when Henchmen and twists dropped.) Even so, I still fought Zarathos three times the first round. Round 2 went better, though, w ith both sides gathering big power! Dr. strange paired nicely with Wong on one side, and Photon and Havok did some crazy joint work together on the other. One of my favorite pairs I think I've ever put together in this tournament--I'll definitely do that again! I had two traps go off on me, but thankfully they aren't escaped villains. The first one did end up playing two extra Villains IMMEDIATELY, though. I was really feeling it then!",
,,7,(+5),5,evilspacecow,40,27,67,1st,Yes (8),6th,28 (6),1st,0 (6),8th,2.393 (4),24,,13,8,0,1,1,1,2,0,0,5,Clea,The Vishanti,Clea,The Vishanti,Second attempt,3,"Setup was challenging and fun.  Never played anyone with Haunt so that was fun to see.  The horrors definitely could completely change the game and bad luck could completely ruin it.

First attempt had a 8 cost card get haunted by mastermind and then 5th round got the horro making hand size 5. Reduced hand size made it difficult to do damage to get rid of haunt and also hit quickly before a master strike made him haunt again.

Overall fun though, definitely had to focus on damage to get rid of haunts and broods and mastermind.",
,,8,(+4),4,CK,42,22,64,8th,No (2.5),10th,25 (2),1st,0 (6),5th,2.56 (7),17.5,,20,8,0,1,0,3,0,0,0,4,Banshee,Psylocke,Banshee,Psylocke,Second attempt,3,"This game had it all. Maybe a bit too much. I haven't played a Horror game in a long time, and they really took their toll on my two attempts. Those damn draw another VD card Horrors. I decided to try to have one hand do piercing energy and the other hand go regular attack. Game 1 ended with zero hits on the mastermind, but Scarlet Witch's ultimate almost saved the second game by really beefing up my attack hand. The piercing energy hand was good for keeping the city clear with the Brood and Blood Frenzy villains. I got the mastermind down to the final blow, but wasn't quite lucky enough to avoid the last Twist.",
,,9,(+3),3,brentmcampbell,44,17,61,8th,No (2.5),9th,30 (3),1st,0 (6),10th,2.033 (2),13.5,,27,7,1,0,0,0,0,0,0,0,Morbius,Doctor Voodoo,Morbius,Banshee,First attempt,1,The low fun rating is a bit of a bummer. I think this setup is really intelligently designed. And there were so many things to account for with Hero picks. BUT... the combination of the Scheme and the variability of the Horrors leads to a more unpredictable game than I care for.,
,,10,(+2),2,Davemesserly,24,30,54,8th,No (2.5),8th,35 (4),1st,0 (6),11th,1.543 (1),13.5,,6,9,0,0,0,2,2,0,0,4,"Blade, Daywalker",Darkhawk,"Blade, Daywalker",Darkhawk,Second attempt,4,"Never played this MM before, got my butt kicked twice!",
,,11,(+1),1,Buya & DSCern,26,26,52,8th,No (2.5),11th,24 (1),1st,0 (6),9th,2.167 (3),12.5,,0,6,0,1,0,2,3,0,0,6,Doctor Voodoo,Photon,Doctor Voodoo,The Vishanti,Second attempt,4,"We expected some RNG on this one, but we kept getting the Horrors that sped the game up too fast for us to get the win in time. We just ran out of time in this setup - a few more turns we would've had the victory but alas, that's the way the cookie crumbles!",
,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Who Wears White To Someone Else's Wedding?,1,(+10),10,MicroDisney0505,52,24,76,1st,Yes (5),1st,17 (9),1st,0 (5),1st,4.471 (9),28,,28,15,1,3,6,9,6,1,0,25,Phoenix,Psylocke,Phoenix,Psylocke,Second attempt,5,"On turn 4 I got Psylocke’s rare thanks to Polaris. This made recruiting cards easy. Ended up getting 2 rares for free this way (ended up giving them to the other side). Thanks to all the ko ability only 3 greys were on both sides by the end of the game. Selene had over 20 attack, piercing energy made quick work of that.
This game went better than all of the test runs I did in making this setup.",
,,2,(+9),9,Gideon Wyatt & Mrs. Gideon Wyatt,33,46,79,1st,Yes (5),2nd,21 (8),1st,0 (5),2nd,3.762 (8),26,,13,8,0,4,7,6,2,1,0,20,Banshee,Karnak,Banshee,Karnak,First attempt,5,Managed to get Banshee's rare on turn 8 after it started in the HQ. That made the whole game so simple. My wife took the PE and I focused on the Inhumans. She was racing to get rid of all her greys as fast as possible to get all the PE in the world. Turn 18 she double PE'd the MM and cleaned the city with her attack. Fun set up.,
,,3,(+8),8,Justitiana,23,53,76,1st,Yes (5),3rd,24 (6.5),1st,0 (5),3rd,3.167 (7),23.5,,30,2,0,2,6,6,2,0,0,16,Colossus & Wolverine,Sunspot,Colossus & Wolverine,Sunspot,First attempt,4,"First of all, I was very late this week with my attempts (the deadline is in 2-ish hours), I hope I will remember to have better time management skills for the coming weeks.

My first attempt went really well, at least that's what it felt like to me. Deck 2 managed to use Invisible Woman's Disappearing Act that it got pretty early effectively in combination with the KOs available from the Villain Deck to lose a lot of starters early on, and eventually all of them. That was a key strategy in getting to defeat Emma Frost. The first time she was defeated her +5 recruit also allowed Deck 2 to recruit Colossus & Wolverine's rare, which ended up to make the already strong deck even stronger. Deck 1 was laughably bad in my first attempt though. It could help out a little bit in the City and manage HQ to leave the better cards for Deck 2, but only 1 KO for almost the entirety of the game meant Deck 1 could never really help out in the Mastermind department.

Deckbuilding wise I ended up with mostly Sunspot and Colossus & Wolverine cards that did the heavy lifting. Cards that did help, but not directly for defeating anything, were Polaris's Soaring Flight recruit cards (not the rare). They helped me get 8-card turns consistently near the end, with the help of Disappearing Act's Covert symbol. I believe they also helped in KOing the starters a bit, although by then it wasn't an 8-card hand consistency yet. Medusa's cards only really got in the way, both in HQ and in hands. Mirage's card that countered the Master Strikes was never triggered, and I think they went mostly, if not entirely, to Deck 1. Deck 1 managed to get some Colossus & Wolverine cards too, but never got much going for it (I blame the starters for not getting KO'd).

In attempt 1 Selene was a sort of Mini-Mastermind, that got to 16 attack thanks to all the KO'd starters. In the final or penultimate turn (I don't remember) she eventually got defeated, although I didn't think it was likely she would be defeatable. The Diamond Form Tactic was my fourth pull and I think it might have been possible to get to win at 22 turns if would have been my third instead - probably lesser points total though, as I (Deck 2) was overpowered at the end, but nothing near God-like/infinite in strength.


For attempt 2 things went very differently. I felt I had a great start where I got really lucky to Berserk a 1-attack card with only a 1 in 7 chance that allowed me to defeat 2 Sapien Leagues in turn 3. Deck 1 got the Disappearing act from Scheme Twist 1 in that attempt and it was almost a mirrored experience in casae of Deck usefulness, reversed in the case that deck 2 never really got from the ground and Deck 1 had a chance to shine this time. However, it took a little longer to KO all starters this time and also different was that there were many more Scheme Twists, while also notthing was in the CIty. It even went so weirdly that even Twist 11 would not end the game in a loss... However, the lack of defeatable villains in the City made for very awkward turns in which only recruit was useful, as Emma Frost was still too strong but the CIty was devoid of any activity by villainous persons.

Fun level for both games was pretty decent, I was quite happy with my choice for Sunspot, even though it ended up not mattering (Sunspot's 4-cost can put grey heroes on the bottom of your deck to make Emma Frost weaker and get 2 bonus attack for it too), because I had KO'd all my starters, but with 1 deck only. The other deck greatly suffered from that and could only help out with HQ and CIty assistance, which was enough in this case. Colossus & Wolverine's Berserk was sometimes annoying, but at least it wasn't Hyperspeed level of frsutrating and crucial to get high attack late game turns in my case. The Combo between Sunspot's effect and Berserk with an empty deck could manage the most effective Berserks, similar to what putting a specific card on top of your deck could do (but those effects weren't there). I feel like Invisible Woman being at the Altar really made this setup very doable and enjoyable. Without enough KO and bad luck from Sapien Fight effects, this could be a very hard one to pull off and potentially cause many escapes as well. Wolfsbane felt much less useful in this setup, but if you had some other Hero that benefited from Moonlight (as opposed to my Sunspot's Sunlight preference),she might be much better.",
,,4,(+7),7,dontfeedthegreen,17,53,70,1st,Yes (5),3rd,24 (6.5),1st,0 (5),6th,2.917 (4),20.5,,36,0,0,2,3,5,7,2,0,19,Black Bolt (Inhumans),Karma,Black Bolt (Inhumans),Karma,Second attempt,4,"1st attempt took longer but got more VP. I neglected to get a copy of Unseen Rescue from the Wedding stack on the 2nd attempt, but it was a quicker, more ‘Headstrong’, game so I went with that one. Also, I took the Tempting Bargain (which affects turn count).",
,,5,(+6),6,Lycanknight_,25,51,76,1st,Yes (5),5th,26 (5),1st,0 (5),5th,2.923 (5),20,,26,1,0,1,3,5,3,2,0,14,Karnak,Karma,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"The hero combinations paired nicely, for the ranged characters and Karnak really was on another level along side medusa.",
,,6,(+5),5,dyn0mike27,49,36,85,1st,Yes (5),6th,27 (3),1st,0 (5),4th,3.148 (6),19,,13,8,0,1,5,3,7,0,0,16,Black Bolt (Inhumans),Longshot,Black Bolt (Inhumans),Longshot,Second attempt,4,"Tried not to overthink my hero choices and went with what I thought would be the best KO/hand management. Got way too greedy with KO’ing recruit in the first game which resulted in a loss despite snagging Polaris and Longshot's Rares. Rearranging the Wedding Stacks for the second game and managing to get 4 copies of Electromagnetic Pulse for one hit on Emma with some Piercing Energy put it over the topin the end though. Really fun setup! Managed to win the second game in one fewer turn than the first, which I lost with only the Final Blow left.",
,,7,(+4),4,Kb_Driven,39,38,77,1st,Yes (5),6th,27 (3),1st,0 (5),7th,2.852 (3),16,,1,1,0,4,3,3,6,1,0,17,Banshee,Psylocke,Banshee,Psylocke,Second attempt,5,"Second game started rough with 6 twists drawn by the 14th turn, but managed to stave off defeat and pierce Emma to oblivion.",
,,8,(+3),3,KelgatesKollections,43,26,69,1st,Yes (5),6th,27 (3),1st,0 (5),8th,2.556 (2),15,,17,2,0,1,4,5,5,1,0,16,Psylocke,Banshee,Psylocke,Banshee,First attempt,4,"Game 1 went about as well as I think it could have went at the start. Was able to hit Emma Frost on turns 12, 16 to get going to a quick start. However the Master Strikes and only having 5 piercing energy slowed it down to a turn 27. A bit slower than I expected but without the Piercing Energy, I was struggling to hit Emma so the lord giveth and the lord taketh away. MVP on the right hand was Medusa as she worked soo well together to constantly get the throne's favor and clean up the city though there were times where I could have hit Emma if I didn't draw a gray hero off one of her cards. Tough luck there.

Overall a decent first pod round and I'll see if I can rebound and keep striving through the weeks.",
,,9,(+2),2,jpilger,30,42,72,1st,Yes (5),9th,30 (1),1st,0 (5),9th,2.4 (1),12,,12,1,1,1,6,6,2,1,0,16,Banshee,Psylocke,Banshee,Psylocke,Second attempt,4,I'd never played this scheme before it was fun.  Good call having one of the wedding heroes be Invisible woman... but why not have her marry Reed?,
,,10,(+1),1,Doormatte,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Shrinking Electorate,1,(+11),11,Pizza (.gaxim) & Extra Cheese (Rolf101),23,45,68,1st,Yes (6),1st,23 (10.5),1st,0 (6.5),3rd,2.957 (9),32,,22,2,8,1,6,6,4,1,0,18,Ant Army,Iron Man,Ant Army,Iron Man,Second attempt,4,We made it a heavy black game. In one turn hit the mastermind three times from all the attack generated from other black cards played thanks to iron man. A lot of draw.,
,,2,(+10),10,Techfiend,56,22,78,1st,Yes (6),4th,25 (8),1st,0 (6.5),1st,3.12 (11),31.5,,34,5,4,2,5,5,5,2,0,19,Ant Army,Iron Man,Ant Army,Iron Man,Second attempt,5,"Size changing is my favorite keyword, and this pod played right into that strength. Focused on tech and size changing on the left side, while right side went instinct with Mystique and Hulk 2099. Both sides picked up Ant Army so I could donate cheap cards to the scheme. Oh, and we've elected the Ants for president over Darren Cross.",
,,3,(+9),9,R3DJ0N,41,23,64,1st,Yes (6),1st,23 (10.5),1st,0 (6.5),5th,2.783 (7),30,,18,6,6,2,9,5,3,1,0,20,Ant Army,Captain America,Ant Army,Captain America,First attempt,4,"I picked Ant Army hoping to make them president with their cheap cards but those didn't show up, their rare did along with Hulk's. Wasp ended up as president both games. 2nd game didn't see any rares and ended up slightly slower.",
,,4,(+8),8,Snash108,50,30,80,1st,Yes (6),5th,26 (6),1st,0 (6.5),2nd,3.077 (10),28.5,,20,2,16,2,5,8,2,0,0,17,Hulk,Doctor Doom 2099,Hulk,Doctor Doom 2099,Second attempt,4,"Mystique for President!! Hulks on one side, and Wasp/Doom on the other(with some Hulk to purge the wounds)!",
,,5,(+7),7,zombiegamer5,37,38,75,1st,Yes (6),5th,26 (6),1st,0 (6.5),4th,2.885 (8),26.5,,1,2,5,2,8,5,1,2,0,18,Ant-Man (MCU),Venom (Sinister Six),I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"This was my first time using Ant Man and the Wasp and 2099 so there was definitely a learning curve but it was a lot of fun! I ended up putting up Ant-Man MCU) as my presidential candidate because who wouldn't vote for Paul Rudd? The scheme overall was quite unique and was a fun one. Between Multiple Man KOing almost all my starter cards and sending cards undercover/to the presidential debate podium I don't think I've ever had such small decks! There were some crazy synergies between Wasp (MCU), Hulk 2099 and Venom (Villains) were you got bonuses for other cards with a + symbol. I really liked how this game didn't feel like a desperate dash like some schemes do, ai got to take my time and focus on keeping the Bank and Streets clear.  Definitely recommended this one, 5 stars!",
,,6,(+6),6,MysticRuby,36,24,60,1st,Yes (6),3rd,24 (9),1st,0 (6.5),10th,2.5 (2),23.5,,12,4,4,1,5,8,5,0,0,19,Freedom Fighters,Iron Man,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Would have liked a second round but the hurricane in Florida and my upcoming physics exam made it hard. Probably should have sent more heroes undercover.,
,,7,(+5),5,Tuba2k7 & Alicat22,61,17,78,1st,Yes (6),8th,29 (3.5),1st,0 (6.5),6th,2.69 (6),22,,44,4,2,1,9,4,1,0,0,15,Captain America,Doctor Doom 2099,Captain America,Doctor Doom 2099,Second attempt,4,Undercover did not work as well for us as we thought. There were very few cards that were able to send cards undercover. We really like playing against multiple man. Darren Cross was fun. We found it easier to hit him on the yellowjacket side than the regular Darren Cross . I am tired of shuffling the villain deck scheme. Twist are annoying with become the president of the United States. That was the purpose. It was overall fun.,
,,8,(+4),4,Mikeygill97,36,40,76,1st,Yes (6),8th,29 (3.5),1st,0 (6.5),8th,2.621 (4),20,,4,4,9,1,6,4,3,1,0,15,Doctor Doom 2099,Bullseye,Doctor Doom 2099,Bullseye,First attempt,4,I had to go back rewatch how Bagel did this scheme just to make sure I didn't get the scheme wrong like I did last tournament. Really enjoyed playing HULK 2099's set as the wounds were very welcomed to be sent undercover. Darren Cross was found guilty of Election Fraud and has been sentenced for life without parole.,
,,9,(+3),3,Off the Cuff & hanoott,38,31,69,1st,Yes (6),5th,26 (6),11th,2 (1),7th,2.654 (5),18,,7,3,8,2,5,6,5,0,0,18,Doctor Doom 2099,Jentorra,Doctor Doom 2099,Jentorra,Second attempt,4,"In the game we submitted, we had about 6 Chitauri in a row go through the City very early. The Rooftops were incredibly conquered.",
,,10,(+2),2,Montax30,34,44,78,1st,Yes (6),10th,30 (2),1st,0 (6.5),9th,2.6 (3),17.5,,10,6,5,1,7,3,3,0,0,14,Cassie Lang,Hulk,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Cassie Lang just jumped up in stock for me.,
,,11,(+1),1,JustHarold,55,44,99,1st,Yes (6),11th,41 (1),1st,0 (6.5),11th,2.415 (1),14.5,,11,8,9,0,0,1,1,0,0,2,Black Widow (Avengers),Enchantress,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"This round turned into a headache and a half, 3 twists almost immediately while bank/streets were full. Scrambled the rest of the game to raise votes. Sure I did horribly bit was a fun long game. No time for 2 or I would definitely try to do better",
,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,The Devil Wears Wakanda,1,(+10),10,Flipflopmaniac,44,35,79,1st,Yes (5),1st,22 (7.5),1st,0 (4.5),1st,3.591 (8),25,,9,12,6,4,3,6,4,0,0,17,King Black Panther,Black Widow (S.H.I.E.L.D.),King Black Panther,Black Widow (S.H.I.E.L.D.),Second attempt,5,First turn Lilith picked up Jarnbjorn and shot up to 11 attack.  I started with two 6 recruit hands and a cheap HQ.  MCU grabbed Evasive Acrobatics and got just enough attack in the deck and then used Doombots and Weave a Web of Spies to quickly  thin down to reliably generate attack.  Comic side went Dark Memories and split/multicolor cards.  Had a couple bystanders KO but at that point both hands could reliably get to 8-12 attack each turn and farmed the city for a couple turns.,
,,2,(+9),9,allman7359,35,29,64,1st,Yes (5),1st,22 (7.5),1st,0 (4.5),2nd,2.909 (7),24,,6,8,0,1,5,6,7,0,0,19,Beta Ray Bill,King Black Panther,Beta Ray Bill,King Black Panther,First attempt,5,Luck rotation of HQ,
,,3,(+8),8,Bikk Bikk,28,44,72,1st,Yes (5),3rd,26 (5),1st,0 (4.5),3rd,2.769 (6),20.5,,16,10,0,1,3,5,3,0,0,12,King Black Panther,Werewolf by Night,Werewolf by Night,King Black Panther,First attempt,5,"Player 1 went with a class bonanza deck. Between F&WS and King BP every card was doing multiple things. By the end Dark Memories was hitting for 5 consistently and King BP did a good job taking the throne away from Lilith. 
Player two went with Warriors five (Hogun, Fandral, Volstagg, Okoye, and Werewolf). The strength/instinct was triggering very well and once Fandral was able to move Laufey to the rooftops Volstagg the Valiant and Werewolf's Blood Frenzy were able to deliver attack nearly every turn. 
Despite Lilith's best efforts, and I mean best (she drew six straight scheme twists on me), she just wasn't a threat for the deck combinations I pulled off. ",
