Pod,Setup,Rank,Points Earned,Total Points,Name(s),"Victory
Pile 1","Victory
Pile 2","Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Difference,Bystanders Rescued,Cards Undercover,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Level,Comments,Results Of Week:
,,9,(+2),8,MaNemJeff,-,-,-,-,-,-,-,-,-,-,-,-,--,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,10,(+1),3,heyjudeboardgames,-,-,-,-,-,-,-,-,-,-,-,-,--,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,You Mad Bro?,1,(+10),19,Snash108,38,36,74,1st,Yes (8),1st,24 (10),1st,0 (8),3rd,3.083 (8),34,,2,8,0,2,5,4,6,0,0,17,Black Bolt (Illuminati),Medusa,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Black Bolt (both of them) worked wonders here!!,
,,2,(+9),13,Drewfusmcge,59,63,122,1st,Yes (8),5th,34 (6),1st,0 (8),1st,3.588 (10),32,,4,10,0,1,2,0,2,2,0,7,Jean Grey,Psi-Lord,Captain Marvel,Iceman,Second attempt,3,"Tough setup! Got greedy in my first one with Jean Grey, did not have time to win but did have lots of bystanders lol. Then went all in with Captain Marvel and Iceman on the second attempt. The final turn had 37 attack! Definitely fun, but also frustrating at some points, this setup has a ton of variance depdening on when the scheme twists and master strikes happen since there are dual masterminds.",
,,3,(+8),14,Travjon,55,36,91,1st,Yes (8),2nd,29 (9),6th,1 (4.5),2nd,3.138 (9),30.5,,19,12,0,3,1,5,1,0,0,10,Iceman,Psi-Lord,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"I thought Psi-Lord would be more useful, but he didn't do much for me. I did KO one master strike, which was cool. It may have been the first time that card worked for me. Shocker, but Iceman and Black Bolt were the MVPs with all the range cards.",
,,4,(+7),17,Astigmatic_Oracle,62,16,78,1st,Yes (8),3rd,31 (8),1st,0 (8),7th,2.516 (4),28,,46,7,0,0,4,5,1,0,0,10,Apocalyptic Kitty Pryde,Bishop,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Was able to take Sinister out early and stop him from gaining tactics.my strategy going in was to try to KO to keep up with the deck clog from the Thor Corp, but I ended up really just using Angel to draw out of it.",
,,5,(+6),14,Yeeches,53,29,82,1st,Yes (8),4th,32 (7),10th,5 (1),6th,2.563 (5),21,,24,8,0,0,1,2,3,2,0,8,Black Bolt (Illuminati),Iceman,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,My game was kind of brutally tough! So many early villains forced escapes and then a run of 6 strikes + twists near the end almost took me out. LOW VP but glad I got the one attempt in. Double Black Bolt was fun and paired well with Iceman (maxed around 35 attack)!,
,,6,(+5),16,3141592ab,48,33,81,6th,No (3),7th,33 (4),1st,0 (8),8th,2.455 (3),18,,15,10,0,1,1,3,3,0,0,8,Cable,Domino,Cable,Domino,First attempt,3,"I really don't like Thor corp as a henchman group. They fill your deck and without other ways to KO, the decks get very bloated. Ended up losing because I pulled the scheme twists super early and didn't have enough time to get going. Plus I didn't see a single rare until the last 2 turns of my first game and none in the second. Feels unlucky but that's how it goes sometimes.",
,,7,(+4),15,FlipFlopManiac,58,39,97,6th,No (3),6th,37 (5),8th,2 (2.5),5th,2.622 (6),16.5,,19,12,0,0,1,0,0,1,0,2,Captain Marvel,Lady Thor,Punisher,Wolverine (X-Force),First attempt,4,"Tried leaning into Thor Corps, but with little KO power the hero decks got bloated and couldn't string together enough attack.",
,,8,(+3),10,SavageTeddyBear & Julius Xizor,47,37,84,6th,No (3),9th,31 (2),6th,1 (4.5),4th,2.71 (7),16.5,,10,10,0,0,1,6,2,1,0,10,Angel,Psi-Lord,Angel,Psi-Lord,Second attempt,4,"The alliance made between Maximus and Mr. Sinister was too much for our intrepid heroes to handle. They stacked their decks against them one too many times, and kidnapped too many innocent bystanders.  It was a hard fought battle, but before the heroes could stop them, their schemes had come into fruition.",
,,9,(+2),10,Freeclint,13,16,29,6th,No (3),8th,32 (3),1st,0 (8),10th,0.906 (1),15,,3,6,0,0,0,8,1,0,0,9,Apocalyptic Kitty Pryde,Punisher,Apocalyptic Kitty Pryde,Punisher,First attempt,3,"Had a really hard time choosing heroes.  Bagle shuffles killed me.  Scheme twist then Master Strike on draw 1 and 2 both games.  It was brutal.  Hero deck didn't help any.  Probably should have went Thanos / Lady Thor.  Or just used Iceman.  It was an ok fun game, but Thor Corps just never land well with me.",
,,10,(+1),5,Royce / ROAST,44,21,65,6th,No (3),10th,29 (1),8th,2 (2.5),9th,2.241 (2),8.5,,23,6,0,3,1,6,2,1,0,13,Apocalyptic Kitty Pryde,Cable,Apocalyptic Kitty Pryde,Karnak,Second attempt,1,Terrible setup. Not at all fun.,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,An Offer You Can't Refuse,1,(+10),21,Sandals & Mrs Sandals,26,61,87,1st,Yes (6.5),1st,22 (9),2nd,2 (8),1st,3.955 (9),32.5,,35,5,6,2,6,10,5,1,0,24,Punisher,Agent Phil Coulson,Punisher,Agent Phil Coulson,Second attempt,4,"Game 1 was all on Deathlok - I got his Rare, sent loads Undercover and then that card could hit Kingpin by itself.
Game 2 showed me why I brought Punisher - I picked up Hail if Bullets and could see what was coming. Helped us avoid escaping villains, along with not playing Twists. I also got the Soul Gem turn 5 with it, so racked up 9 shards on it by the end of the game.
My wife went Grout and Luke both times, with a smattering of Deathlok too. She KOd loads but focused on controlling the City.",
,,2,(+9),17,GZUZROCKS & DaBomb,55,36,91,1st,Yes (6.5),4th,27 (6),1st,0 (9),2nd,3.37 (8),29.5,,19,7,9,1,4,10,3,1,0,19,Daredevil (Marvel Knights),Iron Man Noir,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Thematic MM, scheme, villain pairing! Fun match up. Daredevil was the star of this Hell’s Kitchen mop up. He paired really well with iron man noir and Luke cage noir. Fun set up!",
,,3,(+8),16,Narellish & Ooskarr,54,28,82,1st,Yes (6.5),3rd,26 (7),3rd,3 (7),3rd,3.154 (7),27.5,,26,8,6,2,4,7,5,2,0,20,Domino,Forge,Domino,Forge,Second attempt,5,"First game we struggled early on and only just made a win, second game the villains decks were nicer to us, and we always love playing with Dark City.",
,,4,(+7),14,jorisc3213,28,34,62,1st,Yes (6.5),2nd,25 (8),4th,6 (6),5th,2.48 (5),25.5,,6,7,4,0,3,12,3,0,0,18,Agent Phil Coulson,Punisher,Agent Phil Coulson,Punisher,Second attempt,3,Difficult to control the escapes with this setup.,
,,5,(+6),9,jgoodnough,21,41,62,1st,Yes (6.5),5th,28 (4.5),5th,7 (5),7th,2.214 (3),19,,20,4,2,1,4,11,3,1,0,20,Blade,Iron Fist,Blade,Iron Fist,Second attempt,2,Tough scheme.,
,,6,(+5),11,Blade_Omicron,36,30,66,1st,Yes (6.5),5th,28 (4.5),8th,11 (2),6th,2.357 (4),17,,6,10,4,1,4,11,5,1,0,22,Rocket Raccoon,Mockingbird,Rocket Raccoon,Mockingbird,First attempt,4,"Escapes were inevitable. Had better luck my second game, but it came too late. Had early Twists, and Strikes keeping my cards low. Great fun though!",
,,7,(+4),8,Wafflewings & Patyon,29,54,83,7th,No (2),8th,33 (2),6th,8 (3.5),4th,2.515 (6),13.5,,25,6,9,2,3,4,3,0,0,12,Daredevil Noir,Agent Phil Coulson,Daredevil Noir,Agent Phil Coulson,Second attempt,3,"The game was interesting! I think it was a fun set up but getting a deck off the ground fast enough was hard. Obviously there is some luck involved in the whole thing as well, and the first time around we couldn't get going at all. I love the theme, but the hero synergy wasn't there for us. I am excited to see what other people used and how other people did.",
,,8,(+3),8,DRobb & Shadowofthebat,49,29,78,7th,No (2),7th,41 (3),6th,8 (3.5),8th,1.902 (2),10.5,,20,9,9,1,3,5,0,0,0,9,Daredevil Noir,Punisher,Forge,Punisher,Second attempt,2,Did not like the 1 city space and the ST & MT that cause multiple flips from 1 deck. (GAME WAS STREAMED TWICE),
,,9,(+2),5,Sean (McP),16,20,36,7th,No (2),9th,31 (1),9th,20 (1),9th,1.161 (1),5,,4,4,7,0,0,0,0,0,0,0,Daredevil Noir,Mockingbird,I did not make a second attempt.,I did not make a second attempt.,First attempt,1,Wow that was brutal.  Have no desire to even do a second attempt.  Waving the white flag on this one.,
,,10,(+1),11,ReoFirestar19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Deja News,1,(+10),20,Extra Cheese & Pizza,29,56,85,1st,Yes (6),1st,19 (10),1st,0 (5.5),1st,4.474 (10),31.5,,27,20,7,3,4,6,2,2,0,17,Daredevil (Marvel Knights),Strong Guy,Strong Guy,Daredevil (Marvel Knights),First attempt,4,Super interactive. Pizza went hard strong guy and green whole extra cheese went mockingbird and daredevil. We chose daredevil to support spider woman but he ended up supporting mockingbird. At two points extra cheese hit the mastermind twice.,
,,2,(+9),14,VenomousDisease,59,33,92,1st,Yes (6),3rd,23 (8),1st,0 (5.5),2nd,4 (9),28.5,,26,18,17,3,4,6,8,1,0,22,Agent Phil Coulson,Cable,Deathlok,Cable,Second attempt,4,"Bastion is always a difficult run here. We tried a few things in the end to try and get a good placement. Opting to go for a Shield Plan and to take advantage of the X-Force with Colossus and Cable. Using Cable's ability to get a +2 against Masterminds really helped to spread Bastion's flood of sentinel masterminds. 

Our first run was a little slow, ending with 33 rounds with Agent Phil Coulson feeling a bit awkward in hand. 

In Game 2, swapping Coulson for Deathlok made our hand feel a bit stronger. We were able to get our gray cards out quickly throwing them undercover and basically draw out our deck every turn to constantly get 17+ attack to ravage the field. Might have been the best run ever done against this Mastermind.",
,,3,(+8),10,SharkNate-O & onthegeniusofsamrockwell,61,31,92,1st,Yes (6),4th,24 (7),1st,0 (5.5),3rd,3.833 (8),26.5,,30,22,12,2,6,8,4,3,0,23,M,Quake,M,Quake,Second attempt,5,"Not only one of the funnest games we have played, but also one of the best games we have had. The cloning was really fun. Game two we were both able to grab some ultimates in the first ten turns or so and end the game as early as we did. Overall, very fun game. Thanks for this one.",
,,4,(+7),14,Lamertien,36,34,70,1st,Yes (6),2nd,21 (9),1st,0 (5.5),5th,3.333 (6),26.5,,2,17,6,3,2,9,4,0,0,18,Domino,Cable,Scarlet Spider,Iron Fist,Second attempt,4,"My first attempt with Domino & Cable went well, but took much to long. For the second match I tried to set up an infinite loop with Scarlet Spider and Boom-Boom and added Iron Fist for his versality. But I never saw Scarlet Spider's rare card. Nevertheless the second attempt went much smoother and because I only had to play 2 Master Strikes, Bastion wasn't too difficult to defeat. Fun match!",
,,5,(+6),11,Ocs333,35,60,95,1st,Yes (6),7th,27 (4),1st,0 (5.5),4th,3.519 (7),22.5,,25,19,10,3,1,6,2,1,0,13,Agent Phil Coulson,Deathlok,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"Beginning was a bit tight with many villains (feat Clone) arriving without any scheme twists. Just avoided getting escapes. Then in early-mid game clan yashida took over 3/5 of the HQ. After getting some good card combos (and getting to shield level 2 finally) everything became more easy and turbulent. By turn 26 the Mockingbird-Coulson deck was quite ready, and with 27 attack Mockingbird took down 4 different Bastion iterations. On next turn colussus finished the job. (I was somewhat lucky as I have avoided most of the master strikes, and Bastions only got +2 power, so it was quite managable.) Fun mechanics all around. Spider-woman and Deathlok did not see much play, but that happens.",
,,6,(+5),11,eventhorizon0121,42,42,84,1st,Yes (6),5th,26 (5.5),1st,0 (5.5),7th,3.231 (3.5),20.5,,0,20,6,3,3,4,5,2,0,17,M,Daredevil (Marvel Knights),M,Daredevil (Marvel Knights),Second attempt,5,"Final two turns featured rares from Daredevil, Mockingbird, and M and over 50 Attack across the two turns. Went from a stable mid-game to done in 2 turns.",
,,7,(+4),8,MetroidKirby,34,50,84,1st,Yes (6),5th,26 (5.5),1st,0 (5.5),7th,3.231 (3.5),20.5,,16,18,8,2,0,5,6,2,0,15,Cable,Agent Phil Coulson,Cable,Agent Phil Coulson,Second attempt,4,"my first game started w 3 sinisters in the hq, lost on turn 6. awful. Second game was a lot better. Cable destroyed the sentinels and Mockingbird did her thing on the other side with coulson. got both Cable and Mockingbird rares. last turn Gorgon came out only allowing me to play cable cards, but his rare KOd almost the entire hand and did the final blow AND hit Gorgon too!",
,,8,(+3),5,LeMansDroptop,39,67,106,1st,Yes (6),9th,32 (2),1st,0 (5.5),6th,3.313 (5),18.5,,28,19,13,2,0,3,1,2,0,8,Black Cat,Warpath,Professor X,Shatterstar,Second attempt,4,My second game was only barely better than the first.  Tried to beat the mastermind faster in the second.  By the end in the second game my hands were much more powerful.  Split the heroes by color for each hand and that seemed to make the difference.,
,,9,(+2),11,WingedCrusader,23,62,85,1st,Yes (6),8th,28 (3),1st,0 (5.5),9th,3.036 (2),16.5,,39,16,5,1,2,2,1,0,0,6,Iron Fist,Daredevil (Marvel Knights),M,Quake,Second attempt,4,"M popped off with the cloning, the shield deck had some rough starts unfortunately.",
,,10,(+1),10,Swagolas,34,19,53,10th,No (1),10th,25 (1),1st,0 (5.5),10th,2.12 (1),8.5,,15,12,8,2,3,4,6,0,0,15,Agent Phil Coulson,Deathlok,Agent Phil Coulson,Deathlok,First attempt,4,Got mockingbirds rare both games,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,The Sinister Mix,1,(+11),17,Bolt_Flashun,85,76,161,1st,Yes (7.5),2nd,38 (8.5),1st,0 (8),1st,4.237 (10),34,,9,21,8,0,2,2,0,0,0,4,Queen Storm of Wakanda,"Wong, Master of the Mystic Arts",Hulk 2099,General Okoye,Second attempt,3,"After getting flooded with wounds in the fisrt attempt, I used Hulk 2099 and Okoye to take advantage of it and the setup went from a 1 to a 3 in fun. I got a lot of Hulks and Okoyes at the start of the game so I was able to start fueling the wound machine by letting the wound conditions for some of the Sinisters 6 strikes and Hybrids schemes occur. I love wound based characters.",
,,2,(+10),19,ChuckBauer,56,91,147,1st,Yes (7.5),2nd,38 (8.5),1st,0 (8),2nd,3.868 (9),33,,35,20,3,1,2,6,1,0,0,10,Werewolf by Night,Ghost Rider 2099,Werewolf by Night,Ghost Rider 2099,Second attempt,4,"Strange/Panther deck, versus Tech/Instinct.",
,,3,(+9),18,Jean-Sébastien & Geneviève,74,49,123,1st,Yes (7.5),1st,35 (10),1st,0 (8),4th,3.514 (7),32.5,,25,4,0,4,4,4,4,0,0,16,"Blade, Daywalker",Werewolf by Night,"Blade, Daywalker",Werewolf by Night,Second attempt,4,"We had a hard time selecting heroes. Blade and Werewolf were used for their KO abilities, and Werewolf helped a lot controlling the HQ for sunlight/moonlight. MVP goes to Elsa Vengeance of the Bloodstone Gem using Black Panther rare in the HQ for very high Attack.",
,,4,(+8),9,Gideon Wyatt & Mrs. Gideon Wyatt,30,98,128,1st,Yes (7.5),5th,43 (6),1st,0 (8),5th,2.977 (6),27.5,,68,4,0,0,1,4,0,0,0,5,Venom (Venomverse),White Wolf,Carnage,White Wolf,Second attempt,5,Carnage and Venom Dr. Strange made for some strong draw power and White Wolf and KBP managed to wound people when it mattered to squeak out a victory. Fun set up and interesting combination of scheme and MM,
,,5,(+7),10,jiggliestpuff,120,34,154,1st,Yes (7.5),4th,40 (7),7th,2 (3),3rd,3.85 (8),25.5,,86,19,13,1,1,4,2,0,0,8,Queen Storm of Wakanda,Princess Shuri,Princess Shuri,Doctor Doom 2099,Second attempt,1,"Some very difficult combinations (high attack, uru) with symbiote bonding made it kind of a slog to hit enemies, particularly with the extra mastermind shots from Hybrid. The first game I literally decked out, but the second one got Dr. Doom's rare fairly early. Him and Shuri really carried well, plus I ended up with a lot of bystanders to trivialize the Goblin who stuck around for too long.",
,,6,(+6),13,Mikeygill97,53,51,104,1st,Yes (7.5),6th,44 (5),1st,0 (8),7th,2.364 (4),24.5,,2,7,1,1,2,3,2,0,0,8,"Blade, Daywalker",Queen Storm of Wakanda,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,All hail Queen Storm!,
,,7,(+5),13,Dashburn_,81,46,127,7th,No (2.5),7th,50 (3.5),7th,2 (3),6th,2.54 (5),14,,35,20,1,0,0,1,1,0,0,2,Hulk 2099,"Blade, Daywalker",I did not make a second attempt.,I did not make a second attempt.,First attempt,2,"It was hard to keep everything straight on the mastermind, but it didn't feel impossible.",
,,8,(+4),8,energythief,48,61,109,7th,No (2.5),7th,50 (3.5),6th,1 (5),8th,2.18 (3),14,,13,8,11,0,0,0,0,0,0,0,"Blade, Daywalker",Ghost Rider 2099,I did not make a second attempt.,I did not make a second attempt.,First attempt,1,This scheme and mastermind really don’t belong together.,
,,9,(+3),5,BigDongWilliam,38,50,88,7th,No (2.5),10th,41 (1),7th,2 (3),9th,2.146 (2),8.5,,12,22,0,0,0,4,1,1,0,6,Venom (Venomverse),Venompool,Venom (Venomverse),Venompool,Second attempt,3,"The setup was fun, but difficult.   Combining wounds, symbiote bonding, and the adaptive mastermind made it somewhat difficult to maintain a proper order of operations.",
,,10,(+2),3,Kal-el,33,48,81,7th,No (2.5),9th,43 (2),10th,4 (1),10th,1.884 (1),6.5,,15,2,0,2,0,5,2,0,0,9,Queen Storm of Wakanda,Princess Shuri,I did not make a second attempt.,I did not make a second attempt.,First attempt,1,I felt like there were too many different mechanics going on.,
,,11,(+1),7,ZombieGamer5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23,Nitromania XIII - Spider Queen of the Ring,1,(+11),20,R3DJ0N,42,65,107,1st,Yes (6.5),1st,24 (9.5),1st,0 (8),2nd,4.458 (10),34,,23,34,0,1,5,7,2,0,0,15,Ronan the Accuser,Speedball,Ronan the Accuser,Speedball,First attempt,4,"First attempt Ronan did a good job since there were consistent bystanders and Yondu hitting on Danger Sense pretty well. 

Second attempt I had several wounds from Master Strikes before any henchmen showed up.",
,,2,(+10),12,Forever A Team & Son,38,54,92,1st,Yes (6.5),1st,24 (9.5),1st,0 (8),3rd,3.833 (9),33,,16,34,0,3,2,7,4,0,0,16,Nebula,Quasar,Nebula,Quasar,Second attempt,4,Good times! Thanks for another enjoyable setup!,
,,3,(+9),13,Pyromagnus & Shoshielynn,45,66,111,1st,Yes (6.5),1st,24 (9.5),8th,1 (3.5),1st,4.625 (11),30.5,,21,31,0,1,4,4,4,0,0,13,Captain Mar-Vell,Spider-Gwen,Ronan the Accuser,Spider-Gwen,Second attempt,3,"Nice set up with some challenges but overall no issues, won both games. First game had a lot of KO'd bystanders but second time around we found our groove. Black Order gave the occasional trouble but Yondu neutralized them most of the time while the Demon Lords let have benefit agter benefit.

Spider-Gwen seemed like an obvious choice with so many Bystanders floating around though her ramping common barely appeared in game two. My wife had to make due with Herc's Rare instead which pummeled the Spider-Queen quite well.",
,,4,(+8),16,Jinjoz,59,31,90,1st,Yes (6.5),1st,24 (9.5),10th,2 (2),5th,3.75 (7),25,,28,22,0,1,3,6,5,1,0,16,Ronan the Accuser,The Vishanti,Hulkling,The Vishanti,Second attempt,4,"I think this is the first tournament where I have had to play a second game with a different hero. I generally just stick with my first pick, but I'm picking up on some better choices after playing the first game. This game went really well, Clea is absolutely cracked, one of my favorite hero sets. The Vishanti are also very good. I basically ignored Yondu the whole game. Got The Vishanti and Cleas rare as well, so that was good",
,,5,(+7),12,Scootsmagoots86,56,43,99,1st,Yes (6.5),7th,28 (5),1st,0 (8),7th,3.536 (5),24.5,,13,29,0,1,1,5,6,0,0,13,Captain Mar-Vell,Soulsword Colossus,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Great fun. Not overly complex and allowed for a bit of ramp up at the beginning although I pulled a lot of twists early which put a lot of bystanders in the KO pile but then things settled as my decks got better and I was able to control the villains as they entered the city. I got a little unlucky by how many henchmen were in the back end of the villain deck but it all worked out.,
,,6,(+6),15,Kharg,69,33,102,1st,Yes (6.5),6th,27 (6),8th,1 (3.5),4th,3.778 (8),24,,36,29,0,1,1,6,4,0,0,12,Phyla-Vell,The Vishanti,Phyla-Vell,The Vishanti,Second attempt,3,"First game there was just nothing I could do, twists after twists on strong villains. The Clea/Vishanti deck did what I expected, but the shards side fell a little flat. Towards the end Phyla was able to get 4 attacks for her common, but the other common refused to show up. I also thought there would have been more wounds so her uncommon sounded great, but the Clea side was able to take care of every Demonic Bargain.",
,,7,(+5),9,Cobrawarrior521 & Mackirev94,48,64,112,1st,Yes (6.5),9th,30 (3),1st,0 (8),6th,3.733 (6),23.5,,16,35,0,0,1,4,2,0,0,7,Captain Mar-Vell,Phyla-Vell,Captain Mar-Vell,Phyla-Vell,Second attempt,4,Fun setup with fun mix of characters,
,,8,(+4),12,Jmaster1324,42,42,84,1st,Yes (6.5),5th,26 (7),1st,0 (8),10th,3.231 (2),23.5,,0,23,0,1,4,6,3,0,0,14,Ruby Summers,Luke Cage,Soulsword Colossus,Ruby Summers,Second attempt,3,I love bystanders but damn that was just too many. The first run was mostly better but it was slow like 8 extra turns slow and it had an escape which I think was what slowed it down she got some free bystanders. I'm glad I switched out heroes LC just kinda drew too many extra wounds and Colossus kind did the opposite making those demonic bargins just a bit easier to deal with. Heck once I got his wound block going I started accepting MS wounds just to get the +2 draw.,
,,9,(+3),7,Doormatte,57,45,102,1st,Yes (6.5),8th,29 (4),1st,0 (8),8th,3.517 (4),22.5,,12,21,0,4,2,5,0,1,0,12,Beast (Illuminati),Goliath,Beast (Illuminati),Goliath,First attempt,4,Doctor of beatdown for the win,
,,10,(+2),6,konrad880808,76,46,122,1st,Yes (6.5),10th,37 (2),1st,0 (8),9th,3.297 (3),19.5,,30,32,0,0,1,2,1,0,0,4,Nebula,Wiccan,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,I choose 2 heroes randomly and it's great fun,
,,11,(+1),9,Bronson & Lighthouse,50,63,113,11th,No (1),11th,41 (1),11th,3 (1),11th,2.756 (1),4,,13,36,2,0,0,0,0,0,0,0,"Ancient One, The",Phyla-Vell,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"""We can still join the tournament on vacation, he says.... We can play online, it will be fine, he says..."" 1am the night before the deadline trying to cram in the game playing on TTS for our first time... :P 
Know we would have done better with plotting out vs. the scheme at home but at least have a final result to turn in. ",
24,Insert Brains to Continue,1,(+11),22,CK,43,33,76,1st,Yes (6.5),1st,18 (11),1st,0 (10),1st,4.222 (11),38.5,,10,15,0,3,3,12,4,3,3,28,Wolfsbane,Doctor Strange Supreme,Wolfsbane,Doctor Strange Supreme,First attempt,4,"Interesting setup. I went with Wolfsbane to try to mesh with Mirage on Moonlight, and to get more deck manipulation. Doctor Strange Supreme was more deck manipulation and KO, and I thought Soulbind might be useful for the zombies. These heroes were also attack heavy. My plan was just to kill all zombies immediately to avoid Twist escapes and go after the somewhat weak mastermind.

Game 1 went really well. I got some decent attack and thinned out my decks quickly. Got a little lucky that I only saw 1 of the Twists. I was underwhelmed by Soulbind though. I ended up with Doctor Strange's rare, and even though I played it 3 or 4 times I think the most draw I got out of it was 2. Moonlight was basically free, so Wolfsbane really started carrying things. The Piercing Energy from fighting Phoenix was also a nice surprise, and helped clear the city.

Game 2 was bad. In the first handful of turns I had already watched a Phoenix Zombie escape with a Twist and I had collected 2 wounds on each hand from Strikes. Took me 30 turns to win that game, and it felt slow the whole time.",
,,2,(+10),19,Iburnicus,52,25,77,1st,Yes (6.5),3rd,20 (9),1st,0 (10),4th,3.85 (8),33.5,,27,13,0,3,2,7,5,3,4,24,"Uatu, The Watcher",Longshot,"Uatu, The Watcher",Longshot,Second attempt,5,very nice set-up! went smooth for me! ( i played the marvel zombies scheme with a friend about 2 weeks ago and it just so happens we also used jotunheim giants in that set-up so i had kind of a good practice round already i guess XD ),
,,3,(+9),20,captaincardone & Paisley5002,62,38,100,1st,Yes (6.5),6th,25 (6),1st,0 (10),2nd,4 (10),32.5,,24,18,0,0,2,10,2,3,1,18,Apocalyptic Black Widow,X-23,Apocalyptic Black Widow,X-23,Second attempt,5,"Super fun setup, we both enjoyed this one a lot. Slower than our first game, but we're confident in it. Fighting the Phoenix rare while running a berserk deck was terrifying, but worked out. (we put Phoenix in the Other card category)",
,,4,(+8),18,Justitiana,48,27,75,1st,Yes (6.5),2nd,19 (10),4th,1 (6.5),3rd,3.947 (9),32,,21,16,0,4,1,10,4,2,2,23,Apocalyptic Black Widow,"Killmonger, Spec Ops",Apocalyptic Black Widow,"Killmonger, Spec Ops",First attempt,4,"My choices for this week were disappointing in their results, but that was due to an overestimation on my part of the number of cards that could possibly help. I chose Apocalyptic Black WIdow and Killmonger Spec-Ops, mostly because they could get bystanders behind villain cards to keep the zombies buried. However, since these cards are one uncommon and 1 common with MCU distribution, there were only 5 in the entire hero deck, so not likely to show up and that's exactly what happened.

The setup had plenty of easily gained bystanders as human shields though. When things started rolling in attempt 1 I wasn't all that worried anymore. Arcade was not that hard to defeat and keeping the zombies managed went well farther into the game. 1 early escape was not to be avoided. Attempt 2 had 2 escapes, which weren't really avoidable. Both games it was due to a twist, not because the CIty was full.

In game 1 Mirage and Party Thor carried the most, with a deck 1 that was mostly their cards. Deck 2 was more diverse, but also less succesful. Attempt 2 was clearly a slower game, as the first Mastermind hit was in turn 19, when attempt 1 was already over, but then picked up pace to end in 25 turns. But Attempt 1 also had 1 fewer escape, so I'm submitting that one.

Giants of Jotnuheim are KO henchmen, albeit a Henchman group whoses KO is harder to use. I found the total setup fair and interesting. It wasn't too brutal, but it also was no cakewalk. A lot depends on how early twists show up. Looking forward to next week's challenge!",
,,5,(+7),12,dontfeedthegreen,49,36,85,1st,Yes (6.5),5th,23 (7),4th,1 (6.5),6th,3.696 (6),26,,13,18,0,3,1,7,3,1,4,19,X-23,Shatterstar,X-23,Legion,Second attempt,5,"P1 was mostly X-23 with some other Instinct cards, managed to get enough KOs to churn out consistent Attack, especially with help from the Jotunheim Giants to activate X-Gene. Discarding some Empathic Links and then copying them with Prodigy helped get enough to buy Legion’s rare for that deck next turn. P2 got some Party Thor cards and just bought all the expensive cards getting nice attack bonuses for doing so. First game was also a blast, one of the best showings I’ve seen from X-23’s rare card, but alas too many zombie escapes early on and I lost before I could the final hit.",
,,6,(+6),8,Techfiend & Kimber_blue,30,47,77,1st,Yes (6.5),4th,21 (8),4th,1 (6.5),7th,3.667 (5),26,,17,22,0,4,3,11,2,1,4,25,Apocalyptic Black Widow,"Gamora, Destroyer of Thanos",I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"We loved this setup,",
,,7,(+5),12,JB007,35,69,104,1st,Yes (6.5),7th,28 (4.5),4th,1 (6.5),5th,3.714 (7),24.5,,34,22,0,3,1,8,2,2,0,16,Polaris,Karma,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,I lost some turns having to heal some wounds so my turn count is a little high but I think I did ok by getting a lot of VPs in the 2nd player VP. It was a fun setup,
,,8,(+4),8,bamlinden,55,45,100,1st,Yes (6.5),9th,35 (3),8th,2 (4),8th,2.857 (4),17.5,,10,26,0,1,0,4,1,0,0,6,Rictor,Shatterstar,Rictor,Shatterstar,First attempt,4,"Wow...this was a really fun setup. Lots of early tension and late game battles. Was able to get some good synergies going, but felt like things took a bit to get there. Second attempt was a disaster (as I was just hammered by Rise as well as Wounds). Again, this setup felt so unique to Legendary gameplay...something I really love about this game. Thanks!",
