Pod,Setup,Rank,Points Earned,Total Points,Name(s),"Victory
Pile 1","Victory
Pile 2","Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Difference,Bystanders Rescued,Cards Undercover,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Level,Comments,Results Of Week:
,,4,(+7),23,Techfiend & Kimber_blue,59,34,93,1st,Yes (5),6th,37 (3),1st,0 (5),3rd,2.514 (6),19,,25,18,0,0,0,1,1,0,0,2,Venom (Venomverse),Solo,Venom (Venomverse),Solo,First attempt,3,This one turned into a slog. Kept getting 1-2 attack less than we needed to hit the MM.,
,,5,(+6),28,Minos_Griffin & Phryne,45,41,86,1st,Yes (5),5th,35 (4),1st,0 (5),4th,2.457 (5),19,,4,10,0,1,1,1,1,0,0,4,Deadpool (Mercs for Money),Solo,Deadpool (Mercs for Money),Solo,Second attempt,4,It was a fun game but I don't think my hero selection was good because we were never able to KO grey cards making the game to slow.,
,,6,(+5),24,Bn322,42,25,67,1st,Yes (5),2nd,30 (7),1st,0 (5),7th,2.233 (2),19,,17,5,0,2,3,5,1,0,0,11,Carnage,Scarlet Spider,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,Poor player 2 became my wound dump after they drew back to back master strikes.,
,,7,(+4),21,M00M00KITTY & marnsupial,29,45,74,1st,Yes (5),3rd,32 (5.5),8th,12 (1),6th,2.313 (3),14.5,,16,10,0,1,0,6,2,0,0,9,Carnage,Moon Knight,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Victory is mine! Played late night solo this week, it was past marnsupial's bed time :)
I liked this combination of heroes plus the ones I added because it was fun having one hand try to play as the Spider-Man and friends 2 cost hero only deck and then the other hand be buff daddy Nerkkod and Carnage over power deck. Turned out great! Hope we place high, I'm trying to climb to the top of the rankings babbbyyyyy. Thanks for the fun set ups like always! AND I PROMISE I COUNTED MY TOTAL TURNS RIGHT THE FIRST TIME!!",
,,8,(+3),20,Doormatte,44,38,82,8th,No (1),8th,39 (1),1st,0 (5),8th,2.103 (1),8,,6,14,0,0,0,0,0,0,0,0,Moon Knight,Stingray,Moon Knight,Stingray,Second attempt,2,Such a frustrating MM. First time playing him,
,,9,(+2),22,Bolt_Flashun,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,10,(+1),18,DanDare10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"Houston, We Have a Problem!",1,(+10),28,Citizen51,22,38,60,1st,Yes (5),1st,19 (9),1st,0 (5.5),1st,3.158 (9),28.5,,16,2,0,4,3,8,5,2,0,22,Strong Guy,"Miek, the Unhived",I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"This setup was a lot of fun. Thematically it worked well. I could picture Carnage sending Iron Man into space while he and the other heroes try to stop it. There was a lot of Feast which is scary, but really helped thin the decks fast. The the heroes were very focused around Strength cards so it was fun to lean into that. P1 went for an Instinct deck with a bit of Tech sprinkled in, but didn't get too developed. P2 leaned hard into the Strength and it really paid off with a huge penultimate turn that helped finish the game in under 20 turns. This is an interesting scheme. Its a timer scheme, but early twists can help more than they hurt. It probably would have been a lot harder without as many recruit focused heroes that can still deliver a punch.",
,,2,(+9),28,Astigmatic_Oracle,38,27,65,1st,Yes (5),3rd,21 (7),1st,0 (5.5),2nd,3.095 (8),25.5,,11,2,0,3,3,7,6,1,0,20,Invisible Woman,Spider-Woman,Invisible Woman,Spider-Woman,Second attempt,5,The heroes i chose didn't really matter. Having access to the Prison Ship made it really easy to build a synergistic deck.,
,,3,(+8),24,Swagolas,27,29,56,1st,Yes (5),2nd,20 (8),1st,0 (5.5),4th,2.8 (6),24.5,,2,2,0,1,5,10,4,1,0,21,Mr. Fantastic,Amadeus Cho,Mr. Fantastic,Amadeus Cho,Second attempt,4,"Two very different games, in the first one the Feasts hurt me big time, in the second game I got pretty lucky most of the times. I recruited 2-3 rare cards both games, which was great.",
,,4,(+7),22,jdub,36,21,57,1st,Yes (5),4th,22 (6),1st,0 (5.5),5th,2.591 (5),21.5,,15,3,0,1,5,12,1,0,0,19,Mr. Fantastic,Rick Jones,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Finally convinced my wife to play a round with me. It makes the game that much easier not trying to juggle two hands. I always find facing Carnage fun. He's one of my favorite villains in Marvel so when I get to face him in Legendary it makes it even better.,
,,5,(+6),23,Travjon,23,50,73,1st,Yes (5),8th,26 (2),1st,0 (5.5),3rd,2.808 (7),19.5,,27,4,0,2,3,4,7,0,0,16,Mr. Fantastic,Strong Guy,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"It took a little bit to get going, but Mr. Fantastic, Multiple Man, and Hulkbuster Iron Man's Pound For Pound made quick work of Carnage. I did not see many henchmen, which is sometimes a blessing with all the Feasting going on in this setup.",
,,6,(+5),21,Kharg,30,24,54,1st,Yes (5),6th,24 (3.5),1st,0 (5.5),6th,2.25 (4),18,,6,2,0,1,2,7,5,1,0,16,Mr. Fantastic,Spider-Woman,Mr. Fantastic,Spider-Woman,First attempt,4,"Spider-Woman's common helped a little to put card on top of the deck for feast. Overall I got lucky with feast, 2 sidekicks got feasted on and one of them even helped to recruit Hulkbuster's rare! The last two twists were at the very bottom of the villain deck so there was a possibility to get more points, but since I was one twist away from losing I didn't want to take any chance.",
,,7,(+4),11,BigDongWilliam,29,20,49,1st,Yes (5),5th,23 (5),1st,0 (5.5),8th,2.13 (2),17.5,,9,3,0,1,3,12,2,0,0,18,Strong Guy,Korg,Strong Guy,Korg,Second attempt,5,I really like the pressure that all the Feast option put on me to deal with a really lean deck.,
,,8,(+3),23,WingedCrusader,15,38,53,1st,Yes (5),6th,24 (3.5),1st,0 (5.5),7th,2.208 (3),17,,23,1,0,0,2,10,6,1,0,19,Strong Guy,Mr. Fantastic,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"One player got thing rare really fast and it carried, we almost got it KOed but we had some good risk assessment.  The other deck got blasted by carnage KOing all of the cards it bought which was sad.  2 turns of 20 attack is pretty good!",
,,9,(+2),18,Dashburn_,21,34,55,1st,Yes (5),9th,29 (1),9th,5 (1),9th,1.897 (1),8,,13,5,0,1,3,2,5,0,0,11,Hiroim,Invisible Woman,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"Fun, straight forward setup",
,,10,(+1),16,ItStartsWith1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Hypno-Clown,1,(+10),26,Lamertien,40,40,80,1st,Yes (6),1st,20 (10),1st,0 (9.5),1st,4 (10),35.5,,0,35,0,3,4,10,12,0,0,29,Spider-Gwen,Silk,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Fun match with an overwhelming Spider Gwen / Silk-Deck and another great Viv Vision hand. Pagliacci didn't have the slightest chance here. I was very lucky that two shape-shifted copycats didn't cause escapes.,
,,2,(+9),26,PragmaticSquid,39,49,88,1st,Yes (6),3rd,26 (8),1st,0 (9.5),3rd,3.385 (8),31.5,,10,24,0,2,4,9,10,0,0,25,Silk,Spider-Gwen,Silk,Spider-Gwen,First attempt,5,The only weakness of a spider deck ... Demolish! I thought Spider-Gwen's Save the Day would still be worth it. But Demolish did set me back a couple of turns. Was also able to keep Sunlight virtually the entire game. And Corvus does not play nice with Meatmarket!,
,,3,(+8),26,Kb_driven,49,53,102,1st,Yes (6),5th,30 (6),5th,3 (6),2nd,3.4 (9),27,,4,31,0,3,4,7,5,0,0,19,Spider-Gwen,Silk,Captain Britain,Elsa Bloodstone,First attempt,5,"Great setup!  The interplay with bystanders made for a couple of enjoyable games.  Game 1 with Silk/Gwen was more efficient and became the submitted score, but Game 2 with Elsa/Captain Britain was equaly fun, even though it was a lot longer.  It worked well to have one deck focus on Silk/Gwen and the 2-costs from Black Panther and Corvus, while the other deck picked up pretty much everything else.",
,,4,(+7),21,Jmaster1324,29,39,68,1st,Yes (6),2nd,25 (9),6th,4 (5),7th,2.72 (4),24,,10,20,0,2,4,7,10,0,0,23,Nova (Champions),"Dr. Punisher, Soldier Supreme",I did not make a second attempt.,I did not make a second attempt.,First attempt,2,too many bystanders to keep up with. at this point you might as well have thrown in hidden witnesses and human shields,
,,5,(+6),21,konrad880808,43,69,112,1st,Yes (6),8th,35 (3),3rd,2 (7.5),4th,3.2 (7),23.5,,26,41,0,3,1,7,8,0,0,19,Ruby Summers,Werewolf by Night,Ruby Summers,Werewolf by Night,Second attempt,2,I still can't believe I have won this,
,,6,(+5),19,allman7359 & Allman,39,40,79,1st,Yes (6),4th,29 (7),7th,5 (4),6th,2.724 (5),22,,1,31,1,3,3,9,4,0,0,19,Arkon the Magnificent,"Captain and the Devil, The",Arkon the Magnificent,"Captain and the Devil, The",Second attempt,5,😎👋,
,,7,(+4),19,Royce / ROAST,29,51,80,1st,Yes (6),6th,31 (4.5),3rd,2 (7.5),9th,2.581 (2),20,,22,10,3,2,4,7,7,0,0,20,Ms. Marvel,Totally Awesome Hulk,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,Good setup.,
,,8,(+3),22,Blade_Omicron,58,40,98,1st,Yes (6),6th,31 (4.5),8th,6 (3),5th,3.161 (6),19.5,,18,34,0,3,3,5,6,0,0,17,Totally Awesome Hulk,Captain Marvel (MCU),I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Wish I could have gone for one more attempt. It was a really fun setup, and can't wait to try it again with my twins. Thanks again Kylah!",
,,9,(+2),17,jiggliestpuff,40,58,98,1st,Yes (6),9th,37 (2),9th,7 (2),8th,2.649 (3),13,,18,33,0,0,2,4,5,0,0,11,Beast (Illuminati),Bruce Banner (MCU),Nova (Champions),"Dr. Punisher, Soldier Supreme",Second attempt,2,"Getting a lot of schemes early on plus half of the henchmen being at 5 attack on most of the spaces, plus the villains demolishing and getting bonuses from KO'd bystanders made for a lot of treading water before getting over the hump. The copycat bystander and the villain that rushes an extra space in the city were a frustrating addition. Nova and Dr. Punisher's ranged cards were the most helpful for the second deck which became very lean, where as player one was more of a hodgepodge to try and take advantage of multicolor cards.",
,,10,(+1),16,MicroDisney0505,11,9,20,10th,No (1),10th,24 (1),10th,8 (1),10th,0.833 (1),4,,2,15,2,1,3,9,11,0,0,24,Elsa Bloodstone,Elsa Bloodstone (Marvel Knights),I did not make a second attempt.,I did not make a second attempt.,First attempt,1,N/A,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"From Beyond Hells Heart, I Stab at Thee!",1,(+10),22,LycanKnight & Mrs. Lycanknight,54,19,73,1st,Yes (6),5th,22 (5),1st,0 (7),1st,3.318 (9),27,,35,13,0,3,5,6,5,0,2,21,Nova (Avengers),Namora,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,There were so many keywords that made it complicated. Lost attention quickly.,
,,2,(+9),21,Off the Cuff,21,25,46,1st,Yes (6),4th,20 (6),1st,0 (7),2nd,2.3 (8),27,,4,12,0,3,5,8,5,1,3,25,Nova (Avengers),Party Thor,Nova (Avengers),Star-Lord T'Challa,Second attempt,4,I always forget how much I love this Scheme and what it does to the game,
,,3,(+8),23,aitmanga,1,6,7,1st,Yes (6),1st,9 (9),1st,0 (7),7th,0.778 (3),25,,5,0,0,4,4,13,9,2,4,36,Gladiator Hulk,Hiroim,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"I was aiming for a sub 10 game and with some luck was able to do it. Top of the deck was heavy on twists and Celestials, which meant no tactics in the City. Cho's Outwit was very easy to enable which allowed me to draw another attacking hero, transform the other Common, and coupled with the rest of my hand have just enough attack to hit the Mastermind directly. Though since the other hand did not have enough attack to hit the Celestials I was stuck with just the bare minimum in VP.",
,,4,(+7),21,MetroidKirby,9,29,38,1st,Yes (6),3rd,18 (7),6th,3 (4),3rd,2.111 (7),24,,20,7,0,4,3,9,6,0,3,25,Hulkbuster Iron Man,"Miek, the Unhived",Hulkbuster Iron Man,"Miek, the Unhived",First attempt,2,wow 3 escapes in my first game an i scooped my second game after 4 escapes. henchmen barely showed up and all the villains were too strong. really disappointed that i used hulkbuster for this,
,,5,(+6),20,Unsafer & Sparkles,14,36,50,1st,Yes (6),6th,24 (3.5),1st,0 (7),4th,2.083 (6),22.5,,22,14,0,3,4,12,4,0,4,27,"Gamora, Destroyer of Thanos",Hulkbuster Iron Man,"Gamora, Destroyer of Thanos",Hulkbuster Iron Man,Second attempt,3,"This one ended up being easier than I initially anticipated, we ended up feeling a little let down. It seems like the scheme could go off and get out of control, but it just didn't for us. We ended our first round pretty quick, but with very few points, and ended up going with the second round where it took a little longer, but we got way more points. I did well with the yellow cards from Dr. Strange, Gamora, and Cho, where my wife was rocking hulk buster and Kill monger.",
,,6,(+5),19,eventhorizon0121,29,14,43,1st,Yes (6),6th,24 (3.5),1st,0 (7),5th,1.792 (5),21.5,,15,10,0,2,4,13,2,0,0,21,Captain Carter,Apocalyptic Black Widow,Apocalyptic Black Widow,Captain Carter,First attempt,4,"We had a slow start, but the first game pretty much went by the numbers. Second game was faster, but we had 3 escapes and that prevented us from using it.",
,,7,(+4),18,Lasombra81,25,5,30,1st,Yes (6),2nd,17 (8),7th,4 (3),6th,1.765 (4),21,,20,7,0,4,7,7,7,0,3,28,Hulkbuster Iron Man,Star-Lord T'Challa,Hulkbuster Iron Man,Star-Lord T'Challa,Second attempt,3,None,
,,8,(+3),17,Kal-el,12,6,18,8th,No (1.5),8th,25 (2),8th,7 (2),8th,0.72 (2),7.5,,6,2,0,3,5,6,5,2,1,22,Apocalyptic Black Widow,"Gamora, Destroyer of Thanos",I did not make a second attempt.,I did not make a second attempt.,First attempt,1,This was brutal. Felt like I had no chance.,
,,9,(+2),17,Sean (McP),0,2,2,8th,No (1.5),9th,18 (1),9th,8 (1),9th,0.111 (1),4.5,,2,0,0,3,6,8,7,0,2,26,Captain Carter,Hulkbuster Iron Man,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,Probably chose the wrong heroes on this one.  Lol,
,,10,(+1),12,tuba2k7 & aliayc22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Grim Report: Property Values Plummet,1,(+10),23,Fives,59,37,96,1st,Yes (5.5),1st,25 (10),6th,2 (3.5),1st,3.84 (10),29,,22,3,3,4,6,8,4,2,0,24,"Captain Marvel, Agent of SHIELD",Yelena Belova,Star-Lord,Yelena Belova,Second attempt,5,"I chose Yelena and Captain marvel AoS to go full force SHIELD, but at the end of my first game I realized that this setup is perfect for the Yelena infinite (mainly because I used a bunch of undercover and draw to activate the infinite). After my first game I decided to go further into my full dodge/draw=Yelena infinite. There wasn't good KO heros, but Star-Lord's cards were either artifacts or could draw by copying off one of his artifacts, which helped churn through my deck at high speeds. On my last turn, I thought I had quite a few turns to go, but I was blessed by KOing four cards with my first mastermind hit. After that I drew the rest of my deck, bought twilight ops, and dodged black widow activating the infinite.",
,,2,(+9),21,Wafflewings & Patyon,42,66,108,1st,Yes (5.5),6th,32 (5),1st,0 (9),3rd,3.375 (8),27.5,,24,4,3,0,2,2,3,0,0,7,Ronin,Red Guardian,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Good balance of challenging and fun! The hero synergy was nice, and were fun to play, it didn't feel like there was an ""odd one out"" per say. Overall good experience.",
,,3,(+8),19,SavageTeddyBear & Julius Xizor,31,40,71,1st,Yes (5.5),2nd,28 (9),1st,0 (9),7th,2.536 (4),27.5,,9,0,0,0,4,12,3,2,0,21,Quicksilver,Speed,Quicksilver,Speed,Second attempt,5,"The city might have been ever-changing with the tides and rise of villainous locations, but the Grim Reaper was easily dispatched. With his villainous allies being taken out at their short-lived hideouts, the city was practically free real estate.",
,,4,(+7),20,AntDude,100,37,137,1st,Yes (5.5),10th,37 (1),1st,0 (9),2nd,3.703 (9),24.5,,63,1,4,0,0,4,0,2,0,6,Quicksilver,Speed,Quicksilver,Speed,First attempt,4,"So many Locations! Once I felt like I had a good pair of decks built, it had taken a bit longer than expected. So I used Hellcat's Demon Sight to farm into the villain deck and actually fought Weaponized Galactus and Ronan before their ambushes. Felt good, but we'll see if a bunch of VP over a long turn count matters here...",
,,5,(+6),20,Mikeygill97,43,68,111,1st,Yes (5.5),8th,34 (3),4th,1 (6.5),4th,3.265 (7),22,,25,1,12,3,3,5,5,1,0,17,Psi-Lord,Ronin,Psi-Lord,Fantastic Four United,Second attempt,5,Undercover and Dark memories for the win,
,,6,(+5),18,Gideon Wyatt & Mrs. Gideon Wyatt,38,42,80,1st,Yes (5.5),4th,30 (7),6th,2 (3.5),6th,2.667 (5),21,,4,4,1,4,6,10,1,0,0,21,Super-Skrull,Star-Lord,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Thought Star-Lord would be a great pick. Even managed to get his rare early. Unfortunately, that was the only artifact that showed up for half the game, and all his copy an artifact cards came up. Hellcats rare managed to bury a couple cards, too.",
,,7,(+4),18,Zeromus104,44,53,97,1st,Yes (5.5),9th,35 (2),4th,1 (6.5),5th,2.771 (6),20,,9,5,3,2,2,6,2,1,0,13,Speed,Quicksilver,Speed,Quicksilver,First attempt,3,,
,,8,(+3),16,bamlinden,32,17,49,1st,Yes (5.5),3rd,29 (8),6th,2 (3.5),10th,1.69 (1),18,,15,0,4,3,3,10,3,0,0,19,Red Guardian,Yelena Belova,Red Guardian,Yelena Belova,Second attempt,3,"I've learned that after the past couple weeks....I'm not a big fan of Locations. It was a challenging setup - and one that I did enjoy, but the locations added a dimension to the game that I didn't really find energizing. Both games felt slow. I'm sure my hero choices were partially to blame. A lot of card movement and trying to remember additional buffs on villains, masterminds and such. Made a couple mistakes on my first attempt and never really felt comfortable during my second playthrough.",
,,9,(+2),15,MikiP2023 & Taker13,34,41,75,1st,Yes (5.5),7th,33 (4),6th,2 (3.5),8th,2.273 (3),16,,7,2,0,0,3,6,3,1,1,14,Darkhawk,Speed,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"This game was so fun!. Scheme was a pain but it worked out so well. Had great combos to fight the mastermind and locations. Didnt like having my city destroyed, that was kinda rude haha.",
,,10,(+1),11,broken_pants,32,34,66,1st,Yes (5.5),5th,31 (6),10th,3 (1),9th,2.129 (2),14.5,,2,2,4,2,6,7,4,1,0,20,Psi-Lord,Ronin,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Not a bad setup. I think I got shafted with the timing of the first Twist just happening to hot Weaponized Galactus and desire destroy the Rooftops. Wish I had time for a second game, but I don't.",
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Where the Meat Meets the Machine,1,(+10),26,NukinFoobs & N3m3sis,21,95,116,1st,Yes (5.5),2nd,22 (9),1st,0 (7.5),1st,5.273 (10),32,,74,21,16,2,3,8,9,0,0,22,Mockingbird,"Gamora, Destroyer of Thanos",I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Enjoyed the setup quite a bit. Symbiote bond is a fun mechanic and is one of those keywords we always have to go back and double check to make sure we are playing correctly. As a self proclaimed Symbiote Nerd I am always game for the goopy aliens to come out in a setup. One hand really got going with Gamora, Scarlet Spider, and Mockingbird while the other focused on Dethlok and Killmonger, but struggled to get the correct cards to capitalize on sending stuff undercover until the game was pretty much over. There were a lot of good choices of heroes in this setup that could have done well, but I think our game was plenty good with our restricted time to play.",
,,2,(+9),19,ZombieGamer5,45,41,86,1st,Yes (5.5),1st,20 (10),1st,0 (7.5),5th,4.3 (6),29,,4,21,2,2,3,10,10,0,0,25,Carnage,"Uatu, The Watcher",I did not make a second attempt.,I did not make a second attempt.,First attempt,4,I think Life Foundation and Maximum Carnage work well together. It really helped my enjoyment that I had some foil Renditions cards for those two villain groups that I used for the first time in this game. I liked using the Liberate 3 from the Liberator Drones. Hybrid was a little tricky to keep unbonded but I managed. Good game!,
,,3,(+8),20,Bronson & Lighthouse,80,53,133,1st,Yes (5.5),6th,29 (4.5),1st,0 (7.5),2nd,4.586 (9),26.5,,27,21,9,2,1,3,4,0,0,10,Apocalyptic Black Widow,"Gamora, Destroyer of Thanos",Apocalyptic Black Widow,"Gamora, Destroyer of Thanos",First attempt,4,"Went for card drawing synergies and to lean into Liberate a little, thought it worked pretty well. Got unlucky on some untimely symbiote bonds for Hybrid or else could have likely finished in fewer turns.",
,,4,(+7),18,Cobrawarrior521 & Mackirev94,41,57,98,1st,Yes (5.5),3rd,24 (8),1st,0 (7.5),6th,4.083 (5),26,,16,15,7,2,3,6,9,1,0,21,Captain Carter,Star-Lord T'Challa,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,This had a great mix of heroes and villains,
,,5,(+6),16,keeblerpowell,48,78,126,1st,Yes (5.5),6th,29 (4.5),1st,0 (7.5),4th,4.345 (7),24.5,,30,30,4,1,2,6,7,2,0,18,Moon Knight,Captain Carter,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,i really Like the Plot of Betrayal Killmonger 6 cost card. I was able to rescue all the bystanders!!! that is a first for me! I was able to just keep villains dragging bystanders through the city! really enjoyed this run!!,
,,6,(+5),17,Cglied & Poulanc,67,65,132,1st,Yes (5.5),8th,30 (2),1st,0 (7.5),3rd,4.4 (8),23,,2,28,10,3,3,4,5,0,0,15,Mockingbird,Spider-Woman,Mockingbird,Spider-Woman,Second attempt,5,"Really fun setup. There was always stuff happening each turn. The puzzle factor with managing scheme twists, symbiote bonds, liberate, etc. was very engaging particularly having to decide where things go on a given turn gave us the feeling of control that you don't typically have. Daisy chaining attack off of liberate was also pretty cool. The required heroes worked really well with the setup and everything fit nicely. Not sure how great we'll do, but highly enjoyable.",
,,7,(+4),14,DRobb & Shadowofthebat,51,37,88,1st,Yes (5.5),4th,26 (7),8th,2 (2.5),8th,3.385 (3),18,,14,18,8,2,5,7,7,0,0,21,Apocalyptic Black Widow,Agent Phil Coulson,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Seem Cool,
,,8,(+3),13,Bakerybum,30,33,63,1st,Yes (5.5),5th,27 (6),7th,1 (4),10th,2.333 (1),16.5,,3,8,6,2,3,9,4,0,0,18,Mockingbird,Venom (Venomverse),I did not make a second attempt.,I did not make a second attempt.,First attempt,3,,
,,9,(+2),11,MaNemJeff,63,55,118,1st,Yes (5.5),8th,30 (2),10th,3 (1),7th,3.933 (4),12.5,,8,24,5,3,3,3,6,0,0,15,Apocalyptic Black Widow,Moon Knight,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,very fun,
,,10,(+1),11,ReyReyPod,39,48,87,1st,Yes (5.5),8th,30 (2),8th,2 (2.5),9th,2.9 (2),12,,9,18,3,1,4,5,6,0,0,16,Venom Rocket,Star-Lord T'Challa,Venom Rocket,Star-Lord T'Challa,First attempt,4,Hybrid is always fun but he makes it hard with the bonding! Took a while to get enough attack...but happy with one turn yielding 17ATK!,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"""This'll Be Easy.""",1,(+11),20,caseystahl1125,33,34,67,1st,Yes (6),2nd,19 (10),1st,0 (7),2nd,3.526 (10),33,,1,14,0,5,4,10,4,7,0,30,Black Widow,Rogue,Black Widow,Rogue,First attempt,5,I like to spar every now and again. Red Skull is a good spar partner.,
,,2,(+10),22,Canis3590 & Mamabird,57,7,64,1st,Yes (6),3rd,21 (8.5),1st,0 (7),4th,3.048 (8),29.5,,50,15,0,1,3,8,3,8,0,23,Black Widow,Jean Grey,Black Widow,Jean Grey,First attempt,3,"red skull games are always a little two easy and using Black Widow and Jean grey was just ""Super Cheese mode"", but all in all an enjoyable game",
,,3,(+9),21,brentmcampbell & ruuhaku,54,34,88,1st,Yes (6),7th,24 (4),1st,0 (7),1st,3.667 (11),28,,20,26,0,3,4,6,3,5,0,21,Angel,Black Widow,Angel,Black Widow,Second attempt,4,,
,,4,(+8),22,FlashSpider-man,50,20,70,1st,Yes (6),5th,23 (6.5),1st,0 (7),5th,3.043 (7),26.5,,30,10,0,2,3,6,5,5,0,21,Hawkeye,Wolverine (X-Men),Hawkeye,Wolverine (X-Men),Second attempt,2,"I'm guessing you are trying to rotate through all masterminds and schemes or something but I kinda wish you didn't. Obviously, I still had fun. I like playing Legendary. But a game that's about optimization and not about winning just isn't fun. It's a very easy mastermind and scheme. Just a guaranteed win. Which, personally, isn't what I like. I know I'm bad at the game but being given this scheme really feels like it's just meant to remind me how bad I am. But I get it. Others prob enjoyed this more and it was still fun. Will prob get last cause I was slow though, idk.",
,,5,(+7),12,thablackknight1,33,26,59,1st,Yes (6),3rd,21 (8.5),1st,0 (7),7th,2.81 (5),26.5,,7,10,0,4,4,7,3,6,0,24,Blade,Cyclops,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,DRobb played for the ThaBlackKnight1,
,,6,(+6),13,Joebro6616,15,20,35,1st,Yes (6),1st,18 (11),1st,0 (7),11th,1.944 (1),25,,5,6,0,5,3,11,6,6,0,31,Angel,Hawkeye,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"This set up was fun a lot of team synergy, the bystanders in the deck made the scheme a little stressful at the end",
,,7,(+5),14,energythief,55,41,96,1st,Yes (6),11th,29 (1),1st,0 (7),3rd,3.31 (9),23,,14,23,0,2,0,4,1,3,0,10,Iceman,Wolverine (X-Men),I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"Left hand deck was yellow and grey, and didn’t start singing until I could grab a few of Mr. Fantastic’s cards but once I did it was unstoppable. Right hand deck was blue and grey and was super consistent but didn’t generate the kind of burst damage that my other one was capable of.",
,,8,(+4),14,Gambit34 & Rogue,22,46,68,1st,Yes (6),7th,24 (4),1st,0 (7),6th,2.833 (6),23,,24,21,0,1,2,8,3,4,0,18,Emma Frost,Jean Grey,Emma Frost,Jean Grey,First attempt,4,It was nice having an easier setup and being successful instead of frustrated. It was a morale booster!,
,,9,(+3),11,Blunkster & allison095,51,13,64,1st,Yes (6),5th,23 (6.5),10th,1 (2),8th,2.783 (4),18.5,,38,17,0,3,3,7,3,3,0,19,Spider-Man,Captain America,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,,
,,10,(+2),9,Cubbiesnextyr & Wife,29,24,53,1st,Yes (6),10th,25 (2),1st,0 (7),10th,2.12 (2),17,,5,7,0,2,3,6,6,6,0,23,Invisible Woman,Wolverine (X-Men),I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Fun playing against a rather weak MM in Red Skull.  I liked this because we never got super frustrated and mad at the game like we usually do, lol.",
,,11,(+1),10,LeMansDroptop,22,42,64,1st,Yes (6),7th,24 (4),11th,2 (1),9th,2.667 (3),14,,20,10,0,3,7,4,5,4,0,23,Captain America,Invisible Woman,Iceman,Storm,Second attempt,4,I'm amazed at how few attack cards I could recruit and still defeat the mastermind!  Iceman and Professor X make a great combo.  But so did Iron Man and Mr. Fantastic with their Tech cards.,
49,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
