Pod,Setup,Rank,Points Earned,Total Points,Name(s),"Victory
Pile 1","Victory
Pile 2","Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Difference,Bystanders Rescued,Cards Undercover,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Level,Comments,Results Of Week:
,,9,(+1),1,DrPolygon,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Now That's What I Call Pop! 35,1,(+9),9,david-h11,29,87,116,1st,Yes (4.5),1st,25 (7),1st,0 (5.5),2nd,4.64 (7),24,,58,23,0,2,4,6,3,0,0,15,Aurora & Northstar,Ronan the Accuser,Aurora & Northstar,Ronan the Accuser,Second attempt,4,"Needed to kick up more Lightshow for the dance party, and the twins brought it; lovee getting to kick off so much Lightshow choices.  Any real rave needs a bouncer at the door, and Ronan did a great job of sorting through the riffraff; plenty of Bystander rescue ramp with the shards used to bribe him for entry!  And through it all, Party Thor helped get some big names to show up and really make a splash.",
,,2,(+8),8,PragmaticSquid,101,50,151,1st,Yes (4.5),5th,31 (4),1st,0 (5.5),1st,4.871 (8),22,,51,25,0,1,3,4,3,0,0,11,Apocalyptic Black Widow,"Killmonger, Spec Ops",Legion,"Killmonger, Spec Ops",Second attempt,5,"First round, everything went sideways and lost on the 7th twist. 2nd round, switched in Legion and Lightshow dominated. PE worked like an energy cannon.",
,,3,(+7),7,MRTINCE,80,31,111,1st,Yes (4.5),1st,25 (7),1st,0 (5.5),4th,4.44 (5),22,,49,11,0,5,1,4,4,1,0,15,Aurora & Northstar,Howard the Duck,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Weird shuffle meant I never saw a master strike...,
,,4,(+6),6,Scootsmagoots86,54,16,70,1st,Yes (4.5),1st,25 (7),1st,0 (5.5),6th,2.8 (3),20,,38,7,0,1,3,6,3,2,0,15,Aurora & Northstar,Banshee,Aurora & Northstar,Banshee,Second attempt,5,Great Fun!,
,,5,(+5),5,Coldvein & Raja0629,89,72,161,1st,Yes (4.5),7th,35 (1.5),1st,0 (5.5),3rd,4.6 (6),17.5,,17,26,0,1,1,1,1,1,0,5,Banshee,Polaris,Banshee,Polaris,First attempt,5,"Very nice, very evil.  Would definitely play again.",
,,6,(+4),4,Canis & Mamabird,38,61,99,1st,Yes (4.5),6th,34 (3),1st,0 (5.5),5th,2.912 (4),17,,23,20,0,0,1,3,1,1,0,6,Aurora & Northstar,Star-Lord T'Challa,Aurora & Northstar,Star-Lord T'Challa,Second attempt,4,"chose Aurora and northstar to do a light show deck, and both games they under-performed but still did well, the 'kitchen sink' side actually had the higher score both games, game two being a pretty focused What If? deck. good times were had by all except Mojo",
,,7,(+3),3,Mikip2023 & Taker13,38,22,60,1st,Yes (4.5),4th,28 (5),7th,1 (2),8th,2.143 (1),12.5,,16,13,0,0,3,6,3,0,0,12,Havok,Solo,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"We had a lot of trouble deciding who to pick hero wise. Finally when we decided, we thought it went pretty good. We thought we were doomed at first b/c all the master strikes kept coming out and putting a new human shield on the Master Mind. We were able to gather a bunch of great attack to make some great combo's. My husband didn't like the game as much as I did. Over all we had fun and got to spend time together playing one of our fav games. That's all that matters. Oh and we won hahaha",
,,8,(+2),2,Bikk_Bikk,51,30,81,1st,Yes (4.5),7th,35 (1.5),8th,2 (1),7th,2.314 (2),9,,21,15,0,1,2,1,1,0,0,5,Queen Storm of Wakanda,King Black Panther,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Mojo is always a hard spineless one to defeat with his knack for shielding himself. 
First time playing the mixtape. I really enjoyed the variety of the enemies with no repeats aside from the henchmen, I didn't like that it led to so many rares getting KOed. 
First time with Part Thor. I built a nice recruiting deck on the right, but it the overcommitment on recruit led to some escapes.
Left built a decent Covert / Lightshow deck and that went pretty alright delivering most of the damage, but it did get pretty big. ",
,,9,(+1),1,wafflestomper,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,The Grand Opera Collection,1,(+9),9,WilTheGrey,33,28,61,1st,Yes (4),1st,19 (7),1st,0 (4),1st,3.211 (7),22,,5,5,0,4,3,6,7,1,0,21,General Okoye,King Black Panther,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,It was a bit of a nail biter but in  good way. I was not sure I was going to make it with all the scheme twists. And I KO'd one of my own cards before realizing that was going to really work against me. Great scenario!,
,,2,(+8),8,PHoney,40,33,73,1st,Yes (4),3rd,27 (5),1st,0 (4),3rd,2.704 (5),18,,7,2,0,2,4,5,1,1,0,13,King Black Panther,White Wolf,King Black Panther,White Wolf,Second attempt,5,"SO MANY CARDS! :D What a crazy scheme and setup to sample a lot of cards! Haha Used King Black Panther and White Wolf for their Ambush abilities with all the HQ turnover from the scheme. They also gave nice hero class overlap with the other heroes, particularly Black Panther's multiple colors. Thor didn't do anything for me, but I found nice synergies elsewhere. All the villain and mastermind wounding was great for managing the board over multiple turns. Was really tempted to try Valkyrie because her rare seems absolutely nuts with the scheme. I figured with 7 heroes and a lot of HQ KO's that it would be hard to recruit her one rare card though, and her other cards didn't feel as synergistic. It was quite the collection management to pull all the pieces for this setup, but it was worth it! My first play was enjoyable but not as fun. Had a less-friendly villain deck shuffle and couldn't quite keep up with the scheme twists. Great way to start the tourney!",
,,3,(+7),7,Zoratok,43,41,84,1st,Yes (4),5th,29 (2.5),1st,0 (4),2nd,2.897 (6),16.5,,2,1,0,0,4,2,2,1,0,9,Captain Marvel,Beta Ray Bill,I used the same Heroes.,I used the same Heroes.,Second attempt,5,I like the scheme.,
,,4,(+6),6,Mikeygill97,19,43,62,1st,Yes (4),2nd,26 (6),1st,0 (4),7th,2.385 (1),15,,24,1,1,1,2,5,4,1,0,13,Ms. Marvel,Totally Awesome Hulk,Captain Marvel,Crystal,Second attempt,4,First setup I couldn’t get anything to work for me. Second attempt I changed it up by using Captain Marvel and Crystal. Blue and Green on one side and a color combo on the other hand and ignored the tech cards from Beast and it worked much better.,
,,5,(+5),5,Tozar,28,39,67,1st,Yes (4),4th,28 (4),1st,0 (4),6th,2.393 (2),14,,11,2,0,3,2,5,1,0,0,11,King Black Panther,Ms. Marvel,King Black Panther,Phoenix,Second attempt,3,"After losing the first game on the seventh scheme (well, six and a master strike), I decided to try Phoenix to try to mitigate the KOed colored heroes and maybe get one more strike in.  My plan was to only recruit the uncommon that lets you grab a hero KOed this turn and let the ones that KO colored heroes just sit and get KOed on the next scheme.  I got lucky and was able to recruit two of them, and was actually able to use one (doubled up with a Prodigy Special Sidekick) to pull out two KOed heroes.  But that wasn't enough.  One for Scheme Twist and it was going to be over -- sure with only 33 KOed Heroes instead of 35 -- but wouldn't have made any difference.  Don't think this method would likely ever get you the four you would need.",
,,6,(+4),4,Bn322,41,30,71,1st,Yes (4),5th,29 (2.5),1st,0 (4),5th,2.448 (3),13.5,,11,2,0,2,4,8,6,0,8,28,Beta Ray Bill,Princess Shuri,I used the same Heroes.,I used the same Heroes.,First attempt,4,This setup up was an abundance of hero options so I just went with two heroes I enjoy playing. I had never used this scheme before but it is definitely became one of my favorites. I would have given the set up a 5 if it wasn't for the AP I had to face. Great job with it!,
,,7,(+3),3,Drewfusmcge,52,30,82,1st,Yes (4),7th,32 (1),1st,0 (4),4th,2.563 (4),13,,22,2,0,0,3,4,0,0,0,7,Captain Marvel,King Black Panther,Captain Marvel,Old Man Logan,Second attempt,3,"Crazy scheme of course! Had a nice streak of luck early with very few twists, but couldn't get it together to win very quickly unfortunately.",
,,8,(+2),2,jetsetrad,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,9,(+1),1,roodabayga,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Downhome Country Mix 2011,1,(+9),9,Phoenix Grey,42,21,63,1st,Yes (5.5),2nd,25 (8),1st,0 (6.5),3rd,2.52 (7),27,,21,6,0,2,3,6,4,0,0,15,Angel,Professor X,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"Kinda forgot about this for most of the week, so I allowed myself only one attempt. Wolverine was my first consideration due to how often wounds would come up, but then I noticed I didn't have much other means of KOing base cards. I also saw Photon for discarding and an abundance of X-Men. So I figured it was a fine time to bring in Angel, and Xavier would bring in a 3 attack for 2 along with KO potential. I was pleasantly surprised to find plenty of symmetry for Rogue, enough that I actually bothered to get Borrowed Strength.",
,,2,(+8),8,GZUZROCKS & DaBomb,15,42,57,1st,Yes (5.5),1st,23 (9),1st,0 (6.5),5th,2.478 (5),26,,27,0,0,5,1,5,3,2,0,16,Blade,Jessica Jones,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"What are the odds that I didn't draw ONE master strike before game end!? However, I almost died from the scheme twists that were revealed! yeesh! Jessica Jones was nice to switcheroo up cards given that the HQ kept getting KO'd so quickly. I had thrown Blade and Jessica Jones in thinking the Marvel Knight heroes could potentially help avoid wounds from Master strike...but oddly enough, NONE came out! I'm not sure that has ever happened to me so that's a win in my book regardless of my score! lol.",
,,3,(+7),7,SharkNate-O & onthegeniusofsamrockwell,34,33,67,1st,Yes (5.5),3rd,27 (7),1st,0 (6.5),4th,2.481 (6),25,,1,2,0,3,2,6,10,2,0,23,Angel,Ronin,Angel,Ronin,First attempt,4,"Fun first game. Second was VERY rough. But the first one went well. We went with Angel and Ronin to help prevent the hero swing of 7 heroes, which our second game had. Luckily in the first game the right cards came out for both players to progress very well. Looking forward to the rest of the tourney.",
,,4,(+6),6,Off the Cuff,52,54,106,1st,Yes (5.5),8th,39 (2),1st,0 (6.5),1st,2.718 (9),23,,2,16,0,0,1,0,0,0,0,1,Jean Grey,Storm,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"I got very lucky with the final Twist being at the bottom of the Villain Deck. Perhaps I could have put more thought into my Hero selection, but I went for a Bystanders-wracking-up-points strategy.",
,,5,(+5),5,Jinjoz,37,28,65,1st,Yes (5.5),4th,28 (6),1st,0 (6.5),6th,2.321 (4),22,,9,3,0,2,2,2,4,0,0,10,Iron Fist,Elsa Bloodstone (Marvel Knights),Iron Fist,Elsa Bloodstone (Marvel Knights),Second attempt,2,"The tough part about this Scheme is since the Hero deck is so big, it's hard to get a plan together. So each of my decks didn't really have a strong identity so it just wasn't that fun as usual",
,,6,(+4),4,Lycanknight_ & Ms. Lycanknight_,52,32,84,1st,Yes (5.5),6th,33 (3.5),9th,2 (1),2nd,2.545 (8),18,,20,3,0,0,2,0,0,0,0,2,Beast (X-Men),Havok,I did not make a second attempt.,I did not make a second attempt.,First attempt,2,It wasn’t that it was hard really just that there was so many heroes that it was hard to build a proper deck out. I’m giving it a 2 cause my wife wanted to give it a 3 and I wanted to do a 1. We wont be playing this one again.,
,,7,(+3),3,Cubbiesnextyr & The Wife,23,45,68,1st,Yes (5.5),5th,31 (5),7th,1 (2.5),7th,2.194 (3),16,,22,3,0,1,1,4,3,0,0,9,Jessica Jones,Ghost Rider,Jessica Jones,Ghost Rider,First attempt,3,"Seemed like every time there was a great hero to recruit they got wiped away via the scheme twist.  It was quite frustrating.  The setup was fun though, I'm just bad at selecting those last 2 heroes!",
,,8,(+2),2,NadRao & Sparkles,53,15,68,1st,Yes (5.5),6th,33 (3.5),7th,1 (2.5),8th,2.061 (2),13.5,,38,4,0,1,2,1,3,0,0,7,Iron Fist,Jessica Jones,Iron Fist,Jessica Jones,Second attempt,3,"We struggled through this one, our first round was a total wash. Nothing but villains and scheme twists. The second round we won, but it was tight, and my wife couldn't get anything going. Managed to make an okay deck with photon, and take out the mastermind, but this one will as rough for us.",
,,9,(+1),1,Jmaster1324,31,42,73,9th,No (1),9th,36 (1),1st,0 (6.5),9th,2.028 (1),9.5,,11,3,0,0,0,1,3,0,0,4,Iron Fist,Shang-Chi,Shang-Chi,Iron Fist,Second attempt,2,.,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Anthems & Marches - Greatest Hits,1,(+9),9,MicroDisney0505,74,15,89,1st,Yes (4.5),1st,21 (8),1st,0 (5),1st,4.238 (8),25.5,,59,20,6,3,4,7,4,1,0,19,Spider-Gwen,Silk,I did not make a second attempt.,I did not make a second attempt.,First attempt,1,Too many sets used. It took more time to gather cards than to play the game.,
,,2,(+8),8,Sandals & Mrs Sandals,44,45,89,1st,Yes (4.5),3rd,24 (6),1st,0 (5),2nd,3.708 (7),22.5,,1,18,8,3,3,5,4,2,0,17,Quake,Hiroim,Quake,Hiroim,Second attempt,4,"In both games my wife went for Quake/Cpt Marvel and abused Shield Level from so many Hydra villains. I went Red Guardian/Hiroim and abused helicopters as Bystanders. Both games worked well but the second was slight faster.
Fun start!",
,,3,(+7),7,Astigmatic_Oracle,77,20,97,1st,Yes (4.5),5th,27 (3.5),1st,0 (5),3rd,3.593 (6),19,,57,23,4,2,2,4,4,1,0,13,Black Widow,Black Panther,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Core Black Widow dominates again. I thought I'd make sure she made it into at least one more tournament before 2nd edition comes out and she did not disappoint.,
,,4,(+6),6,Shaggy427,46,46,92,1st,Yes (4.5),5th,27 (3.5),1st,0 (5),4th,3.407 (5),18,,0,23,1,1,3,5,3,1,0,13,Black Widow,Rogue,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Fun setup, I couldn't help but feel there were many ways to be successful with this one. Hopefully I chose a good option!",
,,5,(+5),5,MysticRuby,49,18,67,1st,Yes (4.5),2nd,23 (7),1st,0 (5),8th,2.913 (1),17.5,,31,20,0,3,3,8,3,0,0,17,Ronin,Ruby Summers,I used the same Heroes.,I used the same Heroes.,Second attempt,4,"Holyyy, Ronin and Ruby came very much so in handy. I got lucky with a well-timed detective wolverine which let me tuck a scheme twist.",
,,6,(+4),4,Zeromus104,54,42,96,1st,Yes (4.5),8th,31 (1),1st,0 (5),5th,3.097 (4),14.5,,12,23,1,1,3,2,3,0,0,9,Black Widow,Beast (Illuminati),I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Chose Core Black Widow for her Bystander saving and to pump up her attack cards that rely on bystanders. The attack cards did not factor in. Got one near the end of the game, but it didn't come out to play.

Chose Illuminati Beast for the dual-class cards to play into Agent Venom, Captain America 1941, and War Machine's cards that play into having different cards of different colors/classes. It didn't see a whole lot of play, but they did come in handy near the end of the game.

Red Guardian didn't see any action. My first two turns had him on the HQ, but they were wiped away from the scheme twists (figures). Only got one that was sent to Undercover right away. I was unable to find another card in the HQ that had a covert class so I can release him.

I would like to see this set up again, but all heroes must be SHIELD since most of the villains were Hydra affiliated. ",
,,7,(+3),3,Kb_driven,42,44,86,1st,Yes (4.5),7th,28 (2),1st,0 (5),6th,3.071 (3),14.5,,2,17,4,1,1,6,3,1,0,12,Hellcat,Black Swan,Bruce Banner,Hulkbuster Iron Man,First attempt,5,"Thanks for kicking this off with a great setup!  To counter the Anthems & Marches that General Thunderbolt Ross was attempting to drown us with, we zoned into our psychedelic trance mix so that we could foresee his moves and anticipate the coming twists.  Hellcat and Black Swan worked very well together for the P2 deck, with one copy of Dark Foretelling being enough to keep the twists manageable.  Hellcat added further vision to the villain and P2 deck, keeping things moving forward.  Meanwhile, P1 was more focused on building tech, strength and range combos with Captain Marvel, War Machine, Agent venom etc.  It was a good balance and allowed us to keep the city clean, manage helicopters well, and take down that Red Hulk before too many turns had gone by.  Second attempt using Bruce Banner/Hulkbuster was also fun, but was not quite as efficient.",
,,8,(+2),2,iburnicus,38,41,79,1st,Yes (4.5),4th,26 (5),8th,1 (1),7th,3.038 (2),12.5,,3,18,3,0,2,7,3,2,0,14,Thor (Avengers),Lady Thor,Thor (Avengers),Lady Thor,Second attempt,4,"games worked fine, theres probs better options in heroes than the ones i chose but i like them in combination with each other and captain marvel for a blue/green strat and its not often possible to mix them together.",
,,9,(+1),1,Gambit34 & Rogue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,MIX PARA BAILAR #12,1,(+9),9,HatePhD & EditedMist,36,30,66,1st,Yes (5),1st,22 (7.5),1st,0 (5.5),3rd,3 (6),24,,6,5,3,3,1,7,4,2,0,17,Red Guardian,Siryn,Red Guardian,Siryn,Second attempt,5,"lost the first turn because I got greedy healing a wound by playing an extra card from the VD and rescued Triage Nurse accelerating what was otherwise a really good game.

Second attempt went even smoother and won even faster although it came down to the wire due to Bagleshuffle TM all the twists into the first half of the VD. Super fun and Covert Investigating is a lot of fun.",
,,2,(+8),8,Pyromagnus & Shoshielynn,38,24,62,1st,Yes (5),1st,22 (7.5),1st,0 (5.5),5th,2.818 (4),22,,14,5,4,3,3,7,3,2,0,18,Hulk 2099,Iceman,Hulkling,Iceman,First attempt,4,"There were a lot of hero choices available and a lot of mechanics to track, wife ended up sitting this one out. Still an awesome scheme but having to use some of least favorite Heroes did not endear me to the initial set up and definitely not to game too",
,,3,(+7),7,NukinFoobs & N3m3sis,22,48,70,1st,Yes (5),3rd,24 (6),1st,0 (5.5),4th,2.917 (5),21.5,,26,5,2,1,1,7,4,3,0,16,Fantomex,Stepford Cuckoos,Iceman,Red Guardian,Second attempt,3,"This was pretty tough as far as narrowing down what 2 heroes to bring with such a wide choice of heroes. Game 1 went decent other than an unpreventable escape on turn 3 from cloning. Game 2 we decided to try a completely different strategy but almost ended up losing from scheme twists just from bad luck. The game went much faster and we ended up better off, but a lot of points were left on the board just from scheme twists and master strikes coming out instead of villains, henchman, and bystanders.",
,,4,(+6),6,Loconnole & Klcgolf,45,55,100,1st,Yes (5),6th,33 (3),1st,0 (5.5),2nd,3.03 (7),20.5,,10,10,2,0,2,3,1,1,0,7,Iceman,Siryn,Iceman,Siryn,First attempt,5,"This scheme is very fun generally, good mix of heroes, Spider-Man 2099 came to play more than we expected round one",
,,5,(+5),5,energythief,46,51,97,1st,Yes (5),5th,30 (4),7th,1 (2),1st,3.233 (8),19,,5,7,4,1,2,4,3,0,0,10,Angel,Jean Grey,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,My decks had a bit of an identity crisis at first but when they picked up steam they were terrific fun! I have a newfound respect for Angel + White Tiger now.,
,,6,(+4),4,Jean-Sébastien & Geneviève,33,39,72,1st,Yes (5),4th,28 (5),1st,0 (5.5),6th,2.571 (3),18.5,,6,3,6,2,2,7,0,1,0,12,Storm & Black Panther,Doctor Doom 2099,Storm & Black Panther,Doctor Doom 2099,Second attempt,3,The scheme makes for a very random game and it's difficult to create synergy with heroes.,
,,7,(+3),3,Jdub,45,45,90,1st,Yes (5),7th,37 (2),1st,0 (5.5),7th,2.432 (2),14.5,,0,8,7,0,1,2,0,0,0,3,"Captain America, Secret Avenger",Hulk 2099,I used the same Heroes.,I used the same Heroes.,Second attempt,2,I felt like I never got to get into a groove because the scheme twist kept KOing every hero that I was trying to build something for. The master mind was fun to fight though. I had not fought him before and that was fun. My only complaint was the scheme.,
,,8,(+2),2,caseystahl1125,19,16,35,8th,No (1),8th,24 (1),8th,2 (1),8th,1.458 (1),4,,3,2,1,5,7,4,7,2,0,25,Shatterstar,Multiple Man,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"To quote Chuck Norris in the cinematic classic Invasion USA.
This set up ""Hit me so many times with its right... was begging for its left.",
,,9,(+1),1,GreyWadeJokis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Brutal Metal Mix of Death '02,1,(+9),9,avataristche,49,31,80,1st,Yes (5.5),1st,23 (9),1st,0 (6),1st,3.478 (9),29.5,,18,12,0,3,3,6,5,0,0,17,Domino,Proxima Midnight,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Domino's uncommon turn 1 got me Venom's rare, which in turn lead to Proxima's and Domino's rares.",
,,2,(+8),8,eventhorizon0121,56,34,90,1st,Yes (5.5),3rd,27 (7),1st,0 (6),2nd,3.333 (8),26.5,,22,11,0,3,2,5,3,0,0,13,"Killmonger, Spec Ops",Carnage,Bishop,Domino,Second attempt,4,Nice thematic setup!  We thought Domino would be a great addition but unfortunately she was rarely in the GW long enough to recruit.  Player 1 used Wolverine and Blade to slice through the city and starting cards.  Player 2 leveraged Bishop and Magic.  Blade’s rare was clutch!,
,,3,(+7),7,VenomousDisease,47,25,72,1st,Yes (5.5),2nd,25 (8),1st,0 (6),5th,2.88 (5),24.5,,22,8,0,3,2,7,3,0,0,15,Iron Fist,Domino,Iron Fist,Cable,Second attempt,4,"Always unique playing a game that has more than two villain groups and 7 total heroes. Having a little trouble getting out of the gate at game 1 as the Domino/Wolverine/Venom deck kept getting scheme twisted when we needed it most. 

However the true MVP game in round two when we had a working Iron Fist and Ghost Rider deck that was able to effectively hit Lilith every turn while we were able to dodge the Lillith villains and keep her bystander KO pile relatively small at 1 the entire game. ",
,,4,(+6),6,jpilger,36,47,83,1st,Yes (5.5),4th,28 (6),1st,0 (6),4th,2.964 (6),23.5,,11,9,0,2,2,4,4,0,0,12,Bishop,Domino,Bishop,Domino,Second attempt,4,Great setup for week 1.  Got me back into the game after a while.  Using practically every bystander is nuts but has a wonderful sense of variety.  Loved starting with a setup that includes extra heroes and four half villain groups and two half henchman groups.  There was so many variables and so many keywords to play with and trigger.  Great start and I can’t wait for more this tournament.,
,,5,(+5),5,FlipFlopManiac,43,56,99,1st,Yes (5.5),7th,32 (3),1st,0 (6),3rd,3.094 (7),21.5,,13,13,0,4,1,2,1,0,0,8,"Killmonger, Spec Ops",Beast (Illuminati),I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Organized chaos, probably like most games this week.  I tried my best to force Killmonger since this scheme seems perfect for him and he showed up a lot due to the HQ turnover.  I tried to pair him with Beast but he fell flat, Balanced Attack whiffed every time.  Had one villain scoot out of the city on an unlucky Rise but it was Zombie Thanos and I was able to take care of him later.  Venom and Wolverine came together decently but at the end of the day the Killmonger-focused Strength deck almost single-handedly took out Lilith.",
,,6,(+4),4,Jalt,25,44,69,1st,Yes (5.5),5th,29 (4.5),1st,0 (6),9th,2.379 (1),17,,19,7,0,0,2,6,3,0,0,11,Thanos,"Wong, Master of the Mystic Arts",I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Went for total chaos with Thanos but it didn’t work. Got very lucky keeping Lilith from getting overpowered.,
,,7,(+3),3,Doormatte,65,39,104,1st,Yes (5.5),8th,37 (2),1st,0 (6),7th,2.811 (3),16.5,,26,6,0,0,1,1,0,1,0,3,Apocalyptic Black Widow,Apocalyptic Kitty Pryde,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,This was fun,
