Pod,Setup,Rank,Points Earned,Total Points,Name(s),"Victory
Pile 1","Victory
Pile 2","Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Difference,Bystanders Rescued,Cards Undercover,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Level,Comments,Results Of Week:
,,8,(+2),2,Bronson & Lighthouse,44,38,82,1st,Yes (5.5),5th,29 (4.5),8th,1 (1.5),6th,2.828 (4),15.5,,6,14,0,2,2,3,3,1,0,11,Black Swan,Old Man Logan,Black Swan,Old Man Logan,First attempt,3,"Ugh I hate Rise of the Living Dead! Responsible for escapes in both of our games. The under-rated part of this scheme's difficulty is how fast the HQ cycles out 7 and 8 cost cards before we had a chance to buy them, which really slowed us down.

We choose Old Man Logan and Black Swan for their KO cards and again, the HQ often cycled past them faster than we could buy them. Feel like there was a lot of ways you could have gone on this one with the massive number of hero choices so will be interesting to see if anyone cracked some better synergy!",
,,9,(+1),1,SavageTeddyBear & Julius Xizor,65,29,94,9th,No (1),9th,38 (1),8th,1 (1.5),8th,2.474 (2),5.5,,36,6,1,0,1,0,1,0,0,2,Angel,"Dr. Punisher, Soldier Supreme",Angel,"Dr. Punisher, Soldier Supreme",First attempt,4,"Unfortunately, Lilith's death metal mix was too much for us to handle.",
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Swingin' to the Oldies,1,(+9),9,the.melkman & Snapcity57,23,41,64,1st,Yes (5),1st,20 (8),1st,0 (5),4th,3.2 (6),24,,18,1,0,4,2,9,1,1,0,17,Scarlet Spider,Spider-Man Noir,Scarlet Spider,Spider-Man Noir,Second attempt,1,Weak start for the setup. Distinctly lacking in melkability.,
,,2,(+8),8,GamerGump,25,47,72,1st,Yes (5),4th,22 (5.5),1st,0 (5),2nd,3.273 (8),23.5,,22,14,0,1,1,4,4,0,0,10,Elektra,Spider-Man Noir,I used the same Heroes.,I used the same Heroes.,Second attempt,4,Starting off with a very complicated setup it seems. It was a fun setup with several characters that don't get enough play.,
,,3,(+7),7,yeeches,60,18,78,1st,Yes (5),6th,23 (4),1st,0 (5),1st,3.391 (9),23,,42,7,0,2,2,5,4,0,0,13,Elektra,Iron Fist,Elektra,Iron Fist,First attempt,5,Fun set up! Spider man deck worked really well! Iron Fist and Elektra paid off with a few solid cards recruited.,
,,4,(+6),6,jgoodnough & and wife,25,31,56,1st,Yes (5),1st,20 (8),1st,0 (5),7th,2.8 (3),21,,6,2,0,1,5,8,1,1,0,16,Moondragon,Iron Man Noir,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,fun game,
,,5,(+5),5,thedoctormate0806 & mrrj6549,26,27,53,1st,Yes (5),1st,20 (8),1st,0 (5),8th,2.65 (2),20,,1,5,0,4,2,10,3,1,0,20,Forge,Quasar,Forge,Iron Man Noir,Second attempt,4,"Enjoyed the scheme, villains, mastermind and most of the heroes. Don't love Spider-Man",
,,6,(+4),4,Lasombra81,26,52,78,1st,Yes (5),7th,24 (2.5),1st,0 (5),3rd,3.25 (7),19.5,,26,5,0,2,3,5,3,1,0,14,Elektra,Spider-Man Noir,Elektra,Spider-Man Noir,First attempt,5,None,
,,7,(+3),3,bigdilly73 & BlackSmithNJ,43,27,70,1st,Yes (5),7th,24 (2.5),1st,0 (5),6th,2.917 (4),16.5,,16,3,0,3,3,6,6,2,0,20,Wolverine (X-Force),Spider-Man Noir,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,The spider man synergy and the instinct synergy made this game very fun but not particularly challenging. Great first round game setup!,
,,8,(+2),2,Swagolas,26,32,58,1st,Yes (5),4th,22 (5.5),1st,0 (5),9th,2.636 (1),16.5,,6,4,0,2,2,7,3,1,0,15,Iron Fist,Luke Cage Noir,Iron Fist,Luke Cage Noir,First attempt,4,"Lot of different cards, hard to plan the game, which is both frustrating and interesting :D",
,,9,(+1),1,Redblock,51,28,79,1st,Yes (5),9th,25 (1),1st,0 (5),5th,3.16 (5),16,,23,8,0,2,2,4,5,0,0,13,Elektra,Spider-Man Noir,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"It was hard switching brain back to Legendary mode, but its that time of the year",
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Rock Harder '86,1,(+9),9,ElongatedMan,50,18,68,1st,Yes (5.5),3rd,21 (7),1st,0 (5.5),2nd,3.238 (8),26,,32,5,1,3,4,7,4,1,0,19,Captain America,Invisible Woman,Captain America,Invisible Woman,First attempt,3,"Man seeing the cards you want to buy get KOed by the scheme and stolen by Alchemax Executives is heartbreaking! But the wide varity of villains was fun. Also, it was my first tournament game playing with another person! Hoping to get him to help me again throughtout the tournament.",
,,2,(+8),8,jiggliestpuff,35,21,56,1st,Yes (5.5),2nd,20 (8),1st,0 (5.5),4th,2.8 (6),25,,14,7,0,2,3,10,4,1,0,20,Peter Parker,Patriot,Peter Parker,"Captain and the Devil, The",Second attempt,5,"The rock themed hero choices were inspired! Captain & the Devil has that 80's hair band look, Peter Parker is on the mic one of his cards and Hot Bowl of Soup must be the title of Aunt May's EP, so I feel like I stayed on theme. Deck 1 focused on 2-cost cards, and Jurassic America helped set off many triggers for Korg and Peter Parker. Deck 2 mostly skated by due to getting two copies of Elemental Guns out early so I had ample shards.",
,,3,(+7),7,citizen51,10,39,49,1st,Yes (5.5),1st,18 (9),1st,0 (5.5),5th,2.722 (5),25,,29,0,1,3,5,8,4,2,0,22,Goliath,"Killmonger, Spec Ops",I did not make a second attempt.,I did not make a second attempt.,First attempt,4,The setup was a lot of fun and only real negative was how absolutely massive the 8 hero deck was. I'm happy with my hero choices. One player was Tech and Artifacts and the other was Strength. P2 got lucky with Thing's Rare and was able clean out the last 3 Alchemax Execs in one turn. Love big moments like that.,
,,4,(+6),6,Babybreloom,60,26,86,1st,Yes (5.5),6th,26 (4),1st,0 (5.5),1st,3.308 (9),24,,34,12,1,2,3,4,3,2,0,14,Captain Britain,"Killmonger, Spec Ops",Captain Britain,"Killmonger, Spec Ops",Second attempt,3,"I saw the incredible amount of diversity in both villains and heroes, and I saw a lot of Green and Black. Surely a perfect setup for these two heroes specifically, right? Well in Game 1 they really came through and both heroes ended up saving me several times. In the game I'm reporting, I managed to recruit 3 of Spider-Gwen's ""Save the Day"" on one side and just went nuts. Spider-Gwen had a side with Ant Army and Star-Lord and ended up building 18 attack with 11 shards in the final turn, clearing both the city and the final tactic.",
,,5,(+5),5,Broken_Pants,48,23,71,1st,Yes (5.5),5th,25 (5),1st,0 (5.5),3rd,2.84 (7),23,,25,5,1,2,2,5,5,1,0,15,Peter Parker,Silk,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Got a solid deck on one hand with Spiders and Ants. The other, slightly less effective deck was Thing with a tiny bit of Star-Lord support. Got pretty lucky with a long string of Tech cards in the Escape pile and not much else. Really decent game.",
,,6,(+4),4,captaincardone & paisley5002,28,32,60,1st,Yes (5.5),4th,24 (6),1st,0 (5.5),7th,2.5 (3),20,,4,5,1,2,4,7,2,1,0,16,Beast (Illuminati),"Killmonger, Spec Ops",Beast (Illuminati),"Killmonger, Spec Ops",Second attempt,4,"That game had so much randomness in it with the HQ our games were totally different in feel, even with the same heroes. And finally a quote from just before we started the game: ""112 card hero deck. what is this bullsh*t?""",
,,7,(+3),3,Justitiana,32,39,71,1st,Yes (5.5),7th,28 (3),1st,0 (5.5),6th,2.536 (4),18,,7,7,1,1,2,5,2,2,0,12,"Killmonger, Spec Ops",Captain Britain,"Killmonger, Spec Ops",Captain Britain,First attempt,3,"Attempt 2 went terribly, and I just didn't finish it. Attempt 1 went alright, albeit pretty slow and heavy. There were a lot of strong enemies in the CIty that kept me from focusing on the Masterminds. Eventually both decks got up to speed/strength and could deal with the Masterminds. Deck 2 focused mainly on Strength and Tech and Deck 1 Mostly on Thing and Captain Britain and a bit of Spider-Gwen.

This setup with all the random moments where HQ was emptied didn't feel like too much of a strategic way to deckbuild, mostly just down to luck. There was a bit too much recruit in the HQ for my taste, but not enough good cards to recruit from it. That's partly why it went so slow. I could prevent all escapes though, due to a lot of Scheme Twists early on and some Henchmen appearing as well. In attempt 2 only strong enemies appeared and I couldn't do anything about it, just shuffle luck I guess. It was fun to see that Killmonger was a good choice with the extra villain groups. This was definitely not my most fun game, but the first attempt was decent, so I'm giving it a 3/5. Curious to see what's up for next week's challenge.",
,,8,(+2),2,Forever A Team & Son,28,40,68,1st,Yes (5.5),8th,30 (2),9th,13 (1),8th,2.267 (2),10.5,,12,4,0,0,1,7,2,1,0,11,Ant-Man,Human Torch,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Had fun. Wish the fullness of life had allowed us to play a second time before the deadline. Hopefully we will be able to get in two rounds for Round 2.,
,,9,(+1),1,ReyReyPod,28,26,54,9th,No (1),9th,32 (1),1st,0 (5.5),9th,1.688 (1),8.5,,2,2,0,2,2,6,1,0,0,11,Agent Venom,Cloak & Dagger,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Was really fun but wasn't able to generate enough attack with Herod first up and with 13 hit points....it then meant that I drew more Twists which put me under the pump and which inevitably made Evil Win,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,BEST OF TECHNOTRONIC,1,(+9),9,ReoFirestar19,24,57,81,1st,Yes (5),2nd,22 (7),1st,0 (5),1st,3.682 (8),25,,33,7,9,4,6,5,3,0,0,18,Nova (Champions),High Tech Spider-Man,I used the same Heroes.,I used the same Heroes.,Second attempt,5,"First game I took some risks that made me pull off a last-turn win, but I had fun! However, second game went incredibly amazing! I could make Ghost Rider 2099's engine function, as well as top-decking his Rare for a curbstomp that took him down with ease. A lucky shuffle made little to no Scheme Twists appear, and I could control the Villain Deck a bit with High-Tech Spiderman. Second attempt couldn't have been better than this!",
,,2,(+8),8,Sylterix,29,40,69,1st,Yes (5),1st,19 (8),1st,0 (5),2nd,3.632 (7),25,,11,12,3,4,5,7,1,2,0,19,Gwenpool,Tony Stark,Gwenpool,Tony Stark,First attempt,4,"Was good. Ultron didn't get empowered by tech until his 3rd defeat, keeping his attack power low.",
,,3,(+7),7,Fives & Echo,30,60,90,1st,Yes (5),4th,27 (4.5),1st,0 (5),3rd,3.333 (6),20.5,,30,14,11,0,2,7,3,1,0,13,Phoenix,Doctor Doom 2099,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Viv vision really took off on my side with her rare as well as gosht rider's rare and then my brother had Doctor Doom's rare due to several early twists, giving us a faster than expected game",
,,4,(+6),6,Joebro6616,51,25,76,1st,Yes (5),4th,27 (4.5),1st,0 (5),6th,2.815 (3),17.5,,26,18,0,2,2,1,1,0,0,6,Beast (X-Men),Longshot,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Ultron isn’t a super hard villain,the timer on the scheme made it a little stressful",
,,5,(+5),5,Dr. Parmesan,28,50,78,1st,Yes (5),3rd,25 (6),8th,2 (1),4th,3.12 (5),17,,22,14,6,1,3,4,4,0,0,12,Ant-Man,Doctor Doom 2099,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"Incredible theming, it was a blast!",
,,6,(+4),4,ZombieGamer5,49,46,95,1st,Yes (5),7th,32 (2),1st,0 (5),5th,2.969 (4),16,,3,9,6,1,2,2,2,1,0,8,Happy Hogan,Phoenix,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"I will preface by saying I played my game on borrowed sleep since I work in a tax office and only managed to get this week's game in by sacrificing 3 hours of sleep. Despite my tiredness, I had fun. I regret choosing Phoenix for this setup because she KOs herself and I got  almost one scheme twist closer loss by her Koing herself 4 times. The all tech heros setup was nice for immunity to Ultrons Master Strike. One of my least favorite aspects was that more than half the game my city was menaced by the Future Ultron Prime who was harder to beat than Ulton mastermind due to so many tech cards in the HQ. Even selectively recruiting tech cards didn't help because the Scheme twist would wipe the HQ and it would come out mostly tech again. A little frustrating but overall fun.",
,,7,(+3),3,Montax30,32,39,71,1st,Yes (5),6th,28 (3),1st,0 (5),7th,2.536 (2),15,,7,4,0,2,4,3,4,0,0,13,Ravage 2099,Wolfsbane,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Ravage 2099 is underrated with Fated Future,
,,8,(+2),2,Gideon Wyatt & Liam Wyatt,42,20,62,8th,No (1),8th,27 (1),1st,0 (5),8th,2.296 (1),8,,22,6,2,2,0,5,4,1,0,12,Tony Stark,Falcon,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"Game was good, one hand did well, the other did not",
,,9,(+1),1,M00M00KITTY & marnsupial,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,KPop Villain Hunters,1,(+9),9,Tuba2k7 & Aliayc22,51,17,68,1st,Yes (5),1st,22 (8.5),1st,0 (5.5),1st,3.091 (9),28,,34,5,0,3,2,6,6,2,0,19,Silk,Ultimate Spider-Man,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"I liked because we focused on a Spider-Man build that one of the players was able to get to cost cards every time a scheme twist came out. It just helped build the deck more rapidly. Our second hand did not have as much synchrony, but the characters in this grouping are kind of random… Or not, I guess they do all start with K.

Second game took a few more turns, but we got to use some of the other mechanics like outwit, which was a lot of fun. Also Killmonger specs can get pretty strong pretty quickly if you have the right card to play.",
,,2,(+8),8,MikeH,33,44,77,1st,Yes (5),5th,25 (5),1st,0 (5.5),2nd,3.08 (8),23.5,,11,8,0,2,4,7,1,1,0,15,King Black Panther,Korg,I used the same Heroes.,I used the same Heroes.,First attempt,4,"I had to add King Black Panther and Korg as the additional Heroes for the KPop Villain Hunters game. ;) Was fortunate that Henchmen came out early and I could thin my decks, and that the Master Strikes came later in the game. The Scheme Twist causing villains to shift city spaces, especially when moving out of a Time Incursion, also helped tremendously.",
,,3,(+7),7,Tex-pa & Grate,38,29,67,1st,Yes (5),1st,22 (8.5),9th,1 (1),3rd,3.045 (7),21.5,,9,2,5,2,3,2,4,0,0,11,Beast (Illuminati),Black Panther,Beast (Illuminati),Black Panther,First attempt,4,"Player 1 scored Killmonge'sr rare early and Player 2 grabbed Kitty's rare. But both sides really profited mostly off dual class cards (strength and tech).  The 1 escape came early as well but after getting City under control , Kang went down 5 times pretty quick. Fun time.",
,,4,(+6),6,allman7359 & Allman,37,24,61,1st,Yes (5),3rd,24 (6.5),1st,0 (5.5),7th,2.542 (3),20,,13,1,1,3,4,4,4,2,0,17,King Black Panther,Hulkbuster Iron Man,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,,
,,5,(+5),5,prestoja2,56,31,87,1st,Yes (5),7th,29 (3),1st,0 (5.5),4th,3 (6),19.5,,25,16,0,1,2,4,3,1,0,11,"Gamora, Destroyer of Thanos",Old Man Logan,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,The hero synergy was very fun,
,,6,(+4),4,Narellish & Ooskarr,49,29,78,1st,Yes (5),6th,28 (4),1st,0 (5.5),6th,2.786 (4),18.5,,20,6,2,2,1,6,3,0,0,12,Beast (Illuminati),Apocalyptic Kitty Pryde,Beast (Illuminati),Apocalyptic Kitty Pryde,Second attempt,4,"Was a fun game, though we aren't fans of Karnak. Plus losing heroes when you're about to recruit them is annoying but hey it happens. Our first game we dre 2 strikes and 2 twists in the first 4 cards so really struggled but in the second game it was averaged out more and we got Beast and Killmonger working hard for an easier win.",
,,7,(+3),3,dontfeedthegreen,33,22,55,1st,Yes (5),3rd,24 (6.5),1st,0 (5.5),9th,2.292 (1),18,,11,6,0,1,5,8,3,0,0,17,Apocalyptic Kitty Pryde,Caiera,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Good game, using another Kitty and Kaiera. Apocalyptic Kitty was clutch. Infiltrate the HQ turned over into her rare when I had 6 Recruit early on, so I got that and was then able to pick up lots of high-powered cards. The other deck lucked into hitting lots of MODOKs and used Karnak to get good recruit numbers.",
,,8,(+2),2,Snash108,60,32,92,1st,Yes (5),8th,31 (2),1st,0 (5.5),5th,2.968 (5),17.5,,28,12,0,3,3,2,0,0,0,8,Elsa Bloodstone,Rick Jones,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,,
,,9,(+1),1,Buya & DSCern,36,54,90,1st,Yes (5),9th,38 (1),1st,0 (5.5),8th,2.368 (2),13.5,,18,3,0,0,1,0,1,0,0,2,Beast (X-Men),Longshot,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"I think we did ok under the circumstances of this setup, and we developed our own synergistic decks even with 7 Heroes being used. Kang got really tough through the course of the game and the Villains were tough to hit, which created a circuit of them empowering each other. Eventually we got our decks strong enough to hit him. Luckily the fatal Scheme Twist was second to the last, so the game gave us the time to eventually get there! GG!",
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Synthwave Journeys Vol. 20XX,1,(+9),9,WingedCrusader,4,68,72,1st,Yes (5),1st,19 (8),1st,0 (8),1st,3.789 (8),29,,64,12,0,5,1,10,4,1,0,21,Iceman,Black Widow,Iceman,Black Widow,Second attempt,5,"Used Iceman early, paid off pretty well! Even though the hero deck was bigger, Iceman popped up at all the right times.  Was able to get a bunch of rares to have the Iceman side solocarry.  First run was 20 turns but had one escape, glad I did it again.  Great first game in! Hope the rest of the tourney works out well",
,,2,(+8),8,Sword'n'Sorcery,47,39,86,1st,Yes (5),3rd,24 (5.5),2nd,2 (6.5),3rd,3.583 (6),23,,8,9,0,3,2,5,3,2,0,15,Invisible Woman,Thor (Avengers),I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Interesting game! Always love being able to team up Bishop and Invisible Woman. Player 2 made a decent Thor/Silver Surfer Deck. We had some bad luck early on with several heralds and horsemen with a master strike. 2 escaped villains within the first 10 turns. Things evened out a bit once our decks started going, but there was still some heavy pressure from the villain deck all game. I don't usually like Schemes that KO non-grey heroes, but this is one of my favorite schemes. Pairing it with Galactus and Horsemen made it pretty difficult, but still fun.",
,,3,(+7),7,Ocs333,28,60,88,1st,Yes (5),3rd,24 (5.5),4th,3 (3.5),2nd,3.667 (7),21,,32,11,0,1,5,3,4,1,0,14,Forge,Wolverine (X-Force),I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Did not get many scheme twist so besides the timer it only contributed for providing the first bite of Galactus with some villains to feed on as well. Very strong villains in the beginning, so escapes were inevitable. 
Did not really think through hero choice, so I may have wasted Forge in the first week. X force wolverine actually turned out a good pick, his KO card I got first turn and helped in slimming one of the decks, while the other one was thinned by bishop and the various villain effects. Ended up with two 12 card decks in the end with only 4 grey cards in the first one and zero in the other. The latter deck I could consistently draw up in turns 18, 20, 22 and 24, providing Galactus with blue cosmic threats from Xavier and Bishop. 
So in the end, despite the escapes it was a quite quick win. 
(BTW after owning the game for more than a decade, I realized today that I played Burrow always as sending Moloids and company back to the sewers instead of the streets. )
",
,,4,(+6),6,Patyon & Wafflewings,38,32,70,1st,Yes (5),2nd,21 (7),4th,3 (3.5),5th,3.333 (4),19.5,,6,9,0,2,3,7,6,0,0,18,Invisible Woman,Iceman,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Scheme wasn’t the most interesting in play style, though variety in the villain deck is always fun and HQ selection was always fresh. Heroes really pulled their weight! Never built a Bishop/Invisible Woman engine before, but it was so satisfying! Wafflewings gives it a 5 rating for that reason, though Patyon lowered it because of the lack of complexity.",
,,5,(+5),5,FlashSpider-man,34,54,88,1st,Yes (5),6th,28 (3),2nd,2 (6.5),6th,3.143 (3),17.5,,20,15,0,2,3,3,3,1,0,12,Emma Frost,Gambit,Emma Frost,Gambit,Second attempt,4,"Both my games were 28 turns wins surprisingly but felt quite different. I got really lucky that second time through. First time, I was one master strike or one scheme twist away from losing. Second time I was two of either away, def got luckier to draw less. Surprised I won twice, expected it to be harder tbh. Bishop is very strong. Brought Gambit and Emma to feed him cards, and can combo w/ the Prof X 2 cost common, so many X-men. Worked well, even with 7 heroes. I feel like I got pretty lucky in all, had a smooth game. Almost makes me want to rate the setup lower lol, went suspiciously smooth.",
,,6,(+4),4,Doomfollow,54,31,85,1st,Yes (5),5th,25 (4),4th,3 (3.5),4th,3.4 (5),17.5,,23,16,0,3,3,5,2,2,0,15,Invisible Woman,Black Widow,I did not make a second attempt.,I did not make a second attempt.,First attempt,2,"First game back started off rough with early Escapes. Thankfully the Invisible Women + Bishop synergy got off quick enough to cull player 1s entire deck, allowing them to destroy Galactus' cosmic threat. Overall probably could've done a lot better, but no time to play again do I'll just roll with this.",
,,7,(+3),3,Johnny Blaze,50,30,80,1st,Yes (5),7th,30 (2),8th,5 (1),7th,2.667 (2),10,,20,12,0,1,3,4,1,1,0,10,Forge,Jean Grey,Cyclops,Jean Grey,First attempt,4,Setup was great. I loved the tension between managing the city with the masterstrike destroying locations and the scheme KO heroes. My win was with 1 masterstrike left in the villain deck and it was tense!,
,,8,(+2),2,Ozobsmk,32,22,54,8th,No (1),8th,31 (1),4th,3 (3.5),8th,1.742 (1),6.5,,10,8,0,0,3,4,2,2,0,11,Nightcrawler,Wolverine (X-Force),I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Had lots of fun.  Thank you!,
,,9,(+1),1,Blade_omicron,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,When Yggdrasil Falls: A Quest in Nordic Punk,1,(+9),9,Techfiend & Kimber_Blue,37,61,98,1st,Yes (6.5),3rd,30 (7),1st,0 (8.5),1st,3.267 (9),31,,24,12,13,1,2,2,3,0,0,8,Hulk 2099,Hulkbuster Iron Man,Hulk 2099,Hulkbuster Iron Man,First attempt,3,"Kylah started us off with a bang this season. The villains chosen to give more unavoidable hero KO's was diabolical. Hulk 2099 was crucial in putting wounds undercover and thinning the hero decks. Game 1 took longer than we would have liked, but managed to walk the fine line of barely managing the city. Left side went Beta Ray Bill with Hulkbuster, and right side played a Hulk 2099, Korg, Skaar mashup. Overall it was a decent start to the tournament, and looking forward to what's coming.",
,,2,(+8),8,R3DJ0N,61,15,76,1st,Yes (6.5),1st,27 (8.5),6th,3 (3),2nd,2.815 (8),26,,46,22,0,2,2,6,4,0,0,14,Angel,Gladiator Hulk,Angel,Gladiator Hulk,First attempt,4,"Both attempts started with both sides getting wounded twice. This led to unavoidable escapes. The twists came up at painful times, the hq was not cooperating. 2nd attempt was slightly slower. Hopefully Angel's bystanders will make up some ground.",
,,3,(+7),7,Dashburn,46,34,80,1st,Yes (6.5),4th,32 (6),3rd,1 (6),4th,2.5 (6),24.5,,12,12,0,1,2,3,1,0,0,7,Gladiator Hulk,She-Hulk,Gladiator Hulk,She-Hulk,Second attempt,4,Challenging but fun setup that felt rewarding to win.,
,,4,(+6),6,ItStartswith1,25,46,71,1st,Yes (6.5),6th,34 (4),1st,0 (8.5),7th,2.088 (3),22,,21,15,0,2,1,2,1,0,0,6,Forge,Amadeus Cho,Punisher,Amadeus Cho,Second attempt,4,"Tricky setup! My first match went horrible and ended with twist 6 after 20 turns. I didn't take care enough of Hiroim (Warbound Villain). His fight effect KO's a card from the HQ and I did it this twice, because he came back into the city after one Strike. Suddenly I had 32 KO'd non-grey Heroes! 

In my first attempt I also realized that I needed a hero that can reveal the top card of the villain deck for the Uru-Weapons. So I swapped Forge with Punisher for attempt 2 and this was key for the win! 

Knowing WHEN to bury a twist deep down in the Villain Deck was crucial!! And although it took a while, the Magnificent Seven put Hela back to Asgard - finally! :-) :-) Kudos to Amadeus Cho and his strong attack!",
,,5,(+5),5,BigDongWilliam,67,22,89,1st,Yes (6.5),5th,33 (5),6th,3 (3),3rd,2.697 (7),21.5,,45,13,12,0,2,2,1,0,0,5,Colossus,Hulk 2099,Hulk 2099,Wolverine (X-Force),First attempt,3,"This was a tough set up.   If it were not for very luck Uru weapons, I would have lost many turns earlier.    Losing all of the top cards out of the hero deck also felt bad.",
,,6,(+4),4,Mangostrike,39,19,58,1st,Yes (6.5),1st,27 (8.5),9th,4 (1),6th,2.148 (4),20,,20,12,0,2,3,3,4,0,0,12,Bruce Banner,Hulkbuster Iron Man,Bruce Banner,Hulkbuster Iron Man,Second attempt,4,.,
,,7,(+3),3,Cglied & Poulanc,27,53,80,7th,No (2),7th,36 (3),3rd,1 (6),5th,2.222 (5),16,,26,9,0,0,1,0,0,0,0,1,Colossus,Gladiator Hulk,Colossus,Gladiator Hulk,Second attempt,5,I loved it! It was much better than cats! I'm going to see it again and again!,
,,8,(+2),2,AveryAce,13,16,29,7th,No (2),9th,28 (1),3rd,1 (6),9th,1.036 (1),10,,3,3,0,1,1,7,3,0,0,12,Doctor Strange (Avengers),Lady Sif,Doctor Strange (Avengers),Lady Sif,First attempt,4,"Things ended quite unfortunately for me, game one was a whiff, lasted 28 turns, only had one escape, but that escape caused me to lose on twist 6. Didn't really get to defeat much. Game two was shaping out much better, I had 2 escapes, 1 from the astral plane, and one from fenris wolf dashing in (which could've gone much worse), and by turn 24 I had two mastermind tactics down thanks to a strong left hand based around artifacts with a touch of smash. But because of the two escapes, and drawing twist 6 when the deck still had 13 other non twists available, it lost too soon. While it had more points by 12 even with being a shorter game, the worse round count and escape count led to me submitting game one. Very fun setup, the villains make a twist 6 defeat quite likely, so the clock is tight!",
,,9,(+1),1,AntDude,47,20,67,7th,No (2),8th,34 (2),6th,3 (3),8th,1.971 (2),9,,27,11,0,0,1,3,1,0,0,5,Ravage 2099,She-Hulk,Ravage 2099,She-Hulk,Second attempt,3,"Yikes, that was rough and I totally suffered by not being familiar with this scheme (not in a set I own). The ways some of these villains KO’d non-grey heroes made for a rough go, and just couldn’t build deck synergy in either game. Tough to limp into the beginning of the tournament with an L.",
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
